item,item_en,2025-Q4,2025-Q3,2025-Q2,2025-Q1
Thu nhập trên mỗi cổ phần của 4 quý gần nhất (EPS),Trailing EPS,52.3,58.24,892.93,1019.53
Giá trị sổ sách của cổ phiếu (BVPS),Book value per share (BVPS),12734.0,12643.0,12906.0,13885.0
Chỉ số giá thị trường trên thu nhập (P/E),P/E,198.84,208.63,16.8,15.4
Chỉ số giá thị trường trên giá trị sổ sách (P/B),P/B,0.82,0.96,1.16,1.13
Chỉ số giá thị trường trên doanh thu thuần (P/S),P/S,0.74,1.14,1.57,1.76
Tỷ suất cổ tức,Dividend yield,0.1,0.08,0.07,0.02
Beta,Beta,0.62,0.67,0.99,0.87
Giá trị doanh nghiệp trên lợi nhuận trước thuế và lãi vay (EV/EBIT),EV/EBIT,38.7,-126.59,81.96,86.85
"Giá trị doanh nghiệp trên lợi nhuận trước thuế, khấu hao và lãi vay (EV/EBITDA)",EV/EBITDA,0.0,0.0,0.0,0.0
Tỷ suất lợi nhuận gộp biên,Gross profit margin,7.26,5.19,8.86,9.77
Tỷ lệ lãi EBIT,EBIT margin,3.37,-1.31,2.8,3.0
Tỷ lệ lãi EBITDA,EBITDA/Net revenue,3.74,-0.86,2.92,4.79
Tỷ suất sinh lợi trên doanh thu thuần,Net profit margin,2.52,-2.24,1.0,1.72
Tỷ suất lợi nhuận trên vốn chủ sở hữu bình quân (ROEA),ROE,2.79,-1.88,0.71,1.11
Tỷ suất sinh lợi trên vốn dài hạn bình quân (ROCE),Return on capital employed (ROCE),3.74,-1.1,2.0,1.93
Tỷ suất sinh lợi trên tổng tài sản bình quân (ROAA),ROA,1.37,-1.18,-0.17,0.2
ROE bình quân 4 quý gần nhất,ROE Trailling,0.5,0.55,8.2,9.2
ROA bình quân 4 quý gần nhất,ROA Trailling,0.23,0.25,3.84,4.51
Tăng trưởng  doanh thu thuần,Net revenue,-16.73,-25.14,-8.33,-7.62
Tăng trưởng  lợi nhuận gộp,Gross profit,-24.76,-65.73,-5.2,-1.92
Tăng trưởng lợi nhuận trước thuế ,Profit before tax,-47.24,0.0,-38.26,-44.47
Tăng trưởng lợi nhuận sau thuế của CĐ công ty mẹ,Profit after tax for shareholders of the parent company,-1.89,0.0,0.0,-76.88
Tăng trưởng tổng tài sản,Total assets,2.91,-5.69,21.62,26.2
Tăng trưởng nợ dài hạn,Long-term liabilities,1.03,280.12,176.33,-59.93
Tăng trưởng nợ phải trả,Liabilities,21.02,-12.8,34.98,33.71
Tăng trưởng vốn chủ sở hữu,Owner's equity,-8.23,0.34,13.21,20.91
Tăng trưởng vốn điều lệ,Charter capital,0.0,0.0,0.0,15.0
Tỷ số thanh toán bằng tiền mặt,Cash ratio,0.08,0.12,0.09,0.11
Tỷ số thanh toán nhanh,Quick ratio,0.47,0.59,0.45,0.52
"Tỷ số thanh toán nhanh  (Đã loại trừ HTK, Phải thu ngắn hạn - Tham khảo)","Quick ratio (except: Inventories,  Short-term receivables - reference)",0.09,0.13,0.1,0.11
Tỷ số thanh toán hiện hành (ngắn hạn),Short-term ratio,1.79,1.4,1.33,1.36
Khả năng thanh toán lãi vay,Interest coverage,4.62,-1.65,2.56,4.77
