time,open,high,low,close,symbol
2025-02-12 00:00:00+00:00,152.48,154.79,152.36,154.41,USDJPY
2025-02-13 00:00:00+00:00,154.41,154.66,152.68,152.79,USDJPY
2025-02-14 00:00:00+00:00,152.79,153.15,152.01,152.33,USDJPY
2025-02-17 00:00:00+00:00,152.23,152.4,151.32,151.5,USDJPY
2025-02-18 00:00:00+00:00,151.49,152.22,151.22,152.05,USDJPY
2025-02-19 00:00:00+00:00,152.06,152.31,151.23,151.47,USDJPY
2025-02-20 00:00:00+00:00,151.45,151.46,149.37,149.63,USDJPY
2025-02-21 00:00:00+00:00,149.63,150.73,148.9,149.29,USDJPY
2025-02-24 00:00:00+00:00,149.38,149.87,148.84,149.71,USDJPY
2025-02-25 00:00:00+00:00,149.71,150.3,148.56,149.02,USDJPY
2025-02-26 00:00:00+00:00,149.02,149.88,148.61,149.08,USDJPY
2025-02-27 00:00:00+00:00,149.07,150.17,148.73,149.8,USDJPY
2025-02-28 00:00:00+00:00,149.8,150.98,149.08,150.6,USDJPY
2025-03-03 00:00:00+00:00,150.48,151.31,149.08,149.5,USDJPY
2025-03-04 00:00:00+00:00,149.5,149.88,148.07,149.8,USDJPY
2025-03-05 00:00:00+00:00,149.8,150.18,148.38,148.88,USDJPY
2025-03-06 00:00:00+00:00,148.88,149.33,147.3,147.95,USDJPY
2025-03-07 00:00:00+00:00,147.98,148.2,146.94,148.03,USDJPY
2025-03-10 00:00:00+00:00,147.87,147.96,146.61,147.26,USDJPY
2025-03-11 00:00:00+00:00,147.26,148.11,146.52,147.77,USDJPY
2025-03-12 00:00:00+00:00,147.77,149.19,147.71,148.25,USDJPY
2025-03-13 00:00:00+00:00,148.25,148.37,147.39,147.81,USDJPY
2025-03-14 00:00:00+00:00,147.81,149.02,147.74,148.62,USDJPY
2025-03-17 00:00:00+00:00,148.32,149.28,148.38,149.21,USDJPY
2025-03-18 00:00:00+00:00,149.2,149.93,149.07,149.26,USDJPY
2025-03-19 00:00:00+00:00,149.26,150.14,148.6,148.68,USDJPY
2025-03-20 00:00:00+00:00,148.71,148.96,148.16,148.78,USDJPY
2025-03-21 00:00:00+00:00,148.74,149.66,148.57,149.31,USDJPY
2025-03-24 00:00:00+00:00,149.36,150.75,149.35,150.69,USDJPY
2025-03-25 00:00:00+00:00,150.69,150.94,149.53,149.9,USDJPY
2025-03-26 00:00:00+00:00,149.9,150.75,149.82,150.58,USDJPY
2025-03-27 00:00:00+00:00,150.58,151.15,150.04,151.05,USDJPY
2025-03-28 00:00:00+00:00,151.03,151.21,149.66,149.81,USDJPY
2025-03-31 00:00:00+00:00,149.79,150.26,148.68,149.95,USDJPY
2025-04-01 00:00:00+00:00,149.95,150.14,148.95,149.61,USDJPY
2025-04-02 00:00:00+00:00,149.57,150.48,149.08,149.24,USDJPY
2025-04-03 00:00:00+00:00,149.24,149.26,145.18,146.06,USDJPY
2025-04-04 00:00:00+00:00,146.06,147.43,144.54,146.9,USDJPY
2025-04-07 00:00:00+00:00,147.04,148.14,144.8,147.84,USDJPY
2025-04-08 00:00:00+00:00,147.82,148.12,145.95,146.28,USDJPY
2025-04-09 00:00:00+00:00,146.26,148.27,143.98,147.72,USDJPY
2025-04-10 00:00:00+00:00,147.52,147.71,144.0,144.45,USDJPY
2025-04-11 00:00:00+00:00,144.43,144.6,142.05,143.51,USDJPY
2025-04-14 00:00:00+00:00,143.95,144.3,142.23,142.98,USDJPY
2025-04-15 00:00:00+00:00,142.98,143.59,142.58,143.23,USDJPY
2025-04-16 00:00:00+00:00,143.23,143.28,141.63,141.82,USDJPY
2025-04-17 00:00:00+00:00,141.91,143.08,141.6,142.41,USDJPY
2025-04-18 00:00:00+00:00,142.43,142.47,142.1,142.17,USDJPY
2025-04-21 00:00:00+00:00,142.09,142.18,140.46,140.85,USDJPY
2025-04-22 00:00:00+00:00,140.8,141.66,139.86,141.58,USDJPY
2025-04-23 00:00:00+00:00,141.52,143.57,141.46,143.44,USDJPY
2025-04-24 00:00:00+00:00,143.4,143.41,142.27,142.62,USDJPY
2025-04-25 00:00:00+00:00,142.66,144.03,142.53,143.67,USDJPY
2025-04-28 00:00:00+00:00,143.49,143.89,141.97,142.01,USDJPY
2025-04-29 00:00:00+00:00,142.01,142.75,141.96,142.34,USDJPY
2025-04-30 00:00:00+00:00,142.34,143.19,142.12,143.07,USDJPY
2025-05-01 00:00:00+00:00,143.06,145.73,142.86,145.43,USDJPY
2025-05-02 00:00:00+00:00,145.43,145.92,143.71,144.93,USDJPY
2025-05-05 00:00:00+00:00,144.71,144.99,143.52,143.7,USDJPY
2025-05-06 00:00:00+00:00,143.7,144.27,142.33,142.41,USDJPY
2025-05-07 00:00:00+00:00,142.41,143.99,142.36,143.82,USDJPY
2025-05-08 00:00:00+00:00,143.8,146.17,143.43,145.91,USDJPY
2025-05-09 00:00:00+00:00,145.91,146.18,144.8,145.34,USDJPY
2025-05-12 00:00:00+00:00,145.8,148.64,145.69,148.45,USDJPY
2025-05-13 00:00:00+00:00,148.45,148.48,147.35,147.47,USDJPY
2025-05-14 00:00:00+00:00,147.47,147.67,145.58,146.75,USDJPY
2025-05-15 00:00:00+00:00,146.71,146.75,145.41,145.66,USDJPY
2025-05-16 00:00:00+00:00,145.66,146.1,144.9,145.62,USDJPY
2025-05-19 00:00:00+00:00,145.26,145.45,144.64,144.85,USDJPY
2025-05-20 00:00:00+00:00,144.85,145.51,144.07,144.5,USDJPY
2025-05-21 00:00:00+00:00,144.53,144.59,143.27,143.67,USDJPY
2025-05-22 00:00:00+00:00,143.67,144.4,142.78,144.01,USDJPY
2025-05-23 00:00:00+00:00,144.0,144.09,142.41,142.54,USDJPY
2025-05-26 00:00:00+00:00,142.36,143.08,142.2,142.84,USDJPY
2025-05-27 00:00:00+00:00,142.84,144.45,142.1,144.32,USDJPY
2025-05-28 00:00:00+00:00,144.31,145.07,143.83,144.82,USDJPY
2025-05-29 00:00:00+00:00,144.81,146.28,143.94,144.19,USDJPY
2025-05-30 00:00:00+00:00,144.21,144.44,143.41,144.04,USDJPY
2025-06-02 00:00:00+00:00,143.95,144.09,142.52,142.69,USDJPY
2025-06-03 00:00:00+00:00,142.71,144.1,142.36,144.0,USDJPY
2025-06-04 00:00:00+00:00,143.96,144.38,142.58,142.76,USDJPY
2025-06-05 00:00:00+00:00,142.76,143.97,142.52,143.52,USDJPY
2025-06-06 00:00:00+00:00,143.47,145.08,143.3,144.85,USDJPY
2025-06-09 00:00:00+00:00,144.8,144.94,143.96,144.58,USDJPY
2025-06-10 00:00:00+00:00,144.54,145.29,144.38,144.83,USDJPY
2025-06-11 00:00:00+00:00,144.83,145.46,144.31,144.54,USDJPY
2025-06-12 00:00:00+00:00,144.53,144.56,143.16,143.47,USDJPY
2025-06-13 00:00:00+00:00,143.46,144.48,142.78,144.09,USDJPY
2025-06-16 00:00:00+00:00,143.88,144.87,143.63,144.72,USDJPY
2025-06-17 00:00:00+00:00,144.72,145.37,144.38,145.25,USDJPY
2025-06-18 00:00:00+00:00,145.18,145.44,144.32,145.1,USDJPY
2025-06-19 00:00:00+00:00,145.12,145.76,144.73,145.45,USDJPY
2025-06-20 00:00:00+00:00,145.45,146.21,145.1,146.07,USDJPY
2025-06-23 00:00:00+00:00,145.92,148.02,145.88,146.14,USDJPY
2025-06-24 00:00:00+00:00,146.14,146.18,144.49,144.91,USDJPY
2025-06-25 00:00:00+00:00,144.94,145.94,144.58,145.25,USDJPY
2025-06-26 00:00:00+00:00,145.19,145.26,143.73,144.37,USDJPY
2025-06-27 00:00:00+00:00,144.37,144.94,144.17,144.65,USDJPY
2025-06-30 00:00:00+00:00,144.43,144.76,143.76,144.01,USDJPY
2025-07-01 00:00:00+00:00,144.01,144.06,142.66,143.43,USDJPY
2025-07-02 00:00:00+00:00,143.41,144.24,143.31,143.67,USDJPY
2025-07-03 00:00:00+00:00,143.67,145.23,143.42,144.92,USDJPY
2025-07-04 00:00:00+00:00,144.91,144.96,144.15,144.55,USDJPY
2025-07-07 00:00:00+00:00,144.37,146.24,144.2,146.02,USDJPY
2025-07-08 00:00:00+00:00,146.01,146.97,145.82,146.55,USDJPY
2025-07-09 00:00:00+00:00,146.55,147.18,146.23,146.31,USDJPY
2025-07-10 00:00:00+00:00,146.31,146.78,145.73,146.25,USDJPY
2025-07-11 00:00:00+00:00,146.25,147.51,146.11,147.4,USDJPY
2025-07-14 00:00:00+00:00,147.18,147.78,146.84,147.7,USDJPY
2025-07-15 00:00:00+00:00,147.71,149.01,147.53,148.86,USDJPY
2025-07-16 00:00:00+00:00,148.89,149.18,146.9,147.86,USDJPY
2025-07-17 00:00:00+00:00,147.83,149.09,147.71,148.6,USDJPY
2025-07-18 00:00:00+00:00,148.6,148.88,148.16,148.81,USDJPY
2025-07-21 00:00:00+00:00,148.07,148.66,147.06,147.38,USDJPY
2025-07-22 00:00:00+00:00,147.31,147.94,146.3,146.63,USDJPY
2025-07-23 00:00:00+00:00,146.6,147.21,146.09,146.49,USDJPY
2025-07-24 00:00:00+00:00,146.46,147.02,145.82,147.0,USDJPY
2025-07-25 00:00:00+00:00,147.0,147.94,146.8,147.66,USDJPY
2025-07-28 00:00:00+00:00,147.74,148.57,147.49,148.53,USDJPY
2025-07-29 00:00:00+00:00,148.51,148.8,148.13,148.44,USDJPY
2025-07-30 00:00:00+00:00,148.49,149.53,147.78,149.5,USDJPY
2025-07-31 00:00:00+00:00,149.5,150.83,148.57,150.74,USDJPY
2025-08-01 00:00:00+00:00,150.74,150.91,147.28,147.36,USDJPY
2025-08-04 00:00:00+00:00,147.26,148.08,146.85,147.08,USDJPY
2025-08-05 00:00:00+00:00,147.09,147.83,146.6,147.6,USDJPY
2025-08-06 00:00:00+00:00,147.57,147.88,146.95,147.35,USDJPY
2025-08-07 00:00:00+00:00,147.35,147.71,146.66,147.1,USDJPY
2025-08-08 00:00:00+00:00,147.11,147.9,146.71,147.72,USDJPY
2025-08-11 00:00:00+00:00,147.44,148.25,147.33,148.14,USDJPY
2025-08-12 00:00:00+00:00,148.13,148.52,147.56,147.83,USDJPY
2025-08-13 00:00:00+00:00,147.73,148.16,147.07,147.38,USDJPY
2025-08-14 00:00:00+00:00,147.36,147.95,146.19,147.76,USDJPY
2025-08-15 00:00:00+00:00,147.74,147.86,146.73,147.18,USDJPY
2025-08-18 00:00:00+00:00,147.05,147.98,147.02,147.86,USDJPY
2025-08-19 00:00:00+00:00,147.66,148.11,147.43,147.66,USDJPY
2025-08-20 00:00:00+00:00,147.57,147.81,146.85,147.32,USDJPY
2025-08-21 00:00:00+00:00,147.23,148.4,147.23,148.37,USDJPY
2025-08-22 00:00:00+00:00,148.25,148.77,146.54,146.93,USDJPY
2025-08-25 00:00:00+00:00,146.8,147.93,146.69,147.77,USDJPY
2025-08-26 00:00:00+00:00,147.77,147.9,146.97,147.4,USDJPY
2025-08-27 00:00:00+00:00,147.4,148.18,147.27,147.39,USDJPY
