time,open,high,low,close,symbol
2025-02-12 00:00:00+00:00,7.31,7.31,7.31,7.31,USDCNY
2025-02-13 00:00:00+00:00,7.31,7.31,7.28,7.29,USDCNY
2025-02-14 00:00:00+00:00,7.28,7.29,7.25,7.25,USDCNY
2025-02-17 00:00:00+00:00,7.25,7.26,7.24,7.26,USDCNY
2025-02-18 00:00:00+00:00,7.27,7.28,7.27,7.28,USDCNY
2025-02-19 00:00:00+00:00,7.28,7.29,7.28,7.28,USDCNY
2025-02-20 00:00:00+00:00,7.28,7.28,7.26,7.26,USDCNY
2025-02-21 00:00:00+00:00,7.26,7.26,7.24,7.25,USDCNY
2025-02-24 00:00:00+00:00,7.25,7.25,7.23,7.25,USDCNY
2025-02-25 00:00:00+00:00,7.26,7.27,7.25,7.25,USDCNY
2025-02-26 00:00:00+00:00,7.25,7.26,7.25,7.26,USDCNY
2025-02-27 00:00:00+00:00,7.26,7.29,7.26,7.29,USDCNY
2025-02-28 00:00:00+00:00,7.29,7.29,7.28,7.28,USDCNY
2025-03-03 00:00:00+00:00,7.28,7.29,7.28,7.28,USDCNY
2025-03-04 00:00:00+00:00,7.29,7.29,7.26,7.27,USDCNY
2025-03-05 00:00:00+00:00,7.27,7.27,7.25,7.25,USDCNY
2025-03-06 00:00:00+00:00,7.24,7.25,7.24,7.25,USDCNY
2025-03-07 00:00:00+00:00,7.25,7.25,7.23,7.23,USDCNY
2025-03-10 00:00:00+00:00,7.24,7.27,7.24,7.26,USDCNY
2025-03-11 00:00:00+00:00,7.26,7.26,7.23,7.23,USDCNY
2025-03-12 00:00:00+00:00,7.22,7.25,7.22,7.24,USDCNY
2025-03-13 00:00:00+00:00,7.24,7.25,7.23,7.24,USDCNY
2025-03-14 00:00:00+00:00,7.25,7.25,7.23,7.24,USDCNY
2025-03-17 00:00:00+00:00,7.23,7.24,7.22,7.23,USDCNY
2025-03-18 00:00:00+00:00,7.23,7.24,7.22,7.23,USDCNY
2025-03-19 00:00:00+00:00,7.23,7.24,7.23,7.23,USDCNY
2025-03-20 00:00:00+00:00,7.23,7.25,7.22,7.25,USDCNY
2025-03-21 00:00:00+00:00,7.25,7.25,7.24,7.25,USDCNY
2025-03-24 00:00:00+00:00,7.26,7.26,7.25,7.25,USDCNY
2025-03-25 00:00:00+00:00,7.26,7.26,7.26,7.26,USDCNY
2025-03-26 00:00:00+00:00,7.26,7.27,7.26,7.27,USDCNY
2025-03-27 00:00:00+00:00,7.26,7.27,7.26,7.26,USDCNY
2025-03-28 00:00:00+00:00,7.26,7.27,7.26,7.26,USDCNY
2025-03-31 00:00:00+00:00,7.26,7.26,7.25,7.26,USDCNY
2025-04-01 00:00:00+00:00,7.26,7.27,7.26,7.27,USDCNY
2025-04-02 00:00:00+00:00,7.27,7.27,7.27,7.27,USDCNY
2025-04-03 00:00:00+00:00,7.3,7.3,7.28,7.28,USDCNY
2025-04-07 00:00:00+00:00,7.31,7.32,7.3,7.31,USDCNY
2025-04-08 00:00:00+00:00,7.34,7.34,7.33,7.34,USDCNY
2025-04-09 00:00:00+00:00,7.35,7.35,7.35,7.35,USDCNY
2025-04-10 00:00:00+00:00,7.35,7.35,7.31,7.31,USDCNY
2025-04-11 00:00:00+00:00,7.31,7.33,7.29,7.29,USDCNY
2025-04-14 00:00:00+00:00,7.31,7.31,7.3,7.31,USDCNY
2025-04-15 00:00:00+00:00,7.31,7.32,7.3,7.32,USDCNY
2025-04-16 00:00:00+00:00,7.32,7.33,7.3,7.31,USDCNY
2025-04-17 00:00:00+00:00,7.31,7.31,7.29,7.3,USDCNY
2025-04-18 00:00:00+00:00,7.3,7.3,7.29,7.3,USDCNY
2025-04-21 00:00:00+00:00,7.29,7.3,7.28,7.29,USDCNY
2025-04-22 00:00:00+00:00,7.3,7.31,7.3,7.31,USDCNY
2025-04-23 00:00:00+00:00,7.3,7.31,7.28,7.29,USDCNY
