time,open,high,low,close,symbol
2025-02-12 00:00:00+00:00,1450.86,1458.78,1449.0,1450.74,USDKRW
2025-02-13 00:00:00+00:00,1450.74,1454.6,1439.33,1439.33,USDKRW
2025-02-14 00:00:00+00:00,1442.04,1445.2,1435.82,1439.43,USDKRW
2025-02-17 00:00:00+00:00,1440.29,1444.88,1438.3,1441.28,USDKRW
2025-02-18 00:00:00+00:00,1441.28,1445.7,1437.23,1440.71,USDKRW
2025-02-19 00:00:00+00:00,1440.71,1443.98,1436.71,1439.0,USDKRW
2025-02-20 00:00:00+00:00,1439.15,1442.0,1430.51,1430.7,USDKRW
2025-02-21 00:00:00+00:00,1430.7,1436.5,1430.7,1433.0,USDKRW
2025-02-24 00:00:00+00:00,1435.47,1436.87,1423.8,1428.64,USDKRW
2025-02-25 00:00:00+00:00,1428.15,1435.0,1427.66,1433.0,USDKRW
2025-02-26 00:00:00+00:00,1431.68,1436.54,1428.9,1433.2,USDKRW
2025-02-27 00:00:00+00:00,1433.63,1450.58,1433.26,1450.48,USDKRW
2025-02-28 00:00:00+00:00,1450.48,1463.86,1449.87,1461.28,USDKRW
2025-03-03 00:00:00+00:00,1460.59,1461.51,1455.35,1457.94,USDKRW
2025-03-04 00:00:00+00:00,1457.94,1462.27,1452.66,1453.15,USDKRW
2025-03-05 00:00:00+00:00,1454.19,1460.2,1443.54,1445.0,USDKRW
2025-03-06 00:00:00+00:00,1443.68,1451.0,1437.6,1447.34,USDKRW
2025-03-07 00:00:00+00:00,1446.73,1449.3,1441.0,1449.0,USDKRW
2025-03-10 00:00:00+00:00,1448.57,1459.55,1444.96,1459.23,USDKRW
2025-03-11 00:00:00+00:00,1459.23,1459.69,1448.78,1451.08,USDKRW
2025-03-12 00:00:00+00:00,1451.08,1454.91,1449.2,1451.0,USDKRW
2025-03-13 00:00:00+00:00,1450.68,1457.39,1447.61,1453.23,USDKRW
2025-03-14 00:00:00+00:00,1453.23,1456.5,1450.44,1450.62,USDKRW
2025-03-17 00:00:00+00:00,1451.11,1451.8,1441.53,1442.95,USDKRW
2025-03-18 00:00:00+00:00,1442.95,1455.08,1440.31,1448.83,USDKRW
2025-03-19 00:00:00+00:00,1448.83,1462.61,1448.5,1460.7,USDKRW
2025-03-20 00:00:00+00:00,1456.9,1470.69,1454.26,1465.72,USDKRW
2025-03-21 00:00:00+00:00,1465.72,1469.2,1460.71,1463.32,USDKRW
2025-03-24 00:00:00+00:00,1465.8,1469.87,1461.5,1466.98,USDKRW
2025-03-25 00:00:00+00:00,1466.98,1471.02,1462.98,1462.98,USDKRW
2025-03-26 00:00:00+00:00,1463.4,1470.11,1460.43,1467.87,USDKRW
2025-03-27 00:00:00+00:00,1467.87,1470.72,1462.92,1464.66,USDKRW
2025-03-28 00:00:00+00:00,1463.9,1470.59,1461.79,1469.87,USDKRW
2025-03-31 00:00:00+00:00,1469.64,1476.58,1468.0,1472.05,USDKRW
2025-04-01 00:00:00+00:00,1472.05,1476.6,1466.8,1469.94,USDKRW
2025-04-02 00:00:00+00:00,1469.44,1473.3,1459.31,1463.19,USDKRW
2025-04-03 00:00:00+00:00,1464.59,1471.89,1448.85,1450.57,USDKRW
2025-04-04 00:00:00+00:00,1450.13,1462.63,1429.52,1458.51,USDKRW
2025-04-07 00:00:00+00:00,1457.52,1471.25,1455.28,1469.91,USDKRW
2025-04-08 00:00:00+00:00,1469.91,1486.38,1465.81,1485.83,USDKRW
2025-04-09 00:00:00+00:00,1485.83,1487.3,1443.32,1445.8,USDKRW
2025-04-10 00:00:00+00:00,1445.53,1465.13,1445.53,1452.73,USDKRW
2025-04-11 00:00:00+00:00,1452.79,1456.9,1416.68,1419.53,USDKRW
2025-04-14 00:00:00+00:00,1419.29,1431.8,1416.07,1419.41,USDKRW
2025-04-15 00:00:00+00:00,1419.41,1431.1,1418.42,1426.63,USDKRW
2025-04-16 00:00:00+00:00,1426.63,1431.8,1411.39,1413.71,USDKRW
2025-04-17 00:00:00+00:00,1413.46,1422.9,1413.21,1417.42,USDKRW
2025-04-18 00:00:00+00:00,1418.54,1424.84,1417.39,1423.49,USDKRW
2025-04-21 00:00:00+00:00,1419.95,1422.0,1413.6,1421.63,USDKRW
2025-04-22 00:00:00+00:00,1421.63,1429.58,1416.89,1429.19,USDKRW
2025-04-23 00:00:00+00:00,1429.19,1431.15,1418.91,1426.18,USDKRW
2025-04-24 00:00:00+00:00,1426.18,1439.03,1425.01,1429.42,USDKRW
2025-04-25 00:00:00+00:00,1430.03,1443.6,1429.05,1437.36,USDKRW
2025-04-28 00:00:00+00:00,1437.36,1446.12,1433.68,1435.83,USDKRW
2025-04-29 00:00:00+00:00,1435.56,1441.4,1429.94,1431.3,USDKRW
2025-04-30 00:00:00+00:00,1430.72,1433.31,1418.7,1423.69,USDKRW
2025-05-01 00:00:00+00:00,1423.69,1438.3,1421.34,1435.09,USDKRW
2025-05-02 00:00:00+00:00,1435.09,1439.6,1389.89,1397.9,USDKRW
2025-05-05 00:00:00+00:00,1397.9,1399.0,1363.54,1374.04,USDKRW
2025-05-06 00:00:00+00:00,1374.37,1389.74,1371.85,1374.78,USDKRW
2025-05-07 00:00:00+00:00,1374.78,1402.2,1373.79,1397.38,USDKRW
2025-05-08 00:00:00+00:00,1397.39,1405.59,1391.03,1403.82,USDKRW
2025-05-09 00:00:00+00:00,1403.82,1414.92,1393.34,1395.15,USDKRW
2025-05-12 00:00:00+00:00,1394.66,1424.51,1391.65,1415.13,USDKRW
2025-05-13 00:00:00+00:00,1415.08,1428.23,1406.75,1415.99,USDKRW
2025-05-14 00:00:00+00:00,1415.99,1421.81,1387.79,1407.31,USDKRW
2025-05-15 00:00:00+00:00,1407.31,1411.8,1388.72,1396.21,USDKRW
2025-05-16 00:00:00+00:00,1396.1,1402.38,1386.26,1398.12,USDKRW
2025-05-19 00:00:00+00:00,1397.87,1401.1,1386.3,1387.74,USDKRW
2025-05-20 00:00:00+00:00,1387.65,1396.6,1387.56,1393.29,USDKRW
2025-05-21 00:00:00+00:00,1392.51,1393.19,1366.21,1373.83,USDKRW
2025-05-22 00:00:00+00:00,1373.83,1385.7,1372.25,1381.23,USDKRW
2025-05-23 00:00:00+00:00,1381.23,1383.2,1362.2,1364.62,USDKRW
2025-05-26 00:00:00+00:00,1364.17,1371.0,1359.31,1367.46,USDKRW
2025-05-27 00:00:00+00:00,1367.45,1376.46,1363.45,1375.11,USDKRW
2025-05-28 00:00:00+00:00,1374.46,1377.9,1367.81,1373.6,USDKRW
2025-05-29 00:00:00+00:00,1373.1,1385.35,1368.19,1370.53,USDKRW
2025-05-30 00:00:00+00:00,1369.96,1383.27,1367.16,1381.99,USDKRW
2025-06-02 00:00:00+00:00,1381.99,1382.59,1370.0,1376.05,USDKRW
2025-06-03 00:00:00+00:00,1376.04,1379.82,1372.21,1377.71,USDKRW
2025-06-04 00:00:00+00:00,1377.71,1377.72,1360.05,1361.04,USDKRW
