time,open,high,low,close,symbol
2025-02-12 00:00:00+00:00,167.41,167.53,165.02,165.46,JPYVND
2025-02-13 00:00:00+00:00,165.46,166.59,164.69,166.48,JPYVND
2025-02-14 00:00:00+00:00,166.48,166.87,165.95,166.51,JPYVND
2025-02-17 00:00:00+00:00,166.64,168.29,166.45,168.11,JPYVND
2025-02-18 00:00:00+00:00,168.11,168.41,167.23,167.69,JPYVND
2025-02-19 00:00:00+00:00,167.67,168.69,167.32,168.44,JPYVND
2025-02-20 00:00:00+00:00,168.42,170.68,168.42,170.41,JPYVND
2025-02-21 00:00:00+00:00,170.39,171.29,168.88,170.86,JPYVND
2025-02-24 00:00:00+00:00,170.76,171.38,169.88,170.1,JPYVND
2025-02-25 00:00:00+00:00,170.09,171.76,169.47,171.22,JPYVND
2025-02-26 00:00:00+00:00,171.21,171.67,170.32,171.26,JPYVND
2025-02-27 00:00:00+00:00,171.24,171.66,169.88,170.34,JPYVND
2025-02-28 00:00:00+00:00,170.34,171.32,169.05,169.47,JPYVND
2025-03-03 00:00:00+00:00,169.65,171.52,168.97,171.05,JPYVND
2025-03-04 00:00:00+00:00,171.05,172.45,170.38,170.48,JPYVND
2025-03-05 00:00:00+00:00,170.48,171.77,169.83,171.2,JPYVND
2025-03-06 00:00:00+00:00,171.2,172.99,170.26,172.22,JPYVND
2025-03-07 00:00:00+00:00,172.21,173.38,171.79,172.12,JPYVND
2025-03-10 00:00:00+00:00,172.27,174.07,172.15,173.31,JPYVND
2025-03-11 00:00:00+00:00,173.3,174.17,171.77,172.2,JPYVND
2025-03-12 00:00:00+00:00,172.19,172.35,170.52,171.62,JPYVND
2025-03-13 00:00:00+00:00,171.62,172.91,171.46,172.43,JPYVND
2025-03-14 00:00:00+00:00,172.43,172.5,171.05,171.54,JPYVND
2025-03-17 00:00:00+00:00,171.3,171.95,170.83,170.96,JPYVND
2025-03-18 00:00:00+00:00,170.92,171.09,170.09,170.89,JPYVND
2025-03-19 00:00:00+00:00,170.89,171.81,170.03,171.73,JPYVND
2025-03-20 00:00:00+00:00,171.68,172.45,171.43,171.68,JPYVND
2025-03-21 00:00:00+00:00,171.71,172.16,170.77,171.34,JPYVND
2025-03-24 00:00:00+00:00,171.27,171.44,169.89,169.98,JPYVND
2025-03-25 00:00:00+00:00,169.98,171.17,169.7,170.76,JPYVND
2025-03-26 00:00:00+00:00,170.76,170.84,169.46,169.65,JPYVND
