id,news_title,news_sub_title,friendly_sub_title,news_image_url,news_source_link,created_at,public_date,updated_at,lang_code,news_id,news_short_content,news_full_content,close_price,ref_price,floor,ceiling,price_change_pct,symbol
9248486,DPP: Ngày đăng ký cuối cùng Đại hội đồng cổ đông thường niên năm 2026,,,https://cdn.fiingroup.vn/medialib/82/I/2024/12/26/11131856488280700_DPP.png,https://hnx.vn/vi-vn/m-tin-tuc-hnx/tintuc-595454-1.html,,1769611860000,,vi,11861370,Ngày đăng ký cuối cùng Đại hội đồng cổ đông thường niên năm 2026,"Thông báo ngày đăng ký cuối cùng lập danh sách cổ đông đối với cổ phiếu DPP của CTCP Dược Đồng Nai như sau:<br>1. Ngày đăng ký cuối cùng: 25/02/2026<br>2. Ngày giao dịch không hưởng quyền: 24/02/2026<br>3. Lý do và mục đích: <br>     * Đại hội đồng cổ đông thường niên năm 2026<br>          - Tỷ lệ phân bổ quyền: 01 cổ phiếu - 01 quyền biểu quyết.<br>          - Thời gian họp: ngày 24/03/2026 (Thứ Ba)<br>          - Địa điểm tổ chức họp: Công ty Cổ phần Dược Đồng Nai (số 221B, đường Phạm Văn Thuận, phường Tam Hiệp, tỉnh Đồng Nai).<br>          - Nội dung họp: +   Báo cáo kết quả sản xuất kinh doanh năm 2025;<br>+   Phương hướng hoạt động sản xuất kinh doanh năm 2026.",28000.0,28000.0,16800.0,39200.0,0.0,DPP
9232028,DPP: Báo cáo quản trị công ty năm 2025,,,https://cdn.fiingroup.vn/medialib/82/I/2024/12/26/11131856488280700_DPP.png,https://hnx.vn/vi-vn/m-tin-tuc-hnx/tintuc-594960-1.html,,1769440740000,,vi,11858264,Báo cáo quản trị công ty năm 2025," <table width=""100%"" style='text-align: left;border=0'><tr><td colspan='2'><hr /></td></tr><tr><td colspan='2'>Tài liệu đính kèm</td></tr><tr><td> </td><td><a href=""https://cmsv5.fiingroup.vn/medialib/FG/2026/2026-01/2026-01-26/DPP/000000015776743_baocaoquantri2025_congbo.pdf"" title=""Tải về"" download>000000015776743_baocaoquantri2025_congbo.pdf</a></td></tr></table>",28000.0,28000.0,16800.0,39200.0,0.0,DPP
9209925,DPP: Nghị quyết Hội đồng quản trị,,,https://cdn.fiingroup.vn/medialib/82/I/2024/12/26/11131856488280700_DPP.png,https://hnx.vn/vi-vn/m-tin-tuc-hnx/tintuc-594796-1.html,,1769185620000,,vi,11856750,Nghị quyết Hội đồng quản trị,".<table width=""100%"" style='text-align: left;border=0'><tr><td colspan='2'><hr /></td></tr><tr><td colspan='2'>Tài liệu đính kèm</td></tr><tr><td> </td><td><a href=""https://cmsv5.fiingroup.vn/medialib/FG/2026/2026-01/2026-01-23/DPP/000000015762664_NQ_29.pdf"" title=""Tải về"" download>000000015762664_NQ_29.pdf</a></td></tr><tr><td> </td><td><a href=""https://cmsv5.fiingroup.vn/medialib/FG/2026/2026-01/2026-01-23/DPP/000000015762694_Thongbaothuchienquyendaihoicodongnam2026.pdf"" title=""Tải về"" download>000000015762694_Thongbaothuchienquyendaihoicodongnam2026.pdf</a></td></tr></table>",28000.0,28000.0,16800.0,39200.0,0.0,DPP
9067091,DPP: Thay đổi giấy đăng ký kinh doanh - Chi nhánh Long Khánh,,,https://cdn.fiingroup.vn/medialib/82/I/2024/12/26/11131856488280700_DPP.png,https://hnx.vn/vi-vn/m-tin-tuc-hnx/tintuc-591815-1.html,,1767107640000,,vi,11831611,Thay đổi giấy đăng ký kinh doanh - Chi nhánh Long Khánh,".<table width=""100%"" style='text-align: left;border=0'><tr><td colspan='2'><hr /></td></tr><tr><td colspan='2'>Tài liệu đính kèm</td></tr><tr><td> </td><td><a href=""https://cmsv5.fiingroup.vn/medialib/FG/2025/2025-12/2025-12-30/DPP/000000015683335_THONG_BAO_THAY_DOI_GIAY_CHUNG_NHAN_DANG_KY_DOANH_NGHIEP_chinhanhlongkhanh__1.pdf"" title=""Tải về"" download>000000015683335_THONG_BAO_THAY_DOI_GIAY_CHUNG_NHAN_DANG_KY_DOANH_NGHIEP_chinhanhlongkhanh__1.pdf</a></td></tr><tr><td> </td><td><a href=""https://cmsv5.fiingroup.vn/medialib/FG/2025/2025-12/2025-12-30/DPP/000000015683280_Thong_bao_thay_doi_dia_chi_GP_DKKD__CN_Long_Khanh.pdf"" title=""Tải về"" download>000000015683280_Thong_bao_thay_doi_dia_chi_GP_DKKD__CN_Long_Khanh.pdf</a></td></tr></table>",28000.0,28000.0,16800.0,39200.0,0.0,DPP
8867795,DPP: Thông báo ký hợp đồng kiểm toán Báo cáo tài chính năm 2025,,,https://cdn.fiingroup.vn/medialib/82/I/2024/12/26/11131856488280700_DPP.png,https://hnx.vn/vi-vn/m-tin-tuc-hnx/tintuc-588394-1.html,,1763996940000,,vi,11801756,Thông báo ký hợp đồng kiểm toán Báo cáo tài chính năm 2025,".<table width=""100%"" style='text-align: left;border=0'><tr><td colspan='2'><hr /></td></tr><tr><td colspan='2'>Tài liệu đính kèm</td></tr><tr><td> </td><td><a href=""https://cmsv5.fiingroup.vn/medialib/FG/2025/2025-11/2025-11-24/DPP/000000015606196_Hop_dong_Kiem_Toan_2025.pdf"" title=""Tải về"" download>000000015606196_Hop_dong_Kiem_Toan_2025.pdf</a></td></tr></table>",28000.0,28000.0,16800.0,39200.0,0.0,DPP
8672485,DPP: Nghị quyết Hội đồng quản trị,,,https://cdn.fiingroup.vn/medialib/82/I/2024/12/26/11131856488280700_DPP.png,https://hnx.vn/vi-vn/m-tin-tuc-hnx/tintuc-584557-1.html,,1761209880000,,vi,11761361,Nghị quyết Hội đồng quản trị,".<table width=""100%"" style='text-align: left;border=0'><tr><td colspan='2'><hr /></td></tr><tr><td colspan='2'>Tài liệu đính kèm</td></tr><tr><td> </td><td><a href=""https://cmsv5.fiingroup.vn/medialib/FG/2025/2025-10/2025-10-23/DPP/000000015515870_Nghi_quyet__HDQTso_28.pdf"" title=""Tải về"" download>000000015515870_Nghi_quyet__HDQTso_28.pdf</a></td></tr></table>",28000.0,28000.0,16800.0,39200.0,0.0,DPP
8238531,DPP: Thay đổi giấy đăng ký kinh doanh,,,https://cdn.fiingroup.vn/medialib/82/I/2024/12/26/11131856488280700_DPP.png,https://hnx.vn/vi-vn/m-tin-tuc-hnx/tintuc-576665-1.html,,1755267840000,,vi,11674843,Thay đổi giấy đăng ký kinh doanh," <table width=""100%"" style='text-align: left;border=0'><tr><td colspan='2'><hr /></td></tr><tr><td colspan='2'>Tài liệu đính kèm</td></tr><tr><td> </td><td><a href=""https://cmsv5.fiingroup.vn/medialib/FG/2025/2025-08/2025-08-15/DPP/000000015320528_Giay_CNDKDN_thay_doi_lan_thu_16.pdf"" title=""Tải về"" download>000000015320528_Giay_CNDKDN_thay_doi_lan_thu_16.pdf</a></td></tr><tr><td> </td><td><a href=""https://cmsv5.fiingroup.vn/medialib/FG/2025/2025-08/2025-08-15/DPP/000000015320517_THONG_BAO_THAY_DOI_GIAY_CHUNG_NHAN_DANG_KY_DOANH_NGHIEP.pdf"" title=""Tải về"" download>000000015320517_THONG_BAO_THAY_DOI_GIAY_CHUNG_NHAN_DANG_KY_DOANH_NGHIEP.pdf</a></td></tr><tr><td> </td><td><a href=""https://cmsv5.fiingroup.vn/medialib/FG/2025/2025-08/2025-08-15/DPP/000000015320553_GIAY_UY_QUYEN_DANG_THI_THANH_HA..pdf"" title=""Tải về"" download>000000015320553_GIAY_UY_QUYEN_DANG_THI_THANH_HA..pdf</a></td></tr></table>",25000.0,25000.0,21300.0,28700.0,0.0,DPP
8126764,DPP: Báo cáo quản trị công ty bán niên 2025,,,https://cdn.fiingroup.vn/medialib/82/I/2024/12/26/11131856488280700_DPP.png,https://hnx.vn/vi-vn/m-tin-tuc-hnx/tintuc-574752-1.html,,1754326260000,,vi,11661833,Báo cáo quản trị công ty bán niên 2025," <table width=""100%"" style='text-align: left;border=0'><tr><td colspan='2'><hr /></td></tr><tr><td colspan='2'>Tài liệu đính kèm</td></tr><tr><td> </td><td><a href=""https://cmsv5.fiingroup.vn/medialib/FG/2025/2025-08/2025-08-04/DPP/000000015257061_baocaoquantri_ban_nien_2025_congbo_.pdf"" title=""Tải về"" download>000000015257061_baocaoquantri_ban_nien_2025_congbo_.pdf</a></td></tr></table>",22100.0,21900.0,18700.0,25100.0,0.00584475,DPP
7769351,DPP: Thay đổi nhân sự,,,https://cdn.fiingroup.vn/medialib/82/I/2024/12/26/11131856488280700_DPP.png,https://hnx.vn/vi-vn/m-tin-tuc-hnx/tintuc-567105-1.html,,1750326000000,,vi,11603434,Thay đổi nhân sự," <table width=""100%"" style='text-align: left;border=0'><tr><td colspan='2'><hr /></td></tr><tr><td colspan='2'>Tài liệu đính kèm</td></tr><tr><td> </td><td><a href=""https://cmsv5.fiingroup.vn/medialib/FG/2025/2025-06/2025-06-19/DPP/000000015069007_thaydoinhansu_2025.pdf"" title=""Tải về"" download>000000015069007_thaydoinhansu_2025.pdf</a></td></tr><tr><td> </td><td><a href=""https://cmsv5.fiingroup.vn/medialib/FG/2025/2025-06/2025-06-19/DPP/000000015069024_GIAY_UY_QUYEN_DANG_THI_THANH_HA..pdf"" title=""Tải về"" download>000000015069024_GIAY_UY_QUYEN_DANG_THI_THANH_HA..pdf</a></td></tr><tr><td> </td><td><a href=""https://cmsv5.fiingroup.vn/medialib/FG/2025/2025-06/2025-06-19/DPP/000000015068976_quyetdinhbonhiemlai_2025.pdf"" title=""Tải về"" download>000000015068976_quyetdinhbonhiemlai_2025.pdf</a></td></tr></table>",20500.0,20500.0,12300.0,28700.0,0.0,DPP
7498463,DPP: Thay đổi giấy đăng ký kinh doanh,,,https://cdn.fiingroup.vn/medialib/82/I/2024/12/26/11131856488280700_DPP.png,https://hnx.vn/vi-vn/m-tin-tuc-hnx/tintuc-562931-1.html,,1747130220000,,vi,11570304,Thay đổi giấy đăng ký kinh doanh," <table width=""100%"" style='text-align: left;border=0'><tr><td colspan='2'><hr /></td></tr><tr><td colspan='2'>Tài liệu đính kèm</td></tr><tr><td> </td><td><a href=""https://cmsv5.fiingroup.vn/medialib/FG/2025/2025-05/2025-05-13/DPP/000000014943630_GIAY_UY_QUYEN_DANG_THI_THANH_HA..pdf"" title=""Tải về"" download>000000014943630_GIAY_UY_QUYEN_DANG_THI_THANH_HA..pdf</a></td></tr><tr><td> </td><td><a href=""https://cmsv5.fiingroup.vn/medialib/FG/2025/2025-05/2025-05-13/DPP/000000014937696_CNDKDN_thay_doi_lan_thu_151.pdf"" title=""Tải về"" download>000000014937696_CNDKDN_thay_doi_lan_thu_151.pdf</a></td></tr><tr><td> </td><td><a href=""https://cmsv5.fiingroup.vn/medialib/FG/2025/2025-05/2025-05-13/DPP/000000014943500_THONG_BAO_THAY_DOI_GIAY_CHUNG_NHAN_DANG_KY_DOANH_NGHIEP..pdf"" title=""Tải về"" download>000000014943500_THONG_BAO_THAY_DOI_GIAY_CHUNG_NHAN_DANG_KY_DOANH_NGHIEP..pdf</a></td></tr></table>",20500.0,20500.0,17500.0,23500.0,0.0,DPP
