id,news_title,news_sub_title,friendly_sub_title,news_image_url,news_source_link,created_at,public_date,updated_at,lang_code,news_id,news_short_content,news_full_content,close_price,ref_price,floor,ceiling,price_change_pct,symbol
9305180,SDA: Báo cáo quản trị công ty năm 2025,,,https://cdn.fiingroup.vn/medialib/127889/I/2024/12/10/10194828535960700_Screenshot_207.png,https://hnx.vn/vi-vn/m-tin-tuc-hnx/tintuc-596919-1.html,,1770132120000,,vi,11870025,Báo cáo quản trị công ty năm 2025," <table width=""100%"" style='text-align: left;border=0'><tr><td colspan='2'><hr /></td></tr><tr><td colspan='2'>Tài liệu đính kèm</td></tr><tr><td> </td><td><a href=""https://cmsv5.fiingroup.vn/medialib/FG/2026/2026-02/2026-02-03/SDA/000000015808318_VN__SDA__Bao_cao_quan_tri_nam_2025_cong_bo.signed.pdf"" title=""Tải về"" download>000000015808318_VN__SDA__Bao_cao_quan_tri_nam_2025_cong_bo.signed.pdf</a></td></tr><tr><td> </td><td><a href=""https://cmsv5.fiingroup.vn/medialib/FG/2026/2026-02/2026-02-03/SDA/000000015808413_EN__SDA__report_on_corporate_governance_in_2025_cong_bo.signed.pdf"" title=""Tải về"" download>000000015808413_EN__SDA__report_on_corporate_governance_in_2025_cong_bo.signed.pdf</a></td></tr></table>",2200.0,2200.0,2000.0,2400.0,0.0,SDA
9194514,SDA: Báo cáo tài chính quý 4/2025,,,https://cdn.fiingroup.vn/medialib/127889/I/2024/12/10/10194828535960700_Screenshot_207.png,https://hnx.vn/vi-vn/m-tin-tuc-hnx/tintuc-594178-1.html,,1769006820000,,vi,11852964,Báo cáo tài chính quý 4/2025," <table width=""100%"" style='text-align: left;border=0'><tr><td colspan='2'><hr /></td></tr><tr><td colspan='2'>Tài liệu đính kèm</td></tr><tr><td> </td><td><a href=""https://cmsv5.fiingroup.vn/medialib/FG/2026/2026-01/2026-01-21/SDA/000000015745455_EN_Audited_financial_statements_Q_IV.2025.signed.pdf"" title=""Tải về"" download>000000015745455_EN_Audited_financial_statements_Q_IV.2025.signed.pdf</a></td></tr><tr><td> </td><td><a href=""https://cmsv5.fiingroup.vn/medialib/FG/2026/2026-01/2026-01-21/SDA/000000015745456_VI__CV19011__Giai_trinh_loi_nhuan_sau_thue_Q4.2025.signed.pdf"" title=""Tải về"" download>000000015745456_VI__CV19011__Giai_trinh_loi_nhuan_sau_thue_Q4.2025.signed.pdf</a></td></tr><tr><td> </td><td><a href=""https://cmsv5.fiingroup.vn/medialib/FG/2026/2026-01/2026-01-21/SDA/000000015745442_VN_BCTC_Qui_IV.2025.signed.pdf"" title=""Tải về"" download>000000015745442_VN_BCTC_Qui_IV.2025.signed.pdf</a></td></tr><tr><td> </td><td><a href=""https://cmsv5.fiingroup.vn/medialib/FG/2026/2026-01/2026-01-21/SDA/000000015745450_EN__CV19011__Giai_trinh_loi_nhuan_sau_thue_Q4.2025.signed.pdf"" title=""Tải về"" download>000000015745450_EN__CV19011__Giai_trinh_loi_nhuan_sau_thue_Q4.2025.signed.pdf</a></td></tr><tr><td> </td><td><a href=""https://cmsv5.fiingroup.vn/medialib/FG/2026/2026-01/2026-01-21/SDA/000000015749523_CV1901__giai_trinh_CBTT_BCTC_qui_4.2025.signed.pdf"" title=""Tải về"" download>000000015749523_CV1901__giai_trinh_CBTT_BCTC_qui_4.2025.signed.pdf</a></td></tr></table>",2100.0,2100.0,1900.0,2300.0,0.0,SDA
8705977,SDA: Giải trình biện pháp và lộ trình khắc phục tình trạng cổ phiếu bị duy trì diện kiểm soát,,,https://cdn.fiingroup.vn/medialib/127889/I/2024/12/10/10194828535960700_Screenshot_207.png,https://hnx.vn/vi-vn/m-tin-tuc-hnx/tintuc-585141-1.html,,1761645240000,,vi,11775415,Giải trình biện pháp và lộ trình khắc phục tình trạng cổ phiếu bị duy trì diện kiểm soát,".<table width=""100%"" style='text-align: left;border=0'><tr><td colspan='2'><hr /></td></tr><tr><td colspan='2'>Tài liệu đính kèm</td></tr><tr><td> </td><td><a href=""https://cmsv5.fiingroup.vn/medialib/FG/2025/2025-10/2025-10-28/SDA/000000015531936_EN___CV_42_CBTT__Giai_trinh_cp_bi_kiem_soat.signed.pdf"" title=""Tải về"" download>000000015531936_EN___CV_42_CBTT__Giai_trinh_cp_bi_kiem_soat.signed.pdf</a></td></tr><tr><td> </td><td><a href=""https://cmsv5.fiingroup.vn/medialib/FG/2025/2025-10/2025-10-28/SDA/000000015531931_CV_42_CBTT__Giai_trinh_cp_bi_kiem_soat.signed.pdf"" title=""Tải về"" download>000000015531931_CV_42_CBTT__Giai_trinh_cp_bi_kiem_soat.signed.pdf</a></td></tr></table>",2700.0,2700.0,2500.0,2900.0,0.0,SDA
8705976,SDA: Giải trình biện pháp và lộ trình khắc phục tình trạng cổ phiếu bị duy trì bị cảnh báo,,,https://cdn.fiingroup.vn/medialib/127889/I/2024/12/10/10194828535960700_Screenshot_207.png,https://hnx.vn/vi-vn/m-tin-tuc-hnx/tintuc-585142-1.html,,1761645240000,,vi,11775414,Giải trình biện pháp và lộ trình khắc phục tình trạng cổ phiếu bị duy trì bị cảnh báo,".<table width=""100%"" style='text-align: left;border=0'><tr><td colspan='2'><hr /></td></tr><tr><td colspan='2'>Tài liệu đính kèm</td></tr><tr><td> </td><td><a href=""https://cmsv5.fiingroup.vn/medialib/FG/2025/2025-10/2025-10-28/SDA/000000015531946_En__CV_43_CBTT__Giai_trinh_Cp_bi_canh_bao.signed.pdf"" title=""Tải về"" download>000000015531946_En__CV_43_CBTT__Giai_trinh_Cp_bi_canh_bao.signed.pdf</a></td></tr><tr><td> </td><td><a href=""https://cmsv5.fiingroup.vn/medialib/FG/2025/2025-10/2025-10-28/SDA/000000015531941_CV_43_CBTT__Giai_trinh_Cp_bi_canh_bao.signed.pdf"" title=""Tải về"" download>000000015531941_CV_43_CBTT__Giai_trinh_Cp_bi_canh_bao.signed.pdf</a></td></tr></table>",2700.0,2700.0,2500.0,2900.0,0.0,SDA
8699463,"SDA: Duy trì diện bị kiểm soát, duy trì diện hạn chế giao dịch của cổ phiếu SDA",,,https://cdn.fiingroup.vn/medialib/127889/I/2024/12/10/10194828535960700_Screenshot_207.png,https://hnx.vn/vi-vn/m-tin-tuc-hnx/tintuc-585028-1.html,,1761576480000,,vi,11774629,"Duy trì diện bị kiểm soát, duy trì diện hạn chế giao dịch của cổ phiếu SDA","<table width=""100%"" style='text-align: left;border=0'><tr><td colspan='2'><hr /></td></tr><tr><td colspan='2'>Tài liệu đính kèm</td></tr><tr><td> </td><td><a href=""https://cmsv5.fiingroup.vn/medialib/FG/2025/2025-10/2025-10-27/SDA/000000015531705_1300qd_0001_1.pdf"" title=""Tải về"" download>000000015531705_1300qd_0001_1.pdf</a></td></tr><tr><td> </td><td><a href=""https://cmsv5.fiingroup.vn/medialib/FG/2025/2025-10/2025-10-27/SDA/000000015531704_1301qd_0001_1.pdf"" title=""Tải về"" download>000000015531704_1301qd_0001_1.pdf</a></td></tr><tr><td> </td><td><a href=""https://cmsv5.fiingroup.vn/medialib/FG/2025/2025-10/2025-10-27/SDA/000000015531706_4695tb_0001_1.pdf"" title=""Tải về"" download>000000015531706_4695tb_0001_1.pdf</a></td></tr></table>",2700.0,2700.0,2500.0,2900.0,0.0,SDA
8679700,SDA: Báo cáo tài chính quý 3/2025,,,https://cdn.fiingroup.vn/medialib/127889/I/2024/12/10/10194828535960700_Screenshot_207.png,https://hnx.vn/vi-vn/m-tin-tuc-hnx/tintuc-584847-1.html,,1761315720000,,vi,11763075,Báo cáo tài chính quý 3/2025," <table width=""100%"" style='text-align: left;border=0'><tr><td colspan='2'><hr /></td></tr><tr><td colspan='2'>Tài liệu đính kèm</td></tr><tr><td> </td><td><a href=""https://cmsv5.fiingroup.vn/medialib/FG/2025/2025-10/2025-10-24/SDA/000000015503006_CV_2010__SIMCOCBTT_BCTC_Quy_3.2025.signed.pdf"" title=""Tải về"" download>000000015503006_CV_2010__SIMCOCBTT_BCTC_Quy_3.2025.signed.pdf</a></td></tr><tr><td> </td><td><a href=""https://cmsv5.fiingroup.vn/medialib/FG/2025/2025-10/2025-10-24/SDA/000000015511384_BCTC_quy_3.2025_tieng_Viet.signed.pdf"" title=""Tải về"" download>000000015511384_BCTC_quy_3.2025_tieng_Viet.signed.pdf</a></td></tr><tr><td> </td><td><a href=""https://cmsv5.fiingroup.vn/medialib/FG/2025/2025-10/2025-10-24/SDA/000000015502998_BCTC_quy_3.2025_tieng_anh.signed.pdf"" title=""Tải về"" download>000000015502998_BCTC_quy_3.2025_tieng_anh.signed.pdf</a></td></tr><tr><td> </td><td><a href=""https://cmsv5.fiingroup.vn/medialib/FG/2025/2025-10/2025-10-24/SDA/000000015511419_CV_so_2010.1SIMCOCBTT_ban_tieng_Anh.signed.pdf"" title=""Tải về"" download>000000015511419_CV_so_2010.1SIMCOCBTT_ban_tieng_Anh.signed.pdf</a></td></tr><tr><td> </td><td><a href=""https://cmsv5.fiingroup.vn/medialib/FG/2025/2025-10/2025-10-24/SDA/000000015511391_CV_so_2010.1SIMCOCBTT_ban_tieng_Viet.signed.pdf"" title=""Tải về"" download>000000015511391_CV_so_2010.1SIMCOCBTT_ban_tieng_Viet.signed.pdf</a></td></tr></table>",2700.0,2900.0,2700.0,3100.0,-0.06896552,SDA
8621218,SDA: Ký hợp đồng với đơn vị kiểm toánvề việc soát xét BCTC giữa niên độ và Kiểm toán BCTC năm kết thúc ngày 31/12/2025,,,https://cdn.fiingroup.vn/medialib/127889/I/2024/12/10/10194828535960700_Screenshot_207.png,https://hnx.vn/vi-vn/m-tin-tuc-hnx/tintuc-583267-1.html,,1760457660000,,vi,11739718,Ký hợp đồng với đơn vị kiểm toánvề việc soát xét BCTC giữa niên độ và Kiểm toán BCTC năm kết thúc ngày 31/12/2025,".<table width=""100%"" style='text-align: left;border=0'><tr><td colspan='2'><hr /></td></tr><tr><td colspan='2'>Tài liệu đính kèm</td></tr><tr><td> </td><td><a href=""https://cmsv5.fiingroup.vn/medialib/FG/2025/2025-10/2025-10-14/SDA/000000015483044_Cong_bo_thong_tin_ky_hop_dong_kiem_toan.signed.pdf"" title=""Tải về"" download>000000015483044_Cong_bo_thong_tin_ky_hop_dong_kiem_toan.signed.pdf</a></td></tr></table>",2800.0,2800.0,2600.0,3000.0,0.0,SDA
8621200,SDA: Thông báo duy trì diện bị cảnh báo và kiểm soát,,,https://cdn.fiingroup.vn/medialib/127889/I/2024/12/10/10194828535960700_Screenshot_207.png,https://hnx.vn/vi-vn/m-tin-tuc-hnx/tintuc-583180-1.html,,1760452740000,,vi,11739622,Thông báo duy trì diện bị cảnh báo và kiểm soát,"<table width=""100%"" style='text-align: left;border=0'><tr><td colspan='2'><hr /></td></tr><tr><td colspan='2'>Tài liệu đính kèm</td></tr><tr><td> </td><td><a href=""https://cmsv5.fiingroup.vn/medialib/FG/2025/2025-10/2025-10-14/SDA/000000015485972_1240qd_20251013_1.PDF"" title=""Tải về"" download>000000015485972_1240qd_20251013_1.PDF</a></td></tr><tr><td> </td><td><a href=""https://cmsv5.fiingroup.vn/medialib/FG/2025/2025-10/2025-10-14/SDA/000000015485993_4498tb_20251013_1.PDF"" title=""Tải về"" download>000000015485993_4498tb_20251013_1.PDF</a></td></tr><tr><td> </td><td><a href=""https://cmsv5.fiingroup.vn/medialib/FG/2025/2025-10/2025-10-14/SDA/000000015485982_1241qd_20251013_1.PDF"" title=""Tải về"" download>000000015485982_1241qd_20251013_1.PDF</a></td></tr></table>",2800.0,2800.0,2600.0,3000.0,0.0,SDA
8578968,SDA: Báo cáo thường niên 2024,,,https://cdn.fiingroup.vn/medialib/127889/I/2024/12/10/10194828535960700_Screenshot_207.png,https://hnx.vn/vi-vn/m-tin-tuc-hnx/tintuc-582520-1.html,,1759851120000,,vi,11732684,Báo cáo thường niên 2024," <table width=""100%"" style='text-align: left;border=0'><tr><td colspan='2'><hr /></td></tr><tr><td colspan='2'>Tài liệu đính kèm</td></tr><tr><td> </td><td><a href=""https://cmsv5.fiingroup.vn/medialib/FG/2025/2025-10/2025-10-07/SDA/000000015463235_VN_BCTC__thuong_nien_CTCP_SIMCO_Song_Da_nam_bao_cao_2024.signed.pdf"" title=""Tải về"" download>000000015463235_VN_BCTC__thuong_nien_CTCP_SIMCO_Song_Da_nam_bao_cao_2024.signed.pdf</a></td></tr><tr><td> </td><td><a href=""https://cmsv5.fiingroup.vn/medialib/FG/2025/2025-10/2025-10-07/SDA/000000015463236_EN__BCTC_thuong_nien_CTCP_SIMCO_Song_Da_nam_2024_.signed.pdf"" title=""Tải về"" download>000000015463236_EN__BCTC_thuong_nien_CTCP_SIMCO_Song_Da_nam_2024_.signed.pdf</a></td></tr></table>",3000.0,3000.0,2700.0,3300.0,0.0,SDA
8578897,SDA: Báo cáo tài chính năm 2024,,,https://cdn.fiingroup.vn/medialib/127889/I/2024/12/10/10194828535960700_Screenshot_207.png,https://hnx.vn/vi-vn/m-tin-tuc-hnx/tintuc-582469-1.html,,1759846140000,,vi,11732478,Báo cáo tài chính năm 2024," <table width=""100%"" style='text-align: left;border=0'><tr><td colspan='2'><hr /></td></tr><tr><td colspan='2'>Tài liệu đính kèm</td></tr><tr><td> </td><td><a href=""https://cmsv5.fiingroup.vn/medialib/FG/2025/2025-10/2025-10-07/SDA/000000015452509_CV_3090_SIMCOCBTT__CBTT_BCTC_nam_2024.signed.pdf"" title=""Tải về"" download>000000015452509_CV_3090_SIMCOCBTT__CBTT_BCTC_nam_2024.signed.pdf</a></td></tr><tr><td> </td><td><a href=""https://cmsv5.fiingroup.vn/medialib/FG/2025/2025-10/2025-10-07/SDA/000000015453721_VN__Bao_cao_tai_chinh_da_duoc_kiem_toan_nam_2024.signed.pdf"" title=""Tải về"" download>000000015453721_VN__Bao_cao_tai_chinh_da_duoc_kiem_toan_nam_2024.signed.pdf</a></td></tr><tr><td> </td><td><a href=""https://cmsv5.fiingroup.vn/medialib/FG/2025/2025-10/2025-10-07/SDA/000000015453757_EN__Bao_cao_tai_chinh_da_duoc_kiem_toan_nam_2024.signed.pdf"" title=""Tải về"" download>000000015453757_EN__Bao_cao_tai_chinh_da_duoc_kiem_toan_nam_2024.signed.pdf</a></td></tr></table>",3000.0,3000.0,2700.0,3300.0,0.0,SDA
9239563,CLH: Báo cáo quản trị công ty năm 2025,,,https://cdn.fiingroup.vn/medialib/82/I/2023/11/14/102958_CLH.jpg,https://hnx.vn/vi-vn/m-tin-tuc-hnx/tintuc-595151-1.html,,1769512020000,,vi,11859404,Báo cáo quản trị công ty năm 2025," <table width=""100%"" style='text-align: left;border=0'><tr><td colspan='2'><hr /></td></tr><tr><td colspan='2'>Tài liệu đính kèm</td></tr><tr><td> </td><td><a href=""https://cmsv5.fiingroup.vn/medialib/FG/2026/2026-01/2026-01-27/CLH/000000015768860_EN_ReportOnCorporateGovemance_2025_disclosure.pdf"" title=""Tải về"" download>000000015768860_EN_ReportOnCorporateGovemance_2025_disclosure.pdf</a></td></tr><tr><td> </td><td><a href=""https://cmsv5.fiingroup.vn/medialib/FG/2026/2026-01/2026-01-27/CLH/000000015768853_VI_BaoCaoQuanTriCongTy_2025_CongBo.pdf"" title=""Tải về"" download>000000015768853_VI_BaoCaoQuanTriCongTy_2025_CongBo.pdf</a></td></tr></table>",21500.0,21500.0,19400.0,23600.0,0.0,CLH
9188180,CLH: Báo cáo tài chính quý 4/2025,,,https://cdn.fiingroup.vn/medialib/82/I/2023/11/14/102958_CLH.jpg,https://hnx.vn/vi-vn/m-tin-tuc-hnx/tintuc-593905-1.html,,1768919400000,,vi,11851116,Báo cáo tài chính quý 4/2025," <table width=""100%"" style='text-align: left;border=0'><tr><td colspan='2'><hr /></td></tr><tr><td colspan='2'>Tài liệu đính kèm</td></tr><tr><td> </td><td><a href=""https://cmsv5.fiingroup.vn/medialib/FG/2026/2026-01/2026-01-20/CLH/000000015739029_EN_FinancialStatements_Q4_2025.pdf"" title=""Tải về"" download>000000015739029_EN_FinancialStatements_Q4_2025.pdf</a></td></tr><tr><td> </td><td><a href=""https://cmsv5.fiingroup.vn/medialib/FG/2026/2026-01/2026-01-20/CLH/000000015738010_VI_BaoCaoTaiChinh_Q4_2025.pdf"" title=""Tải về"" download>000000015738010_VI_BaoCaoTaiChinh_Q4_2025.pdf</a></td></tr></table>",21700.0,21700.0,19600.0,23800.0,0.0,CLH
