symbol,year_report,length_report,update_date,revenue,revenue_growth,net_profit,net_profit_growth,ebit_margin,roe,roic,roa,pe,pb,eps,current_ratio,cash_ratio,quick_ratio,interest_coverage,ae,fae,net_profit_margin,gross_margin,ev,issue_share,ps,pcf,bvps,ev_per_ebitda,at,fat,acp,dso,dpo,eps_ttm,charter_capital,rtq4,charter_capital_ratio,rtq10,dividend,ebitda,ebit,le,de,ccc,rtq17
IRC,2025.0,5.0,1768912573353.0,5868004520.0,-0.766656067786231,16298040989.0,0.2302739129686037,-3.5917625331004346,0.085877396,-0.1101750444,0.0790512479,5.0466187964,0.4299531007,931.3166279428572,8.334353454,1.2452473189,1.3261668931,,1.0941905813167587,0.11721480175288937,2.777441791916002,-1.662852037816767,82250000000.0,17500000.0,14.0166899531,-3.2170866847,10931.4248277143,-3.0960363223,0.0284618919,0.2595858712,,648.1794042086,17.0861434359,931.3166279429,175000000000.0,0,1.0931424827714287,0.0941905813,0.0,-19318998757,-21076478779.0,0,0.0941905813,,0.5631157017
CAD,2025.0,5.0,1768991906533.0,22377111526.0,0.4977708084421137,-2804050443.0,0.9647323766245174,0.11796118345895579,0.0018593711,-0.0024769684,-0.2640807826,-3.7089074221,0.0,-134.8105905852458,0.0045858678,0.0008182493,0.0041408908,,-0.007664001456577741,-0.003046226152381706,-0.1253088648077733,0.23192207305085047,10399963500.0,8799927.0,0.4647589787,29.3908994214,0.0,125.7373708997,2.1074389507,4.3635201635,2808.144246107054,855.2790112838,528.5614056686,-134.8105905852,207999270000.0,0,-7.258832678600267,-1.0076640015,0.0,3605276395,2639630558.0,-0.2941797872,-1.0076640015,4191.984663059454,0.4267613202
VNL,2025.0,5.0,1769789838110.0,1398038932181.0,0.21279775428995112,57500055126.0,0.2655770512592565,0.044546124033073176,0.1834355344,0.1889988771,0.1175355341,5.1151625673,0.8926017584,4066.3419248573264,2.7623066659,0.5471752264,2.5906959393,,1.5843294526563765,0.14194440630426,0.0411290800294792,0.06885653409152483,294122129600.0,14140487.0,0.2103819306,9.5853687142,23302.6652746825,3.2426193697,2.8577233934,30.941816152,73.60235218205132,0,21.5692871623,4066.3419248573,141404870000.0,0,2.330266527468255,0.5843294527,0.0336538462,65026013864,62277215676.0,0,0.5843294527,95.17163934435132,0
KHP,2025.0,5.0,1769017319470.0,7742156728920.0,0.08759318396341241,47803156683.0,-0.1723543716947444,0.010895282796834688,0.0685323406,0.0583964657,0.0216257707,14.9741305516,1.0348212363,791.3648114101046,1.187594285,0.0111738736,0.6712878723,-1.6164100531460714,3.123401722301804,1.5105492563337128,0.006174397956119438,0.03321044834930218,715810708950.0,60405967.0,0.0924562411,3.1000964455,11451.2532065251,4.5629568763,3.5024905837,7.2063885165,21.00941658707583,1.778585247,20.0256590807,791.3648114101,604059670000.0,0.8815983885,1.145125320652511,2.1234017223,0.0,319900613166,84352987019.0,1.9698414352,2.1234017223,42.813660914775824,205.2192890985
PVV,2025.0,5.0,1770050182403.0,18382993538.0,0.2992707619522884,106413681849.0,4.301133493361699,-0.26817026018148404,-1.3331179873,-0.0747259341,0.1415161039,0.4792616806,0.0,3547.1227283,0.9107815672,0.01954669,0.5422305828,0.021674241538982238,-24.400454622751468,-0.08654337019758992,5.788702565174127,0.03665299852318318,51000000000.0,30000000.0,2.7743033198,0.346391917,0.0,-51.8761215138,0.0244469468,8.5386458766,2978.2123117735246,3082.5592186557,2817.3997143488,3547.1227283,300000000000.0,0,-0.08873815459,-25.4004546228,0.0,-2681401235,-4929772160.0,-3.4781286462,-25.4004546228,8878.171244778025,0.1184081064
PTP,2024.0,5.0,1743004545340.0,218701528723.0,0.11404229466401737,6528499225.0,0.3844660281829653,0.01671344457143518,0.0473733064,0.0262800354,0.024264506,12.3279335078,0.553733618,960.0734154411765,4.0635999392,0.3795321065,0.8672683549,,1.8928875755715953,0.2335648160840646,0.029851182399683988,0.09966598108515043,76840000000.0,6800000.0,0.3513464238,9.0637495916,20406.9242561765,5.3144812732,0.8128490765,6.2975245145,27.787894438683047,27.8313457316,25.7787163167,916.6175330882,68000000000.0,0,2.040692425617647,0.8928875756,0.0796460177,12349914289,3655255878.0,0.0023176386,0.8928875756,81.39795648698305,13.1147089875
PSH,2025.0,5.0,1770206341077.0,16596502636.0,-0.9764396607413176,-628127756338.0,0.1846281500372867,42.808422159984225,-1.4456321858,-0.0165221053,-0.0592028649,-0.3415460053,1.7813079531,-4977.367539314395,0.6917110143,0.0069382154,0.1401120765,0.2340349537833192,64.28410857505432,10.259925863585574,229.07895244126132,6.3790470404515816,214534526000.0,126196780.0,-78.2410011063,-13.3157204026,954.3549148877,-482.6136504477,-0.0002584387,-0.0015855798,-116560.86187081206,115836.5720921472,12183.1769170249,-4977.3675393144,1261967800000.0,8.6454792065,0.12950643931881622,63.2841085751,0.0,-14704469197,-117379435680.0,51.115214521,63.2841085751,11458.887138360033,0.003150991
VKC,2025.0,5.0,1769081817963.0,26250034763.0,0.05548112805054873,-54091562722.0,0.658774073957647,-0.3481408518556818,0.2011555281,-0.1365584322,-0.2267213124,-0.295794745,0.0,-2704.5781361,0.3630908522,0.0042528559,0.3557003889,0.438720652748069,-0.7903980784648579,-0.1129725469999971,-2.0806773690963234,0.03497458749737063,16000000000.0,20000000.0,0.6154534317,-728.2403601003,0.0,-62.7238134113,0.1089651456,0.6698847807,700.5000908724223,38.6300799021,109.0008944964,-2704.5781361,200000000000.0,0,-1.47594748063,-1.7903980785,0.0,-5982083703,-9050650045.0,-1.2245227489,-1.7903980785,848.1310652709222,9.4485955226
HTN,2025.0,5.0,1770049733423.0,630688865509.0,-0.4470030352620476,18400572636.0,-0.27202923305390864,0.0018771894823995513,0.0120841428,0.0003055271,0.0024508053,37.4374140771,0.4500398401,206.4779363253307,1.4124739736,0.0169900604,1.2744137439,-0.005857636256968394,4.724207925252464,0.13911633802767484,0.02917535672862996,0.06787419954124611,688869857030.0,89116411.0,1.0922499107,6.7702843783,17176.2571024993,112.568232061,0.0840025818,2.8088224139,1841.260644110868,310.7127322131,847.9667776946,206.4779363253,891164110000.0,0.5833163598,1.7480937637737677,3.7242079253,0.0,25979020640,1183922505.0,2.0707480424,3.7242079253,2999.940154018568,1.174718517
TCL,2025.0,5.0,1770057219317.0,1842713136354.0,0.12967854366434725,156474568167.0,0.07130059498661394,0.08051576177155848,0.2378610994,0.2075584633,0.1362411293,6.6494258728,1.5135297891,5188.417866463632,1.8263303477,0.3713554677,1.1871874491,-284.14410676859205,1.6639125600935407,0.3199653218307759,0.08491531594364234,0.1398995904886606,1040466042000.0,30158436.0,0.5646380988,3.3512892211,22794.3977367062,5.0326208036,1.6044352874,7.7495704766,71.25299613992827,3.0966544209,58.5920828951,5188.4178664636,301584360000.0,0,2.3642166406905187,0.6639125601,0.0,177845730355,148367451900.0,0.0025409157,0.6639125601,132.94173345592827,117.8691421104
IME,2024.0,5.0,1743615960243.0,117461442483.0,-0.31500298283542416,7302141735.0,0.044737842230048196,0.05611017889512018,0.1806940872,0.1208028235,0.0971969076,41.7032517697,6.8710191066,2028.4020033067145,2.0922912693,0.0319254634,0.9952205117,-18.811389419956573,1.7567643095775802,0.14189319306900303,0.062166286916294486,0.193559710321883,302755626800.0,3599948.0,2.5774894331,-24.4456527947,12239.8146031554,41.5546614168,1.5634986817,22.734005076,59.193475864244114,129.0660535745,22.7554168694,2016.6293138123,35999480000.0,0,1.223981460315538,0.7567643096,0.0059453032,7512672371,6590782551.0,0.2381943875,0.7567643096,211.0149463081441,2.8280093014
NS2,2025.0,5.0,1770737924017.0,773746834503.0,0.045877922472002494,20334641974.0,0.04902643910066325,0.07003508354875201,0.0345762616,0.0445568368,0.0127288149,43.8542267496,1.5157360053,358.0042601056338,1.2271615638,0.4136524046,0.5159683278,-1.6417786024687742,2.7840644738703504,2.0837728721379607,0.02628074334812824,0.4911780510173143,891760000000.0,56800000.0,1.1525216779,10.5105035488,10358.0042601056,6.8841509742,0.4843399865,0.6501398738,5.587560645475764,31.5045661512,33.5452882539,358.0042601056,568000000000.0,0.9624740765,1.036224082153169,1.7840644739,0.0,206626610110,54189424200.0,2.0287968752,1.7840644739,70.63741505057575,11.5856221682
VIC,2025.0,5.0,1769784979253.0,332808782000000.0,0.7600493295808958,13446455000000.0,0.12966675370334338,0.01693642518178498,0.0940203596,0.0115764579,0.0137344602,86.7299655203,7.8460841968,1738.730081297428,1.1156547014,0.124114242,0.5580346109,-0.19433406719706364,7.404545042302404,1.281902134983472,0.04040761240675709,0.15728023923478132,1166210578520000.0,7706031024.0,3.5045508308,15.6255336445,19219.7784548013,37.6468716004,0.3398978415,1.7649193394,37.19347000131703,224.7849502937,68.1302676848,1738.7300812974,77334918960000.0,1.4620442277,1.9584325688417326,6.4045450423,0.0,37933399000000,5635940000000.0,3.6764922417,6.4045450423,330.10868797981703,1.6237741874
REE,2025.0,5.0,1769799447260.0,10025550895018.0,0.1942851246848851,2528564041179.0,0.2684769673762882,0.3005680591152753,0.1269170131,0.0844121834,0.0661596921,13.2385308203,1.5981434289,4668.1917230066765,2.6610120661,0.8024180141,1.6160130519,-4.400132312664626,1.616206487233082,0.5698263130343847,0.25256314989408524,0.3770826337687024,33474472990200.0,541658139.0,3.3435650439,12.306162172,38669.8708537213,9.3946933554,0.2619530685,0.7128008815,103.70391413330934,86.6856601531,58.0049501759,4668.1917230067,5416581390000.0,0.3782698918,4.577841829490907,0.6162064872,0.0161812298,4394067881584,3009170524380.0,0.8159279704,0.6162064872,248.39452446230936,4.2106156815
TUG,2025.0,5.0,1770288065870.0,102480901865.0,0.026048227863657254,8745871957.0,0.095580214850617,0.10322209797621593,0.1169956077,0.0878147012,0.076558246,11.6771090981,1.1304503519,1627.1150539368816,1.9191165357,0.9536032489,1.563222783,,1.6252160337462536,0.002800487006240062,0.08534148117198559,0.24357413491425464,102126501000.0,5375079.0,0.9965417862,2.0587627552,16807.4608205758,10.0723307739,0.8970812902,717.9391473675,63.41361410329361,6.0746936261,39.881042086,1627.1150539369,53750790000.0,0.3334030173,1.6807460820575846,0.6252160337,0.0,10633780011,10578293693.0,0.6668060346,0.6252160337,109.3693498153936,60.0853347451
TNT,2025.0,5.0,1770229491790.0,1015694130319.0,0.10614084396718113,13687120351.0,36.64868973630566,0.04462416542740568,0.0236008217,0.063324971,0.0182752177,32.6036440505,0.7604985938,268.37490884313723,2.4528301671,0.7841049415,2.4598598392,-9.382310572552182,1.2920033184630577,0.001926818676435001,0.013475632025855337,0.040784751360126166,446250000000.0,51000000.0,0.4393547099,-3.2748806672,11505.6097028039,11.0683695765,1.3561677619,762.0110886293,79.22609842294355,8.9340598972,17.3506185353,268.3749088431,510000000000.0,0.0008066781,1.2639587468156863,0.2920033185,0.0,45527549761,45324502895.0,0.1111440925,0.2920033185,105.51077685544355,40.8548861546
BCC,2025.0,5.0,1770225597430.0,3869646602915.0,0.06739275333975014,30177381940.0,5.850314152617058,0.015067517334453847,0.0165010447,0.0227959084,0.0088448184,31.4379674912,0.514514295,244.9267753123428,0.4926931302,0.1818354974,0.2509644712,-1.7316682843087963,1.8928229788005677,1.2733131965586695,0.008164343162579659,0.0977617908858746,948715552400.0,123209812.0,0.2566703549,3.0161953968,14965.570586091,3.4853256709,1.0833472149,1.5110010915,4.102260903359306,46.5387102826,76.9767938193,244.9267753123,1232098120000.0,0.0164801446,1.46276192262837,0.8928229788,0.0,374187675720,55693179039.0,0.3720633016,0.8928229788,127.61776500525932,7.8429332868
KDM,2025.0,5.0,1769188860030.0,14760820300.0,-0.5860685891830686,687682522.0,-0.46967900564814236,-0.048290209454009816,0.0088572316,-0.0091403014,0.0087717503,331.416638796,2.9224913268,90.52050044616408,112.3850646699,56.6177611316,112.3850646699,155.27703345477914,1.0072510118785525,0.0,0.04658836758550607,0.02105149704993021,227909430000.0,7596981.0,15.4401601922,-21.5016990358,10265.2143822658,-311.2634151029,0.1882819847,0,151.03229274871177,50.303975705,0.0378890559,90.5205004462,75969810000.0,0,1.0265214382265797,0.0072510119,0.0,-712803104,-712803104.0,0,0.0072510119,201.37415750961176,7.2558877282
FDC,2025.0,5.0,1769168299387.0,73294756930.0,1.5327793675311057,214218566165.0,41.31856119177379,3.051405629676873,0.3840059617,0.3115097993,0.2268660061,2.90330954,0.9353065303,5545.395617648134,3.764295381,0.4746679653,3.694714579,-43.04061000291945,1.605360265989746,0.0005255907806960901,2.922699728298287,0.7368782841258548,621942806800.0,38629988.0,8.4855020038,19.440120261,17213.6080295184,2.7916176159,0.0776220711,259.7043631874,993.3789404835989,0,18.9569050989,5545.3956176481,386299880000.0,0.0736884798,1.7213608029518415,0.605360266,0.0,230396409440,223652033922.0,0.1533923458,0.605360266,1012.3358455824989,0
SCC,2024.0,5.0,1747931014143.0,7994499635.0,7.148266650533414,755771233.0,1.493052472596315,0.09932668400203136,0.0295137407,0.0303704598,0.0238486782,17.4513522401,0.5075646198,154.71580441769535,5.0431007158,0.0009738438,5.0051335109,-34.34520006723132,1.2339515258728868,0.038716431074277725,0.09453640221474599,0.2774921297497814,13189230000.0,4884900.0,1.6497880546,159.1266052607,5319.5197119695,8.7309149718,0.2522697881,5.821748632,1174.1944173719087,4.8955777015,306.5334922732,154.7158044177,48849000000.0,0.0034360056,0.5319519711969539,0.2339515259,0.0,1528374859,794067139.0,0.0096208158,0.2339515259,1485.6234873466087,74.5570844256
LEC,2025.0,5.0,1770222834537.0,96921551005.0,-0.2364253701738239,-19660381942.0,0.4543955382439115,-0.05551994463772459,-0.0789568472,-0.0100567372,-0.0246219387,-5.8956179154,0.4846319068,-753.2713387739464,1.2754858815,0.0048485427,1.0528389303,0.2081397228586079,2.624555783468265,0.027887611549449322,-0.20284840407667185,0.08086682440312647,115910100000.0,26100000.0,1.1959166852,1.3071725793,9163.6558343295,97.5611152213,0.121380983,10.0746805585,613.6788671799087,336.0087009769,591.834391722,-753.2713387739,261000000000.0,0.0008901395,1.114810877302682,1.6245557835,0.0,3666691601,-5381079146.0,0.8398428988000001,1.6245557835,1541.5219598788087,1.0862813937
GTT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HLB,2024.0,5.0,1743673237957.0,1572582945348.0,0.07003019417424995,134677343132.0,0.21044658625291338,0.09912549763587059,0.2732470029,0.2799078482,0.1716349257,7.803161063,1.923644891,43584.90068996764,2.3255765421,1.1280490715,1.356640338,-1528.8421190672368,1.5773261032221817,0.2278382954487366,0.08564153265861221,0.19571618967913923,1050909000000.0,3090000.0,0.668274673,4.1692569759,176799.7833650485,3.7764054712,2.0041085248,11.5425897797,0.01920327618969059,23.5970052374,23.8840680433,43584.9006899676,30900000000.0,0,17.699161774951456,0.5773261032,0.0323434284,190912967220,155881827938.0,0.0182847414,0.5773261032,47.50027655688969,15.4680645416
DST,2025.0,5.0,1769018549353.0,0.0,-1,2164941901.0,0.21914395460989822,,0.0054156414,-0.0063247285,0.0053969396,156.6554741461,0.8465834207,67.02606504643963,34.9734092042,3.3627036879,34.8376217085,,1.002605549638576,0.0,,,339150000000.0,32300000.0,0.0,-218.5754400764,12402.7942709598,-132.4676199549,0,0,,0,0,67.0260650464,323000000000.0,0,1.2402794270959752,0.0026055496,0.0,-2533751091,-2533751091.0,0,0.0026055496,,0
PTT,2025.0,5.0,1769102511957.0,468477621985.0,0.6248862994360751,18241724548.0,-0.2543296004707182,0.04015274807427684,0.0805561258,0.0393839036,0.0435275837,7.2828914893,0.5683924482,1106.0167533570861,1.7452847298,0.1310495443,0.8224847773,-1.917587758512852,2.236477385504293,1.5635805702388952,0.038938305037298185,0.07864283248982945,132852500460.0,16493172.0,0.2835834504,-160.0524943748,14171.5464819017,7.144142662,1.1178602572,1.9778747017,24.828433112035512,13.5381555656,11.8978928891,1106.0167533571,164931720000.0,0.8555095055,1.4171546481901722,1.2364773855,0.0,51122007633,18810663934.0,1.8989591066,1.2364773855,50.26448156673551,26.9608365949
VCM,2025.0,5.0,1770652918843.0,178272991331.0,2.0362899714581117,31326911704.0,7.803935283099081,0.20840167590910239,0.2681969358,0.1570811364,0.1642992104,3.4858207867,0.6733842764,2610.575975333333,6.0154311369,0.6430825161,3.3372265654,-147.9227297880619,1.2143514607316814,0.17098686102558716,0.17572534200934833,0.2582746661947546,109200000000.0,6000000.0,0.6125470499,-0.9567199531,13513.8290549167,2.3179272331,0.9349773262,8.7843991867,51.55614086955705,78.0407595517,60.7093095425,2610.5759753333,60000000000.0,0,3.941931815933333,0.2143514607,0.0,39636037336,37152187758.0,0,0.2143514607,190.30620996375706,4.6770431515
VCX,2025.0,5.0,1768922292673.0,825135992381.0,-0.009397105577841786,27897608618.0,0.25456530407247097,0.06189905679622379,0.1103244693,0.1111751111,0.0488008645,9.5097756812,0.994312458,1051.549514436487,0.7266165203,0.0073714696,0.3718244782,-3.1397149660995347,2.0680828887611677,0.903784696004101,0.03380971000610346,0.07375291733838238,265300000000.0,26530000.0,0.321522758,2.9996759232,10057.2007516397,4.3823583593,1.4433979025,3.0930494648,32.6633078142768,41.3420972896,28.7133044084,1051.5495144365,265300000000.0,0,1.0057200751639652,1.0680828888,0.0,104007765530,51075139657.0,0.7218194982,1.0680828888,102.7187095122768,8.8287731859
CCP,2025.0,3.0,1761581199373.0,2008695805.0,-0.2967361309327901,1713920555.0,2.122712013214181,0.033249254981144345,0.2459127073,0.0197595921,0.2240643635,3.114301822,0.7308198399,714.1335645833333,15.9491716244,0.4912489844,15.9491716244,,1.09823300080457,0.012154499016744128,0.8532504278317045,0.6295642853697302,37920000000.0,2400000.0,3.6630057507,-1.6689594874,21619.5553779167,20.9630399127,0.1905003985,12.4983340607,4.130423005393849,0,6.9060011,5073.368255,24000000000.0,0,2.1619555377916666,0.0982330008,0.0,1726204826,66787639.0,0,0.0982330008,11.036424105393849,0
CDC,2025.0,5.0,1770118576953.0,1031046385849.0,-0.11784252391675828,23969948163.0,-0.003226536439547434,0.029036922304274074,0.0524996631,0.0126132543,0.0096491844,53.2794066518,2.1684988923,454.20926246678266,2.3888053929,0.1200387967,1.0848026938,-0.5500746453975902,3.3991077795356075,0.015848369823910982,0.023248176310964222,0.05475272446206669,1277104615600.0,52772661.0,1.2386490396,-2.2574128827,11159.7935726048,77.2627335847,0.4150512381,79.0052852836,82.25615345342726,267.4590796607,57.2333041697,454.2092624668,527726610000.0,0.8423329028,1.651384146067601,2.3991077795,0.0,34163523431,29938413798.0,2.5659404557,2.3991077795,406.94853728382725,1.3646947431
BT1,2024.0,5.0,1741971772503.0,319601711741.0,0.13922396431934972,8114107779.0,4.257397801524231,0.049816064560683,0.0790403904,0.074235907,0.0333008399,8.0458210181,0.5941032148,1431.0699211405233,1.3699788872,0.1209283915,0.3367956533,-2.996597960643096,2.4482856000881132,0.28553646330365434,0.02539808571460889,0.3252660307784272,62029351460.0,5669959.0,0.1941589671,3.7981815152,18414.3087064651,7.6974478119,1.3111555054,10.4573141884,18.29180925284599,259.6794401428,31.6024651247,1359.7120760485,100001060000.0,0.0016761107,1.0440726866195218,1.4482856001,0.0914076782,19973057166,15915093819.0,1.0550112808,1.4482856001,309.573714520346,1.405579124
DCS,2025.0,5.0,1770223671203.0,16913704928.0,,-620426588111.0,-6328.208507746358,0.9000779541682684,-1.919381629,0.5660951006,-1.6969330212,-0.1166506836,5.0049614723,-10287.123601938009,0.6589364175,0.3356747931,0.5678313311,,3.698305292414221,0.0,-36.681885533187184,0.34194973559136693,72373185600.0,60310988.0,4.2789670216,5.5432251131,239.7620854097,4.7102914107,0.0462607905,147.2088242864,329.50273435181,1871.3881700496,531.7566800178,-10287.123601938,603110000000.0,0,0.023976203770456467,2.6983052924,0.0,15223652929,15223652929.0,0.8597412654,2.6983052924,2732.64758441921,0.1950423786
C92,2024.0,5.0,1743614597380.0,373306889290.0,0.20559032799075008,809699950.0,3.537817131831621,0.02111480579689143,0.0130103299,0.0467899923,0.0015725954,26.902523583,0.3477485457,152.40205950776598,1.064074401,0.3738420411,0.8066979867,-0.9117435938547758,9.018610775341061,0.40406393005796654,0.0021689927864443777,0.06083552626417697,21782972000.0,5312920.0,0.0583513796,0.3316729482,11790.1283851441,-7.1871453827,0.7250348825,14.6266688952,91.36385183512053,138.9060279981,61.0965955408,152.4020595078,53129200000.0,0.1370457311,1.1790128385144139,8.0186107753,0.0,7882302470,7882302470.0,1.8264018347,8.0186107753,291.3664753740205,2.6276757406
LKW,2025.0,5.0,1770657226720.0,47325475755.0,0.050613569339099884,12406128168.0,-0.11739900826524738,0.25575217330427447,0.1425103602,0.1422064269,0.1241276991,7.254479301,1.057419737,4962.4512672,2.90442268,0.2828833882,0.3718482329,,1.165981227205969,0.6573069055882892,0.2621448167203956,0.5019816435440714,90000000000.0,2500000.0,1.9017241468,9.4632605535,34045.137178,5.4747538041,0.4735081192,1.0134554594,5.628943275534654,20.1798660343,39.7425655491,4962.4512672,25000000000.0,0,3.4045137178,0.1659812272,0.0,15709138988,12103593277.0,0,0.1659812272,65.55137485893465,18.0873351379
HBH,2025.0,5.0,1769184043617.0,251654960064.0,0.02379823769203971,3229088634.0,19.593560623284727,0.001169136105742463,0.0189182731,0.0015658206,0.0114989716,27.2522714531,0.5131172293,201.818039625,1.9809360536,0.4864504713,1.0858404571,-1.142889455128814,1.558561436493892,0.376472841331333,0.012831412634103416,0.03955563755814087,88000000000.0,16000000.0,0.3496851402,4.527074531,10718.7981340625,2.2072620183,0.896157884,3.2597933562,83.85041049909537,43.1332107026,51.0847367008,201.818039625,160000000000.0,0,1.07187981340625,0.5585614365,0.0,26186787509,294218900.0,0.0956263927,0.5585614365,178.06835790249536,8.4621569796
TDP,2025.0,5.0,1770058433193.0,4761285429039.0,0.08727047116131226,98878473210.0,0.052822150606364006,0.055720075756421725,0.0924665822,0.0658717236,0.0235014225,29.8450630021,2.6377204736,1120.7883862631027,1.0841805265,0.342273574,0.5587807363,-1.4013401981577343,3.9960988817873733,0.36099174367278675,0.020767180351537393,0.08182074010371392,2951034262500.0,88222250.0,0.619797806,16.3374717783,12681.4043925314,14.7719583392,1.1316616944,11.2549058984,32.076253095187795,96.9695781842,24.1364278672,1120.7883862631,936995740000.0,0.2275074994,1.1940097280154123,2.9960988818,0.0,324979134884,265299184804.0,2.82741554,2.9960988818,153.1822591465878,3.7640671109
VFR,2025.0,5.0,1769767862793.0,122039288507.0,0.27546125069128335,23011161290.0,-0.10776859593808144,0.05770681341358404,0.0723700219,0.0216258507,0.0614780145,7.4963622142,0.5303821924,1534.0774193333334,6.1129836292,4.4174009116,5.9091846094,,1.1467350229317563,0.09630840993934155,0.18855535435770843,0.15809923826205613,172500000000.0,15000000.0,1.4134792337,-7.0939835121,21682.4775872667,-0.5340664832,0.3260475666,4.0090285478,34.6643993808121,0.3167395702,22.725192899,1534.0774193333,150000000000.0,0,2.17101238156,0.1467350229,0.0,11104492580,7042498451.0,0,0.1467350229,57.7063318500121,1152.3662791205
TLT,2025.0,5.0,1770110225663.0,669687648500.0,0.05372579800075833,21219191450.0,0.694858472934078,0.04528464116287337,0.2173695033,0.1115072185,0.0598035704,8.7293476962,1.8090989296,3035.7365661392314,1.1153494219,0.2956534862,0.5540047247,-4.323680493009811,3.6325594438635065,0.7602146967257802,0.031960338041449855,0.09028893247671513,185229700000.0,6989800.0,0.2789929033,18.3443017311,14648.1762641277,5.736867403,1.8711807856,8.2797812172,29.957735950895163,92.4369628949,39.7107363718,3035.7365661392,69898000000.0,0.1359343498,1.4648176264127728,2.6325594439,0.0,48318723990,30065497722.0,1.7693360304,2.6325594439,162.1054352175952,3.9486368718
SSB,2025.0,5.0,1770022800970.0,24569893000000.0,0.18599997441665755,5509539000000.0,0.14400109135623437,0,0.1461892187,0,0.0152588803,8.7784114061,1.1979661252,1936.5690685413006,0,0,0,,9.819610080045885,0.03688997541252861,0.5677692961359396,0,48365000000000.0,2845000000.0,3.4268146743,1.589738634,14190.7184534271,0.0,0,0,,0,0,1936.5690685413,28450000000000.0,0,1.4190718453427065,0,0.0,0,0.0,0,0,,0
CTF,2025.0,5.0,1770026251497.0,8923486216666.0,0.04478705557892329,10159420894.0,-0.7811955081302793,-0.009566661321929026,0.0099657352,-0.022436722,0.0025825066,182.6565592627,1.8545665597,106.21025644140505,1.1257729583,0.0632523345,0.7720121915,0.42721482468646754,3.641440044981845,0.21912446401629163,0.001202900278480794,0.05323117993040298,1855684864600.0,95653859.0,0.219717626,-14.0003379544,10460.6652689778,-98.6928813215,2.1469000301,37.3413279214,41.1016633912518,34.3370176464,8.5112498798,106.2102564414,956538590000.0,0.2224912677,1.134092097898528,2.641440045,0.0,-42621327496,-80797835580.0,2.5421198828000002,2.641440045,83.94993091745181,10.6299272627
HPT,2023.0,5.0,1754931231560.0,1156626517096.0,-0.01354149617144602,33370620787.0,0.5748366663831019,0.027230404653074265,0.238763908,0.1773017188,0.086197603,6.1836482251,1.3639115883,3315.19505213611,1.3992397041,0.0881079129,1.2056069671,-11.521805015327168,2.644342347863032,0.15271454800843756,0.02885168227924195,0.1995172800736042,206352180000.0,11542319.0,0.1784086539,14.7008457033,15030.2997465716,5.9681424557,2.9876109885,46.3700854199,74.9902593287674,20.9728548803,57.1390079,3315.1950521361,115423190000.0,0.001815564,1.3107798877937786,1.6443423479,0.0585365854,35320851261,31495408093.0,0.1759327697,1.6443423479,153.1021221090674,17.4034485092
CNA,2024.0,5.0,1748855715863.0,14595496749.0,0.16857626563951658,-1221952464.0,-0.41044059081079337,-0.08835286802337529,-0.0410848476,-0.0403196894,-0.0228185516,-122.7076084524,5.147158499,-357.7610268316569,0.8909641273,0.1724056917,0.6287461013,,1.965939162644556,1.013261706311732,-0.08372119736751825,0.17402068574158128,149942864500.0,1673622.0,10.2732279057,175.36393309,8528.977689131,-239.870381614,0.272554052,0.4976733752,11.34754513281259,180.5449358178,66.3825620536,-357.7610268317,34155550000.0,0,0.8528977689131049,0.9659391626,0.0,-616764716,-1289553998.0,0.0979033074,0.9659391626,258.2750430042126,2.0216573694
PHH,2025.0,5.0,1769445779230.0,17982581647.0,20.195699897927536,38383617573.0,16.998200083276913,-2.6136684504274728,0.1580088712,-0.1733078207,0.0813673362,2.3968558937,0.3509944572,1919.18087865,1.8850154668,0.1900228958,0.78142205,,1.8567728230779654,0.012040541083540596,2.1344887139385498,-2.2870658253266543,92000000000.0,20000000.0,5.116061854,-4.7804638257,13105.62006165,-1.171237329,0.0381202935,5.6301935921,116.92686439066622,1108.3767423171,332.9865175212,1919.18087865,200000000000.0,0,1.326333420915,0.8567728231,0.0,-46739350536,-47000506308.0,0.0223548616,0.8567728231,1558.2901242289663,0.3293104105
TPB,2025.0,5.0,1769798888730.0,30747083000000.0,0.1849208810111729,7379697000000.0,0.21543838116724426,0,0.1765198684,0,0.0159751019,6.5219091942,1.1382567218,2660.263963093054,0,0,0,,10.992725118902055,0.026352383818086012,0.5520553047474143,0,48129713715000.0,2774046873.0,2.5361100759,1.6152200651,15242.6071094905,0.0,0,0,,0,0,2660.2639630931,27740468730000.0,0,1.6589034398770954,0,0.0,0,0.0,0,0,,0
HLC,2025.0,5.0,1769017581260.0,2877935257764.0,-0.0403896905279447,81963273873.0,-0.06576904812743087,0.04327232121050455,0.1905271527,0.1100621891,0.0506990477,3.6899559255,0.6970498112,3224.970769380952,0.7102121367,0.0093106533,0.0906148126,-4.835568800044501,3.7206583483310403,1.586002358080896,0.02847988802106724,0.10366067044287343,302440868100.0,25415199.0,0.1050895316,2.1461584428,17071.9506816767,2.7879486196,1.7801701895,3.8811725624,25.09257990970976,59.0128705725,34.5141792291,3224.970769381,254151990000.0,0.4588719897,1.707195068167674,2.7206583483,0.0,355427229625,124534938897.0,2.0666847338,2.7206583483,118.61962971130976,6.1850914294
