symbol,year_report,length_report,update_date,revenue,revenue_growth,net_profit,net_profit_growth,ebit_margin,roe,roic,roa,pe,pb,eps,current_ratio,cash_ratio,quick_ratio,interest_coverage,ae,fae,net_profit_margin,gross_margin,ev,issue_share,ps,pcf,bvps,ev_per_ebitda,at,fat,acp,dso,dpo,eps_ttm,charter_capital,rtq4,charter_capital_ratio,rtq10,dividend,ebitda,ebit,le,de,ccc,rtq17
NTT,2025.0,5.0,1770048376670.0,1526835689293.0,0.23765890546834234,38986165316.0,0.3210384963347231,0.054132767944210555,0.1881174882,0.1007099639,0.0330580967,5.7866681212,0.9949863094,1658.9857581276597,1.0251448226,0.0859561049,0.514055482,-2.786585971044963,4.956548618708402,2.166550965945056,0.025544222212208565,0.08347895145485387,225600000000.0,23500000.0,0.1478159364,2.4878420004,9648.3739621277,7.1028514575,1.294151625,3.2127073328,51.667854399518035,82.0879828312,91.5457689436,1658.9857581277,235000000000.0,0.9454708783,0.964837396212766,3.9565486187,0.0,108139631609,82618645522.0,3.5635964874,3.9565486187,225.30160617431804,4.4464486446
GTD,2024.0,5.0,1744112115953.0,78948523511.0,-0.016249312833400035,-12965183006.0,-1.5859114279151107,-0.12942844299185,-0.39536285,-0.1844788172,-0.1049084063,-61.8138208793,30.4603297909,-1394.1056995698925,0.8290473666,0.0026949739,0.3615373722,7.185303963470835,4.573121813825497,1.9556312026554858,-0.1645778685226656,0.1303077865571432,801427500000.0,9300000.0,10.1731868856,-139.1000356557,2829.0895269892,-131.9210178907,0.6374393306,1.4841161828,122.2922959985761,212.9553571266,123.0760052048,-1394.1056995699,93000000000.0,0.0431386174,0.28290895269892474,3.5731218138,0.0,-6292884612,-10196167107.0,1.1438229659999999,3.5731218138,458.32365832997607,1.713974257
IJC,2025.0,5.0,1769515487417.0,1695110171327.0,0.6516184872414266,517579373061.0,0.4615193194029737,0.35313761861351567,0.0786752546,0.0606480811,0.0571040051,12.8937804158,0.8335769294,822.1017931253414,6.6131570301,0.9586695572,1.6217052563,-12.154491617069297,1.2846651583144029,0.06371728916894429,0.32467857957392554,0.48409605536704015,6673554784000.0,629580640.0,4.1863343107,-78.843447361,12716.2828369166,11.2113270586,0.1758785725,3.0142229548,272.6513997100014,1712.9845336115,176.7522289543,822.1017931253,6295806400000.0,0.1486891088,1.271628283691665,0.2846651583,0.0,626741074315,562946737928.0,0.3081035328,0.2846651583,2162.3881622758013,0.2130783979
BSD,2024.0,5.0,1742379217450.0,339921066313.0,0.09231737649982845,4800478022.0,0.5394495413320654,0.014430214338299772,0.0706063084,0.071742813,0.0339418111,14.3735685663,1.0091985774,1600.1593406666666,0.9299737125,0.1399928052,0.3324592672,-16.962554224270185,1.8519291870801144,0.8710909841414385,0.014122331616775143,0.05804878245124923,69000000000.0,3000000.0,0.2029883018,3.120374787,22790.361099,4.3321559917,2.4034141098,5.3909550786,11.900242328883419,45.7633801967,8.0257023336,1600.1593406667,30000000000.0,0,2.2790361099,0.8519291871,0.0217391304,14199999233,4905133845.0,0,0.8519291871,65.68932485918342,7.9758094448
KOS,2025.0,5.0,1770022800970.0,1555287684320.0,0.08086649891587336,18838681430.0,-0.12111329045250521,0.08659325038048084,0.0081178352,0.0306339068,0.0038764461,437.8193290304,3.5397775038,87.02219722545595,2.2501270948,0.0009544529,0.4998900886,-1.3536047365331072,2.082591238291752,0.4336802957006177,0.012112666756077743,0.11162121170714627,8247938863500.0,216481335.0,5.3031596319,-259.7930422246,10763.388365251,50.482842858,0.3200324199,1.4980443599,47.89994809895218,677.5491851569,36.7244298155,87.0221972255,2164813350000.0,0.4348810465,1.0798135002682794,1.0825912383,0.0,204134046596,134677415862.0,1.315596863,1.0825912383,762.1735630713522,0.5387062784
CCM,2024.0,5.0,1746435600583.0,1032511856701.0,-0.07181076344932677,53976572816.0,-0.20105312136831327,0.07377965387892792,0.1097238644,0.0991565328,0.07044482,4.9382672497,0.4731252243,8706.039261278407,4.3553841771,0.6489787277,3.0546844895,-5.641638690177872,1.4909447892902903,0.5542522173513762,0.05507818060914549,0.11863813965263645,241796100000.0,6199900.0,0.2467309162,2.9479223116,82430.6082059388,3.2641684794,1.2789968595,3.301219816,58.48361275791395,36.1370117163,6.9958702559,7897.5069651123,61999000000.0,0.3169872729,8.24306082059388,0.4909447893,0.0512820513,123226044076,72304001619.0,0.7438027521,0.4909447893,101.61649473011396,10.1004477865
MGC,2024.0,5.0,1748357567250.0,327049706079.0,-0.057628672421284464,3072699554.0,-0.45964665347832195,0.021084688262445066,0.0272452792,0.0406456476,0.0133730408,74.6066666667,1.0842409247,284.50921796296296,1.3545828871,0.0393980576,1.2782096154,-3.609447149770646,2.1866382284820784,0.46162402605117714,0.009395206590577944,0.15614882476202024,120862800000.0,10800000.0,0.3695548345,36.458477105,10321.5067287037,10.2505354569,1.4233897501,6.6569639576,125.58203457827618,9.5725663983,21.0284422039,150.0,108000000000.0,0,1.0321506728703704,1.1866382285,0.0134036279,16958543614,6895741099.0,0.5219488069,1.1866382285,156.18304318047618,38.129795586
VMT,2024.0,5.0,1742307513893.0,41555417530.0,-0.2973962579455659,306445007.0,3.696273821085802,0.12814927685795774,0.0052596209,0.0364901662,0.0018509589,200.4437944717,1.0514931434,97.2841292063492,0.5472714127,0.2433416082,0.3249059974,-0.7967986034050536,2.746098423598819,2.164877613716308,0.007374369581986968,0.2267291188254366,61425000000.0,6142500.0,1.4781466209,4.1089857314,18545.0567346032,10.4885839967,0.2509989291,0.3188916096,42.64936108941286,0,56.7709376028,97.2841292063,61425000000.0,0.7513352395,0.9510285504924705,1.7460984236,0.0,12867542615,5325296706.0,2.2495469982,1.7460984236,99.42029869221285,0
VTD,2025.0,5.0,1770290703183.0,151698108957.0,-0.16282407794550682,337879281.0,1.062261507587417,0.038045880022380324,0.0016674128,0.0169263146,0.0010713101,452.3272322223,0.5818511407,14.078303375,2.251364301,0.1072581556,1.8060609065,-1.0126981939305626,1.5368432213101628,0.2027365302913481,0.002227313730692414,0.1425005362270371,152832000000.0,24000000.0,1.0074746551,-2.4334706147,10944.3800219167,16.9837082445,0.4809875313,3.2664680224,119.50392226548938,83.7966877086,60.0661605104,14.078303375,240000000000.0,0.0685418787,1.0944380021916666,0.5368432213,0.0,12832926371,5771488053.0,0.3666862227,0.5368432213,263.3667704844894,4.3557807591
MHC,2025.0,5.0,1770029911970.0,44186608141.0,2.0923733061452334,172118761070.0,13.625289635916156,-0.37922414326371,0.2860294168,-0.0242293643,0.2011990012,2.5006893236,0.6591762124,3958.9084123913162,2.8776915303,0.6593901984,2.8598566031,0.7486926142867538,1.1648780963297305,0.004500442891006777,3.895269818420254,-0.06244678213804064,430415548200.0,43476318.0,9.7408596475,0.8825061448,15018.7458427367,-26.9482130106,0.0516521347,5.2461393992,310.1753517358236,0,36.7940164562,3958.9084123913,434763180000.0,0,1.5179965391549486,0.1648780963,0.0,-16176094752,-16756628616.0,0.0479030074,0.1648780963,346.9693681920236,0
PGI,2025.0,5.0,1769695472687.0,4788242489880.0,0.08975458117372768,245548590131.0,0.057303031126129354,-0.21231747826142075,0.1272080053,-0.2339858297,0.0278378783,8.806760083,1.1071494866,2214.208155580978,1.0703316752,0.6241880465,0.722090505,,4.71866954989737,0.331646248404675,0.0779192875622526,0,2162487522000.0,110896796.0,0.0,29.4228031625,17612.7977620652,-4.6039778647,0.4125950421,0,60.15239057122361,0,0,2214.208155581,1108967960000.0,0,1.761279776206519,3.7186695499,0.0,-644286760317,-669080263415.0,0.4640008029,3.7186695499,60.15239057122361,0
TNM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LMH,2025.0,3.0,1761557446523.0,0.0,,-1438895898.0,0.0698985621136985,,0,0.0083951951,-0.0557387295,-5.8095441123,0.0,-56.1410916389176,0.6547050316,0.1729582632,0.210048453,0.054571970577543316,-1.8961013482358384,0.0,,,33318993500.0,25629995.0,0.0,151.6578961876,0.0,0.0,0,0,,0,0,-223.7697097873,256299950000.0,0,-0.21150781461720924,-2.8961013482,0.0,0,-44104500.0,-0.4381366622,-2.8961013482,,0
SBT,2025.0,5.0,1769791333067.0,26298066060703.0,-0.12466730501388978,762472492479.0,-0.08602848934287013,0.03612807078238047,0.070032463,0.030865124,0.021836373,27.1363029661,1.8148532439,869.6836864444541,1.2217439672,0.2104938163,0.8007925289,-0.6618835554238842,2.93593609642056,0.28136886539703854,0.029070570171405574,0.08899723125368303,20690684559200.0,855112589.0,0.7888677996,-9.041920519,13003.8062742048,24.6436026164,0.7511504874,7.296325054,35.63042772668772,48.4054312557,15.5063556564,869.6836864445,8767239220000.0,0.4325180132,1.393766493297191,1.9359360964,0.0,1465745547446,947578943773.0,1.9449510717,1.9359360964,99.54221463878773,7.5404761518
TMW,2024.0,5.0,1748343130307.0,117794866058.0,0.28232258554710726,40846794408.0,3.0424850942820307,0.12558063563412283,0.380883217,0.1180261688,0.2946810754,2.6823457407,0.8741822927,8760.988430298026,7.4168455334,2.6265323792,6.9711285663,-17.040846119384366,1.147656198765359,0.17033914389247387,0.34676209392595936,0.17098228458516204,109565225000.0,4662350.0,0.9301358257,3.0152365111,26882.264941285,4.2336573521,0.8498076362,4.9588954312,128.79200361723767,31.3743716563,6.5214600913,8760.988430298,46623500000.0,0,2.6882264941284975,0.1476561988,0.0425531915,18142673188,14792754154.0,0,0.1476561988,166.68783536483767,11.6336991223
LLM,2025.0,5.0,1770229629077.0,5425681472156.0,-0.11073669644538067,338259432366.0,2.649179417719619,0.03976840002575001,0.2817193614,0.0954366271,0.0501059294,4.6257528021,1.1570366144,4242.76887236331,1.2084492322,0.4974194114,1.048145658,-3.4479204791317817,5.850808630743972,0.09081462987939383,0.06234413761698142,0.044857772389149606,1564704517104.0,79726104.0,0.2883885693,362.9729785703,16962.2981300579,-0.5959422184,0.8036991342,46.2782649339,145.62740260330463,42.1157375153,105.8157174078,4242.7688723633,797261040000.0,0.0003235355,1.5832434926583143,4.8508086307,0.0,230880271115,215770671197.0,0.7914616551,4.8508086307,293.5588575264046,8.6665940462
HPO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NBW,2025.0,5.0,1769188860030.0,914942064814.0,0.009809970480476344,31859728298.0,0.05122067279622791,0.04543433586743089,0.1742077393,0.2272975491,0.0969803716,11.9743645153,2.0859866083,2922.910853027523,0.7430200433,0.3347358913,0.417123627,,1.8132984248648851,1.1201850378560043,0.03482157999203678,0.32626358661592963,381500000000.0,10900000.0,0.4169662918,7.0308298605,16778.6312055046,4.2191275361,2.7850652272,4.7518561906,5.240582005653302,15.3778317636,52.5045059589,2922.9108530275,109000000000.0,0,1.6778631205504586,0.8132984249,0.0,78644111582,41569785072.0,0,0.8132984249,73.1229197281533,23.7354658063
KSQ,2025.0,5.0,1768561003160.0,3086257627.0,-0.5857423288131206,5920959905.0,2.3323539559349404,-0.9759056326505434,0.022113265,-0.0111256468,0.0202916271,11.6535158331,0.2548791783,197.36533016666667,139.9085842984,0.9253735437,139.5270747815,,1.0070330297720316,7.868110260092461e-05,1.918491785391058,0.08554420495888174,69000000000.0,30000000.0,22.3571743967,1.9629975359,9023.8834552333,-22.3764658262,0.0105768642,124.3516405895,104.26529226295892,32.4968447419,180.0947556977,197.3653301667,300000000000.0,0,0.9023883455233334,0.0070330298,0.0,-3004859162,-3011896202.0,0,0.0070330298,316.8568927025589,11.2318596743
HSV,2025.0,5.0,1769106016950.0,1616078015149.0,0.7592833067147913,4455306028.0,0.10972943558421532,0.008572308081025685,0.0253905211,0.0246050081,0.0090817166,14.1227618562,0.3540890302,282.87668096889433,1.1866114361,0.1210485744,0.7613988144,-0.8370429268895474,3.2486535136188257,0.12421442930974418,0.002756928829903555,0.013539977187132925,62921226030.0,15749994.0,0.0389354493,-1.5601135863,11282.4732175136,24.1324708619,3.2941425532,69.3958480445,35.09011733173343,15.8992282416,1.8626014651,282.8766809689,157499940000.0,0,1.1282473217513607,2.2486535136,0.0,16570060454,13853188901.0,2.168411206,2.2486535136,52.85194703843343,22.9570891401
BTU,2024.0,5.0,1746435600583.0,106753894280.0,0.0354801442743369,11765840251.0,0.3778112612631512,0.11574477455212513,0.1932988892,0.193443279,0.1167843723,4.7119456679,0.867944083,3268.288958611111,2.0466587743,0.5858579086,1.7852372562,,1.769291567821415,0.18381317869866334,0.11021462336671209,0.2818964501479355,55440000000.0,3600000.0,0.5193253171,4.3632229815,17743.0785025,1.7654651787,1.0596086867,10.6908552629,179.28958955668733,40.907829482,19.0675147894,3268.2889586111,36000000000.0,0,1.77430785025,0.7692915678,0.1298701299,15096182522,12356205426.0,0,0.7692915678,239.26493382808732,8.9224973464
VXT,2024.0,5.0,1748260750247.0,160950012673.0,0.05979078937652403,1356962960.0,-0.7353481621884981,0.022142937552574626,0.0208703549,0.0325299562,0.0109767239,44.7902884211,0.9455535348,225.71162814216794,1.5681742872,0.0836817456,0.9078318784,-2.0281944905093554,1.7121949320704335,0.28959555257887526,0.008442617387415202,0.2015144223960176,60119320000.0,6011932.0,0.3740444149,-10.7964830066,10575.8157856742,11.8259415767,1.3001565015,6.2179721923,55.07436713575121,55.0678109761,16.2844955659,223.2626837762,60119320000.0,0,1.1933018274990468,0.7121949321,0.03,7907590956,3558984697.0,0.5250296137,0.7121949321,126.42667367775121,6.6281915611
PXT,2025.0,5.0,1769005044950.0,115963427514.0,0.15800733984962342,1801815342.0,0.4759219260069627,-0.0271708664063039,0.031795977,-0.0471194393,0.0067027964,21.0898415138,0.6600782002,90.0907671,1.1416362766,0.0037784045,0.9602884388,-5.563546286827327,4.441223105070676,0.5377796444109129,0.015537789634429967,0.07708530814097234,38000000000.0,20000000.0,0.3276895209,6.1319333133,2878.44682555,-30.979356904,0.4313867382,3.6485541557,591.258469662161,187.6671500495,368.704735351,90.0907671,200000000000.0,0,0.287844682555,3.4412231051,0.0,-1502846907,-3150826797.0,0.1615454543,3.4412231051,1147.630355062661,1.9449328234
ANV,2025.0,5.0,1769102931540.0,6992490669181.0,0.41573845858622505,999477864573.0,19.89551421913452,0.16865570143215972,0.3161122735,0.2263197316,0.1870457893,7.0436997652,1.9961111638,3748.0302795541265,1.5583512838,0.0204951841,0.5844331094,-17.216193386955645,1.6515260277885588,0.3124889844344664,0.143778562496893,0.23346477441180727,7040022000000.0,266667500.0,1.0127330269,7.8024468708,13225.716322409,6.7638820436,1.3009296107,6.390712921,41.0165104566274,106.8979567081,15.9494269714,3748.0302795541,2666675000000.0,0.0150760702,1.3225716322408994,0.6515260278,0.0492424242,1278520786897,1172411501326.0,0.48389532830000004,0.6515260278,163.86389413612739,3.4144712513
TNV,2025.0,5.0,1769079600680.0,219768638716.0,0.2018279331869918,33398761910.0,6.7465506515759985,0.03970146005834805,0.1429103905,0.0273457192,0.1028955728,13.2696535636,1.7699026344,1409.2304603375528,1.5259945902,0.2218375087,0.332626494,-2.241539077248427,1.4064489166398169,0.2372578173002109,0.15208995606352763,0.18377141419190882,443190000000.0,23700000.0,2.0181810275,-580.1837446724,10565.5529499578,33.9875948811,0.6765441679,3.7108492835,23.685595562862392,183.517431837,37.6022703812,1409.2304603376,237000000000.0,0,1.0565552949957806,0.4064489166,0.0,14388474182,8718390394.0,0.2732286004,0.4064489166,244.8052977810624,1.988911878
CST,2025.0,5.0,1769190216053.0,8538981207226.0,-0.09622180564014454,83146367767.0,-0.3605102855950357,0.014951119294063233,0.0792182656,0.0843406487,0.0322736159,6.6991266601,0.5415287137,1940.5514568623405,1.1635516872,0.0018110386,0.3519646786,-4.200642187810847,2.431710045383271,0.6553853338404041,0.009737270260840777,0.042591063707721595,557008049000.0,42846773.0,0.0652312068,3.2381749435,24006.1139342046,3.0786003851,3.31444183,11.7182566804,26.873900921576933,25.8134888053,32.6727021786,1940.5514568623,428467730000.0,0.394603452,2.4006113934204567,1.4317100454,0.0,337881501407,127667326679.0,0.8662477293999999,1.4317100454,85.36009190547693,14.1398941752
HVX,2025.0,5.0,1769105190197.0,437906377765.0,0.23728919051399686,-45722107110.0,-0.043079062325063984,-0.0009125296550026238,-0.1469285811,-0.0010812262,-0.0809778159,-1.998060802,0.3168493514,-1101.06759405422,0.3787121392,0.0161480879,0.0452112421,0.1350129172753024,1.8277346507028627,1.309577902946608,-0.10606308665531407,0.06904911703962864,91355550000.0,38525250.0,0.211920496,10.6187624975,6943.3628008019,3.4926934529,0.7634872645,1.0756137673,12.208562975398483,69.5712220462,111.9184054368,-1101.0675940542,415252500000.0,0,0.6943362800801922,0.8277346507,0.0,46672478201,-393376998.0,0.2618573916,0.8277346507,193.69819045839847,5.246422145
TAW,2024.0,5.0,1742989316117.0,230030851186.0,-0.27865209795863066,7899732467.0,-0.13904422132455047,0.03500749201892318,0.1175685125,0.1178736686,0.0561037088,14.1157870963,1.3173835155,1579.9464934,1.8627908341,0.7868295682,1.184503507,,1.9768317448416681,0.09661739362572319,0.03434205640795711,0.11458929663172177,90000000000.0,5000000.0,0.391251867,8.0210201656,13663.4471192,2.9719479983,1.633673539,29.4790685784,58.53426091930864,18.5188858318,83.4520142887,1275.168,50000000000.0,0,1.36634471192,0.9768317448,0.0666666667,12615081391,8052803187.0,0,0.9768317448,160.50516103980863,19.7096090616
NT2,2025.0,5.0,1768824035267.0,7803523273833.0,0.31291139409238045,999681232228.0,11.059759571441559,0.13041556541255975,0.2241971237,0.1567839598,0.1121859377,7.7463344619,1.6375971923,3472.6101916182815,1.7926633473,0.0050745785,0.8561145055,-15.73179650512533,1.929458133228288,0.19069458484914992,0.12810639465639323,0.14011707266939838,7743865180100.0,287876029.0,0.9923549797,7.6944321523,16426.5059358207,6.0251300885,0.875724729,6.6599311152,153.16493698178937,18.6768000545,94.8428039395,3472.6101916183,2878760290000.0,0,1.6426505935820728,0.9294581332,0.0,1574051894923,1017700899967.0,0.3726753391,0.9294581332,266.6845409757894,19.5429623348
WSS,2025.0,5.0,1768899885817.0,81092954738.0,2.950953325642501,45342684169.0,2.4424852119624596,0.5479602340988262,0.0895885917,0.0840324177,0.088639183,6.9887790237,0.5992709505,901.4450133001988,86.3226635384,17.1932206617,17.999450308,,1.0116818660685998,0.0015479515725598317,0.5591445559666173,0.6295006066177902,316890000000.0,50300000.0,3.907737744,-3.936337496,10512.7738872763,6.9696568178,0.1585264169,123.883843536,,0,0.5169868995,901.4450133002,503000000000.0,0,1.051277388727634,0.0116818661,0.0,44668939945,44435714462.0,0,0.0116818661,,0
MWG,2025.0,5.0,1769795473710.0,157365796389314.0,0.16373213906024298,7036628523122.0,0.8906172083776516,0.04524052328525798,0.2331512698,0.1121571647,0.091150166,19.1945336495,4.1426472691,4787.821453648893,1.5205834679,0.0984632665,0.2984070278,-4.8129131905386835,2.5304735286007953,0.07830820799220092,0.04497460216678105,0.1936211414369605,135064802966300.0,1469693177.0,0.8632665147,22.1528760892,22183.8824382023,17.8385271106,2.0267031072,50.5941581299,0.5810066628335578,73.1135618565,32.2621404198,4787.8214536489,14696931770000.0,0,2.257547061302714,1.5304735286,0.0,8969116072153,7078233963460.0,0.9021046239,1.5304735286,105.95670893913356,4.992233872
CFV,2025.0,5.0,1769103651140.0,380825010531.0,0.2967494893203454,17957131984.0,-0.618196122143921,0.06009727073019478,0.0921387403,0.0716439969,0.0604396446,16.5547037392,1.4581533426,1419.5361252173914,2.0303206324,0.0120871742,0.4381536373,-5.070242456826279,1.722335143968776,0.2639008782461717,0.04724360115756382,0.10344705568820821,297275000000.0,8096000.0,0.7821038207,-2.4008539876,16116.2748211858,14.2981512582,1.2793191688,8.4912869869,15.990886503194563,78.054065812,4.073738901,1419.5361252174,126500000000.0,0.0803977904,1.611627482118577,0.722335144,0.0,28721749699,22842768035.0,0.6443149068,0.722335144,98.11869121619456,4.676245833
HWS,2025.0,5.0,1768901787410.0,668511356324.0,-0.002490459798400132,141903061567.0,0.05124509758336553,0.31254859499609494,0.1266790902,0.1201818874,0.0720680158,9.272188954,1.1742999896,1619.8979630936074,2.0043120794,0.7194070308,1.3256340777,-5.728508055552448,1.7362549189800305,1.1327572403777968,0.21226724157281993,0.4374135262292807,1315752000000.0,87600000.0,1.9681819726,4.7777382907,12790.5987674658,4.8279513606,0.3395154864,0.5176946868,23.28403699952612,61.6164979471,26.6670911054,1619.8979630936,876000000000.0,0.4965035824,1.2790598767465753,0.736254919,0.0,361487570298,208942285158.0,1.0481484821,0.736254919,111.56762605202613,5.9237381572
TNA,2025.0,5.0,1770110517340.0,327652482072.0,-0.7372522995656166,-64121031123.0,-0.04820899072748653,0.03992608458594042,-0.134603524,0.0141663199,-0.0299576032,-2.8607178267,0.4111536166,-1293.3816699660952,1.0365694237,0.0050198006,0.4115881898,-0.2852329335779587,4.998449353446976,0.0812373170267672,-0.19569829203646846,0.1236275613993329,183432176800.0,49576264.0,0.5598375927,10.0267847341,8999.069571035,35.3347975265,0.1530805551,8.9452355246,558.73346935195,1382.8688456073,780.4023484033,-1293.3816699661,495762640000.0,0,0.8877906044170654,3.9984493534,0.0,18621420603,13081880714.0,1.0981126348,3.9984493534,2722.00466336255,0.2639440473
SSN,2022.0,2.0,1662548918487.0,7277993906.0,0.4918244814832478,122984417.0,1.5097427497915528,0.13445798521392716,-0.0003016551,-0.009503763,-0.0001259865,-1424.3160913215,0.4296340882,3.105667095959596,1.6548633643,0.0017459934,1.6548633643,,2.358509005295188,0.01828121517062283,0.016898120359596796,0.5121302659964058,194158800000.0,39600000.0,11.1864247374,-19.007040799,11412.0367407071,-75.5362725207,0.0160412763,3.0952209915,1430.5420828757,104.3725487737,257.8275200854,-3.4423538636,396000000000.0,0,1.141203674070707,1.3585090053,0.0,-3445493878,978584397.0,0.1486335646,1.3585090053,1792.7421517348,3.4970881164
TNG,2025.0,5.0,1768554527017.0,8698517195395.0,0.13620664988790931,391968936388.0,0.24504064879220894,0.08188794398430274,0.2013355625,0.1336742681,0.0615167186,7.356655313,1.4408776834,3044.8619715120335,0.8867149493,0.0830802548,0.3528996066,-2.9495642986964192,3.4611169840181204,1.3571687288433822,0.045061580908928776,0.14581677539138352,2883580358400.0,128731266.0,0.3315025186,-11.112650626,15546.0801831468,6.4249476532,1.3651700051,3.5994699582,35.75661412118453,63.7851805377,40.2521801785,3044.861971512,1287312660000.0,0.4778682556,1.5546080183146804,2.461116984,0.0669642857,917319190989,712303688843.0,2.1405081505,2.461116984,139.79397483738452,5.722332318
SJM,2024.0,5.0,1748455309260.0,0.0,,2331846344.0,-0.08097481579182614,,0.1732124828,-0.0393978373,0.0691813691,15.1811032022,2.4199719062,466.3692688,0.8026637631,0.1002030823,0.789335043,20.420884943890133,2.208481865178947,0.0,,,35400000000.0,5000000.0,0.0,48.653962963,2925.6537986,-59.0082809331,0,0,,0,0,466.3692688,50000000000.0,0,0.29256537986,1.2084818652,0.0,-617311957,-617311957.0,0.0711230598,1.2084818652,,0
FOX,2025.0,5.0,1769187961900.0,19521806827821.0,0.10808164781357407,3417997633446.0,0.21926613837907402,0.20083300411859567,0.3226337289,0.2090319942,0.1370677832,17.3112413722,5.4305791546,4626.646828967501,1.1534722247,0.0485961335,0.1952246872,-11.300441269459657,2.3243945616229085,0.5151889098602302,0.17522158801598295,0.4977679895991221,59169782042059.0,738763463.0,3.0333032038,15.9573341259,14748.519028906,12.5858946489,0.7822539718,3.400109189,35.60835096701912,49.4612101528,63.633668154,4626.6468289675,7387634630000.0,0.0134709651,1.5202138714998958,1.3243945616,0.0,5241356723315,3917592236024.0,0.6822405169,1.3243945616,148.70322927381912,7.3795202113
GEX,2025.0,5.0,1769770884547.0,39906883733483.0,0.17165701089332436,1475461544406.0,-0.0955290847335393,0.1248744494663052,0.0927611088,0.0836270954,0.0231736527,21.926022002,1.8196198701,1635.0435111610968,1.8132309159,0.7311537619,0.9600109824,-4.1704037839577595,2.437735291757674,0.4314330031357164,0.03733534233918139,0.2132940883841634,32351002285800.0,902398948.0,0.8186155376,13.7782453748,19701.9171907579,6.2931460095,0.6206894396,2.9392992291,21.841381695608714,138.4255411979,36.7014783158,1635.0435111611,9023989480000.0,0.5525344363,3.3438008173054743,1.4377352918,0.0223152022,8346894188853,4934933939873.0,1.5082034316000001,1.4377352918,196.9684012093087,2.6367966261
HDW,2025.0,5.0,1769017581260.0,603354168929.0,0.0595592985591898,48516131251.0,0.05368540432607139,0.14086872258937136,0.1041072584,0.1235951526,0.0532436912,10.1858554299,1.0428861205,1521.7180390754531,0.4594269203,0.0758936852,0.1833629233,-6.603165494837442,1.9246141485743424,1.5951999938640589,0.08041070029750497,0.2698423756481225,494178298942.0,31882470.0,0.8190517682,3.7402103326,14862.600715443,3.5845172048,0.6621468406,0.7782013776,9.13582211126582,31.042568341,49.2386423607,1521.7180438722,318824700000.0,0.3648354304,1.4862601134761517,0.9246141486,0.0,194129327647,84993731046.0,0.8160735369000001,0.9246141486,89.41703281296581,11.7580477231
MDA,2024.0,5.0,1751386338413.0,82169419506.0,0.13332103433403591,2468849581.0,0.12634427176898708,0.04244312477764725,0.1051711172,0.1174261579,0.0478194771,4.2286901885,0.4225177399,2057.3746508333334,1.5773398458,0.0094503799,1.3770963911,-9.11809318793419,2.2120185098271286,0.27563887787416486,0.030045844254987405,0.1598970128423582,10440000000.0,1200000.0,0.1270545668,-3.249471421,20590.8514083333,2.6636980731,1.5915504562,10.636317496,151.21648779726047,31.2657156612,41.4986078244,2057.3746508333,12000000000.0,0,2.0590851408333335,1.2120185098,0.0335632184,5686720004,3487526925.0,0.2019797946,1.2120185098,223.9808112828605,11.674129067
IDP,2025.0,5.0,1770046073423.0,7557913714553.0,-0.027852708096981822,175287786019.0,-0.799740379477773,0.026604104616928973,0.0523712757,0.0310257916,0.0238703814,87.4123510162,4.6845673532,2836.1667100561913,1.2527580108,0.0218243616,0.4158915594,-1.6840819266673226,2.1982268873774333,0.7578854268246543,0.023583631815996473,0.3663658076816462,15322317480352.0,61804472.0,2.0615007025,-53.9394739124,52921.8562369726,51.6314496145,1.0121588375,4.2206775931,7.353083476144604,49.188854219,63.3606112692,2836.1667100562,618044720000.0,0.3299172354,5.698101725349259,1.1982268874,0.0,350710455102,197737762941.0,1.1396591601,1.1982268874,119.9025489643446,7.4203802019
EME,2024.0,5.0,1748271324197.0,94644618117.0,0.5619883003455338,4805175495.0,0.21418548540941715,0.03366979680831544,0.0613005988,0.026261557,0.0236357929,21.2412733142,1.1398335953,1271.1102391927832,1.1625210344,0.3405566462,1.0159234655,-1.2326416924705443,3.024172737903974,0.08509940925780081,0.050770720941150885,0.12490658905069414,91861241400.0,3780298.0,0.9705912838,3.4955966768,21318.9013731193,14.4526622439,0.4655398319,11.9185250472,156.81604653121485,117.2000946861,112.075775035,1143.9992151412,37802980000.0,0.0153551602,2.131890137311926,2.0241727379,0.0205761317,5859168737,3186665061.0,0.5210088421000001,2.0241727379,386.09191625231483,3.1143319549
PEQ,2025.0,1.0,1764325636847.0,216735029714.0,,2408074742.0,,0.015070631191045585,,,,10.4838516425,2.0588146961,484.95981322376696,,,,-11.577119883803961,2.061706248541048,0.6649302486768063,0.011110685453928034,0.08767117083045577,208551588000.0,4965514.0,0.1579537886,11.3143213537,20400.0875256821,7.2214859676,,,,,,4006.1612308414,49655140000.0,,2.0879005668295365,,0.0595238095,,3266333699.0,,,,
DTE,2025.0,3.0,1770651408297.0,0.0,-1,62056605.0,1.0125070788426838,,,,,4.2770017831,0.2723943448,1.2233715104873375,,,,,1.0010889269110708,0.0,,,187685781900.0,50725887.0,0.3753861291,12.5866358457,13583.2482215836,4.8021345327,,,,,,865.091993798,507258870000.0,,1.0011064195624613,,0.0,,-74052985.0,,,,
