update_date,name,charter_capital,ownership_percent,currency,type,symbol
2024-12-31T00:00:00,Công ty TNHH Hậu Cần Toàn Cầu SFS Việt Nam,1000000000,100.0,VND,công ty con,VNF
2024-12-31T00:00:00,Công ty TNHH Dịch vụ Hàng không Véc Tơ Quốc tế (Vector Aviation),45000000000,90.0,VND,công ty con,VNF
2024-12-31T00:00:00,Công ty TNHH Logistics Xuê Hằng Việt Nam,1140000000,51.0,VND,công ty con,VNF
2024-12-31T00:00:00,Công ty TNHH Đầu tư Phát triển Thương Mại Con Đường Việt (Vietway),2000000000,45.9,VND,công ty liên kết,VNF
2024-12-31T00:00:00,CTCP Giao nhận Vận tải miền Trung,31480000000,27.89,VND,công ty liên kết,VNF
2024-12-31T00:00:00,CTCP Giao nhận Vận tải Ngoại Thương,167000000000,24.87,VND,công ty liên kết,VNF
2024-12-31T00:00:00,CTCP Dịch vụ Logistic Thăng Long,230650000000,22.96,VND,công ty liên kết,VNF
2024-12-31T00:00:00,CTCP Cảng Mipec,3125000000,21.33,VND,công ty liên kết,VNF
2024-12-31T00:00:00,CTCP Logistics Vĩnh Lộc,72000000000,20.0,VND,công ty liên kết,VNF
2017-12-31T00:00:00,CTCP Gạch Phong Niên,18000000000,20.83,VND,công ty liên kết,LQN
2024-12-31T00:00:00,Công ty TNHH Thực phẩm Bích Chi 2,50000000000,100.0,VND,công ty con,BCF
2024-12-31T00:00:00,CTCP Best Farm,-1,95.0,,công ty con,HEC
2024-12-31T00:00:00,CTCP Phước Hòa,-1,70.0,,công ty con,HEC
2024-12-31T00:00:00,CTCP Năng lượng EBS Solar Việt Nam,-1,67.48,,công ty con,EBS
2024-12-31T00:00:00,CTCP Phát hành sách Giáo dục,-1,21.82,,công ty liên kết,EBS
2008-09-24T00:00:00,CTCP Cảng làng Khánh - TKV,50000000000,10.0,VND,công ty liên kết,THT
2008-09-24T00:00:00,CTCP Bóng đá TKV,10000000000,7.0,VND,công ty liên kết,THT
2024-12-31T00:00:00,CTCP sợi EIFFEL,300000000000,85.0,VND,công ty con,ADS
2024-12-31T00:00:00,CTCP Tập đoàn Năng lượng Xanh Ad,173000000000,47.27,VND,công ty liên kết,ADS
2024-12-31T00:00:00,CTCP Đầu tư Thái Bình Cầu Nghìn,338900000000,45.0,VND,công ty liên kết,ADS
2024-12-31T00:00:00,CTCP Đầu tư an ninh Thái Bình,165000000000,43.12,VND,công ty liên kết,ADS
2024-12-31T00:00:00,CTCP Viện Nghiên Cứu Dệt May,50000000000,30.0,VND,công ty liên kết,ADS
2024-12-31T00:00:00,CTCP Sài Gòn Kim Liên,-1,16.45,,công ty liên kết,PDC
