item,item_en,2025,2024,2023,2022
Thu nhập trên mỗi cổ phần của 4 quý gần nhất (EPS),Trailing EPS,2135.72,1779.1,1743.88,1266.83
Giá trị sổ sách của cổ phiếu (BVPS),Book value per share (BVPS),11663.6,15968.4,17094.6,15200.48
Chỉ số giá thị trường trên thu nhập (P/E),P/E,16.26,8.9,7.1,6.03
Chỉ số giá thị trường trên giá trị sổ sách (P/B),P/B,2.96,1.12,0.79,0.54
Chỉ số giá thị trường trên doanh thu thuần (P/S),P/S,1.13,0.77,0.45,0.27
Tỷ suất cổ tức,Dividend yield,0.0,0.0,0.0,0.0
Beta,Beta,0.17,0.64,1.38,1.24
Giá trị doanh nghiệp trên lợi nhuận trước thuế và lãi vay (EV/EBIT),EV/EBIT,14.44,9.9,8.57,8.98
"Giá trị doanh nghiệp trên lợi nhuận trước thuế, khấu hao và lãi vay (EV/EBITDA)",EV/EBITDA,10.84,6.6,6.37,7.23
Tỷ suất lợi nhuận gộp biên,Gross profit margin,22.74,28.22,27.1,21.28
Tỷ lệ lãi EBIT,EBIT margin,11.89,13.36,10.27,6.81
Tỷ lệ lãi EBITDA,EBITDA/Net revenue,15.84,20.03,13.82,8.47
Tỷ suất sinh lợi trên doanh thu thuần,Net profit margin,7.08,8.1,6.34,4.52
Tỷ suất lợi nhuận trên vốn chủ sở hữu bình quân (ROEA),ROE,16.48,11.78,11.67,9.22
Tỷ suất sinh lợi trên vốn dài hạn bình quân (ROCE),Return on capital employed (ROCE),19.68,17.06,17.37,12.5
Tỷ suất sinh lợi trên tổng tài sản bình quân (ROAA),ROA,6.71,5.71,5.8,4.69
ROE bình quân 4 quý gần nhất,ROE Trailling,0.0,0.0,0.0,0.0
ROA bình quân 4 quý gần nhất,ROA Trailling,0.0,0.0,0.0,0.0
Tăng trưởng  doanh thu thuần,Net revenue,43.6,-17.09,-1.88,9.4
Tăng trưởng  lợi nhuận gộp,Gross profit,15.7,-13.66,24.98,28.95
Tăng trưởng lợi nhuận trước thuế ,Profit before tax,23.99,5.8,42.47,2.77
Tăng trưởng lợi nhuận sau thuế của CĐ công ty mẹ,Profit after tax for shareholders of the parent company,25.49,5.88,37.66,2.87
Tăng trưởng tổng tài sản,Total assets,14.04,-0.7,17.17,5.42
Tăng trưởng nợ dài hạn,Long-term liabilities,185.99,106.57,14.48,-32.14
Tăng trưởng nợ phải trả,Liabilities,46.51,-1.07,23.92,4.15
Tăng trưởng vốn chủ sở hữu,Owner's equity,-20.36,-0.3,10.73,6.67
Tăng trưởng vốn điều lệ,Charter capital,4.54,3.78,0.0,0.0
Tỷ số thanh toán bằng tiền mặt,Cash ratio,0.06,0.06,0.06,0.07
Tỷ số thanh toán nhanh,Quick ratio,0.93,0.91,0.78,1.31
"Tỷ số thanh toán nhanh  (Đã loại trừ HTK, Phải thu ngắn hạn - Tham khảo)","Quick ratio (except: Inventories,  Short-term receivables - reference)",0.18,0.18,0.19,0.09
Tỷ số thanh toán hiện hành (ngắn hạn),Short-term ratio,1.15,1.16,1.05,1.51
Khả năng thanh toán lãi vay,Interest coverage,3.42,3.7,3.9,4.39
