item,item_en,2025-Q4,2025-Q3,2025-Q2,2025-Q1
Thu nhập trên mỗi cổ phần của 4 quý gần nhất (EPS),Trailing EPS,376.59,69.33,363.47,681.75
Giá trị sổ sách của cổ phiếu (BVPS),Book value per share (BVPS),11201.0,11083.0,11014.0,11016.0
Chỉ số giá thị trường trên thu nhập (P/E),P/E,22.57,126.93,19.53,16.43
Chỉ số giá thị trường trên giá trị sổ sách (P/B),P/B,0.76,0.79,0.64,1.02
Chỉ số giá thị trường trên doanh thu thuần (P/S),P/S,6.29,9.97,5.3,5.67
Tỷ suất cổ tức,Dividend yield,0.0,0.0,0.0,0.0
Beta,Beta,1.65,1.67,1.68,1.48
Giá trị doanh nghiệp trên lợi nhuận trước thuế và lãi vay (EV/EBIT),EV/EBIT,55.73,205.25,159.41,51.33
"Giá trị doanh nghiệp trên lợi nhuận trước thuế, khấu hao và lãi vay (EV/EBITDA)",EV/EBITDA,43.43,100.45,83.6,48.85
Tỷ suất lợi nhuận gộp biên,Gross profit margin,28.05,14.86,9.0,19.45
Tỷ lệ lãi EBIT,EBIT margin,19.11,8.11,5.46,15.68
Tỷ lệ lãi EBITDA,EBITDA/Net revenue,20.16,10.72,7.06,16.47
Tỷ suất sinh lợi trên doanh thu thuần,Net profit margin,8.59,1.54,2.84,9.98
Tỷ suất lợi nhuận trên vốn chủ sở hữu bình quân (ROEA),ROE,1.08,0.16,0.37,1.81
Tỷ suất sinh lợi trên vốn dài hạn bình quân (ROCE),Return on capital employed (ROCE),1.65,0.44,0.45,1.97
Tỷ suất sinh lợi trên tổng tài sản bình quân (ROAA),ROA,0.58,0.09,0.19,0.94
ROE bình quân 4 quý gần nhất,ROE Trailling,3.57,0.66,3.3,5.93
ROA bình quân 4 quý gần nhất,ROA Trailling,1.8,0.33,1.7,3.16
Tăng trưởng  doanh thu thuần,Net revenue,-34.63,-55.16,-16.94,-5.82
Tăng trưởng  lợi nhuận gộp,Gross profit,34.28,-67.23,-54.43,1.04
Tăng trưởng lợi nhuận trước thuế ,Profit before tax,0.0,-89.77,-91.79,-33.53
Tăng trưởng lợi nhuận sau thuế của CĐ công ty mẹ,Profit after tax for shareholders of the parent company,0.0,-94.21,-88.71,-22.4
Tăng trưởng tổng tài sản,Total assets,-1.45,-7.15,-4.04,-2.08
Tăng trưởng nợ dài hạn,Long-term liabilities,-11.45,12.64,7.22,24.28
Tăng trưởng nợ phải trả,Liabilities,-6.87,20.31,25.69,27.8
Tăng trưởng vốn chủ sở hữu,Owner's equity,3.8,-22.42,-21.16,-19.02
Tăng trưởng vốn điều lệ,Charter capital,0.0,0.0,0.0,0.0
Tỷ số thanh toán bằng tiền mặt,Cash ratio,0.02,0.03,0.21,0.14
Tỷ số thanh toán nhanh,Quick ratio,1.32,1.8,1.63,1.66
"Tỷ số thanh toán nhanh  (Đã loại trừ HTK, Phải thu ngắn hạn - Tham khảo)","Quick ratio (except: Inventories,  Short-term receivables - reference)",0.47,0.65,0.7,0.41
Tỷ số thanh toán hiện hành (ngắn hạn),Short-term ratio,1.82,2.29,2.14,2.13
Khả năng thanh toán lãi vay,Interest coverage,2.85,2.37,2.08,9.7
