item,item_en,2025,2024,2023,2022
Thu nhập trên mỗi cổ phần của 4 quý gần nhất (EPS),Trailing EPS,101.71,56.03,50.22,-3.54
Giá trị sổ sách của cổ phiếu (BVPS),Book value per share (BVPS),10280.74,10184.04,10209.86,10211.63
Chỉ số giá thị trường trên thu nhập (P/E),P/E,39.33,116.0,101.56,-3728.29
Chỉ số giá thị trường trên giá trị sổ sách (P/B),P/B,0.39,0.64,0.5,1.29
Chỉ số giá thị trường trên doanh thu thuần (P/S),P/S,0.34,0.57,0.54,1.41
Tỷ suất cổ tức,Dividend yield,0.0,0.0,0.0,0.0
Beta,Beta,-0.29,-0.29,-0.24,0.01
Giá trị doanh nghiệp trên lợi nhuận trước thuế và lãi vay (EV/EBIT),EV/EBIT,16.26,27.62,22.26,79.7
"Giá trị doanh nghiệp trên lợi nhuận trước thuế, khấu hao và lãi vay (EV/EBITDA)",EV/EBITDA,10.16,15.57,12.62,33.54
Tỷ suất lợi nhuận gộp biên,Gross profit margin,11.66,10.39,12.73,9.38
Tỷ lệ lãi EBIT,EBIT margin,4.22,3.19,3.89,2.2
Tỷ lệ lãi EBITDA,EBITDA/Net revenue,6.76,5.66,6.85,5.22
Tỷ suất sinh lợi trên doanh thu thuần,Net profit margin,1.09,0.47,0.48,-0.1
Tỷ suất lợi nhuận trên vốn chủ sở hữu bình quân (ROEA),ROE,0.99,0.55,0.49,-0.03
Tỷ suất sinh lợi trên vốn dài hạn bình quân (ROCE),Return on capital employed (ROCE),4.67,3.5,3.56,1.95
Tỷ suất sinh lợi trên tổng tài sản bình quân (ROAA),ROA,0.56,0.31,0.29,-0.02
ROE bình quân 4 quý gần nhất,ROE Trailling,0.0,0.0,0.0,0.0
ROA bình quân 4 quý gần nhất,ROA Trailling,0.0,0.0,0.0,0.0
Tăng trưởng  doanh thu thuần,Net revenue,2.68,19.41,1.57,9.0
Tăng trưởng  lợi nhuận gộp,Gross profit,15.17,-2.55,37.82,-6.73
Tăng trưởng lợi nhuận trước thuế ,Profit before tax,144.25,9.6,996.01,-163.95
Tăng trưởng lợi nhuận sau thuế của CĐ công ty mẹ,Profit after tax for shareholders of the parent company,81.52,11.59,1318.32,-1113.28
Tăng trưởng tổng tài sản,Total assets,2.05,2.38,3.23,-2.73
Tăng trưởng nợ dài hạn,Long-term liabilities,295.97,-42.28,37.69,-56.25
Tăng trưởng nợ phải trả,Liabilities,3.48,6.02,8.08,-4.61
Tăng trưởng vốn chủ sở hữu,Owner's equity,0.95,-0.25,-0.02,-1.44
Tăng trưởng vốn điều lệ,Charter capital,0.0,0.0,0.0,0.0
Tỷ số thanh toán bằng tiền mặt,Cash ratio,0.06,0.06,0.06,0.05
Tỷ số thanh toán nhanh,Quick ratio,0.87,0.96,0.98,1.04
"Tỷ số thanh toán nhanh  (Đã loại trừ HTK, Phải thu ngắn hạn - Tham khảo)","Quick ratio (except: Inventories,  Short-term receivables - reference)",0.24,0.19,0.18,0.18
Tỷ số thanh toán hiện hành (ngắn hạn),Short-term ratio,1.64,1.63,1.64,1.67
Khả năng thanh toán lãi vay,Interest coverage,1.46,1.21,1.19,0.97
