time,price,volume,match_type,id,trading_date,symbol,price_change,accumulated_volume,accumulated_value
2026-02-24 09:15:06,22.2,34000,ato,2026-02-24_091506_222000_34000,24/02/2026,ELC,-500.0,34000,754800000.0
2026-02-24 09:17:26,22.4,100,buy,2026-02-24_091726_224000_100,24/02/2026,ELC,-300.0,34100,757040000.0
2026-02-24 09:17:41,22.4,200,buy,2026-02-24_091741_224000_200,24/02/2026,ELC,-300.0,34300,761520000.0
2026-02-24 09:18:58,22.45,3300,buy,2026-02-24_091858_224500_3300,24/02/2026,ELC,-250.0,37600,835605000.0
2026-02-24 09:19:33,22.45,1300,sell,2026-02-24_091933_224500_1300,24/02/2026,ELC,-250.0,38900,864790000.0
2026-02-24 09:19:33,22.4,500,sell,2026-02-24_091933_224000_500,24/02/2026,ELC,-300.0,40800,907420000.0
2026-02-24 09:19:33,22.45,1400,sell,2026-02-24_091933_224500_1400,24/02/2026,ELC,-250.0,40300,896220000.0
2026-02-24 09:20:57,22.4,100,sell,2026-02-24_092057_224000_100,24/02/2026,ELC,-300.0,40900,909660000.0
2026-02-24 09:21:47,22.4,3000,buy,2026-02-24_092147_224000_3000,24/02/2026,ELC,-300.0,43900,976860000.0
2026-02-24 09:22:13,22.45,3200,buy,2026-02-24_092213_224500_3200,24/02/2026,ELC,-250.0,47100,1048700000.0
2026-02-24 09:22:18,22.45,900,buy,2026-02-24_092218_224500_900,24/02/2026,ELC,-250.0,48000,1068905000.0
2026-02-24 09:22:34,22.4,4200,buy,2026-02-24_092234_224000_4200,24/02/2026,ELC,-300.0,52200,1162985000.0
2026-02-24 09:23:18,22.4,900,sell,2026-02-24_092318_224000_900,24/02/2026,ELC,-300.0,53100,1183145000.0
2026-02-24 09:23:30,22.4,700,buy,2026-02-24_092330_224000_700,24/02/2026,ELC,-300.0,53800,1198825000.0
2026-02-24 09:23:51,22.4,500,buy,2026-02-24_092351_224000_500,24/02/2026,ELC,-300.0,54300,1210025000.0
2026-02-24 09:26:10,22.4,500,buy,2026-02-24_092610_224000_500,24/02/2026,ELC,-300.0,54800,1221225000.0
2026-02-24 09:27:24,22.4,1100,buy,2026-02-24_092724_224000_1100,24/02/2026,ELC,-300.0,55900,1245865000.0
2026-02-24 09:27:53,22.4,500,buy,2026-02-24_092753_224000_500,24/02/2026,ELC,-300.0,56400,1257065000.0
2026-02-24 09:27:55,22.4,100,buy,2026-02-24_092755_224000_100,24/02/2026,ELC,-300.0,56500,1259305000.0
2026-02-24 09:28:21,22.4,1000,sell,2026-02-24_092821_224000_1000,24/02/2026,ELC,-300.0,57500,1281705000.0
