time,price,volume,match_type,id,trading_date,symbol,price_change,accumulated_volume,accumulated_value
2026-02-23 09:15:12,10.7,27800,ato,2026-02-23_091512_107000_27800,23/02/2026,IJC,50.0,27800,297460000.0
2026-02-23 09:16:02,10.7,17700,sell,2026-02-23_091602_107000_17700,23/02/2026,IJC,50.0,45500,486850000.0
2026-02-23 09:16:04,10.7,200,buy,2026-02-23_091604_107000_200,23/02/2026,IJC,50.0,45700,488990000.0
2026-02-23 09:16:14,10.7,200,buy,2026-02-23_091614_107000_200,23/02/2026,IJC,50.0,45900,491130000.0
2026-02-23 09:16:56,10.7,500,buy,2026-02-23_091656_107000_500,23/02/2026,IJC,50.0,46400,496480000.0
2026-02-23 09:17:07,10.7,100,buy,2026-02-23_091707_107000_100,23/02/2026,IJC,50.0,46500,497550000.0
2026-02-23 09:17:13,10.7,4000,buy,2026-02-23_091713_107000_4000,23/02/2026,IJC,50.0,50500,540350000.0
2026-02-23 09:17:14,10.7,2000,buy,2026-02-23_091714_107000_2000,23/02/2026,IJC,50.0,52500,561750000.0
2026-02-23 09:17:18,10.7,10000,buy,2026-02-23_091718_107000_10000,23/02/2026,IJC,50.0,62500,668750000.0
2026-02-23 09:17:25,10.7,100,buy,2026-02-23_091725_107000_100,23/02/2026,IJC,50.0,62600,669820000.0
2026-02-23 09:17:43,10.7,1000,buy,2026-02-23_091743_107000_1000,23/02/2026,IJC,50.0,63600,680520000.0
2026-02-23 09:17:53,10.7,800,buy,2026-02-23_091753_107000_800,23/02/2026,IJC,50.0,64400,689080000.0
2026-02-23 09:18:00,10.7,500,buy,2026-02-23_091800_107000_500,23/02/2026,IJC,50.0,64900,694430000.0
2026-02-23 09:18:02,10.7,25000,buy,2026-02-23_091802_107000_25000,23/02/2026,IJC,50.0,89900,961930000.0
2026-02-23 09:18:38,10.7,1100,sell,2026-02-23_091838_107000_1100,23/02/2026,IJC,50.0,91000,973700000.0
2026-02-23 09:18:43,10.7,37900,buy,2026-02-23_091843_107000_37900,23/02/2026,IJC,50.0,128900,1379230000.0
2026-02-23 09:18:50,10.7,6300,sell,2026-02-23_091850_107000_6300,23/02/2026,IJC,50.0,135200,1446640000.0
2026-02-23 09:19:23,10.7,500,sell,2026-02-23_091923_107000_500,23/02/2026,IJC,50.0,135700,1451990000.0
2026-02-23 09:20:01,10.7,5000,sell,2026-02-23_092001_107000_5000,23/02/2026,IJC,50.0,140700,1505490000.0
2026-02-23 09:20:04,10.7,1100,sell,2026-02-23_092004_107000_1100,23/02/2026,IJC,50.0,141800,1517260000.0
2026-02-23 09:20:51,10.7,1000,buy,2026-02-23_092051_107000_1000,23/02/2026,IJC,50.0,142800,1527960000.0
2026-02-23 09:21:20,10.7,100,buy,2026-02-23_092120_107000_100,23/02/2026,IJC,50.0,142900,1529030000.0
2026-02-23 09:23:03,10.7,100,buy,2026-02-23_092303_107000_100,23/02/2026,IJC,50.0,143000,1530100000.0
2026-02-23 09:23:30,10.7,300,buy,2026-02-23_092330_107000_300,23/02/2026,IJC,50.0,143300,1533310000.0
2026-02-23 09:23:48,10.7,10000,buy,2026-02-23_092348_107000_10000,23/02/2026,IJC,50.0,153300,1640310000.0
2026-02-23 09:24:16,10.65,40900,sell,2026-02-23_092416_106500_40900,23/02/2026,IJC,0.0,194200,2075895000.0
2026-02-23 09:24:29,10.65,300,buy,2026-02-23_092429_106500_300,23/02/2026,IJC,0.0,194500,2079090000.0
2026-02-23 09:24:31,10.65,100,buy,2026-02-23_092431_106500_100,23/02/2026,IJC,0.0,194600,2080155000.0
2026-02-23 09:24:37,10.65,100,buy,2026-02-23_092437_106500_100,23/02/2026,IJC,0.0,194700,2081220000.0
2026-02-23 09:25:13,10.65,200,buy,2026-02-23_092513_106500_200,23/02/2026,IJC,0.0,194900,2083350000.0
2026-02-23 09:25:17,10.65,8400,buy,2026-02-23_092517_106500_8400,23/02/2026,IJC,0.0,203300,2172810000.0
2026-02-23 09:26:41,10.7,100,buy,2026-02-23_092641_107000_100,23/02/2026,IJC,50.0,203400,2173880000.0
2026-02-23 09:26:44,10.7,100,buy,2026-02-23_092644_107000_100,23/02/2026,IJC,50.0,203500,2174950000.0
2026-02-23 09:27:02,10.7,200,buy,2026-02-23_092702_107000_200,23/02/2026,IJC,50.0,203700,2177090000.0
2026-02-23 09:27:47,10.7,17500,buy,2026-02-23_092747_107000_17500,23/02/2026,IJC,50.0,221200,2364340000.0
2026-02-23 09:28:26,10.7,1000,sell,2026-02-23_092826_107000_1000,23/02/2026,IJC,50.0,222200,2375040000.0
2026-02-23 09:29:01,10.7,100,sell,2026-02-23_092901_107000_100,23/02/2026,IJC,50.0,222300,2376110000.0
2026-02-23 09:29:27,10.7,10000,sell,2026-02-23_092927_107000_10000,23/02/2026,IJC,50.0,232300,2483110000.0
2026-02-23 09:29:47,10.7,2000,sell,2026-02-23_092947_107000_2000,23/02/2026,IJC,50.0,234300,2504510000.0
2026-02-23 09:30:34,10.75,1000,buy,2026-02-23_093034_107500_1000,23/02/2026,IJC,100.0,236300,2526010000.0
2026-02-23 09:30:36,10.75,1000,buy,2026-02-23_093036_107500_1000,23/02/2026,IJC,100.0,237300,2536760000.0
2026-02-23 09:31:21,10.75,1000,buy,2026-02-23_093121_107500_1000,23/02/2026,IJC,100.0,238300,2547510000.0
2026-02-23 09:31:25,10.75,5000,buy,2026-02-23_093125_107500_5000,23/02/2026,IJC,100.0,243300,2601260000.0
2026-02-23 09:33:09,10.7,3000,sell,2026-02-23_093309_107000_3000,23/02/2026,IJC,50.0,246300,2633360000.0
2026-02-23 09:33:26,10.7,800,sell,2026-02-23_093326_107000_800,23/02/2026,IJC,50.0,247100,2641920000.0
2026-02-23 09:33:53,10.7,2000,sell,2026-02-23_093353_107000_2000,23/02/2026,IJC,50.0,249100,2663320000.0
2026-02-23 09:34:01,10.7,100,sell,2026-02-23_093401_107000_100,23/02/2026,IJC,50.0,249200,2664390000.0
2026-02-23 09:34:02,10.7,2000,sell,2026-02-23_093402_107000_2000,23/02/2026,IJC,50.0,251200,2685790000.0
2026-02-23 09:35:26,10.7,300,sell,2026-02-23_093526_107000_300,23/02/2026,IJC,50.0,251500,2689000000.0
