time,price,volume,match_type,id,trading_date,symbol,price_change,accumulated_volume,accumulated_value
2026-02-23 09:00:07,24.2,100,buy,2026-02-23_090007_242000_100,23/02/2026,BKC,0.0,100,2420000.0
2026-02-23 09:00:10,24.2,200,buy,2026-02-23_090010_242000_200,23/02/2026,BKC,0.0,300,7260000.0
2026-02-23 09:07:23,26.0,500,buy,2026-02-23_090723_260000_500,23/02/2026,BKC,1800.0,800,20260000.0
2026-02-23 09:07:23,26.3,1500,buy,2026-02-23_090723_263000_1500,23/02/2026,BKC,2100.0,2300,59710000.0
2026-02-23 09:07:47,26.0,100,buy,2026-02-23_090747_260000_100,23/02/2026,BKC,1800.0,2400,62310000.0
2026-02-23 09:08:02,26.2,1000,sell,2026-02-23_090802_262000_1000,23/02/2026,BKC,2000.0,3400,88510000.0
2026-02-23 09:08:34,26.0,100,buy,2026-02-23_090834_260000_100,23/02/2026,BKC,1800.0,3500,91110000.0
2026-02-23 09:18:50,24.7,300,sell,2026-02-23_091850_247000_300,23/02/2026,BKC,500.0,3800,98520000.0
2026-02-23 09:28:37,25.5,200,buy,2026-02-23_092837_255000_200,23/02/2026,BKC,1300.0,4000,103620000.0
2026-02-23 09:28:52,25.4,200,buy,2026-02-23_092852_254000_200,23/02/2026,BKC,1200.0,4200,108700000.0
2026-02-23 09:28:57,25.1,1000,sell,2026-02-23_092857_251000_1000,23/02/2026,BKC,900.0,5200,133800000.0
2026-02-23 09:29:32,25.1,1000,buy,2026-02-23_092932_251000_1000,23/02/2026,BKC,900.0,6200,158900000.0
2026-02-23 09:31:10,25.2,200,buy,2026-02-23_093110_252000_200,23/02/2026,BKC,1000.0,6400,163940000.0
2026-02-23 09:32:41,25.4,300,buy,2026-02-23_093241_254000_300,23/02/2026,BKC,1200.0,6700,171560000.0
2026-02-23 09:33:19,25.4,2500,buy,2026-02-23_093319_254000_2500,23/02/2026,BKC,1200.0,9200,235060000.0
2026-02-23 09:34:01,25.5,1100,buy,2026-02-23_093401_255000_1100,23/02/2026,BKC,1300.0,10300,263110000.0
2026-02-23 09:34:13,25.8,100,buy,2026-02-23_093413_258000_100,23/02/2026,BKC,1600.0,10400,265690000.0
2026-02-23 09:34:17,25.8,500,buy,2026-02-23_093417_258000_500,23/02/2026,BKC,1600.0,10900,278590000.0
2026-02-23 09:36:47,25.8,100,buy,2026-02-23_093647_258000_100,23/02/2026,BKC,1600.0,11000,281170000.0
2026-02-23 09:38:09,25.5,200,buy,2026-02-23_093809_255000_200,23/02/2026,BKC,1300.0,11200,286270000.0
2026-02-23 09:42:37,25.7,300,buy,2026-02-23_094237_257000_300,23/02/2026,BKC,1500.0,11500,293980000.0
2026-02-23 09:45:54,25.4,2500,sell,2026-02-23_094554_254000_2500,23/02/2026,BKC,1200.0,14000,357480000.0
2026-02-23 09:46:06,25.4,500,buy,2026-02-23_094606_254000_500,23/02/2026,BKC,1200.0,14500,370180000.0
2026-02-23 09:46:15,25.5,700,sell,2026-02-23_094615_255000_700,23/02/2026,BKC,1300.0,15200,388030000.0
2026-02-23 09:48:04,25.5,200,buy,2026-02-23_094804_255000_200,23/02/2026,BKC,1300.0,15400,393130000.0
2026-02-23 09:48:47,25.5,100,buy,2026-02-23_094847_255000_100,23/02/2026,BKC,1300.0,15500,395680000.0
2026-02-23 09:49:02,25.4,200,sell,2026-02-23_094902_254000_200,23/02/2026,BKC,1200.0,15700,400760000.0
2026-02-23 09:49:14,25.4,700,buy,2026-02-23_094914_254000_700,23/02/2026,BKC,1200.0,16400,418540000.0
2026-02-23 09:52:44,25.5,1100,buy,2026-02-23_095244_255000_1100,23/02/2026,BKC,1300.0,18400,469450000.0
2026-02-23 09:52:44,25.4,900,buy,2026-02-23_095244_254000_900,23/02/2026,BKC,1200.0,17300,441400000.0
2026-02-23 10:00:01,25.4,300,buy,2026-02-23_100001_254000_300,23/02/2026,BKC,1200.0,18700,477070000.0
2026-02-23 10:00:21,25.4,200,buy,2026-02-23_100021_254000_200,23/02/2026,BKC,1200.0,18900,482150000.0
2026-02-23 10:02:47,25.4,400,buy,2026-02-23_100247_254000_400,23/02/2026,BKC,1200.0,19300,492310000.0
2026-02-23 10:04:05,25.4,1500,buy,2026-02-23_100405_254000_1500,23/02/2026,BKC,1200.0,20800,530410000.0
2026-02-23 10:04:57,25.4,100,buy,2026-02-23_100457_254000_100,23/02/2026,BKC,1200.0,20900,532950000.0
2026-02-23 10:15:05,25.4,300,sell,2026-02-23_101505_254000_300,23/02/2026,BKC,1200.0,21200,540570000.0
2026-02-23 10:17:58,25.4,100,buy,2026-02-23_101758_254000_100,23/02/2026,BKC,1200.0,21300,543110000.0
2026-02-23 10:28:15,25.3,200,sell,2026-02-23_102815_253000_200,23/02/2026,BKC,1100.0,21500,548170000.0
2026-02-23 10:30:08,25.3,500,sell,2026-02-23_103008_253000_500,23/02/2026,BKC,1100.0,22000,560820000.0
2026-02-23 10:45:47,25.3,100,sell,2026-02-23_104547_253000_100,23/02/2026,BKC,1100.0,22100,563350000.0
2026-02-23 10:50:03,25.3,300,sell,2026-02-23_105003_253000_300,23/02/2026,BKC,1100.0,22400,570940000.0
2026-02-23 10:54:10,25.3,400,buy,2026-02-23_105410_253000_400,23/02/2026,BKC,1100.0,22800,581060000.0
2026-02-23 11:09:17,25.3,100,sell,2026-02-23_110917_253000_100,23/02/2026,BKC,1100.0,22900,583590000.0
2026-02-23 11:19:27,25.5,100,buy,2026-02-23_111927_255000_100,23/02/2026,BKC,1300.0,23000,586140000.0
2026-02-23 11:19:40,25.4,100,sell,2026-02-23_111940_254000_100,23/02/2026,BKC,1200.0,23100,588680000.0
2026-02-23 11:21:53,25.3,1000,sell,2026-02-23_112153_253000_1000,23/02/2026,BKC,1100.0,24100,613980000.0
2026-02-23 11:22:20,25.3,1500,sell,2026-02-23_112220_253000_1500,23/02/2026,BKC,1100.0,25600,651930000.0
2026-02-23 11:25:24,25.2,1300,sell,2026-02-23_112524_252000_1300,23/02/2026,BKC,1000.0,26900,684690000.0
2026-02-23 13:00:01,25.2,700,sell,2026-02-23_130001_252000_700,23/02/2026,BKC,1000.0,27600,702330000.0
2026-02-23 13:00:03,25.1,200,sell,2026-02-23_130003_251000_200,23/02/2026,BKC,900.0,27800,707350000.0
2026-02-23 13:00:05,25.2,200,buy,2026-02-23_130005_252000_200,23/02/2026,BKC,1000.0,28000,712390000.0
2026-02-23 13:04:37,25.2,100,buy,2026-02-23_130437_252000_100,23/02/2026,BKC,1000.0,28100,714910000.0
2026-02-23 13:16:53,25.3,2000,buy,2026-02-23_131653_253000_2000,23/02/2026,BKC,1100.0,30100,765510000.0
2026-02-23 13:21:58,25.3,100,buy,2026-02-23_132158_253000_100,23/02/2026,BKC,1100.0,30200,768040000.0
2026-02-23 13:27:21,25.3,3700,buy,2026-02-23_132721_253000_3700,23/02/2026,BKC,1100.0,33900,861650000.0
2026-02-23 13:30:00,25.3,1000,sell,2026-02-23_133000_253000_1000,23/02/2026,BKC,1100.0,34900,886950000.0
2026-02-23 13:30:09,25.3,100,sell,2026-02-23_133009_253000_100,23/02/2026,BKC,1100.0,35000,889480000.0
2026-02-23 13:31:00,25.2,700,sell,2026-02-23_133100_252000_700,23/02/2026,BKC,1000.0,35700,907120000.0
2026-02-23 13:31:08,25.2,200,sell,2026-02-23_133108_252000_200,23/02/2026,BKC,1000.0,35900,912160000.0
2026-02-23 13:31:26,25.2,100,buy,2026-02-23_133126_252000_100,23/02/2026,BKC,1000.0,36000,914680000.0
2026-02-23 13:32:22,25.0,900,sell,2026-02-23_133222_250000_900,23/02/2026,BKC,800.0,37200,944710000.0
2026-02-23 13:32:22,25.1,300,sell,2026-02-23_133222_251000_300,23/02/2026,BKC,900.0,36300,922210000.0
2026-02-23 13:32:23,25.0,500,sell,2026-02-23_133223_250000_500,23/02/2026,BKC,800.0,37700,957210000.0
2026-02-23 13:39:01,25.2,500,sell,2026-02-23_133901_252000_500,23/02/2026,BKC,1000.0,38200,969810000.0
2026-02-23 13:39:59,25.0,600,sell,2026-02-23_133959_250000_600,23/02/2026,BKC,800.0,38800,984810000.0
2026-02-23 13:40:01,25.3,500,buy,2026-02-23_134001_253000_500,23/02/2026,BKC,1100.0,39300,997460000.0
2026-02-23 13:48:51,25.3,700,buy,2026-02-23_134851_253000_700,23/02/2026,BKC,1100.0,40000,1015170000.0
2026-02-23 13:53:35,25.2,500,sell,2026-02-23_135335_252000_500,23/02/2026,BKC,1000.0,40500,1027770000.0
2026-02-23 13:54:09,25.3,500,buy,2026-02-23_135409_253000_500,23/02/2026,BKC,1100.0,41000,1040420000.0
2026-02-23 13:56:38,25.3,1300,buy,2026-02-23_135638_253000_1300,23/02/2026,BKC,1100.0,42300,1073310000.0
2026-02-23 13:57:51,25.2,1000,sell,2026-02-23_135751_252000_1000,23/02/2026,BKC,1000.0,43300,1098510000.0
