time,price,volume,match_type,id,trading_date,symbol,price_change,accumulated_volume,accumulated_value
2026-02-24 09:15:07,14.7,5500,ato,2026-02-24_091507_147000_5500,24/02/2026,GEG,-50.0,5500,80850000.0
2026-02-24 09:15:19,14.8,100,buy,2026-02-24_091519_148000_100,24/02/2026,GEG,50.0,9100,133955000.0
2026-02-24 09:15:19,14.75,3500,buy,2026-02-24_091519_147500_3500,24/02/2026,GEG,0.0,9000,132475000.0
2026-02-24 09:22:23,14.8,1300,buy,2026-02-24_092223_148000_1300,24/02/2026,GEG,50.0,10400,153195000.0
2026-02-24 09:23:25,14.8,100,buy,2026-02-24_092325_148000_100,24/02/2026,GEG,50.0,10500,154675000.0
2026-02-24 09:26:20,14.8,1100,buy,2026-02-24_092620_148000_1100,24/02/2026,GEG,50.0,11600,170955000.0
2026-02-24 09:27:43,14.85,1000,buy,2026-02-24_092743_148500_1000,24/02/2026,GEG,100.0,12600,185805000.0
2026-02-24 09:32:42,14.8,200,sell,2026-02-24_093242_148000_200,24/02/2026,GEG,50.0,12800,188765000.0
2026-02-24 09:32:53,14.8,500,sell,2026-02-24_093253_148000_500,24/02/2026,GEG,50.0,13300,196165000.0
2026-02-24 09:32:57,14.8,200,sell,2026-02-24_093257_148000_200,24/02/2026,GEG,50.0,13500,199125000.0
2026-02-24 09:34:14,14.8,100,sell,2026-02-24_093414_148000_100,24/02/2026,GEG,50.0,13600,200605000.0
2026-02-24 09:35:11,14.75,1900,sell,2026-02-24_093511_147500_1900,24/02/2026,GEG,0.0,15500,228630000.0
2026-02-24 09:37:23,14.75,200,buy,2026-02-24_093723_147500_200,24/02/2026,GEG,0.0,15700,231580000.0
2026-02-24 09:38:37,14.75,400,buy,2026-02-24_093837_147500_400,24/02/2026,GEG,0.0,16100,237480000.0
2026-02-24 09:39:23,14.75,100,buy,2026-02-24_093923_147500_100,24/02/2026,GEG,0.0,16200,238955000.0
2026-02-24 09:39:37,14.8,100,buy,2026-02-24_093937_148000_100,24/02/2026,GEG,50.0,16300,240435000.0
2026-02-24 09:40:23,14.8,100,buy,2026-02-24_094023_148000_100,24/02/2026,GEG,50.0,16400,241915000.0
2026-02-24 09:41:22,14.75,2000,buy,2026-02-24_094122_147500_2000,24/02/2026,GEG,0.0,18400,271415000.0
2026-02-24 09:42:32,14.75,1000,sell,2026-02-24_094232_147500_1000,24/02/2026,GEG,0.0,19400,286165000.0
2026-02-24 09:43:14,14.8,100,buy,2026-02-24_094314_148000_100,24/02/2026,GEG,50.0,19500,287645000.0
2026-02-24 09:46:30,14.75,500,buy,2026-02-24_094630_147500_500,24/02/2026,GEG,0.0,20000,295020000.0
2026-02-24 09:49:53,14.7,5100,sell,2026-02-24_094953_147000_5100,24/02/2026,GEG,-50.0,25100,369990000.0
2026-02-24 09:51:26,14.7,4000,sell,2026-02-24_095126_147000_4000,24/02/2026,GEG,-50.0,29100,428790000.0
2026-02-24 09:51:27,14.7,400,sell,2026-02-24_095127_147000_400,24/02/2026,GEG,-50.0,29500,434670000.0
2026-02-24 09:54:31,14.7,600,sell,2026-02-24_095431_147000_600,24/02/2026,GEG,-50.0,30100,443490000.0
2026-02-24 09:54:50,14.7,400,buy,2026-02-24_095450_147000_400,24/02/2026,GEG,-50.0,30500,449370000.0
2026-02-24 09:55:34,14.7,200,buy,2026-02-24_095534_147000_200,24/02/2026,GEG,-50.0,30700,452310000.0
2026-02-24 09:55:48,14.7,300,buy,2026-02-24_095548_147000_300,24/02/2026,GEG,-50.0,31000,456720000.0
2026-02-24 09:56:17,14.7,100,buy,2026-02-24_095617_147000_100,24/02/2026,GEG,-50.0,31100,458190000.0
2026-02-24 09:57:59,14.65,3000,sell,2026-02-24_095759_146500_3000,24/02/2026,GEG,-100.0,34100,502140000.0
2026-02-24 09:58:37,14.7,2600,buy,2026-02-24_095837_147000_2600,24/02/2026,GEG,-50.0,36700,540360000.0
2026-02-24 10:00:23,14.7,800,buy,2026-02-24_100023_147000_800,24/02/2026,GEG,-50.0,37500,552120000.0
