time,price,volume,match_type,id,trading_date,symbol,price_change,accumulated_volume,accumulated_value
2026-02-23 09:17:47,14.1,100,buy,2026-02-23_091747_141000_100,23/02/2026,TRV,200.0,100,1410000.0
2026-02-23 09:18:04,14.3,1100,buy,2026-02-23_091804_143000_1100,23/02/2026,TRV,400.0,1900,27080000.0
2026-02-23 09:18:04,14.2,700,buy,2026-02-23_091804_142000_700,23/02/2026,TRV,300.0,800,11350000.0
2026-02-23 09:19:20,14.4,500,buy,2026-02-23_091920_144000_500,23/02/2026,TRV,500.0,2400,34280000.0
2026-02-23 09:20:13,14.3,1000,sell,2026-02-23_092013_143000_1000,23/02/2026,TRV,400.0,3400,48580000.0
2026-02-23 09:23:02,14.4,100,sell,2026-02-23_092302_144000_100,23/02/2026,TRV,500.0,3500,50020000.0
2026-02-23 09:23:02,14.3,900,sell,2026-02-23_092302_143000_900,23/02/2026,TRV,400.0,4400,62890000.0
2026-02-23 09:25:53,14.3,1600,sell,2026-02-23_092553_143000_1600,23/02/2026,TRV,400.0,6000,85770000.0
2026-02-23 09:35:16,14.1,900,sell,2026-02-23_093516_141000_900,23/02/2026,TRV,200.0,6900,98460000.0
2026-02-23 09:35:24,14.1,200,sell,2026-02-23_093524_141000_200,23/02/2026,TRV,200.0,7100,101280000.0
2026-02-23 09:46:11,14.2,900,buy,2026-02-23_094611_142000_900,23/02/2026,TRV,300.0,8000,114060000.0
2026-02-23 09:58:06,14.3,400,buy,2026-02-23_095806_143000_400,23/02/2026,TRV,400.0,8400,119780000.0
2026-02-23 09:59:40,14.3,600,sell,2026-02-23_095940_143000_600,23/02/2026,TRV,400.0,9000,128360000.0
2026-02-23 10:07:17,14.3,900,buy,2026-02-23_100717_143000_900,23/02/2026,TRV,400.0,9900,141230000.0
2026-02-23 10:08:50,14.3,100,sell,2026-02-23_100850_143000_100,23/02/2026,TRV,400.0,10000,142660000.0
2026-02-23 10:11:51,14.3,100,sell,2026-02-23_101151_143000_100,23/02/2026,TRV,400.0,10100,144090000.0
2026-02-23 10:16:51,14.3,100,buy,2026-02-23_101651_143000_100,23/02/2026,TRV,400.0,10200,145520000.0
2026-02-23 10:18:18,14.4,100,buy,2026-02-23_101818_144000_100,23/02/2026,TRV,500.0,10300,146960000.0
2026-02-23 10:19:35,14.3,400,sell,2026-02-23_101935_143000_400,23/02/2026,TRV,400.0,10700,152680000.0
2026-02-23 10:38:00,14.3,300,buy,2026-02-23_103800_143000_300,23/02/2026,TRV,400.0,11000,156970000.0
2026-02-23 10:45:06,14.1,400,sell,2026-02-23_104506_141000_400,23/02/2026,TRV,200.0,11400,162610000.0
2026-02-23 10:48:17,14.3,100,buy,2026-02-23_104817_143000_100,23/02/2026,TRV,400.0,11500,164040000.0
2026-02-23 10:52:27,14.3,300,buy,2026-02-23_105227_143000_300,23/02/2026,TRV,400.0,11800,168330000.0
2026-02-23 13:14:27,14.2,100,buy,2026-02-23_131427_142000_100,23/02/2026,TRV,300.0,11900,169750000.0
2026-02-23 13:16:52,14.3,900,buy,2026-02-23_131652_143000_900,23/02/2026,TRV,400.0,12800,182620000.0
2026-02-23 13:38:45,14.3,500,buy,2026-02-23_133845_143000_500,23/02/2026,TRV,400.0,13300,189770000.0
2026-02-23 14:00:46,14.3,1000,buy,2026-02-23_140046_143000_1000,23/02/2026,TRV,400.0,14300,204070000.0
2026-02-23 14:23:40,14.3,9200,buy,2026-02-23_142340_143000_9200,23/02/2026,TRV,400.0,23500,335630000.0
2026-02-23 14:23:40,14.5,3700,buy,2026-02-23_142340_145000_3700,23/02/2026,TRV,600.0,38200,547680000.0
2026-02-23 14:23:40,14.4,11000,buy,2026-02-23_142340_144000_11000,23/02/2026,TRV,500.0,34500,494030000.0
2026-02-23 14:24:41,14.5,100,sell,2026-02-23_142441_145000_100,23/02/2026,TRV,600.0,38300,549130000.0
2026-02-23 14:25:17,14.5,500,sell,2026-02-23_142517_145000_500,23/02/2026,TRV,600.0,38800,556380000.0
2026-02-23 14:26:34,14.5,200,sell,2026-02-23_142634_145000_200,23/02/2026,TRV,600.0,39000,559280000.0
2026-02-23 14:28:37,14.5,3900,sell,2026-02-23_142837_145000_3900,23/02/2026,TRV,600.0,42900,615830000.0
2026-02-23 14:29:59,14.5,500,sell,2026-02-23_142959_145000_500,23/02/2026,TRV,600.0,43400,623080000.0
2026-02-23 14:31:12,14.5,900,sell,2026-02-23_143112_145000_900,23/02/2026,TRV,600.0,44300,636130000.0
2026-02-23 14:54:11,14.6,3800,buy,2026-02-23_145411_146000_3800,23/02/2026,TRV,700.0,48100,691610000.0
2026-02-23 14:54:55,14.6,1100,sell,2026-02-23_145455_146000_1100,23/02/2026,TRV,700.0,49200,707670000.0
2026-02-23 14:57:14,14.6,200,sell,2026-02-23_145714_146000_200,23/02/2026,TRV,700.0,49400,710590000.0
