time,price,volume,match_type,id,trading_date,symbol,price_change,accumulated_volume,accumulated_value
2026-02-24 09:15:09,9.85,28500,ato,2026-02-24_091509_98500_28500,24/02/2026,LSS,30.0,28500,280725000.0
2026-02-24 09:17:39,9.83,100,sell,2026-02-24_091739_98300_100,24/02/2026,LSS,10.0,28600,281708000.0
2026-02-24 09:18:57,9.83,2500,buy,2026-02-24_091857_98300_2500,24/02/2026,LSS,10.0,31100,306283000.0
2026-02-24 09:20:10,9.83,300,buy,2026-02-24_092010_98300_300,24/02/2026,LSS,10.0,31400,309232000.0
2026-02-24 09:20:14,9.83,200,buy,2026-02-24_092014_98300_200,24/02/2026,LSS,10.0,31600,311198000.0
2026-02-24 09:20:35,9.83,400,sell,2026-02-24_092035_98300_400,24/02/2026,LSS,10.0,32000,315130000.0
2026-02-24 09:21:43,9.82,1000,sell,2026-02-24_092143_98200_1000,24/02/2026,LSS,0.0,33000,324950000.0
2026-02-24 09:25:06,9.82,5000,sell,2026-02-24_092506_98200_5000,24/02/2026,LSS,0.0,38000,374050000.0
2026-02-24 09:25:41,9.82,5500,sell,2026-02-24_092541_98200_5500,24/02/2026,LSS,0.0,43500,428060000.0
2026-02-24 09:26:21,9.8,2500,sell,2026-02-24_092621_98000_2500,24/02/2026,LSS,-20.0,46000,452560000.0
2026-02-24 09:26:51,9.81,200,sell,2026-02-24_092651_98100_200,24/02/2026,LSS,-10.0,46200,454522000.0
2026-02-24 09:26:51,9.8,1800,sell,2026-02-24_092651_98000_1800,24/02/2026,LSS,-20.0,48000,472162000.0
2026-02-24 09:27:40,9.81,100,sell,2026-02-24_092740_98100_100,24/02/2026,LSS,-10.0,48100,473143000.0
2026-02-24 09:28:37,9.81,100,sell,2026-02-24_092837_98100_100,24/02/2026,LSS,-10.0,48200,474124000.0
2026-02-24 09:34:43,9.82,400,buy,2026-02-24_093443_98200_400,24/02/2026,LSS,0.0,48600,478052000.0
2026-02-24 09:37:42,9.82,200,buy,2026-02-24_093742_98200_200,24/02/2026,LSS,0.0,48800,480016000.0
2026-02-24 09:37:51,9.81,100,sell,2026-02-24_093751_98100_100,24/02/2026,LSS,-10.0,48900,480997000.0
2026-02-24 09:38:15,9.81,100,sell,2026-02-24_093815_98100_100,24/02/2026,LSS,-10.0,49000,481978000.0
2026-02-24 09:39:14,9.81,100,sell,2026-02-24_093914_98100_100,24/02/2026,LSS,-10.0,49100,482959000.0
2026-02-24 09:39:31,9.82,200,buy,2026-02-24_093931_98200_200,24/02/2026,LSS,0.0,49300,484923000.0
2026-02-24 09:43:21,9.81,100,sell,2026-02-24_094321_98100_100,24/02/2026,LSS,-10.0,49400,485904000.0
