symbol,close_price,percent_change,market_cap,impact
VIC,160.0,0.628930817610063,1232964963840000.0,1.23296496384e+18
GEE,176.5,6.969696969696971,64598992234000.0,7.42888410691e+17
TCX,58.2,3.9285714285714284,134518126822200.0,2.9593987900884e+17
CTG,38.6,1.5789473684210527,299804062988200.0,1.7988243779292e+17
STB,62.6,2.454991816693944,118014503821600.0,1.770217557324e+17
GVR,36.4,2.9702970297029703,145600000000000.0,1.5288e+17
VJC,169.2,0.7142857142857143,100100637712800.0,1.2012076525536e+17
VCB,64.4,0.3115264797507788,538105476053600.0,1.0762109521072e+17
VPX,29.95,5.64373897707231,56156250000000.0,8.985e+16
FRT,170.0,1.7964071856287425,28951303450000.0,8.685391035e+16
GEX,37.6,6.970128022759601,33930200444800.0,8.312899108976e+16
BSR,24.5,2.510460251046025,122678842307000.0,7.36073053842e+16
VNM,69.5,0.7246376811594203,145251903427500.0,7.262595171375e+16
PNJ,120.0,1.2658227848101267,40958239920000.0,6.143735988e+16
HDB,28.2,1.2567324955116697,141148792308600.0,4.940207730801e+16
GAS,101.6,0.19723865877712032,245155695209600.0,4.903113904192e+16
GEL,35.95,4.202898550724638,31995500000000.0,4.6393475e+16
VGC,50.3,4.033092037228542,22552005000000.0,4.397640975e+16
HVN,27.5,1.6635859519408502,85566200802500.0,3.8504790361125e+16
BCM,63.3,0.7961783439490446,65515500000000.0,3.275775e+16
