time,open,high,low,close,volume,sma_20,sma_50,sma_200,rsi_14,macd,macd_signal,macd_hist,bb_upper,bb_lower,daily_return,volatility_20d,symbol
2025-02-11,12.536,12.621,12.321,12.364,5720400,12.364,12.364,12.364,,0.0,0.0,0.0,,,,,CII
2025-02-12,12.321,12.579,12.321,12.321,6606400,12.342500000000001,12.342500000000001,12.342500000000001,,-0.003430199430200176,-0.0006860398860400352,-0.002744159544160141,,,-0.3477838887091633,,CII
2025-02-13,12.364,12.364,12.106,12.235,5254100,12.306666666666667,12.306666666666667,12.306666666666667,,-0.012938985884856535,-0.0031366290858033355,-0.0098023567990532,,,-0.6979952925898925,,CII
2025-02-14,12.278,12.407,12.192,12.235,4626000,12.28875,12.28875,12.28875,,-0.02024143697172498,-0.006557590662987665,-0.013683846308737315,,,0.0,,CII
2025-02-17,12.235,12.579,12.192,12.278,11942100,12.2866,12.2866,12.2866,,-0.02230185948170238,-0.009706444426730607,-0.012595415054971772,,,0.3514507560278046,,CII
2025-02-18,12.45,12.707,12.364,12.407,7525000,12.306666666666667,12.306666666666667,12.306666666666667,,-0.01337140008659432,-0.010439435558703351,-0.0029319645278909692,,,1.0506597165662157,,CII
2025-02-19,12.45,12.536,12.321,12.493,8505600,12.333285714285713,12.333285714285713,12.333285714285713,,0.0006381780729540765,-0.008223912832371866,0.008862090905325942,,,0.6931570887402261,,CII
2025-02-20,12.493,12.793,12.493,12.579,9915500,12.364,12.364,12.364,,0.018467469473476328,-0.0028856363712022274,0.021353105844678553,,,0.6883854958776858,,CII
2025-02-21,12.493,12.707,12.364,12.407,7275100,12.368777777777778,12.368777777777778,12.368777777777778,,0.018505034308946122,0.0013924977648274426,0.01711253654411868,,,-1.3673582955719854,,CII
2025-02-24,11.591,12.02,11.591,11.806,31962400,12.3125,12.3125,12.3125,,-0.029619438077039817,-0.0048098894035460095,-0.024809548673493807,,,-4.844039655033461,,CII
2025-02-25,12.02,12.02,11.763,11.849,11585500,12.270363636363635,12.270363636363635,12.270363636363635,,-0.06355605389994068,-0.016559122302824945,-0.04699693159711574,,,0.36422158224631573,,CII
2025-02-26,11.806,11.935,11.763,11.763,9259700,12.228083333333332,12.228083333333332,12.228083333333332,,-0.09628068391617539,-0.032503434625495035,-0.06377724929068035,,,-0.7257996455397153,,CII
2025-02-27,11.849,11.849,11.72,11.849,8816600,12.198923076923078,12.198923076923078,12.198923076923078,,-0.11396202442557524,-0.04879515258551108,-0.06516687184006416,,,0.7311060103714961,,CII
2025-02-28,11.849,12.235,11.849,12.149,18805000,12.195357142857144,12.195357142857144,12.195357142857144,46.88922331929574,-0.10258459007338949,-0.05955304008308677,-0.043031549990302724,,,2.531859228626887,,CII
2025-03-03,12.278,12.321,12.149,12.235,9345100,12.198,12.198,12.198,50.397577428510374,-0.08564119176243601,-0.06477067041895662,-0.020870521343479387,,,0.7078771915383975,,CII
2025-03-04,12.192,12.364,12.106,12.192,9967800,12.197625,12.197625,12.197625,48.666542042882995,-0.07482068092892646,-0.0667806725209506,-0.008040008407975863,,,-0.3514507560277824,,CII
2025-03-05,12.192,12.278,11.978,11.978,7250900,12.18470588235294,12.18470588235294,12.18470588235294,41.10043171475662,-0.08256164046473558,-0.06993686610970759,-0.012624774355027985,,,-1.7552493438320216,,CII
2025-03-06,12.106,12.106,11.935,12.106,6393400,12.180333333333333,12.180333333333333,12.180333333333333,46.46192551522456,-0.07747479519547262,-0.0714444519268606,-0.006030343268612029,,,1.0686258139923188,,CII
2025-03-07,12.149,12.364,12.106,12.149,10053400,12.178684210526317,12.178684210526317,12.178684210526317,48.168824896825825,-0.06917627203356602,-0.07099081594820168,0.0018145439146356607,,,0.3551957706922071,,CII
2025-03-10,12.235,12.407,12.106,12.235,10193800,12.1815,12.1815,12.1815,51.499311967894165,-0.05502584765277163,-0.06779782228911568,0.012771974636344052,12.644182567096209,11.71881743290379,0.7078771915383975,,CII
