time,open,high,low,close,volume,sma_20,sma_50,sma_200,rsi_14,macd,macd_signal,macd_hist,bb_upper,bb_lower,daily_return,volatility_20d,symbol
2025-02-11,16.129,16.129,15.475,15.783,25500,15.783,15.783,15.783,,0.0,0.0,0.0,,,,,CKG
2025-02-12,15.783,15.821,15.244,15.783,8200,15.783,15.783,15.783,,0.0,0.0,0.0,,,0.0,,CKG
2025-02-13,15.283,15.898,15.283,15.898,24900,15.821333333333333,15.821333333333333,15.821333333333333,,0.00917378917378997,0.001834757834757994,0.007339031339031976,,,0.7286320724830597,,CKG
2025-02-14,16.245,16.245,15.475,16.014,16200,15.869499999999999,15.869499999999999,15.869499999999999,,0.025510247481756565,0.006569855764157709,0.018940391717598856,,,0.7296515284941574,,CKG
2025-02-17,17.13,17.13,16.168,16.245,47900,15.9446,15.9446,15.9446,,0.056446102310143687,0.016545105073354903,0.039900997236788784,,,1.4424878231547478,,CKG
2025-02-18,16.245,16.553,15.783,16.553,10000,16.046,16.046,16.046,,0.10461013555392462,0.03415811116946885,0.07045202438445577,,,1.8959679901508153,,CKG
2025-02-19,16.014,16.591,16.014,16.283,36700,16.079857142857144,16.079857142857144,16.079857142857144,,0.11961488939957476,0.05124946681549003,0.06836542258408473,,,-1.6311242675043802,,CKG
2025-02-20,16.553,16.553,16.129,16.476,19600,16.129375,16.129375,16.129375,,0.14540362942793728,0.07008029933797948,0.0753233300899578,,,1.185285266842695,,CKG
2025-02-21,16.168,16.399,16.168,16.399,11200,16.159333333333333,16.159333333333333,16.159333333333333,,0.1578090111660817,0.08762604170359992,0.07018296946248179,,,-0.46734644331146713,,CKG
2025-02-24,16.399,16.399,15.629,15.783,78800,16.1217,16.1217,16.1217,,0.11659033291344478,0.0934188999455689,0.023171432967875882,,,-3.756326605280813,,CKG
2025-02-25,16.091,16.129,15.552,15.783,44300,16.09090909090909,16.09090909090909,16.09090909090909,,0.08296783191308066,0.09132868633907126,-0.008360854425990605,,,0.0,,CKG
2025-02-26,15.783,15.783,15.398,15.398,25300,16.033166666666666,16.033166666666666,16.033166666666666,,0.024967663529167794,0.07805648177709057,-0.053088818247922775,,,-2.439333460051951,,CKG
2025-02-27,15.436,15.783,15.436,15.744,28300,16.010923076923078,16.010923076923078,16.010923076923078,,0.006842543985884575,0.06381369421884937,-0.0569711502329648,,,2.2470450707884115,,CKG
2025-02-28,15.59,16.553,15.475,15.783,52900,15.994642857142859,15.994642857142859,15.994642857142859,46.68522171948665,-0.00432491484701103,0.0501859724056773,-0.05451088725268833,,,0.2477134146341431,,CKG
2025-03-03,15.783,15.783,15.475,15.475,41700,15.96,15.96,15.96,39.69263208117518,-0.03759486219646391,0.03262980548524906,-0.07022466768171297,,,-1.9514667680415654,,CKG
2025-03-04,15.783,15.783,15.321,15.398,40200,15.924875,15.924875,15.924875,38.15403882023645,-0.06937507892670425,0.012228828602858401,-0.08160390752956265,,,-0.49757673667205626,,CKG
2025-03-05,15.552,15.552,15.36,15.36,40000,15.89164705882353,15.89164705882353,15.89164705882353,37.38388771036241,-0.09651484896975049,-0.009519906911663378,-0.08699494205808711,,,-0.24678529679179606,,CKG
2025-03-06,15.398,15.475,15.321,15.321,40100,15.859944444444444,15.859944444444444,15.859944444444444,36.56805156471401,-0.11978942835994388,-0.03157381120131948,-0.0882156171586244,,,-0.2539062500000022,,CKG
2025-03-07,15.321,15.629,15.321,15.475,88400,15.839684210526316,15.839684210526316,15.839684210526316,41.95478744954077,-0.12437447570713367,-0.05013394410248233,-0.07424053160465134,,,1.0051563213889336,,CKG
2025-03-10,15.436,15.706,15.321,15.436,52000,15.8195,15.8195,15.8195,41.00509278303583,-0.1296604874383256,-0.06603925276965097,-0.06362123466867461,16.60843279014655,15.03056720985345,-0.25201938610661667,,CKG
2025-03-11,15.09,15.475,15.09,15.398,36200,15.80025,15.799428571428573,15.799428571428573,40.05372367757213,-0.13535567625976697,-0.07990253746767417,-0.05545313879209279,16.611407684715914,14.989092315284086,-0.2461777662606912,1.4735167013611634,CKG
2025-03-12,15.398,15.475,15.321,15.36,16700,15.7791,15.779454545454547,15.779454545454547,39.077339097309526,-0.14130654298585377,-0.0921833385713101,-0.04912320441454367,16.613866377654944,14.944333622345056,-0.24678529679179606,1.4735538713477407,CKG
2025-03-13,15.36,15.398,15.283,15.36,47100,15.752199999999998,15.761217391304347,15.761217391304347,39.077339097309526,-0.144358571982238,-0.10261838525349569,-0.041740186728742315,16.60530592912943,14.899094070870568,0.0,1.46027661180978,CKG
2025-03-14,15.321,15.36,15.167,15.244,35200,15.7137,15.739666666666666,15.739666666666666,35.97280734599779,-0.1543582121135092,-0.1129663506254984,-0.0413918614880108,16.586334752073462,14.841065247926537,-0.7552083333333348,1.450281701031322,CKG
2025-03-17,15.321,15.475,15.321,15.436,33300,15.67325,15.72752,15.72752,43.91508573283142,-0.14511738073927916,-0.11939655664825455,-0.025720824091024608,16.516701274604277,14.829798725395724,1.259511939123592,1.4396742409526182,CKG
2025-03-18,15.475,15.475,15.321,15.321,68200,15.611650000000001,15.711884615384616,15.711884615384616,40.66161735738517,-0.14539744298751245,-0.12459673391610614,-0.020800709071406312,16.359056258864264,14.86424374113574,-0.7450116610520863,1.3513582597272167,CKG
2025-03-19,15.398,15.398,15.244,15.283,57000,15.561649999999997,15.696,15.696,39.61716955950031,-0.14699125309097205,-0.12907563775107933,-0.01791561533989272,16.25153581053602,14.871764189463974,-0.24802558579727352,1.318810766383724,CKG
2025-03-20,15.283,15.475,15.167,15.167,76300,15.496199999999998,15.677107142857142,15.677107142857142,36.532290989019835,-0.15581841196871338,-0.13442419259460614,-0.021394219374107237,16.05717006205885,14.935229937941145,-0.7590132827324458,1.2738302715400156,CKG
2025-03-21,15.244,16.168,15.244,15.398,267800,15.446149999999998,15.66748275862069,15.66748275862069,45.614230072638385,-0.14253121836046567,-0.13604559774777805,-0.00648562061268762,15.813003061076296,15.079296938923699,1.5230434495945078,1.3445154753791217,CKG
2025-03-24,15.321,15.398,15.244,15.36,20500,15.425,15.657233333333332,15.657233333333332,44.486486983416704,-0.1335280755806636,-0.13554209331435518,0.0020140177336915865,15.757223133641103,15.092776866358898,-0.24678529679179606,1.0718387463398193,CKG
2025-03-25,15.36,15.398,14.975,14.975,104700,15.3846,15.635225806451613,15.635225806451613,35.035452068528315,-0.1556648944787593,-0.13956665354723602,-0.01609824093152329,15.729780593465598,15.039419406534403,-2.506510416666663,1.1952381354610842,CKG
