time,open,high,low,close,volume,sma_20,sma_50,sma_200,rsi_14,macd,macd_signal,macd_hist,bb_upper,bb_lower,daily_return,volatility_20d,symbol
2025-02-11,31.419,31.419,31.419,31.419,1,31.419,31.419,31.419,,0.0,0.0,0.0,,,,,VLW
2025-02-12,31.419,31.419,31.419,31.419,0,31.419,31.419,31.419,,0.0,0.0,0.0,,,0.0,,VLW
2025-02-13,31.419,31.419,31.419,31.419,0,31.419,31.419,31.419,,0.0,0.0,0.0,,,0.0,,VLW
2025-02-14,31.419,31.419,31.419,31.419,0,31.419,31.419,31.419,,0.0,0.0,0.0,,,0.0,,VLW
2025-02-17,31.419,31.419,31.419,31.419,0,31.419,31.419,31.419,,0.0,0.0,0.0,,,0.0,,VLW
2025-02-18,31.419,31.419,31.419,31.419,0,31.419,31.419,31.419,,0.0,0.0,0.0,,,0.0,,VLW
2025-02-19,31.419,31.419,31.419,31.419,0,31.419,31.419,31.419,,0.0,0.0,0.0,,,0.0,,VLW
2025-02-20,31.419,31.419,31.419,31.419,0,31.419,31.419,31.419,,0.0,0.0,0.0,,,0.0,,VLW
2025-02-21,31.419,31.419,31.419,31.419,0,31.419,31.419,31.419,,0.0,0.0,0.0,,,0.0,,VLW
2025-02-24,31.419,31.419,31.419,31.419,0,31.419,31.419,31.419,,0.0,0.0,0.0,,,0.0,,VLW
2025-02-25,31.419,31.419,31.419,31.419,37,31.419,31.419,31.419,,0.0,0.0,0.0,,,0.0,,VLW
2025-02-26,31.419,31.419,31.419,31.419,20,31.419,31.419,31.419,,0.0,0.0,0.0,,,0.0,,VLW
2025-02-27,32.371,32.371,32.371,32.371,110,31.49223076923077,31.49223076923077,31.49223076923077,,0.075943019943022,0.0151886039886044,0.06075441595441759,,,3.030013685986188,,VLW
2025-02-28,32.371,32.371,32.371,32.371,0,31.555,31.555,31.555,100.0,0.13457708947168,0.039066301085219524,0.09551078838646049,,,0.0,,VLW
2025-03-03,32.371,32.371,32.371,32.371,20,31.6094,31.6094,31.6094,100.0,0.17898182098875637,0.0670494050659269,0.11193241592282947,,,0.0,,VLW
2025-03-04,32.371,32.371,32.371,32.371,0,31.657,31.657,31.657,100.0,0.21173217393246446,0.09598595883923441,0.11574621509323005,,,0.0,,VLW
2025-03-05,32.371,32.371,32.371,32.371,0,31.699,31.699,31.699,100.0,0.23497838009710748,0.12378444309080905,0.11119393700629843,,,0.0,,VLW
2025-03-06,32.371,32.371,32.371,32.371,4,31.736333333333334,31.736333333333334,31.736333333333334,100.0,0.2505134033873837,0.149130235150124,0.10138316823725971,,,0.0,,VLW
2025-03-07,28.563,28.563,28.563,28.563,200,31.569315789473684,31.569315789473684,31.569315789473684,13.812606930677532,-0.04394221544088239,0.11051574503192273,-0.15445796047280513,,,-11.763615581847963,,VLW
2025-03-10,28.563,28.563,28.563,28.563,200,31.419,31.419,31.419,13.812606930677532,-0.2741402961132806,0.033584536802882065,-0.3077248329161627,33.558911262301855,29.279088737698146,0.0,,VLW
2025-03-11,28.563,28.563,28.563,28.563,500,31.2762,31.282999999999998,31.282999999999998,13.812606930677532,-0.45137081178409844,-0.06340653291451404,-0.3879642788695844,33.76830100327541,28.784098996724584,0.0,2.7505965323428123,VLW
2025-03-12,28.563,28.563,28.563,28.563,0,31.1334,31.159363636363636,31.159363636363636,13.812606930677532,-0.5850828019901897,-0.16774178672964918,-0.4173410152605405,33.90291148266831,28.3638885173317,0.0,2.7505965323428123,VLW
2025-03-13,28.563,28.563,26.659,27.611,600,30.943,31.005086956521737,31.005086956521737,10.708974001257758,-0.7591183179409349,-0.28601709297190636,-0.4731012249690285,34.12300701753612,27.76299298246388,-3.332983230052855,2.822767286085786,VLW
2025-03-14,27.42,27.42,27.42,27.42,30,30.74305,30.855708333333336,30.855708333333336,10.213141327691261,-0.9020564763873544,-0.409224969654996,-0.4928315067323584,34.27990750944328,27.206192490556727,-0.691753286733543,2.8192213777986113,VLW
2025-03-17,27.42,27.42,27.42,27.42,0,30.5431,30.71828,30.71828,10.213141327691261,-1.0037652161799926,-0.5281330189599953,-0.4756321972199973,34.36011503106399,26.726084968936007,0.0,2.8192213777986113,VLW
2025-03-18,27.42,27.42,27.42,27.42,0,30.34315,30.59142307692308,30.59142307692308,10.213141327691261,-1.072012630932857,-0.6369089413545677,-0.4351036895782894,34.379630242410265,26.306669757589738,0.0,2.8192213777986113,VLW
2025-03-19,27.611,27.611,23.612,23.612,200,29.952800000000003,30.332925925925927,30.332925925925927,4.743821973642014,-1.4170382392898588,-0.7929348009416259,-0.6241034383482329,34.94745051092825,24.958149489071754,-13.8876732312181,4.0815238721979865,VLW
2025-03-20,26.278,26.659,25.707,25.707,3200,29.6672,30.167714285714286,30.167714285714286,27.68734153506351,-1.5040863570705305,-0.9351651121674069,-0.5689212449031236,34.953563055815856,24.380836944184146,8.872607148907342,4.673254609984815,VLW
2025-03-21,26.088,26.088,26.088,26.088,0,29.400650000000002,30.02703448275862,30.02703448275862,30.944871770852885,-1.5247527016899092,-1.0530826300719074,-0.4716700716180018,34.85018217789333,23.951117822106678,1.4820865912008374,4.699763647046885,VLW
2025-03-24,26.088,26.088,26.088,26.088,0,29.1341,29.895733333333336,29.895733333333336,30.944871770852885,-1.5235681830675993,-1.1471797406710458,-0.37638844239655356,34.68845513903516,23.579744860964837,0.0,4.699763647046885,VLW
2025-03-25,26.659,26.659,26.659,26.659,100,28.8961,29.791322580645165,29.791322580645165,35.959185186664925,-1.459727683485248,-1.2096893292338864,-0.25003835425136156,34.446141475425875,23.346058524574126,2.1887457835019886,4.744995266263943,VLW
2025-03-26,26.659,26.659,26.659,26.659,0,28.6581,29.6934375,29.6934375,35.95918518666491,-1.393075124741408,-1.2463664883353909,-0.14670863640601706,34.16065010355247,23.155549896447532,0.0,4.744995266263943,VLW
2025-03-27,26.659,26.659,26.659,26.659,0,28.372500000000002,29.60148484848485,29.60148484848485,35.95918518666491,-1.324978959061859,-1.2620889824806845,-0.06288997658117457,33.65205741765499,23.092942582345014,0.0,4.6671950932075505,VLW
2025-03-28,26.659,26.659,26.659,26.659,0,28.086900000000004,29.51494117647059,29.51494117647059,35.95918518666491,-1.2565277869874336,-1.2609767433820342,0.004448956394600634,33.065103730156835,23.108696269843172,0.0,4.6671950932075505,VLW
2025-03-31,26.659,26.659,26.659,26.659,100,27.801300000000005,29.433342857142854,29.433342857142854,35.95918518666491,-1.1885785463366716,-1.2464971039729618,0.05791855763629017,32.38435740745193,23.218242592548076,0.0,4.6671950932075505,VLW
2025-04-01,26.659,26.659,26.659,26.659,700,27.5157,29.356277777777777,29.356277777777777,35.95918518666491,-1.1217969071221248,-1.2215570646027945,0.09976015748066969,31.582570417098832,23.448829582901165,0.0,4.6671950932075505,VLW
2025-04-02,26.659,26.659,26.659,26.659,0,27.2301,29.28337837837838,29.28337837837838,35.95918518666491,-1.056691099679135,-1.1885838716180626,0.13189277193892757,30.60464763596076,23.85555236403924,0.0,4.6671950932075505,VLW
2025-04-03,26.659,26.659,26.659,26.659,0,26.944499999999998,29.214315789473684,29.214315789473684,35.95918518666491,-0.9936402123699111,-1.1495951397684323,0.15595492739852124,29.300094505360395,24.5889054946396,0.0,4.6671950932075505,VLW
2025-04-04,26.659,26.659,26.659,26.659,0,26.8493,29.148794871794873,29.148794871794873,35.95918518666491,-0.9329178338527768,-1.1062596785853012,0.17334184473252434,29.080071789974767,24.618528210025232,0.0,3.898203512837994,VLW
2025-04-08,26.659,26.659,26.659,26.659,0,26.7541,29.08655,29.08655,35.959185186664925,-0.8747117785034177,-1.0599500985689245,0.18523832006550678,28.834373959690954,24.67382604030905,0.0,3.898203512837994,VLW
2025-04-09,26.659,26.659,26.659,26.659,100,26.6589,29.027341463414636,29.027341463414636,35.959185186664925,-0.819140518289494,-1.0117881825130386,0.19264766422354462,28.556903261047566,24.760896738952432,0.0,3.898203512837994,VLW
2025-04-10,26.659,26.659,26.659,26.659,400,26.5637,28.97095238095238,28.97095238095238,35.959185186664925,-0.766266846973295,-0.9626839154050899,0.19641706843179496,28.237310669685165,24.890089330314837,0.0,3.898203512837994,VLW
2025-04-11,26.659,26.659,26.659,26.659,0,26.5161,28.91718604651163,28.91718604651163,35.959185186664925,-0.7161092201931041,-0.9133689763626928,0.19725975616958868,28.11685967491748,24.91534032508252,0.0,3.8309616397686472,VLW
2025-04-14,26.659,26.659,26.659,26.659,0,26.478049999999996,28.865863636363635,28.865863636363635,35.959185186664925,-0.6686511454200925,-0.8644254101741728,0.19577426475408033,28.023568407321054,24.932531592678938,0.0,3.8284768577176664,VLW
2025-04-15,25.231,25.231,25.231,25.231,100,26.368600000000004,28.785088888888886,28.785088888888886,23.774680202631586,-0.7377634669464221,-0.8390930215286228,0.10132955458220061,27.94301764003804,24.79418235996197,-5.356540005251498,4.006739825625796,VLW
2025-04-16,25.231,25.231,25.231,25.231,0,26.259149999999998,28.70782608695652,28.70782608695652,23.774680202631586,-0.783503736325212,-0.8279751644879407,0.044471428162728754,27.830161243217418,24.68813875678258,0.0,4.006739825625796,VLW
2025-04-17,25.231,25.231,25.231,25.231,0,26.3401,28.633851063829788,28.633851063829788,23.774680202631586,-0.8104113122051757,-0.8244623940313878,0.014051081826212064,27.429956948604183,25.250243051395817,0.0,2.425959289164285,VLW
2025-04-18,25.231,25.231,25.231,25.231,0,26.316300000000002,28.56295833333333,28.56295833333333,23.774680202631586,-0.8222572897498139,-0.824021373175073,0.001764083425259022,27.482486064417625,25.15011393558238,0.0,1.36762623944768,VLW
2025-04-21,25.231,25.231,25.231,25.231,0,26.273450000000004,28.49495918367347,28.49495918367347,23.774680202631586,-0.8221678728431954,-0.8236506731086974,0.0014828002655020711,27.534108553881044,25.012791446118964,0.0,1.3175212556178115,VLW
2025-04-22,25.231,25.231,25.231,25.231,0,26.2306,28.429679999999998,28.429679999999998,23.774680202631586,-0.8127283824138729,-0.8214662149697326,0.008737832555859693,27.57338366012343,24.88781633987657,0.0,1.3175212556178115,VLW
2025-04-23,25.231,25.231,25.231,25.231,0,26.1592,28.305919999999997,28.366960784313722,23.774680202631586,-0.7960709083462945,-0.8163871536450451,0.020316245298750646,27.556813544958814,24.761586455041183,0.0,1.1977587575939428,VLW
2025-04-24,25.231,25.231,25.231,25.231,0,26.087799999999998,28.18216,28.306653846153843,23.774680202631586,-0.7739481476569274,-0.8078993524474216,0.03395120479049418,27.523296114497192,24.652303885502803,0.0,1.1977587575939428,VLW
2025-04-25,25.231,25.231,25.231,25.231,0,26.016399999999997,28.058400000000002,28.248622641509435,23.774680202631586,-0.7477955784825561,-0.7958785976544486,0.048083019171892505,27.47415319548511,24.558646804514886,0.0,1.1977587575939428,VLW
2025-04-28,26.183,26.183,23.898,23.898,1500,25.87835,27.907980000000002,28.168055555555558,14.709711681258554,-0.825119969260669,-0.8017268719756927,-0.023393097284976294,27.582060412136023,24.17463958786398,-5.28318338551782,1.6374621220410928,VLW
2025-04-29,24.659,24.659,24.659,24.659,0,25.77835,27.772779999999997,28.104254545454545,30.906472620044028,-0.8155921276280154,-0.8044999231061573,-0.011092204521858107,27.523411516032162,24.033288483967837,3.1843668926269997,1.8348328906270648,VLW
2025-05-05,24.659,24.659,24.659,24.659,0,25.678350000000002,27.637580000000003,28.042732142857144,30.906472620044028,-0.7988327972590952,-0.8033664979367449,0.004533700677649688,27.44006498680588,23.916635013194124,0.0,1.8348328906270648,VLW
2025-05-06,24.659,24.659,24.659,24.659,0,25.57835,27.50238,27.98336842105263,30.906472620044028,-0.776598760106701,-0.7980129503707362,0.021414190264035127,27.332724295417208,23.823975704582793,0.0,1.8348328906270648,VLW
2025-05-07,24.659,24.659,24.659,24.659,0,25.47835,27.367179999999998,27.92605172413793,30.906472620044028,-0.7503288021085979,-0.7884761207183085,0.038147318609710656,27.201082746478402,23.755617253521596,0.0,1.8348328906270648,VLW
2025-05-08,24.659,24.659,24.659,24.659,0,25.37835,27.231980000000004,27.870677966101695,30.906472620044028,-0.7211961706045713,-0.7750201306955611,0.053823960090989775,27.04375581746361,23.712944182536393,0.0,1.8348328906270648,VLW
2025-05-09,24.659,24.659,24.659,24.659,0,25.27835,27.09678,27.81715,30.906472620044028,-0.6901526995332752,-0.758046644463104,0.06789394492982881,26.857949452892548,23.69875054710745,0.0,1.8348328906270648,VLW
2025-05-12,24.659,24.659,24.659,24.659,0,25.178350000000002,26.961580000000005,27.76537704918033,30.906472620044028,-0.6579659036850138,-0.738030496307486,0.08006459262247212,26.638651955076234,23.71804804492377,0.0,1.8348328906270648,VLW
2025-05-13,24.659,24.659,24.659,24.659,0,25.07835,26.82638,27.715274193548385,30.906472620044028,-0.6252501416536411,-0.715474425376717,0.0902242837230759,26.376663768741867,23.780036231258133,0.0,1.8348328906270648,VLW
2025-05-14,26.659,26.659,26.659,26.659,100,25.07835,26.712139999999998,27.698507936507937,63.69087131882332,-0.4329486170802994,-0.6589692637174335,0.22602064663713406,26.376663768741867,23.780036231258133,8.110628979277346,2.6408289503785993,VLW
2025-05-15,26.659,26.659,26.659,26.659,0,25.07835,26.5979,27.682265625,63.69087131882332,-0.27735114207747813,-0.5826456393894425,0.30529449731196434,26.376663768741867,23.780036231258133,0.0,2.6408289503785993,VLW
2025-05-16,26.659,26.659,26.659,26.659,13,25.14975,26.48366,27.666523076923077,63.69087131882331,-0.15228359166697913,-0.4965732298449498,0.34428963817797065,26.62800514142768,23.671494858572323,0.0,2.317296827666943,VLW
2025-05-19,26.659,28.563,26.659,28.563,500,25.31635,26.4075,27.68010606060606,76.78717724412122,0.09932527081038245,-0.37739352971388335,0.4767188005242658,27.44230214829535,23.19039785170465,7.1420533403353526,2.7738652325456887,VLW
2025-05-20,27.04,27.04,26.659,26.659,400,25.38775,26.29326,27.664865671641792,55.30486573023362,0.14343676966517904,-0.2732274698380709,0.41666423950324993,27.595960027672938,23.179539972327063,-6.665966460105732,3.2214242885084143,VLW
2025-05-21,26.754,26.754,26.754,26.754,100,25.463900000000002,26.180919999999997,27.651470588235295,55.966798548742645,0.18394080130736867,-0.18179381560898297,0.3657346169163517,27.75291274053146,23.174887259468544,0.3563524513297667,3.2205209967284696,VLW
2025-05-22,26.754,26.754,26.754,26.754,0,25.54005,26.144740000000002,27.638463768115944,55.966798548742645,0.2135785377642705,-0.10271934493433228,0.31629788269860276,27.896771225949664,23.183328774050338,0.0,3.2205209967284696,VLW
2025-05-23,26.754,26.754,26.754,26.754,0,25.6162,26.108559999999997,27.62582857142857,55.966798548742645,0.23436504310498307,-0.03530246732646921,0.26966751043145226,28.028638259913468,23.20376174008653,0.0,3.2205209967284696,VLW
2025-05-26,26.754,26.754,26.754,26.754,0,25.692349999999998,26.072380000000003,27.613549295774646,55.966798548742645,0.2479799399604694,0.021354014130918517,0.22662592582955088,28.149329769854297,23.235370230145698,0.0,3.2205209967284696,VLW
2025-05-27,26.754,26.754,26.754,26.754,0,25.7685,26.036199999999997,27.60161111111111,55.966798548742645,0.25582089971949173,0.06824739124863316,0.18757350847085857,28.259445328901975,23.277554671098024,0.0,3.2205209967284696,VLW
2025-05-28,26.754,26.754,26.754,26.754,300,25.84465,26.01906,27.59,55.966798548742645,0.2590487639213528,0.10640766578317709,0.1526410981381757,28.359413504628257,23.329886495371746,0.0,3.2205209967284696,VLW
2025-05-29,26.754,26.754,26.754,26.754,0,25.987450000000003,26.00574,27.578702702702703,55.966798548742645,0.2586255946900877,0.1368512515645592,0.12177434312552851,28.356940416013252,23.617959583986753,0.0,2.9392066826975114,VLW
2025-05-30,26.754,26.754,26.754,26.754,200,26.0922,25.992419999999996,27.567706666666666,55.96679854874265,0.2553467516206922,0.16055035157578582,0.09479640004490639,28.398811604656615,23.78558839534338,0.0,2.8778135041792945,VLW
2025-06-02,26.754,26.754,26.754,26.754,0,26.196949999999998,25.979100000000003,27.557,55.96679854874265,0.2498679229865992,0.1784138658579485,0.07145405712865072,28.418217393084113,23.975682606915882,0.0,2.8778135041792945,VLW
2025-06-03,26.754,26.754,26.754,26.754,0,26.3017,26.04194,27.546571428571433,55.96679854874266,0.24272789573211995,0.1912766718327828,0.05145122389933715,28.41243447929981,24.19096552070019,0.0,2.8778135041792945,VLW
2025-06-04,26.754,26.754,26.754,26.754,0,26.40645,26.06288,27.536410256410257,55.96679854874265,0.23436772741898437,0.19989488295002314,0.03447284446896123,28.377229218054524,24.435670781945475,0.0,2.8778135041792945,VLW
2025-06-05,26.754,26.754,26.754,26.754,0,26.511200000000002,26.0762,27.526506329113925,55.96679854874266,0.22514688070733868,0.20494528250148625,0.020201598205852433,28.30573082565064,24.716669174349363,0.0,2.8778135041792945,VLW
2025-06-06,26.754,26.754,26.754,26.754,0,26.615950000000005,26.089519999999997,27.516849999999998,55.96679854874266,0.21535679418730425,0.20702758483864986,0.008329209348654387,28.185762254949413,25.046137745050597,0.0,2.8778135041792945,VLW
2025-06-09,26.754,26.754,26.754,26.754,0,26.7207,26.091420000000003,27.50743209876543,55.96679854874265,0.2052322899999588,0.20666852587091167,-0.0014362358709528733,27.991872537876954,25.449527462123047,0.0,2.8778135041792945,VLW
2025-06-10,26.754,26.754,26.754,26.754,0,26.82545,26.09332,27.49824390243903,55.96679854874266,0.1949611566338021,0.20432705202348975,-0.009365895389687656,27.647063169319924,26.003836830680076,0.0,2.8778135041792945,VLW
2025-06-11,26.754,26.754,26.754,26.754,0,26.8302,26.095220000000005,27.489277108433736,55.96679854874266,0.18469219280979132,0.2004000801807501,-0.015707887370958767,27.64885450588141,26.011545494118593,0.0,2.242371560259857,VLW
2025-06-12,26.754,26.754,26.754,26.754,0,26.83495,26.09712,27.48052380952381,55.96679854874266,0.17454195399827555,0.1952284549442552,-0.020686500945979652,27.650518635983467,26.01938136401653,0.0,2.242371560259857,VLW
2025-06-13,26.754,26.754,26.754,26.754,0,26.8397,26.09902,27.471976470588235,55.96679854874266,0.1646004055961079,0.18910284507462577,-0.02450243947851788,27.6520541099791,26.0273458900209,0.0,2.242371560259857,VLW
2025-06-16,26.754,26.754,26.754,26.754,0,26.74925,26.100920000000002,27.463627906976743,55.96679854874266,0.15493565507479445,0.18226940707465952,-0.02733375199986507,26.791735291571456,26.706764708428544,0.0,1.49686575128159,VLW
2025-06-17,26.754,26.754,26.754,26.754,0,26.754,26.10282,27.45547126436782,55.96679854874266,0.14559790859713218,0.17493510737915408,-0.0293371987820219,26.754,26.754,0.0,0.07968283051219992,VLW
