item,item_en,2025,2024,2023,2022
Thu nhập trên mỗi cổ phần của 4 quý gần nhất (EPS),Trailing EPS,3781.34,2024.99,1162.62,2230.78
Giá trị sổ sách của cổ phiếu (BVPS),Book value per share (BVPS),21060.71,19391.01,18422.4,19133.55
Chỉ số giá thị trường trên thu nhập (P/E),P/E,6.85,15.46,19.86,4.75
Chỉ số giá thị trường trên giá trị sổ sách (P/B),P/B,1.23,1.61,1.25,0.55
Chỉ số giá thị trường trên doanh thu thuần (P/S),P/S,0.22,0.24,0.16,0.06
Tỷ suất cổ tức,Dividend yield,0.0,0.0,0.0,0.0
Beta,Beta,2.19,2.25,2.05,1.46
Giá trị doanh nghiệp trên lợi nhuận trước thuế và lãi vay (EV/EBIT),EV/EBIT,7.74,15.4,17.9,6.32
"Giá trị doanh nghiệp trên lợi nhuận trước thuế, khấu hao và lãi vay (EV/EBITDA)",EV/EBITDA,0.0,14.24,15.78,0.0
Tỷ suất lợi nhuận gộp biên,Gross profit margin,3.9,3.03,2.53,2.28
Tỷ lệ lãi EBIT,EBIT margin,3.72,2.13,1.44,1.8
Tỷ lệ lãi EBITDA,EBITDA/Net revenue,3.88,2.3,1.63,1.97
Tỷ suất sinh lợi trên doanh thu thuần,Net profit margin,2.97,1.5,0.77,1.18
Tỷ suất lợi nhuận trên vốn chủ sở hữu bình quân (ROEA),ROE,18.23,10.63,6.09,11.38
Tỷ suất sinh lợi trên vốn dài hạn bình quân (ROCE),Return on capital employed (ROCE),19.47,12.56,10.24,16.17
Tỷ suất sinh lợi trên tổng tài sản bình quân (ROAA),ROA,9.31,4.6,2.52,4.72
ROE bình quân 4 quý gần nhất,ROE Trailling,0.0,0.0,0.0,0.0
ROA bình quân 4 quý gần nhất,ROA Trailling,0.0,0.0,0.0,0.0
Tăng trưởng  doanh thu thuần,Net revenue,-0.04,-3.09,-10.93,26.93
Tăng trưởng  lợi nhuận gộp,Gross profit,28.69,16.28,-1.38,-26.43
Tăng trưởng lợi nhuận trước thuế ,Profit before tax,88.33,86.64,-38.13,-25.3
Tăng trưởng lợi nhuận sau thuế của CĐ công ty mẹ,Profit after tax for shareholders of the parent company,97.55,89.19,-42.0,-22.36
Tăng trưởng tổng tài sản,Total assets,-0.2,-4.63,13.04,4.07
Tăng trưởng nợ dài hạn,Long-term liabilities,1.13,-0.73,8319.27,-98.05
Tăng trưởng nợ phải trả,Liabilities,-17.28,-14.76,18.38,-0.71
Tăng trưởng vốn chủ sở hữu,Owner's equity,19.47,10.52,5.91,11.22
Tăng trưởng vốn điều lệ,Charter capital,10.0,5.0,10.0,15.0
Tỷ số thanh toán bằng tiền mặt,Cash ratio,0.07,0.13,0.13,0.16
Tỷ số thanh toán nhanh,Quick ratio,0.86,0.75,0.84,0.86
"Tỷ số thanh toán nhanh  (Đã loại trừ HTK, Phải thu ngắn hạn - Tham khảo)","Quick ratio (except: Inventories,  Short-term receivables - reference)",0.43,0.13,0.13,0.16
Tỷ số thanh toán hiện hành (ngắn hạn),Short-term ratio,1.5,1.27,1.18,1.21
Khả năng thanh toán lãi vay,Interest coverage,15.16,7.49,3.0,4.26
