item,item_en,2025,2024,2023,2022
Thu nhập trên mỗi cổ phần của 4 quý gần nhất (EPS),Trailing EPS,106.21,517.36,512.62,1507.65
Giá trị sổ sách của cổ phiếu (BVPS),Book value per share (BVPS),11340.92,11735.15,12021.26,12163.58
Chỉ số giá thị trường trên thu nhập (P/E),P/E,178.89,42.52,62.62,21.82
Chỉ số giá thị trường trên giá trị sổ sách (P/B),P/B,1.68,1.87,2.67,2.7
Chỉ số giá thị trường trên doanh thu thuần (P/S),P/S,0.22,0.26,0.4,0.4
Tỷ suất cổ tức,Dividend yield,0.03,0.0,0.0,0.0
Beta,Beta,0.17,0.23,0.02,0.05
Giá trị doanh nghiệp trên lợi nhuận trước thuế và lãi vay (EV/EBIT),EV/EBIT,19.93,19.36,24.0,17.93
"Giá trị doanh nghiệp trên lợi nhuận trước thuế, khấu hao và lãi vay (EV/EBITDA)",EV/EBITDA,16.9,17.75,22.06,16.62
Tỷ suất lợi nhuận gộp biên,Gross profit margin,5.32,5.79,5.77,8.77
Tỷ lệ lãi EBIT,EBIT margin,2.53,2.86,2.98,3.33
Tỷ lệ lãi EBITDA,EBITDA/Net revenue,2.98,3.12,3.24,3.6
Tỷ suất sinh lợi trên doanh thu thuần,Net profit margin,0.16,0.59,0.62,1.86
Tỷ suất lợi nhuận trên vốn chủ sở hữu bình quân (ROEA),ROE,0.92,4.23,4.1,12.87
Tỷ suất sinh lợi trên vốn dài hạn bình quân (ROCE),Return on capital employed (ROCE),15.07,15.91,17.0,21.76
Tỷ suất sinh lợi trên tổng tài sản bình quân (ROAA),ROA,0.26,1.23,1.33,5.21
ROE bình quân 4 quý gần nhất,ROE Trailling,0.0,0.0,0.0,0.0
ROA bình quân 4 quý gần nhất,ROA Trailling,0.0,0.0,0.0,0.0
Tăng trưởng  doanh thu thuần,Net revenue,3.32,15.12,12.59,39.88
Tăng trưởng  lợi nhuận gộp,Gross profit,-5.07,15.5,-25.87,89.69
Tăng trưởng lợi nhuận trước thuế ,Profit before tax,-57.5,5.88,-63.6,138.57
Tăng trưởng lợi nhuận sau thuế của CĐ công ty mẹ,Profit after tax for shareholders of the parent company,-78.12,13.28,-63.31,127.45
Tăng trưởng tổng tài sản,Total assets,0.83,7.11,44.75,43.39
Tăng trưởng nợ dài hạn,Long-term liabilities,-34.43,4.05,181.54,92.3
Tăng trưởng nợ phải trả,Liabilities,2.52,8.22,61.22,68.59
Tăng trưởng vốn chủ sở hữu,Owner's equity,-3.36,4.45,16.22,13.9
Tăng trưởng vốn điều lệ,Charter capital,0.0,7.0,17.6,5.0
Tỷ số thanh toán bằng tiền mặt,Cash ratio,0.06,0.03,0.03,0.05
Tỷ số thanh toán nhanh,Quick ratio,0.79,0.9,0.89,0.85
"Tỷ số thanh toán nhanh  (Đã loại trừ HTK, Phải thu ngắn hạn - Tham khảo)","Quick ratio (except: Inventories,  Short-term receivables - reference)",0.07,0.03,0.03,0.05
Tỷ số thanh toán hiện hành (ngắn hạn),Short-term ratio,1.13,1.15,1.17,1.18
Khả năng thanh toán lãi vay,Interest coverage,1.13,1.32,1.34,3.38
