item,item_en,2025-Q4,2025-Q3,2025-Q2,2025-Q1
Thu nhập trên mỗi cổ phần của 4 quý gần nhất (EPS),Trailing EPS,294.68,413.85,518.89,524.92
Giá trị sổ sách của cổ phiếu (BVPS),Book value per share (BVPS),12692.0,11617.0,11515.0,11392.0
Chỉ số giá thị trường trên thu nhập (P/E),P/E,44.45,36.49,31.99,35.05
Chỉ số giá thị trường trên giá trị sổ sách (P/B),P/B,1.03,1.3,1.44,1.62
Chỉ số giá thị trường trên doanh thu thuần (P/S),P/S,4.2,5.24,4.34,6.02
Tỷ suất cổ tức,Dividend yield,0.0,0.0,0.0,0.0
Beta,Beta,0.58,0.5,0.63,1.78
Giá trị doanh nghiệp trên lợi nhuận trước thuế và lãi vay (EV/EBIT),EV/EBIT,87.9,122.28,67.84,74.4
"Giá trị doanh nghiệp trên lợi nhuận trước thuế, khấu hao và lãi vay (EV/EBITDA)",EV/EBITDA,42.63,59.41,43.63,50.87
Tỷ suất lợi nhuận gộp biên,Gross profit margin,11.81,14.32,18.67,17.45
Tỷ lệ lãi EBIT,EBIT margin,5.2,5.66,8.13,10.13
Tỷ lệ lãi EBITDA,EBITDA/Net revenue,10.71,11.64,12.63,14.82
Tỷ suất sinh lợi trên doanh thu thuần,Net profit margin,0.8,3.53,5.6,8.77
Tỷ suất lợi nhuận trên vốn chủ sở hữu bình quân (ROEA),ROE,0.21,0.88,1.87,2.39
Tỷ suất sinh lợi trên vốn dài hạn bình quân (ROCE),Return on capital employed (ROCE),1.15,1.09,2.13,2.17
Tỷ suất sinh lợi trên tổng tài sản bình quân (ROAA),ROA,-0.01,0.31,0.48,0.73
ROE bình quân 4 quý gần nhất,ROE Trailling,2.8,4.2,5.32,5.46
ROA bình quân 4 quý gần nhất,ROA Trailling,1.57,2.12,2.68,2.75
Tăng trưởng  doanh thu thuần,Net revenue,-9.83,-17.28,14.89,2.22
Tăng trưởng  lợi nhuận gộp,Gross profit,-40.75,-27.87,39.51,175.76
Tăng trưởng lợi nhuận trước thuế ,Profit before tax,-84.86,-62.89,-7.98,0.0
Tăng trưởng lợi nhuận sau thuế của CĐ công ty mẹ,Profit after tax for shareholders of the parent company,0.0,-63.31,-6.0,0.0
Tăng trưởng tổng tài sản,Total assets,-13.88,3.13,6.03,6.91
Tăng trưởng nợ dài hạn,Long-term liabilities,-86.92,17.47,5.75,2.68
Tăng trưởng nợ phải trả,Liabilities,-54.79,-2.41,1.75,4.34
Tăng trưởng vốn chủ sở hữu,Owner's equity,15.18,7.26,9.36,8.93
Tăng trưởng vốn điều lệ,Charter capital,0.0,0.0,0.0,0.0
Tỷ số thanh toán bằng tiền mặt,Cash ratio,0.08,0.13,0.12,0.1
Tỷ số thanh toán nhanh,Quick ratio,1.47,0.84,0.78,0.71
"Tỷ số thanh toán nhanh  (Đã loại trừ HTK, Phải thu ngắn hạn - Tham khảo)","Quick ratio (except: Inventories,  Short-term receivables - reference)",1.09,0.47,0.45,0.39
Tỷ số thanh toán hiện hành (ngắn hạn),Short-term ratio,2.25,1.4,1.24,1.2
Khả năng thanh toán lãi vay,Interest coverage,1.26,4.36,3.58,12.19
