last_updated,group_name,name,value,unit,source
2020-08-31,Tăng trưởng,"Công nghiệp chế biến, chế tạo",0.1,%,
2020-08-31,Tăng trưởng,Toàn ngành công nghiệp,0.6,%,
2020-08-31,Tăng trưởng,Khai khoáng,5.1,%,
2020-09-28,Tăng trưởng,Toàn ngành công nghiệp,2.3,%,
2020-09-28,Tăng trưởng,Khai khoáng,-0.1,%,
2020-09-28,Tăng trưởng,"Công nghiệp chế biến, chế tạo",3.2,%,
2020-09-28,Tăng trưởng,Sản xuất và Phân phối điện,-0.25,%,
2020-09-28,Tăng trưởng,"Cung cấp nước, hoạt động quản lý và xử lý rác thải, nước thải",3.6,%,
2020-10-28,Tăng trưởng,Sản xuất và Phân phối điện,1.0,%,
2020-10-28,Tăng trưởng,"Cung cấp nước, hoạt động quản lý và xử lý rác thải, nước thải",9.9,%,
2020-10-28,Tăng trưởng,Khai khoáng,-14.54,%,
2020-10-28,Tăng trưởng,"Công nghiệp chế biến, chế tạo",8.3,%,
2020-10-28,Tăng trưởng,Toàn ngành công nghiệp,5.4,%,
2020-11-29,Tăng trưởng,Toàn ngành công nghiệp,0.5,%,
2020-11-29,Tăng trưởng,Khai khoáng,-0.1,%,
2020-11-29,Tăng trưởng,"Công nghiệp chế biến, chế tạo",1.0,%,
2020-11-29,Tăng trưởng,Sản xuất và Phân phối điện,-0.27,%,
2020-11-29,Tăng trưởng,"Cung cấp nước, hoạt động quản lý và xử lý rác thải, nước thải",1.1,%,
2020-12-28,Tăng trưởng,"Cung cấp nước, hoạt động quản lý và xử lý rác thải, nước thải",2.2,%,
2020-12-28,Tăng trưởng,Sản xuất và Phân phối điện,-1.1,%,
2020-12-28,Tăng trưởng,Khai khoáng,6.3,%,
2020-12-28,Tăng trưởng,Toàn ngành công nghiệp,1.6,%,
2020-12-28,Tăng trưởng,"Công nghiệp chế biến, chế tạo",1.6,%,
2021-01-28,Tăng trưởng,Toàn ngành công nghiệp,-3.3,%,
2021-01-28,Tăng trưởng,Khai khoáng,-9.8,%,
2021-01-28,Tăng trưởng,"Công nghiệp chế biến, chế tạo",-3.1,%,
2021-01-28,Tăng trưởng,Sản xuất và Phân phối điện,1.0,%,
2021-01-28,Tăng trưởng,"Cung cấp nước, hoạt động quản lý và xử lý rác thải, nước thải",-3.4,%,
2021-02-28,Tăng trưởng,"Cung cấp nước, hoạt động quản lý và xử lý rác thải, nước thải",-8.7,%,
2021-02-28,Tăng trưởng,Sản xuất và Phân phối điện,-9.8,%,
2021-02-28,Tăng trưởng,"Công nghiệp chế biến, chế tạo",-23.1,%,
2021-02-28,Tăng trưởng,Toàn ngành công nghiệp,-21.1,%,
2021-02-28,Tăng trưởng,Khai khoáng,-18.5,%,
2021-03-28,Tăng trưởng,Toàn ngành công nghiệp,22.1,%,
2021-03-28,Tăng trưởng,Khai khoáng,17.1,%,
2021-03-28,Tăng trưởng,"Công nghiệp chế biến, chế tạo",22.5,%,
2021-03-28,Tăng trưởng,Sản xuất và Phân phối điện,26.4,%,
2021-03-28,Tăng trưởng,"Cung cấp nước, hoạt động quản lý và xử lý rác thải, nước thải",3.8,%,
2021-05-02,Tăng trưởng,"Cung cấp nước, hoạt động quản lý và xử lý rác thải, nước thải",4.4,%,
2021-05-02,Tăng trưởng,Sản xuất và Phân phối điện,2.6,%,
2021-05-02,Tăng trưởng,"Công nghiệp chế biến, chế tạo",0.5,%,
2021-05-02,Tăng trưởng,Toàn ngành công nghiệp,1.1,%,
2021-05-02,Tăng trưởng,Khai khoáng,3.8,%,
2021-05-30,Tăng trưởng,Toàn ngành công nghiệp,1.6,%,
2021-05-30,Tăng trưởng,Khai khoáng,-6.4,%,
2021-05-30,Tăng trưởng,"Công nghiệp chế biến, chế tạo",2.6,%,
2021-05-30,Tăng trưởng,Sản xuất và Phân phối điện,2.2,%,
2021-05-30,Tăng trưởng,"Cung cấp nước, hoạt động quản lý và xử lý rác thải, nước thải",-3.1,%,
2021-06-29,Tăng trưởng,Sản xuất và Phân phối điện,3.6,%,
2021-06-29,Tăng trưởng,"Cung cấp nước, hoạt động quản lý và xử lý rác thải, nước thải",7.9,%,
2021-06-29,Tăng trưởng,Khai khoáng,-2.3,%,
2021-06-29,Tăng trưởng,"Công nghiệp chế biến, chế tạo",0.3,%,
2021-06-29,Tăng trưởng,Toàn ngành công nghiệp,0.5,%,
2021-08-01,Tăng trưởng,"Cung cấp nước, hoạt động quản lý và xử lý rác thải, nước thải",2.7,%,
2021-08-01,Tăng trưởng,Sản xuất và Phân phối điện,1.5,%,
2021-08-01,Tăng trưởng,Toàn ngành công nghiệp,1.8,%,
2021-08-01,Tăng trưởng,Khai khoáng,1.6,%,
2021-08-01,Tăng trưởng,"Công nghiệp chế biến, chế tạo",1.9,%,
2021-08-29,Tăng trưởng,Toàn ngành công nghiệp,-4.2,%,
2021-08-29,Tăng trưởng,Khai khoáng,-6.2,%,
2021-08-29,Tăng trưởng,"Công nghiệp chế biến, chế tạo",-4.2,%,
2021-08-29,Tăng trưởng,"Cung cấp nước, hoạt động quản lý và xử lý rác thải, nước thải",1.4,%,
2021-08-29,Tăng trưởng,Sản xuất và Phân phối điện,-3.6,%,
2021-09-28,Tăng trưởng,Toàn ngành công nghiệp,5.0,%,
2021-09-28,Tăng trưởng,Khai khoáng,-6.3,%,
2021-09-28,Tăng trưởng,"Công nghiệp chế biến, chế tạo",8.4,%,
2021-09-28,Tăng trưởng,Sản xuất và Phân phối điện,-8.1,%,
2021-09-28,Tăng trưởng,"Cung cấp nước, hoạt động quản lý và xử lý rác thải, nước thải",3.1,%,
2021-10-28,Tăng trưởng,"Cung cấp nước, hoạt động quản lý và xử lý rác thải, nước thải",1.7,%,
2021-10-28,Tăng trưởng,Sản xuất và Phân phối điện,7.5,%,
2021-10-28,Tăng trưởng,Khai khoáng,9.0,%,
2021-10-28,Tăng trưởng,"Công nghiệp chế biến, chế tạo",6.7,%,
2021-10-28,Tăng trưởng,Toàn ngành công nghiệp,6.9,%,
2021-11-28,Tăng trưởng,Toàn ngành công nghiệp,5.5,%,
2021-11-28,Tăng trưởng,Khai khoáng,8.0,%,
2021-11-28,Tăng trưởng,"Công nghiệp chế biến, chế tạo",5.9,%,
2021-11-28,Tăng trưởng,Sản xuất và Phân phối điện,0.3,%,
2021-11-28,Tăng trưởng,"Cung cấp nước, hoạt động quản lý và xử lý rác thải, nước thải",2.3,%,
2021-12-29,Tăng trưởng,"Cung cấp nước, hoạt động quản lý và xử lý rác thải, nước thải",2.4,%,
2021-12-29,Tăng trưởng,Sản xuất và Phân phối điện,0.5,%,
2021-12-29,Tăng trưởng,Khai khoáng,0.4,%,
2021-12-29,Tăng trưởng,Toàn ngành công nghiệp,3.5,%,
2021-12-29,Tăng trưởng,"Công nghiệp chế biến, chế tạo",4.2,%,
2022-05-03,Tăng trưởng,Toàn ngành công nghiệp,2.4,%,
2022-05-03,Tăng trưởng,Khai khoáng,-4.6,%,
2022-05-03,Tăng trưởng,"Công nghiệp chế biến, chế tạo",2.8,%,
2022-05-03,Tăng trưởng,Sản xuất và Phân phối điện,5.1,%,
2022-05-03,Tăng trưởng,"Cung cấp nước, hoạt động quản lý và xử lý rác thải, nước thải",1.2,%,
2022-02-27,Tăng trưởng,"Cung cấp nước, hoạt động quản lý và xử lý rác thải, nước thải",-7.0,%,
2022-02-27,Tăng trưởng,Sản xuất và Phân phối điện,-15.1,%,
2022-02-27,Tăng trưởng,"Công nghiệp chế biến, chế tạo",-11.6,%,
2022-02-27,Tăng trưởng,Toàn ngành công nghiệp,-12.4,%,
2022-02-27,Tăng trưởng,Khai khoáng,-19.1,%,
2022-03-30,Tăng trưởng,Khai khoáng,26.6,%,
2022-03-30,Tăng trưởng,"Công nghiệp chế biến, chế tạo",23.5,%,
2022-03-30,Tăng trưởng,Sản xuất và Phân phối điện,18.1,%,
2022-03-30,Tăng trưởng,"Cung cấp nước, hoạt động quản lý và xử lý rác thải, nước thải",6.0,%,
2022-03-30,Tăng trưởng,Toàn ngành công nghiệp,22.9,%,
2022-05-03,Tăng trưởng,Toàn ngành công nghiệp,9.4,%,
2022-05-03,Tăng trưởng,Khai khoáng,2.3,%,
2022-05-03,Tăng trưởng,Sản xuất và Phân phối điện,2.8,%,
2022-05-03,Tăng trưởng,"Cung cấp nước, hoạt động quản lý và xử lý rác thải, nước thải",0.4,%,
2022-05-03,Tăng trưởng,"Công nghiệp chế biến, chế tạo",11.3,%,
2022-05-29,Tăng trưởng,Toàn ngành công nghiệp,10.4,%,
2022-05-29,Tăng trưởng,Khai khoáng,4.2,%,
2022-05-29,Tăng trưởng,"Công nghiệp chế biến, chế tạo",12.1,%,
2022-05-29,Tăng trưởng,Sản xuất và Phân phối điện,2.4,%,
2022-05-29,Tăng trưởng,"Cung cấp nước, hoạt động quản lý và xử lý rác thải, nước thải",5.5,%,
2022-06-28,Tăng trưởng,"Cung cấp nước, hoạt động quản lý và xử lý rác thải, nước thải",-0.5,%,
2022-06-28,Tăng trưởng,Sản xuất và Phân phối điện,6.9,%,
2022-06-28,Tăng trưởng,Khai khoáng,-2.2,%,
2022-06-28,Tăng trưởng,Toàn ngành công nghiệp,1.0,%,
2022-06-28,Tăng trưởng,"Công nghiệp chế biến, chế tạo",0.6,%,
2022-07-31,Tăng trưởng,Toàn ngành công nghiệp,1.6,%,
2022-07-31,Tăng trưởng,Khai khoáng,-6.8,%,
2022-07-31,Tăng trưởng,"Công nghiệp chế biến, chế tạo",2.6,%,
2022-07-31,Tăng trưởng,Sản xuất và Phân phối điện,0.1,%,
2022-07-31,Tăng trưởng,"Cung cấp nước, hoạt động quản lý và xử lý rác thải, nước thải",3.6,%,
2022-08-28,Tăng trưởng,"Cung cấp nước, hoạt động quản lý và xử lý rác thải, nước thải",2.3,%,
2022-08-28,Tăng trưởng,Sản xuất và Phân phối điện,1.0,%,
2022-08-28,Tăng trưởng,"Công nghiệp chế biến, chế tạo",3.4,%,
2022-08-28,Tăng trưởng,Toàn ngành công nghiệp,2.9,%,
2022-08-28,Tăng trưởng,Khai khoáng,0.8,%,
2022-09-28,Tăng trưởng,Toàn ngành công nghiệp,1.8,%,
2022-09-28,Tăng trưởng,Khai khoáng,-5.2,%,
2022-09-28,Tăng trưởng,"Công nghiệp chế biến, chế tạo",3.3,%,
2022-09-28,Tăng trưởng,Sản xuất và Phân phối điện,-5.7,%,
2022-09-28,Tăng trưởng,"Cung cấp nước, hoạt động quản lý và xử lý rác thải, nước thải",3.2,%,
2022-10-30,Tăng trưởng,"Cung cấp nước, hoạt động quản lý và xử lý rác thải, nước thải",2.9,%,
2022-10-30,Tăng trưởng,Sản xuất và Phân phối điện,-0.5,%,
2022-10-30,Tăng trưởng,Khai khoáng,3.1,%,
2022-10-30,Tăng trưởng,Toàn ngành công nghiệp,3.0,%,
2022-10-30,Tăng trưởng,"Công nghiệp chế biến, chế tạo",3.4,%,
2022-11-28,Tăng trưởng,Toàn ngành công nghiệp,0.3,%,
2022-11-28,Tăng trưởng,Khai khoáng,5.1,%,
2022-11-28,Tăng trưởng,"Công nghiệp chế biến, chế tạo",0.1,%,
2022-11-28,Tăng trưởng,Sản xuất và Phân phối điện,-2.0,%,
2022-11-28,Tăng trưởng,"Cung cấp nước, hoạt động quản lý và xử lý rác thải, nước thải",1.1,%,
2022-12-28,Tăng trưởng,"Cung cấp nước, hoạt động quản lý và xử lý rác thải, nước thải",-1.1,%,
2022-12-28,Tăng trưởng,Sản xuất và Phân phối điện,-0.6,%,
2022-12-28,Tăng trưởng,"Công nghiệp chế biến, chế tạo",-1.0,%,
2022-12-28,Tăng trưởng,Toàn ngành công nghiệp,-1.0,%,
2022-12-28,Tăng trưởng,Khai khoáng,-1.5,%,
2023-01-29,Tăng trưởng,Toàn ngành công nghiệp,-14.6,%,
2023-01-29,Tăng trưởng,Khai khoáng,-10.7,%,
2023-01-29,Tăng trưởng,"Công nghiệp chế biến, chế tạo",-16.1,%,
2023-01-29,Tăng trưởng,Sản xuất và Phân phối điện,-6.6,%,
2023-01-29,Tăng trưởng,"Cung cấp nước, hoạt động quản lý và xử lý rác thải, nước thải",-4.5,%,
2023-02-27,Tăng trưởng,"Cung cấp nước, hoạt động quản lý và xử lý rác thải, nước thải",9.2,%,
2023-02-27,Tăng trưởng,Sản xuất và Phân phối điện,6.1,%,
2023-02-27,Tăng trưởng,Toàn ngành công nghiệp,5.1,%,
2023-02-27,Tăng trưởng,Khai khoáng,6.3,%,
2023-02-27,Tăng trưởng,"Công nghiệp chế biến, chế tạo",4.8,%,
2023-03-28,Tăng trưởng,Toàn ngành công nghiệp,9.6,%,
2023-03-28,Tăng trưởng,Khai khoáng,10.7,%,
2023-03-28,Tăng trưởng,"Công nghiệp chế biến, chế tạo",9.3,%,
2023-03-28,Tăng trưởng,Sản xuất và Phân phối điện,12.1,%,
2023-03-28,Tăng trưởng,"Cung cấp nước, hoạt động quản lý và xử lý rác thải, nước thải",4.6,%,
2023-05-03,Tăng trưởng,"Cung cấp nước, hoạt động quản lý và xử lý rác thải, nước thải",2.6,%,
2023-05-03,Tăng trưởng,Sản xuất và Phân phối điện,4.0,%,
2023-05-03,Tăng trưởng,"Công nghiệp chế biến, chế tạo",3.7,%,
2023-05-03,Tăng trưởng,Toàn ngành công nghiệp,3.6,%,
2023-05-03,Tăng trưởng,Khai khoáng,2.0,%,
2023-05-30,Tăng trưởng,Toàn ngành công nghiệp,2.2,%,
2023-05-30,Tăng trưởng,Khai khoáng,-3.8,%,
2023-05-30,Tăng trưởng,"Công nghiệp chế biến, chế tạo",2.9,%,
2023-05-30,Tăng trưởng,Sản xuất và Phân phối điện,3.2,%,
2023-05-30,Tăng trưởng,"Cung cấp nước, hoạt động quản lý và xử lý rác thải, nước thải",-1.7,%,
2023-06-29,Tăng trưởng,"Cung cấp nước, hoạt động quản lý và xử lý rác thải, nước thải",0.2,%,
2023-06-29,Tăng trưởng,Sản xuất và Phân phối điện,2.1,%,
2023-06-29,Tăng trưởng,Toàn ngành công nghiệp,2.0,%,
2023-06-29,Tăng trưởng,Khai khoáng,-1.7,%,
2023-06-29,Tăng trưởng,"Công nghiệp chế biến, chế tạo",2.5,%,
2023-08-02,Tăng trưởng,Toàn ngành công nghiệp,3.9,%,
2023-08-02,Tăng trưởng,Khai khoáng,-1.9,%,
2023-08-02,Tăng trưởng,"Công nghiệp chế biến, chế tạo",4.2,%,
2023-08-02,Tăng trưởng,Sản xuất và Phân phối điện,5.8,%,
2023-08-02,Tăng trưởng,"Cung cấp nước, hoạt động quản lý và xử lý rác thải, nước thải",7.5,%,
2023-09-03,Tăng trưởng,"Cung cấp nước, hoạt động quản lý và xử lý rác thải, nước thải",0.2,%,
2023-09-03,Tăng trưởng,Sản xuất và Phân phối điện,-1.0,%,
2023-09-03,Tăng trưởng,Khai khoáng,-6.8,%,
2023-09-03,Tăng trưởng,Toàn ngành công nghiệp,2.9,%,
2023-09-03,Tăng trưởng,"Công nghiệp chế biến, chế tạo",4.5,%,
2023-10-02,Tăng trưởng,Toàn ngành công nghiệp,0.1,%,
2023-10-02,Tăng trưởng,Khai khoáng,-5.8,%,
2023-10-02,Tăng trưởng,"Công nghiệp chế biến, chế tạo",1.4,%,
2023-10-02,Tăng trưởng,Sản xuất và Phân phối điện,-2.8,%,
2023-10-02,Tăng trưởng,"Cung cấp nước, hoạt động quản lý và xử lý rác thải, nước thải",-0.5,%,
2023-11-02,Tăng trưởng,"Cung cấp nước, hoạt động quản lý và xử lý rác thải, nước thải",-0.4,%,
2023-11-02,Tăng trưởng,Sản xuất và Phân phối điện,-0.7,%,
2023-11-02,Tăng trưởng,Toàn ngành công nghiệp,5.5,%,
2023-11-02,Tăng trưởng,Khai khoáng,9.6,%,
2023-11-02,Tăng trưởng,"Công nghiệp chế biến, chế tạo",6.2,%,
2023-11-28,Tăng trưởng,Toàn ngành công nghiệp,3.0,%,
2023-11-28,Tăng trưởng,Khai khoáng,2.3,%,
2023-11-28,Tăng trưởng,"Công nghiệp chế biến, chế tạo",3.9,%,
2023-11-28,Tăng trưởng,Sản xuất và Phân phối điện,-2.53,%,
2023-11-28,Tăng trưởng,"Cung cấp nước, hoạt động quản lý và xử lý rác thải, nước thải",-0.58,%,
2023-12-28,Tăng trưởng,Toàn ngành công nghiệp,0.1,%,
2023-12-28,Tăng trưởng,Khai khoáng,-6.6,%,
2023-12-28,Tăng trưởng,"Công nghiệp chế biến, chế tạo",0.9,%,
2023-12-28,Tăng trưởng,Sản xuất và Phân phối điện,-2.6,%,
2023-12-28,Tăng trưởng,"Cung cấp nước, hoạt động quản lý và xử lý rác thải, nước thải",0.8,%,
2024-06-28,Tăng trưởng,Sản xuất và Phân phối điện,12.6,%,
2024-06-28,Tăng trưởng,"Cung cấp nước, hoạt động quản lý và xử lý rác thải, nước thải",5.7,%,
2024-06-28,Tăng trưởng,Khai khoáng,7.3,%,
2024-06-28,Tăng trưởng,"Công nghiệp chế biến, chế tạo",19.3,%,
2024-06-28,Tăng trưởng,Toàn ngành công nghiệp,18.3,%,
2024-02-29,Tăng trưởng,Toàn ngành công nghiệp,-18.0,%,
2024-02-29,Tăng trưởng,Khai khoáng,-16.9,%,
2024-02-29,Tăng trưởng,"Công nghiệp chế biến, chế tạo",-18.6,%,
2024-02-29,Tăng trưởng,Sản xuất và Phân phối điện,-17.1,%,
2024-02-29,Tăng trưởng,"Cung cấp nước, hoạt động quản lý và xử lý rác thải, nước thải",-3.2,%,
2024-03-28,Tăng trưởng,"Cung cấp nước, hoạt động quản lý và xử lý rác thải, nước thải",7.9,%,
2024-03-28,Tăng trưởng,Sản xuất và Phân phối điện,25.0,%,
2024-03-28,Tăng trưởng,Khai khoáng,21.4,%,
2024-03-28,Tăng trưởng,Toàn ngành công nghiệp,20.0,%,
2024-03-28,Tăng trưởng,"Công nghiệp chế biến, chế tạo",19.4,%,
2024-05-15,Tăng trưởng,Toàn ngành công nghiệp,0.8,%,
2024-05-15,Tăng trưởng,Khai khoáng,-4.0,%,
2024-05-15,Tăng trưởng,"Công nghiệp chế biến, chế tạo",1.1,%,
2024-05-15,Tăng trưởng,Sản xuất và Phân phối điện,1.9,%,
2024-05-15,Tăng trưởng,"Cung cấp nước, hoạt động quản lý và xử lý rác thải, nước thải",1.3,%,
2024-05-30,Tăng trưởng,"Cung cấp nước, hoạt động quản lý và xử lý rác thải, nước thải",1.7,%,
2024-05-30,Tăng trưởng,Sản xuất và Phân phối điện,3.9,%,
2024-05-30,Tăng trưởng,"Công nghiệp chế biến, chế tạo",3.6,%,
2024-05-30,Tăng trưởng,Toàn ngành công nghiệp,3.9,%,
2024-05-30,Tăng trưởng,Khai khoáng,-1.2,%,
2024-06-28,Tăng trưởng,Toàn ngành công nghiệp,0.7,%,
2024-06-28,Tăng trưởng,Khai khoáng,-2.6,%,
2024-06-28,Tăng trưởng,"Công nghiệp chế biến, chế tạo",1.0,%,
2024-06-28,Tăng trưởng,Sản xuất và Phân phối điện,0.3,%,
2024-06-28,Tăng trưởng,"Cung cấp nước, hoạt động quản lý và xử lý rác thải, nước thải",3.1,%,
2024-08-12,Tăng trưởng,"Cung cấp nước, hoạt động quản lý và xử lý rác thải, nước thải",0.6,%,
2024-08-12,Tăng trưởng,Sản xuất và Phân phối điện,2.3,%,
2024-08-12,Tăng trưởng,Khai khoáng,-1.2,%,
2024-08-12,Tăng trưởng,Toàn ngành công nghiệp,0.7,%,
2024-08-12,Tăng trưởng,"Công nghiệp chế biến, chế tạo",0.6,%,
2024-09-05,Tăng trưởng,Toàn ngành công nghiệp,2.0,%,
2024-09-05,Tăng trưởng,Khai khoáng,0.8,%,
2024-09-05,Tăng trưởng,"Công nghiệp chế biến, chế tạo",2.2,%,
2024-09-05,Tăng trưởng,Sản xuất và Phân phối điện,2.1,%,
2024-09-05,Tăng trưởng,"Cung cấp nước, hoạt động quản lý và xử lý rác thải, nước thải",-0.1,%,
2024-10-06,Tăng trưởng,"Cung cấp nước, hoạt động quản lý và xử lý rác thải, nước thải",-5.1,%,
2024-10-06,Tăng trưởng,Sản xuất và Phân phối điện,-10.0,%,
2024-10-06,Tăng trưởng,Khai khoáng,-7.3,%,
2024-10-06,Tăng trưởng,Toàn ngành công nghiệp,-0.2,%,
2024-10-06,Tăng trưởng,"Công nghiệp chế biến, chế tạo",2.0,%,
2024-11-05,Tăng trưởng,Khai khoáng,13.8,%,
2024-11-05,Tăng trưởng,"Công nghiệp chế biến, chế tạo",3.6,%,
2024-11-05,Tăng trưởng,Sản xuất và Phân phối điện,3.5,%,
2024-11-05,Tăng trưởng,"Cung cấp nước, hoạt động quản lý và xử lý rác thải, nước thải",-4.95,%,
2024-11-05,Tăng trưởng,Toàn ngành công nghiệp,4.0,%,
2024-12-05,Tăng trưởng,"Công nghiệp chế biến, chế tạo",3.2,%,
2024-12-05,Tăng trưởng,"Cung cấp nước, hoạt động quản lý và xử lý rác thải, nước thải",-2.8,%,
2024-12-05,Tăng trưởng,Toàn ngành công nghiệp,2.3,%,
2024-12-05,Tăng trưởng,Khai khoáng,1.7,%,
2024-12-05,Tăng trưởng,Sản xuất và Phân phối điện,-3.2,%,
2025-01-05,Tăng trưởng,Toàn ngành công nghiệp,0.8,%,
2025-01-05,Tăng trưởng,Khai khoáng,1.5,%,
2025-01-05,Tăng trưởng,"Công nghiệp chế biến, chế tạo",0.8,%,
2025-01-05,Tăng trưởng,Sản xuất và Phân phối điện,0.3,%,
2025-01-05,Tăng trưởng,"Cung cấp nước, hoạt động quản lý và xử lý rác thải, nước thải",0.7,%,
2025-02-05,Tăng trưởng,Sản xuất và Phân phối điện,-3.1,%,
2025-02-05,Tăng trưởng,"Cung cấp nước, hoạt động quản lý và xử lý rác thải, nước thải",-5.1,%,
2025-02-05,Tăng trưởng,"Công nghiệp chế biến, chế tạo",-10.0,%,
2025-02-05,Tăng trưởng,Toàn ngành công nghiệp,-9.2,%,
2025-02-05,Tăng trưởng,Khai khoáng,-9.1,%,
2025-03-05,Tăng trưởng,Toàn ngành công nghiệp,-2.2,%,
2025-03-05,Tăng trưởng,Khai khoáng,-1.5,%,
2025-03-05,Tăng trưởng,"Công nghiệp chế biến, chế tạo",-2.3,%,
2025-03-05,Tăng trưởng,Sản xuất và Phân phối điện,-3.5,%,
2025-03-05,Tăng trưởng,"Cung cấp nước, hoạt động quản lý và xử lý rác thải, nước thải",4.2,%,
2025-04-07,Tăng trưởng,"Cung cấp nước, hoạt động quản lý và xử lý rác thải, nước thải",-2.6,%,
2025-04-07,Tăng trưởng,Sản xuất và Phân phối điện,20.6,%,
2025-04-07,Tăng trưởng,"Công nghiệp chế biến, chế tạo",11.1,%,
2025-04-07,Tăng trưởng,Toàn ngành công nghiệp,12.0,%,
2025-04-07,Tăng trưởng,Khai khoáng,14.0,%,
2025-05-07,Tăng trưởng,Toàn ngành công nghiệp,1.4,%,
2025-05-07,Tăng trưởng,Khai khoáng,-3.1,%,
2025-05-07,Tăng trưởng,"Công nghiệp chế biến, chế tạo",1.7,%,
2025-05-07,Tăng trưởng,Sản xuất và Phân phối điện,2.3,%,
2025-05-07,Tăng trưởng,"Cung cấp nước, hoạt động quản lý và xử lý rác thải, nước thải",4.9,%,
