last_updated,name,value,unit,source
2015-08-31,"Dịch vụ lưu trú, ăn uống",32404.1,Tỷ VNĐ,Tổng cục thống kê
2015-08-31,Du lịch lữ hành,2789.7,Tỷ VNĐ,Tổng cục thống kê
2015-08-31,Dịch vụ khác,29384.3,Tỷ VNĐ,Tổng cục thống kê
2015-10-01,Du lịch lữ hành,2656.2,Tỷ VNĐ,Tổng cục thống kê
2015-10-01,Dịch vụ khác,29876.6,Tỷ VNĐ,Tổng cục thống kê
2015-10-01,Bán lẻ hàng hóa,207886.8,Tỷ VNĐ,Tổng cục thống kê
2015-10-01,"Dịch vụ lưu trú, ăn uống",30168.7,Tỷ VNĐ,Tổng cục thống kê
2015-10-01,TỔNG SỐ:,270588.3,Tỷ VNĐ,Tổng cục thống kê
2015-11-06,TỔNG SỐ:,274752.7,Tỷ VNĐ,Tổng cục thống kê
2015-11-06,Bán lẻ hàng hóa,211015.7,Tỷ VNĐ,Tổng cục thống kê
2015-11-06,"Dịch vụ lưu trú, ăn uống",30593.6,Tỷ VNĐ,Tổng cục thống kê
2015-11-06,Du lịch lữ hành,2763.0,Tỷ VNĐ,Tổng cục thống kê
2015-11-06,Dịch vụ khác,30380.4,Tỷ VNĐ,Tổng cục thống kê
2015-11-26,Dịch vụ khác,31985.9,Tỷ VNĐ,Tổng cục thống kê
2015-11-26,Du lịch lữ hành,2516.4,Tỷ VNĐ,Tổng cục thống kê
2015-11-26,Bán lẻ hàng hóa,217836.3,Tỷ VNĐ,Tổng cục thống kê
2015-11-26,TỔNG SỐ:,282055.8,Tỷ VNĐ,Tổng cục thống kê
2015-11-26,"Dịch vụ lưu trú, ăn uống",29717.2,Tỷ VNĐ,Tổng cục thống kê
2015-12-27,TỔNG SỐ:,294748.4,Tỷ VNĐ,Tổng cục thống kê
2015-12-27,Bán lẻ hàng hóa,224819.1,Tỷ VNĐ,Tổng cục thống kê
2015-12-27,"Dịch vụ lưu trú, ăn uống",32953.2,Tỷ VNĐ,Tổng cục thống kê
2015-12-27,Du lịch lữ hành,2594.3,Tỷ VNĐ,Tổng cục thống kê
2015-12-27,Dịch vụ khác,34381.8,Tỷ VNĐ,Tổng cục thống kê
2016-03-29,Dịch vụ khác,33847.0,Tỷ VNĐ,Tổng cục thống kê
2016-03-29,Du lịch lữ hành,2248.8,Tỷ VNĐ,Tổng cục thống kê
2016-03-29,"Dịch vụ lưu trú, ăn uống",35056.5,Tỷ VNĐ,Tổng cục thống kê
2016-03-29,TỔNG SỐ:,297729.5,Tỷ VNĐ,Tổng cục thống kê
2016-03-29,Bán lẻ hàng hóa,226577.7,Tỷ VNĐ,Tổng cục thống kê
2016-02-28,TỔNG SỐ:,287961.8,Tỷ VNĐ,Tổng cục thống kê
2016-02-28,Bán lẻ hàng hóa,218759.9,Tỷ VNĐ,Tổng cục thống kê
2016-02-28,"Dịch vụ lưu trú, ăn uống",33747.2,Tỷ VNĐ,Tổng cục thống kê
2016-02-28,Du lịch lữ hành,2361.5,Tỷ VNĐ,Tổng cục thống kê
2016-02-28,Dịch vụ khác,33093.2,Tỷ VNĐ,Tổng cục thống kê
2016-03-29,Dịch vụ khác,31759.7,Tỷ VNĐ,Tổng cục thống kê
2016-03-29,Du lịch lữ hành,2102.6,Tỷ VNĐ,Tổng cục thống kê
2016-03-29,Bán lẻ hàng hóa,212562.0,Tỷ VNĐ,Tổng cục thống kê
2016-03-29,TỔNG SỐ:,275435.4,Tỷ VNĐ,Tổng cục thống kê
2016-03-29,"Dịch vụ lưu trú, ăn uống",29011.1,Tỷ VNĐ,Tổng cục thống kê
2016-04-26,TỔNG SỐ:,279806.5,Tỷ VNĐ,Tổng cục thống kê
2016-04-26,Bán lẻ hàng hóa,214652.1,Tỷ VNĐ,Tổng cục thống kê
2016-04-26,"Dịch vụ lưu trú, ăn uống",29956.9,Tỷ VNĐ,Tổng cục thống kê
2016-04-26,Du lịch lữ hành,2213.0,Tỷ VNĐ,Tổng cục thống kê
2016-04-26,Dịch vụ khác,32984.5,Tỷ VNĐ,Tổng cục thống kê
2016-05-29,Dịch vụ khác,33385.2,Tỷ VNĐ,Tổng cục thống kê
2016-05-29,Du lịch lữ hành,2551.4,Tỷ VNĐ,Tổng cục thống kê
2016-05-29,Bán lẻ hàng hóa,218867.4,Tỷ VNĐ,Tổng cục thống kê
2016-05-29,TỔNG SỐ:,286156.7,Tỷ VNĐ,Tổng cục thống kê
2016-05-29,"Dịch vụ lưu trú, ăn uống",31352.7,Tỷ VNĐ,Tổng cục thống kê
2016-07-06,TỔNG SỐ:,295823.4,Tỷ VNĐ,Tổng cục thống kê
2016-07-06,Bán lẻ hàng hóa,222596.7,Tỷ VNĐ,Tổng cục thống kê
2016-07-06,"Dịch vụ lưu trú, ăn uống",35938.4,Tỷ VNĐ,Tổng cục thống kê
2016-07-06,Du lịch lữ hành,3266.5,Tỷ VNĐ,Tổng cục thống kê
2016-07-06,Dịch vụ khác,34021.8,Tỷ VNĐ,Tổng cục thống kê
2016-07-31,Dịch vụ khác,33981.2,Tỷ VNĐ,Tổng cục thống kê
2016-07-31,Du lịch lữ hành,3353.2,Tỷ VNĐ,Tổng cục thống kê
2016-07-31,"Dịch vụ lưu trú, ăn uống",35856.3,Tỷ VNĐ,Tổng cục thống kê
2016-07-31,TỔNG SỐ:,295690.8,Tỷ VNĐ,Tổng cục thống kê
2016-07-31,Bán lẻ hàng hóa,222500.1,Tỷ VNĐ,Tổng cục thống kê
2016-09-05,TỔNG SỐ:,292821.0,Tỷ VNĐ,Tổng cục thống kê
2016-09-05,Bán lẻ hàng hóa,223638.8,Tỷ VNĐ,Tổng cục thống kê
2016-09-05,"Dịch vụ lưu trú, ăn uống",33858.8,Tỷ VNĐ,Tổng cục thống kê
2016-09-05,Du lịch lữ hành,2963.1,Tỷ VNĐ,Tổng cục thống kê
2016-09-05,Dịch vụ khác,32360.3,Tỷ VNĐ,Tổng cục thống kê
2016-09-28,Dịch vụ khác,32922.5,Tỷ VNĐ,Tổng cục thống kê
2016-09-28,Du lịch lữ hành,2827.4,Tỷ VNĐ,Tổng cục thống kê
2016-09-28,TỔNG SỐ:,296150.3,Tỷ VNĐ,Tổng cục thống kê
2016-09-28,Bán lẻ hàng hóa,225367.2,Tỷ VNĐ,Tổng cục thống kê
2016-09-28,"Dịch vụ lưu trú, ăn uống",35033.2,Tỷ VNĐ,Tổng cục thống kê
2016-10-30,TỔNG SỐ:,295349.9,Tỷ VNĐ,Tổng cục thống kê
2016-10-30,Bán lẻ hàng hóa,223143.8,Tỷ VNĐ,Tổng cục thống kê
2016-10-30,"Dịch vụ lưu trú, ăn uống",35826.4,Tỷ VNĐ,Tổng cục thống kê
2016-10-30,Du lịch lữ hành,2696.9,Tỷ VNĐ,Tổng cục thống kê
2016-10-30,Dịch vụ khác,33682.8,Tỷ VNĐ,Tổng cục thống kê
2016-11-27,Dịch vụ khác,34793.9,Tỷ VNĐ,Tổng cục thống kê
2016-11-27,Du lịch lữ hành,3398.4,Tỷ VNĐ,Tổng cục thống kê
2016-11-27,"Dịch vụ lưu trú, ăn uống",37304.3,Tỷ VNĐ,Tổng cục thống kê
2016-11-27,TỔNG SỐ:,302924.0,Tỷ VNĐ,Tổng cục thống kê
2016-11-27,Bán lẻ hàng hóa,227427.4,Tỷ VNĐ,Tổng cục thống kê
2017-01-02,TỔNG SỐ:,320312.1,Tỷ VNĐ,Tổng cục thống kê
2017-01-02,Bán lẻ hàng hóa,241941.8,Tỷ VNĐ,Tổng cục thống kê
2017-01-02,"Dịch vụ lưu trú, ăn uống",38914.0,Tỷ VNĐ,Tổng cục thống kê
2017-01-02,Du lịch lữ hành,3292.2,Tỷ VNĐ,Tổng cục thống kê
2017-01-02,Dịch vụ khác,36164.1,Tỷ VNĐ,Tổng cục thống kê
2017-02-20,Dịch vụ khác,36924.1,Tỷ VNĐ,Tổng cục thống kê
2017-02-20,Du lịch lữ hành,3338.4,Tỷ VNĐ,Tổng cục thống kê
2017-02-20,TỔNG SỐ:,330296.9,Tỷ VNĐ,Tổng cục thống kê
2017-02-20,Bán lẻ hàng hóa,252712.9,Tỷ VNĐ,Tổng cục thống kê
2017-02-20,"Dịch vụ lưu trú, ăn uống",37321.5,Tỷ VNĐ,Tổng cục thống kê
2017-02-27,TỔNG SỐ:,309284.3,Tỷ VNĐ,Tổng cục thống kê
2017-02-27,Bán lẻ hàng hóa,234085.6,Tỷ VNĐ,Tổng cục thống kê
2017-02-27,"Dịch vụ lưu trú, ăn uống",37723.1,Tỷ VNĐ,Tổng cục thống kê
2017-02-27,Du lịch lữ hành,2535.5,Tỷ VNĐ,Tổng cục thống kê
2017-02-27,Dịch vụ khác,34940.1,Tỷ VNĐ,Tổng cục thống kê
2017-05-05,Dịch vụ khác,37036.2,Tỷ VNĐ,Tổng cục thống kê
2017-05-05,Du lịch lữ hành,2164.2,Tỷ VNĐ,Tổng cục thống kê
2017-05-05,Bán lẻ hàng hóa,235073.5,Tỷ VNĐ,Tổng cục thống kê
2017-05-05,TỔNG SỐ:,312459.6,Tỷ VNĐ,Tổng cục thống kê
2017-05-05,"Dịch vụ lưu trú, ăn uống",38185.7,Tỷ VNĐ,Tổng cục thống kê
2017-05-05,TỔNG SỐ:,317503.1,Tỷ VNĐ,Tổng cục thống kê
2017-05-05,Bán lẻ hàng hóa,237470.0,Tỷ VNĐ,Tổng cục thống kê
2017-05-05,"Dịch vụ lưu trú, ăn uống",39163.5,Tỷ VNĐ,Tổng cục thống kê
2017-05-05,Du lịch lữ hành,2459.4,Tỷ VNĐ,Tổng cục thống kê
2017-05-05,Dịch vụ khác,38410.2,Tỷ VNĐ,Tổng cục thống kê
2017-05-29,Dịch vụ khác,38953.6,Tỷ VNĐ,Tổng cục thống kê
2017-05-29,Du lịch lữ hành,2767.2,Tỷ VNĐ,Tổng cục thống kê
2017-05-29,TỔNG SỐ:,323539.9,Tỷ VNĐ,Tổng cục thống kê
2017-05-29,Bán lẻ hàng hóa,242909.4,Tỷ VNĐ,Tổng cục thống kê
2017-05-29,"Dịch vụ lưu trú, ăn uống",38909.7,Tỷ VNĐ,Tổng cục thống kê
2017-06-28,TỔNG SỐ:,326624.8,Tỷ VNĐ,Tổng cục thống kê
2017-06-28,Bán lẻ hàng hóa,243484.6,Tỷ VNĐ,Tổng cục thống kê
2017-06-28,"Dịch vụ lưu trú, ăn uống",41373.2,Tỷ VNĐ,Tổng cục thống kê
2017-06-28,Du lịch lữ hành,3013.4,Tỷ VNĐ,Tổng cục thống kê
2017-06-28,Dịch vụ khác,38753.6,Tỷ VNĐ,Tổng cục thống kê
2017-07-30,TỔNG SỐ:,327602.1,Tỷ VNĐ,Tổng cục thống kê
2017-07-30,Bán lẻ hàng hóa,244331.6,Tỷ VNĐ,Tổng cục thống kê
2017-07-30,"Dịch vụ lưu trú, ăn uống",41510.1,Tỷ VNĐ,Tổng cục thống kê
2017-07-30,Du lịch lữ hành,3358.4,Tỷ VNĐ,Tổng cục thống kê
2017-07-30,Dịch vụ khác,38401.9,Tỷ VNĐ,Tổng cục thống kê
2017-08-28,Dịch vụ khác,38682.6,Tỷ VNĐ,Tổng cục thống kê
2017-08-28,Du lịch lữ hành,3270.0,Tỷ VNĐ,Tổng cục thống kê
2017-08-28,"Dịch vụ lưu trú, ăn uống",39045.7,Tỷ VNĐ,Tổng cục thống kê
2017-08-28,TỔNG SỐ:,330013.3,Tỷ VNĐ,Tổng cục thống kê
2017-08-28,Bán lẻ hàng hóa,249014.9,Tỷ VNĐ,Tổng cục thống kê
2017-10-31,TỔNG SỐ:,336584.6,Tỷ VNĐ,Tổng cục thống kê
2017-10-31,Bán lẻ hàng hóa,251107.0,Tỷ VNĐ,Tổng cục thống kê
2017-10-31,"Dịch vụ lưu trú, ăn uống",42675.9,Tỷ VNĐ,Tổng cục thống kê
2017-10-31,Du lịch lữ hành,3692.7,Tỷ VNĐ,Tổng cục thống kê
2017-10-31,Dịch vụ khác,39109.0,Tỷ VNĐ,Tổng cục thống kê
2017-10-31,Dịch vụ khác,39697.0,Tỷ VNĐ,Tổng cục thống kê
2017-10-31,Du lịch lữ hành,3331.6,Tỷ VNĐ,Tổng cục thống kê
2017-10-31,"Dịch vụ lưu trú, ăn uống",44085.9,Tỷ VNĐ,Tổng cục thống kê
2017-10-31,TỔNG SỐ:,340889.5,Tỷ VNĐ,Tổng cục thống kê
2017-10-31,Bán lẻ hàng hóa,253775.0,Tỷ VNĐ,Tổng cục thống kê
2017-11-28,TỔNG SỐ:,344809.0,Tỷ VNĐ,Tổng cục thống kê
2017-11-28,Bán lẻ hàng hóa,258321.0,Tỷ VNĐ,Tổng cục thống kê
2017-11-28,"Dịch vụ lưu trú, ăn uống",41792.0,Tỷ VNĐ,Tổng cục thống kê
2017-11-28,Du lịch lữ hành,3476.0,Tỷ VNĐ,Tổng cục thống kê
2017-11-28,Dịch vụ khác,41220.0,Tỷ VNĐ,Tổng cục thống kê
2018-01-02,Dịch vụ khác,41897.7,Tỷ VNĐ,Tổng cục thống kê
2018-01-02,Du lịch lữ hành,3618.5,Tỷ VNĐ,Tổng cục thống kê
2018-01-02,TỔNG SỐ:,352368.1,Tỷ VNĐ,Tổng cục thống kê
2018-01-02,Bán lẻ hàng hóa,258943.4,Tỷ VNĐ,Tổng cục thống kê
2018-01-02,"Dịch vụ lưu trú, ăn uống",47908.5,Tỷ VNĐ,Tổng cục thống kê
2018-12-26,TỔNG SỐ:,,Tỷ VNĐ,Tổng cục thống kê
2018-12-26,Bán lẻ hàng hóa,,Tỷ VNĐ,Tổng cục thống kê
2018-12-26,"Dịch vụ lưu trú, ăn uống",,Tỷ VNĐ,Tổng cục thống kê
2018-12-26,Du lịch lữ hành,,Tỷ VNĐ,Tổng cục thống kê
2018-12-26,Dịch vụ khác,,Tỷ VNĐ,Tổng cục thống kê
2018-02-28,Dịch vụ khác,39104.0,Tỷ VNĐ,Tổng cục thống kê
2018-02-28,Du lịch lữ hành,3503.0,Tỷ VNĐ,Tổng cục thống kê
2018-02-28,"Dịch vụ lưu trú, ăn uống",40962.0,Tỷ VNĐ,Tổng cục thống kê
2018-02-28,TỔNG SỐ:,350441.0,Tỷ VNĐ,Tổng cục thống kê
2018-02-28,Bán lẻ hàng hóa,266872.0,Tỷ VNĐ,Tổng cục thống kê
2018-04-02,TỔNG SỐ:,343786.0,Tỷ VNĐ,Tổng cục thống kê
2018-04-02,Bán lẻ hàng hóa,259540.0,Tỷ VNĐ,Tổng cục thống kê
2018-04-02,"Dịch vụ lưu trú, ăn uống",43502.0,Tỷ VNĐ,Tổng cục thống kê
2018-04-02,Du lịch lữ hành,2769.0,Tỷ VNĐ,Tổng cục thống kê
2018-04-02,Dịch vụ khác,37975.0,Tỷ VNĐ,Tổng cục thống kê
2018-05-01,Dịch vụ khác,38104.0,Tỷ VNĐ,Tổng cục thống kê
2018-05-01,Du lịch lữ hành,2762.0,Tỷ VNĐ,Tổng cục thống kê
2018-05-01,TỔNG SỐ:,350541.0,Tỷ VNĐ,Tổng cục thống kê
2018-05-01,Bán lẻ hàng hóa,265845.0,Tỷ VNĐ,Tổng cục thống kê
2018-05-01,"Dịch vụ lưu trú, ăn uống",43830.0,Tỷ VNĐ,Tổng cục thống kê
2018-05-31,TỔNG SỐ:,354049.0,Tỷ VNĐ,Tổng cục thống kê
2018-05-31,Bán lẻ hàng hóa,266993.0,Tỷ VNĐ,Tổng cục thống kê
2018-05-31,"Dịch vụ lưu trú, ăn uống",42919.0,Tỷ VNĐ,Tổng cục thống kê
2018-05-31,Du lịch lữ hành,3217.0,Tỷ VNĐ,Tổng cục thống kê
2018-05-31,Dịch vụ khác,40920.0,Tỷ VNĐ,Tổng cục thống kê
2018-07-01,Dịch vụ khác,43926.0,Tỷ VNĐ,Tổng cục thống kê
2018-07-01,Du lịch lữ hành,3446.0,Tỷ VNĐ,Tổng cục thống kê
2018-07-01,Bán lẻ hàng hóa,272262.0,Tỷ VNĐ,Tổng cục thống kê
2018-07-01,TỔNG SỐ:,364534.0,Tỷ VNĐ,Tổng cục thống kê
2018-07-01,"Dịch vụ lưu trú, ăn uống",44900.0,Tỷ VNĐ,Tổng cục thống kê
2018-11-27,TỔNG SỐ:,371451.0,Tỷ VNĐ,Tổng cục thống kê
2018-11-27,Bán lẻ hàng hóa,277107.0,Tỷ VNĐ,Tổng cục thống kê
2018-11-27,"Dịch vụ lưu trú, ăn uống",45833.0,Tỷ VNĐ,Tổng cục thống kê
2018-11-27,Du lịch lữ hành,3501.0,Tỷ VNĐ,Tổng cục thống kê
2018-11-27,Dịch vụ khác,45010.0,Tỷ VNĐ,Tổng cục thống kê
2018-11-27,Dịch vụ khác,44139.0,Tỷ VNĐ,Tổng cục thống kê
2018-11-27,Du lịch lữ hành,3585.0,Tỷ VNĐ,Tổng cục thống kê
2018-11-27,TỔNG SỐ:,370026.0,Tỷ VNĐ,Tổng cục thống kê
2018-11-27,Bán lẻ hàng hóa,277160.0,Tỷ VNĐ,Tổng cục thống kê
2018-11-27,"Dịch vụ lưu trú, ăn uống",45142.0,Tỷ VNĐ,Tổng cục thống kê
2018-11-27,TỔNG SỐ:,374758.0,Tỷ VNĐ,Tổng cục thống kê
2018-11-27,Bán lẻ hàng hóa,282983.0,Tỷ VNĐ,Tổng cục thống kê
2018-11-27,"Dịch vụ lưu trú, ăn uống",44528.0,Tỷ VNĐ,Tổng cục thống kê
2018-11-27,Du lịch lữ hành,3415.0,Tỷ VNĐ,Tổng cục thống kê
2018-11-27,Dịch vụ khác,43832.0,Tỷ VNĐ,Tổng cục thống kê
2018-11-27,TỔNG SỐ:,378627.0,Tỷ VNĐ,Tổng cục thống kê
2018-11-27,Bán lẻ hàng hóa,286955.0,Tỷ VNĐ,Tổng cục thống kê
2018-11-27,"Dịch vụ lưu trú, ăn uống",44324.0,Tỷ VNĐ,Tổng cục thống kê
2018-11-27,Du lịch lữ hành,3272.0,Tỷ VNĐ,Tổng cục thống kê
2018-11-27,Dịch vụ khác,44076.0,Tỷ VNĐ,Tổng cục thống kê
2018-11-28,Du lịch lữ hành,3409.0,Tỷ VNĐ,Tổng cục thống kê
2018-11-28,Dịch vụ khác,46022.0,Tỷ VNĐ,Tổng cục thống kê
2018-11-28,Bán lẻ hàng hóa,288634.0,Tỷ VNĐ,Tổng cục thống kê
2018-11-28,"Dịch vụ lưu trú, ăn uống",46952.0,Tỷ VNĐ,Tổng cục thống kê
2018-11-28,TỔNG SỐ:,385017.0,Tỷ VNĐ,Tổng cục thống kê
2018-12-26,TỔNG SỐ:,394526.0,Tỷ VNĐ,Tổng cục thống kê
2018-12-26,Bán lẻ hàng hóa,296553.0,Tỷ VNĐ,Tổng cục thống kê
2018-12-26,"Dịch vụ lưu trú, ăn uống",49867.0,Tỷ VNĐ,Tổng cục thống kê
2018-12-26,Du lịch lữ hành,3734.0,Tỷ VNĐ,Tổng cục thống kê
2018-12-26,Dịch vụ khác,44372.0,Tỷ VNĐ,Tổng cục thống kê
2019-10-29,Dịch vụ khác,43031.0,Tỷ VNĐ,Tổng cục thống kê
2019-10-29,Du lịch lữ hành,4327.0,Tỷ VNĐ,Tổng cục thống kê
2019-10-29,Bán lẻ hàng hóa,305373.0,Tỷ VNĐ,Tổng cục thống kê
2019-10-29,TỔNG SỐ:,402230.0,Tỷ VNĐ,Tổng cục thống kê
2019-10-29,"Dịch vụ lưu trú, ăn uống",49499.0,Tỷ VNĐ,Tổng cục thống kê
2019-02-27,TỔNG SỐ:,390821.0,Tỷ VNĐ,Tổng cục thống kê
2019-02-27,Bán lẻ hàng hóa,301383.0,Tỷ VNĐ,Tổng cục thống kê
2019-02-27,"Dịch vụ lưu trú, ăn uống",44815.0,Tỷ VNĐ,Tổng cục thống kê
2019-02-27,Du lịch lữ hành,3948.0,Tỷ VNĐ,Tổng cục thống kê
2019-02-27,Dịch vụ khác,40675.0,Tỷ VNĐ,Tổng cục thống kê
2019-03-28,Dịch vụ khác,40985.0,Tỷ VNĐ,Tổng cục thống kê
2019-03-28,Du lịch lữ hành,3509.0,Tỷ VNĐ,Tổng cục thống kê
2019-03-28,"Dịch vụ lưu trú, ăn uống",46675.0,Tỷ VNĐ,Tổng cục thống kê
2019-03-28,TỔNG SỐ:,392190.0,Tỷ VNĐ,Tổng cục thống kê
2019-03-28,Bán lẻ hàng hóa,301021.0,Tỷ VNĐ,Tổng cục thống kê
2019-05-02,TỔNG SỐ:,399961.0,Tỷ VNĐ,Tổng cục thống kê
2019-05-02,Bán lẻ hàng hóa,306560.0,Tỷ VNĐ,Tổng cục thống kê
2019-05-02,"Dịch vụ lưu trú, ăn uống",47726.0,Tỷ VNĐ,Tổng cục thống kê
2019-05-02,Du lịch lữ hành,3601.0,Tỷ VNĐ,Tổng cục thống kê
2019-05-02,Dịch vụ khác,42074.0,Tỷ VNĐ,Tổng cục thống kê
2019-05-28,Dịch vụ khác,44679.0,Tỷ VNĐ,Tổng cục thống kê
2019-05-28,Du lịch lữ hành,3556.0,Tỷ VNĐ,Tổng cục thống kê
2019-05-28,Bán lẻ hàng hóa,306864.0,Tỷ VNĐ,Tổng cục thống kê
2019-05-28,TỔNG SỐ:,403827.0,Tỷ VNĐ,Tổng cục thống kê
2019-05-28,"Dịch vụ lưu trú, ăn uống",48728.0,Tỷ VNĐ,Tổng cục thống kê
2019-06-27,TỔNG SỐ:,409775.0,Tỷ VNĐ,Tổng cục thống kê
2019-06-27,Bán lẻ hàng hóa,308479.0,Tỷ VNĐ,Tổng cục thống kê
2019-06-27,"Dịch vụ lưu trú, ăn uống",50391.0,Tỷ VNĐ,Tổng cục thống kê
2019-06-27,Du lịch lữ hành,3865.0,Tỷ VNĐ,Tổng cục thống kê
2019-06-27,Dịch vụ khác,47040.0,Tỷ VNĐ,Tổng cục thống kê
2019-07-28,Dịch vụ khác,48007.0,Tỷ VNĐ,Tổng cục thống kê
2019-07-28,Du lịch lữ hành,3928.0,Tỷ VNĐ,Tổng cục thống kê
2019-07-28,Bán lẻ hàng hóa,312239.0,Tỷ VNĐ,Tổng cục thống kê
2019-07-28,TỔNG SỐ:,415113.0,Tỷ VNĐ,Tổng cục thống kê
2019-07-28,"Dịch vụ lưu trú, ăn uống",50939.0,Tỷ VNĐ,Tổng cục thống kê
2019-08-28,Bán lẻ hàng hóa,313565.0,Tỷ VNĐ,Tổng cục thống kê
2019-08-28,"Dịch vụ lưu trú, ăn uống",49027.0,Tỷ VNĐ,Tổng cục thống kê
2019-08-28,Du lịch lữ hành,3854.0,Tỷ VNĐ,Tổng cục thống kê
2019-08-28,Dịch vụ khác,47956.0,Tỷ VNĐ,Tổng cục thống kê
2019-08-28,TỔNG SỐ:,414402.0,Tỷ VNĐ,Tổng cục thống kê
2019-09-29,"Dịch vụ lưu trú, ăn uống",48858.0,Tỷ VNĐ,Tổng cục thống kê
2019-09-29,Dịch vụ khác,48833.0,Tỷ VNĐ,Tổng cục thống kê
2019-09-29,TỔNG SỐ:,420343.0,Tỷ VNĐ,Tổng cục thống kê
2019-09-29,Bán lẻ hàng hóa,318831.0,Tỷ VNĐ,Tổng cục thống kê
2019-09-29,Du lịch lữ hành,3821.0,Tỷ VNĐ,Tổng cục thống kê
2019-10-29,TỔNG SỐ:,425670.0,Tỷ VNĐ,Tổng cục thống kê
2019-10-29,Bán lẻ hàng hóa,322731.0,Tỷ VNĐ,Tổng cục thống kê
2019-10-29,"Dịch vụ lưu trú, ăn uống",49050.0,Tỷ VNĐ,Tổng cục thống kê
2019-10-29,Du lịch lữ hành,3903.0,Tỷ VNĐ,Tổng cục thống kê
2019-10-29,Dịch vụ khác,49986.0,Tỷ VNĐ,Tổng cục thống kê
2019-11-28,Du lịch lữ hành,4077.0,Tỷ VNĐ,Tổng cục thống kê
2019-11-28,Dịch vụ khác,50462.0,Tỷ VNĐ,Tổng cục thống kê
2019-11-28,"Dịch vụ lưu trú, ăn uống",49942.0,Tỷ VNĐ,Tổng cục thống kê
2019-11-28,TỔNG SỐ:,425516.0,Tỷ VNĐ,Tổng cục thống kê
2019-11-28,Bán lẻ hàng hóa,321035.0,Tỷ VNĐ,Tổng cục thống kê
2019-12-26,TỔNG SỐ:,433230.0,Tỷ VNĐ,Tổng cục thống kê
