last_updated,name,value,unit,source
2021-04-26,Tín dụng,8752023.0,Tỷ VNĐ,Ngân hàng Nhà nước Việt Nam
2021-04-26,Cung tiền M2,11556445.0,Tỷ VNĐ,Ngân hàng Nhà nước Việt Nam
2021-04-26,Cung tiền M2,11730140.0,Tỷ VNĐ,Ngân hàng Nhà nước Việt Nam
2021-04-26,Tăng trưởng tín dụng,8.41,%,Ngân hàng Nhà nước Việt Nam
2021-04-26,Tăng trưởng Cung tiền M2,10.93,%,Ngân hàng Nhà nước Việt Nam
2021-04-26,Tín dụng,8884819.0,Tỷ VNĐ,Ngân hàng Nhà nước Việt Nam
2021-04-26,Tăng trưởng tín dụng,12.17,%,Ngân hàng Nhà nước Việt Nam
2021-04-26,Tăng trưởng Cung tiền M2,14.53,%,Ngân hàng Nhà nước Việt Nam
2021-04-26,Tín dụng,9192566.0,Tỷ VNĐ,Ngân hàng Nhà nước Việt Nam
2021-04-26,Cung tiền M2,12110606.0,Tỷ VNĐ,Ngân hàng Nhà nước Việt Nam
2021-04-26,Tăng trưởng tín dụng,0.76,%,Ngân hàng Nhà nước Việt Nam
2021-04-26,Tăng trưởng Cung tiền M2,0.76,%,Ngân hàng Nhà nước Việt Nam
2021-04-26,Tín dụng,9262422.58,Tỷ VNĐ,Ngân hàng Nhà nước Việt Nam
2021-04-26,Cung tiền M2,12202217.0,Tỷ VNĐ,Ngân hàng Nhà nước Việt Nam
2021-04-26,Tăng trưởng tín dụng,0.66,%,Ngân hàng Nhà nước Việt Nam
2021-04-26,Tăng trưởng Cung tiền M2,0.97,%,Ngân hàng Nhà nước Việt Nam
2021-04-26,Tín dụng,9253071.0,Tỷ VNĐ,Ngân hàng Nhà nước Việt Nam
2021-04-26,Cung tiền M2,12228211.0,Tỷ VNĐ,Ngân hàng Nhà nước Việt Nam
2021-06-13,Cung tiền M2,12349750.0,Tỷ VNĐ,Ngân hàng Nhà nước Việt Nam
2021-06-13,Tăng trưởng tín dụng,2.95,%,Ngân hàng Nhà nước Việt Nam
2021-06-13,Tăng trưởng Cung tiền M2,1.97,%,Ngân hàng Nhà nước Việt Nam
2021-06-13,Tín dụng,9463868.0,Tỷ VNĐ,Ngân hàng Nhà nước Việt Nam
2021-09-16,Tăng trưởng tín dụng,4.17,%,Ngân hàng Nhà nước Việt Nam
2021-09-16,Tăng trưởng Cung tiền M2,2.92,%,Ngân hàng Nhà nước Việt Nam
2021-09-16,Tín dụng,9575526.13,Tỷ VNĐ,Ngân hàng Nhà nước Việt Nam
2021-09-16,Cung tiền M2,12465012.0,Tỷ VNĐ,Ngân hàng Nhà nước Việt Nam
2021-09-16,Tăng trưởng tín dụng,4.95,%,Ngân hàng Nhà nước Việt Nam
2021-09-16,Tăng trưởng Cung tiền M2,3.7,%,Ngân hàng Nhà nước Việt Nam
2021-09-16,Tín dụng,9647847.0,Tỷ VNĐ,Ngân hàng Nhà nước Việt Nam
2021-09-16,Cung tiền M2,12558573.0,Tỷ VNĐ,Ngân hàng Nhà nước Việt Nam
2021-09-16,Tín dụng,9784937.0,Tỷ VNĐ,Ngân hàng Nhà nước Việt Nam
2021-09-16,Cung tiền M2,12647703.0,Tỷ VNĐ,Ngân hàng Nhà nước Việt Nam
2021-09-16,Tăng trưởng Cung tiền M2,4.43,%,Ngân hàng Nhà nước Việt Nam
2021-09-16,Tăng trưởng tín dụng,6.44,%,Ngân hàng Nhà nước Việt Nam
2021-09-28,Cung tiền M2,12692256.0,Tỷ VNĐ,Ngân hàng Nhà nước Việt Nam
2021-09-28,Tăng trưởng tín dụng,6.92,%,Ngân hàng Nhà nước Việt Nam
2021-09-28,Tăng trưởng Cung tiền M2,4.8,%,Ngân hàng Nhà nước Việt Nam
2021-09-28,Tín dụng,9828832.0,Tỷ VNĐ,Ngân hàng Nhà nước Việt Nam
2021-10-28,Tăng trưởng tín dụng,7.45,%,Ngân hàng Nhà nước Việt Nam
2021-10-28,Tăng trưởng Cung tiền M2,5.34,%,Ngân hàng Nhà nước Việt Nam
2021-10-28,Tín dụng,9877343.0,Tỷ VNĐ,Ngân hàng Nhà nước Việt Nam
2021-10-28,Cung tiền M2,12757648.0,Tỷ VNĐ,Ngân hàng Nhà nước Việt Nam
2021-11-28,Tăng trưởng tín dụng,7.88,%,Ngân hàng Nhà nước Việt Nam
2021-11-28,Tăng trưởng Cung tiền M2,6.34,%,Ngân hàng Nhà nước Việt Nam
2021-11-28,Tín dụng,9917032.0,Tỷ VNĐ,Ngân hàng Nhà nước Việt Nam
2021-11-28,Cung tiền M2,12879090.0,Tỷ VNĐ,Ngân hàng Nhà nước Việt Nam
2022-01-06,Cung tiền M2,12907567.0,Tỷ VNĐ,Ngân hàng Nhà nước Việt Nam
2022-01-06,Tín dụng,9998175.0,Tỷ VNĐ,Ngân hàng Nhà nước Việt Nam
2022-01-06,Tăng trưởng Cung tiền M2,6.58,%,Ngân hàng Nhà nước Việt Nam
2022-01-06,Tăng trưởng tín dụng,8.76,%,Ngân hàng Nhà nước Việt Nam
2022-02-07,Tăng trưởng Cung tiền M2,7.68,%,Ngân hàng Nhà nước Việt Nam
2022-02-07,Tín dụng,10185807.0,Tỷ VNĐ,Ngân hàng Nhà nước Việt Nam
2022-02-07,Cung tiền M2,13040842.0,Tỷ VNĐ,Ngân hàng Nhà nước Việt Nam
2022-02-07,Tăng trưởng tín dụng,10.8,%,Ngân hàng Nhà nước Việt Nam
2022-02-27,Tăng trưởng tín dụng,13.61,%,Ngân hàng Nhà nước Việt Nam
2022-02-27,Tăng trưởng Cung tiền M2,10.66,%,Ngân hàng Nhà nước Việt Nam
2022-02-27,Tín dụng,10444078.0,Tỷ VNĐ,Ngân hàng Nhà nước Việt Nam
2022-02-27,Cung tiền M2,13402097.0,Tỷ VNĐ,Ngân hàng Nhà nước Việt Nam
2022-03-30,Tăng trưởng tín dụng,2.49,%,Ngân hàng Nhà nước Việt Nam
2022-03-30,Tăng trưởng Cung tiền M2,2.59,%,Ngân hàng Nhà nước Việt Nam
2022-03-30,Tín dụng,10703779.0,Tỷ VNĐ,Ngân hàng Nhà nước Việt Nam
2022-03-30,Cung tiền M2,13748740.0,Tỷ VNĐ,Ngân hàng Nhà nước Việt Nam
2022-05-03,Cung tiền M2,13644750.0,Tỷ VNĐ,Ngân hàng Nhà nước Việt Nam
2022-05-03,Tín dụng,10721070.0,Tỷ VNĐ,Ngân hàng Nhà nước Việt Nam
2022-05-03,Tăng trưởng tín dụng,2.65,%,Ngân hàng Nhà nước Việt Nam
2022-05-03,Tăng trưởng Cung tiền M2,1.81,%,Ngân hàng Nhà nước Việt Nam
2022-05-29,Tăng trưởng tín dụng,5.97,%,Ngân hàng Nhà nước Việt Nam
2022-05-29,Tăng trưởng Cung tiền M2,3.45,%,Ngân hàng Nhà nước Việt Nam
2022-05-29,Tín dụng,11067407.98,Tỷ VNĐ,Ngân hàng Nhà nước Việt Nam
2022-05-29,Cung tiền M2,13864061.0,Tỷ VNĐ,Ngân hàng Nhà nước Việt Nam
2022-07-31,Tăng trưởng tín dụng,7.24,%,Ngân hàng Nhà nước Việt Nam
2022-07-31,Tăng trưởng Cung tiền M2,3.5,%,Ngân hàng Nhà nước Việt Nam
2022-07-31,Tín dụng,11198987.61,Tỷ VNĐ,Ngân hàng Nhà nước Việt Nam
2022-07-31,Cung tiền M2,13871751.0,Tỷ VNĐ,Ngân hàng Nhà nước Việt Nam
2022-07-31,Tăng trưởng tín dụng,8.09,%,Ngân hàng Nhà nước Việt Nam
2022-07-31,Tăng trưởng Cung tiền M2,3.33,%,Ngân hàng Nhà nước Việt Nam
2022-07-31,Tín dụng,11288629.19,Tỷ VNĐ,Ngân hàng Nhà nước Việt Nam
2022-07-31,Cung tiền M2,13848264.0,Tỷ VNĐ,Ngân hàng Nhà nước Việt Nam
2022-08-28,Cung tiền M2,13908338.0,Tỷ VNĐ,Ngân hàng Nhà nước Việt Nam
2022-08-28,Tín dụng,11428653.23,Tỷ VNĐ,Ngân hàng Nhà nước Việt Nam
2022-08-28,Tăng trưởng tín dụng,9.44,%,Ngân hàng Nhà nước Việt Nam
2022-08-28,Tăng trưởng Cung tiền M2,3.78,%,Ngân hàng Nhà nước Việt Nam
2022-10-30,Tăng trưởng tín dụng,9.55,%,Ngân hàng Nhà nước Việt Nam
2022-10-30,Tăng trưởng Cung tiền M2,3.18,%,Ngân hàng Nhà nước Việt Nam
2022-10-30,Tín dụng,11440719.62,Tỷ VNĐ,Ngân hàng Nhà nước Việt Nam
2022-10-30,Cung tiền M2,13828044.0,Tỷ VNĐ,Ngân hàng Nhà nước Việt Nam
2022-10-30,Tăng trưởng tín dụng,9.98,%,Ngân hàng Nhà nước Việt Nam
2022-10-30,Tăng trưởng Cung tiền M2,2.68,%,Ngân hàng Nhà nước Việt Nam
2022-10-30,Tín dụng,11485303.93,Tỷ VNĐ,Ngân hàng Nhà nước Việt Nam
2022-10-30,Cung tiền M2,13761019.0,Tỷ VNĐ,Ngân hàng Nhà nước Việt Nam
2022-11-28,Tăng trưởng tín dụng,11.05,%,Ngân hàng Nhà nước Việt Nam
2022-11-28,Tăng trưởng Cung tiền M2,3.21,%,Ngân hàng Nhà nước Việt Nam
2022-11-28,Tín dụng,11597310.32,Tỷ VNĐ,Ngân hàng Nhà nước Việt Nam
2022-11-28,Cung tiền M2,13832397.0,Tỷ VNĐ,Ngân hàng Nhà nước Việt Nam
2023-01-29,Cung tiền M2,13815145.0,Tỷ VNĐ,Ngân hàng Nhà nước Việt Nam
2023-01-29,Tăng trưởng Cung tiền M2,3.08,%,Ngân hàng Nhà nước Việt Nam
2023-01-29,Tăng trưởng tín dụng,11.62,%,Ngân hàng Nhà nước Việt Nam
2023-01-29,Tín dụng,11657006.81,Tỷ VNĐ,Ngân hàng Nhà nước Việt Nam
2023-01-29,Tăng trưởng tín dụng,12.01,%,Ngân hàng Nhà nước Việt Nam
2023-01-29,Tăng trưởng Cung tiền M2,3.55,%,Ngân hàng Nhà nước Việt Nam
2023-01-29,Tín dụng,11697616.55,Tỷ VNĐ,Ngân hàng Nhà nước Việt Nam
2023-01-29,Cung tiền M2,13878503.0,Tỷ VNĐ,Ngân hàng Nhà nước Việt Nam
2023-02-27,Tăng trưởng tín dụng,14.18,%,Ngân hàng Nhà nước Việt Nam
2023-02-27,Tăng trưởng Cung tiền M2,6.15,%,Ngân hàng Nhà nước Việt Nam
2023-02-27,Tín dụng,11924433.61,Tỷ VNĐ,Ngân hàng Nhà nước Việt Nam
2023-02-27,Cung tiền M2,14226792.0,Tỷ VNĐ,Ngân hàng Nhà nước Việt Nam
2023-05-03,Tăng trưởng tín dụng,0.1,%,Ngân hàng Nhà nước Việt Nam
2023-05-03,Tăng trưởng Cung tiền M2,0.79,%,Ngân hàng Nhà nước Việt Nam
2023-05-03,Tín dụng,11936635.39,Tỷ VNĐ,Ngân hàng Nhà nước Việt Nam
2023-05-03,Cung tiền M2,14339502.0,Tỷ VNĐ,Ngân hàng Nhà nước Việt Nam
2023-05-03,Cung tiền M2,14272184.0,Tỷ VNĐ,Ngân hàng Nhà nước Việt Nam
2023-05-03,Tín dụng,12026335.13,Tỷ VNĐ,Ngân hàng Nhà nước Việt Nam
2023-05-03,Tăng trưởng tín dụng,0.82,%,Ngân hàng Nhà nước Việt Nam
2023-05-03,Tăng trưởng Cung tiền M2,0.32,%,Ngân hàng Nhà nước Việt Nam
2023-05-30,Tăng trưởng tín dụng,2.58,%,Ngân hàng Nhà nước Việt Nam
2023-05-30,Tăng trưởng Cung tiền M2,1.32,%,Ngân hàng Nhà nước Việt Nam
2023-05-30,Tín dụng,12231723.64,Tỷ VNĐ,Ngân hàng Nhà nước Việt Nam
2023-05-30,Cung tiền M2,14415021.0,Tỷ VNĐ,Ngân hàng Nhà nước Việt Nam
2023-06-29,Tăng trưởng tín dụng,3.03,%,Ngân hàng Nhà nước Việt Nam
2023-06-29,Tăng trưởng Cung tiền M2,1.71,%,Ngân hàng Nhà nước Việt Nam
2023-06-29,Tín dụng,12285210.28,Tỷ VNĐ,Ngân hàng Nhà nước Việt Nam
2023-06-29,Cung tiền M2,14470593.0,Tỷ VNĐ,Ngân hàng Nhà nước Việt Nam
2023-08-02,Tăng trưởng tín dụng,3.27,%,Ngân hàng Nhà nước Việt Nam
2023-08-02,Tăng trưởng Cung tiền M2,2.05,%,Ngân hàng Nhà nước Việt Nam
2023-08-02,Tín dụng,12314063.72,Tỷ VNĐ,Ngân hàng Nhà nước Việt Nam
2023-08-02,Cung tiền M2,14517832.0,Tỷ VNĐ,Ngân hàng Nhà nước Việt Nam
2023-09-03,Cung tiền M2,14754221.0,Tỷ VNĐ,Ngân hàng Nhà nước Việt Nam
2023-09-03,Tăng trưởng tín dụng,4.73,%,Ngân hàng Nhà nước Việt Nam
2023-09-03,Tăng trưởng Cung tiền M2,3.71,%,Ngân hàng Nhà nước Việt Nam
2023-09-03,Tín dụng,12487912.51,Tỷ VNĐ,Ngân hàng Nhà nước Việt Nam
2023-10-10,Tăng trưởng tín dụng,4.54,%,Ngân hàng Nhà nước Việt Nam
2023-10-10,Tăng trưởng Cung tiền M2,2.91,%,Ngân hàng Nhà nước Việt Nam
2023-10-10,Tín dụng,12466239.37,Tỷ VNĐ,Ngân hàng Nhà nước Việt Nam
2023-10-10,Cung tiền M2,14640943.0,Tỷ VNĐ,Ngân hàng Nhà nước Việt Nam
2023-11-02,Tăng trưởng tín dụng,5.57,%,Ngân hàng Nhà nước Việt Nam
2023-11-02,Tăng trưởng Cung tiền M2,4.04,%,Ngân hàng Nhà nước Việt Nam
2023-11-02,Tín dụng,12588304.72,Tỷ VNĐ,Ngân hàng Nhà nước Việt Nam
2023-11-02,Cung tiền M2,14801154.0,Tỷ VNĐ,Ngân hàng Nhà nước Việt Nam
2023-11-28,Tăng trưởng tín dụng,6.96,%,Ngân hàng Nhà nước Việt Nam
2023-11-28,Tăng trưởng Cung tiền M2,5.62,%,Ngân hàng Nhà nước Việt Nam
2023-11-28,Tín dụng,12754669.12,Tỷ VNĐ,Ngân hàng Nhà nước Việt Nam
2023-11-28,Cung tiền M2,15026012.0,Tỷ VNĐ,Ngân hàng Nhà nước Việt Nam
2024-01-14,Cung tiền M2,15074263.0,Tỷ VNĐ,Ngân hàng Nhà nước Việt Nam
2024-01-14,Tăng trưởng tín dụng,7.41,%,Ngân hàng Nhà nước Việt Nam
2024-01-14,Tăng trưởng Cung tiền M2,5.96,%,Ngân hàng Nhà nước Việt Nam
2024-01-14,Tín dụng,12808476.25,Tỷ VNĐ,Ngân hàng Nhà nước Việt Nam
2024-01-14,Tăng trưởng tín dụng,9.19,%,Ngân hàng Nhà nước Việt Nam
2024-01-14,Tăng trưởng Cung tiền M2,7.92,%,Ngân hàng Nhà nước Việt Nam
2024-01-14,Tín dụng,13019793.99,Tỷ VNĐ,Ngân hàng Nhà nước Việt Nam
2024-01-14,Cung tiền M2,15354119.0,Tỷ VNĐ,Ngân hàng Nhà nước Việt Nam
2024-05-15,Tăng trưởng tín dụng,13.78,%,Ngân hàng Nhà nước Việt Nam
2024-05-15,Tăng trưởng Cung tiền M2,12.46,%,Ngân hàng Nhà nước Việt Nam
2024-05-15,Tín dụng,13568977.92,Tỷ VNĐ,Ngân hàng Nhà nước Việt Nam
2024-05-15,Cung tiền M2,15998956.0,Tỷ VNĐ,Ngân hàng Nhà nước Việt Nam
2024-05-15,Tín dụng,13476198.6,Tỷ VNĐ,Ngân hàng Nhà nước Việt Nam
2024-05-15,Cung tiền M2,15999293.0,Tỷ VNĐ,Ngân hàng Nhà nước Việt Nam
2024-05-15,Tăng trưởng tín dụng,-0.68,%,Ngân hàng Nhà nước Việt Nam
2024-05-15,Tăng trưởng Cung tiền M2,0.0,%,Ngân hàng Nhà nước Việt Nam
2024-05-15,Tăng trưởng Cung tiền M2,-0.53,%,Ngân hàng Nhà nước Việt Nam
2024-05-15,Tín dụng,13467585.05,Tỷ VNĐ,Ngân hàng Nhà nước Việt Nam
2024-05-15,Cung tiền M2,15914067.0,Tỷ VNĐ,Ngân hàng Nhà nước Việt Nam
2024-05-15,Tăng trưởng tín dụng,-0.75,%,Ngân hàng Nhà nước Việt Nam
2024-10-14,Tăng trưởng tín dụng,1.42,%,Ngân hàng Nhà nước Việt Nam
2024-10-14,Tăng trưởng Cung tiền M2,0.09,%,Ngân hàng Nhà nước Việt Nam
2024-10-14,Tín dụng,13761415.87,Tỷ VNĐ,Ngân hàng Nhà nước Việt Nam
2024-10-14,Cung tiền M2,16012915.0,Tỷ VNĐ,Ngân hàng Nhà nước Việt Nam
2024-10-14,Tăng trưởng tín dụng,2.01,%,Ngân hàng Nhà nước Việt Nam
2024-10-14,Tăng trưởng Cung tiền M2,0.13,%,Ngân hàng Nhà nước Việt Nam
2024-10-14,Tín dụng,13842168.71,Tỷ VNĐ,Ngân hàng Nhà nước Việt Nam
2024-10-14,Cung tiền M2,16019364.0,Tỷ VNĐ,Ngân hàng Nhà nước Việt Nam
2024-10-14,Cung tiền M2,16130057.0,Tỷ VNĐ,Ngân hàng Nhà nước Việt Nam
2024-10-14,Tăng trưởng tín dụng,3.43,%,Ngân hàng Nhà nước Việt Nam
2024-10-14,Tăng trưởng Cung tiền M2,0.82,%,Ngân hàng Nhà nước Việt Nam
2024-10-14,Tín dụng,14034014.18,Tỷ VNĐ,Ngân hàng Nhà nước Việt Nam
2024-10-14,Tăng trưởng tín dụng,6.1,%,Ngân hàng Nhà nước Việt Nam
2024-10-14,Tăng trưởng Cung tiền M2,3.21,%,Ngân hàng Nhà nước Việt Nam
2024-10-14,Tín dụng,14396261.98,Tỷ VNĐ,Ngân hàng Nhà nước Việt Nam
2024-10-14,Cung tiền M2,16513106.0,Tỷ VNĐ,Ngân hàng Nhà nước Việt Nam
2024-10-14,Tăng trưởng tín dụng,5.93,%,Ngân hàng Nhà nước Việt Nam
2024-10-14,Tăng trưởng Cung tiền M2,2.52,%,Ngân hàng Nhà nước Việt Nam
2024-10-14,Tín dụng,14373407.09,Tỷ VNĐ,Ngân hàng Nhà nước Việt Nam
2024-10-14,Cung tiền M2,16401397.0,Tỷ VNĐ,Ngân hàng Nhà nước Việt Nam
2024-11-03,Tăng trưởng tín dụng,7.31,%,Ngân hàng Nhà nước Việt Nam
2024-11-03,Tăng trưởng Cung tiền M2,4.12,%,Ngân hàng Nhà nước Việt Nam
2024-11-03,Tín dụng,14561481.81,Tỷ VNĐ,Ngân hàng Nhà nước Việt Nam
2024-11-03,Cung tiền M2,16658293.0,Tỷ VNĐ,Ngân hàng Nhà nước Việt Nam
2024-12-04,Cung tiền M2,16949072.0,Tỷ VNĐ,Ngân hàng Nhà nước Việt Nam
2024-12-04,Tăng trưởng Cung tiền M2,5.94,%,Ngân hàng Nhà nước Việt Nam
2024-12-04,Tăng trưởng tín dụng,9.11,%,Ngân hàng Nhà nước Việt Nam
2024-12-04,Tín dụng,14805563.37,Tỷ VNĐ,Ngân hàng Nhà nước Việt Nam
2025-01-09,Tăng trưởng tín dụng,10.15,%,Ngân hàng Nhà nước Việt Nam
2025-01-09,Tăng trưởng Cung tiền M2,6.93,%,Ngân hàng Nhà nước Việt Nam
2025-01-09,Tín dụng,14945582.57,Tỷ VNĐ,Ngân hàng Nhà nước Việt Nam
2025-01-09,Cung tiền M2,17107320.0,Tỷ VNĐ,Ngân hàng Nhà nước Việt Nam
2025-01-22,Tăng trưởng tín dụng,11.85,%,Ngân hàng Nhà nước Việt Nam
2025-01-22,Tăng trưởng Cung tiền M2,8.14,%,Ngân hàng Nhà nước Việt Nam
2025-01-22,Tín dụng,15176471.37,Tỷ VNĐ,Ngân hàng Nhà nước Việt Nam
2025-01-22,Cung tiền M2,17301843.0,Tỷ VNĐ,Ngân hàng Nhà nước Việt Nam
2025-03-03,Tăng trưởng tín dụng,15.09,%,Ngân hàng Nhà nước Việt Nam
2025-03-03,Tăng trưởng Cung tiền M2,11.97,%,Ngân hàng Nhà nước Việt Nam
2025-03-03,Tín dụng,15616213.73,Tỷ VNĐ,Ngân hàng Nhà nước Việt Nam
2025-03-03,Cung tiền M2,17914566.0,Tỷ VNĐ,Ngân hàng Nhà nước Việt Nam
2025-03-26,Cung tiền M2,18176926.0,Tỷ VNĐ,Ngân hàng Nhà nước Việt Nam
2025-03-26,Tăng trưởng Cung tiền M2,1.46,%,Ngân hàng Nhà nước Việt Nam
2025-03-26,Tăng trưởng tín dụng,0.55,%,Ngân hàng Nhà nước Việt Nam
2025-03-26,Tín dụng,15701965.17,Tỷ VNĐ,Ngân hàng Nhà nước Việt Nam
2025-05-12,Tăng trưởng tín dụng,0.76,%,Ngân hàng Nhà nước Việt Nam
2025-05-12,Tăng trưởng Cung tiền M2,1.35,%,Ngân hàng Nhà nước Việt Nam
2025-05-12,Tín dụng,15735537.26,Tỷ VNĐ,Ngân hàng Nhà nước Việt Nam
2025-05-12,Cung tiền M2,18157191.0,Tỷ VNĐ,Ngân hàng Nhà nước Việt Nam
2025-06-03,Tăng trưởng tín dụng,3.91,%,Ngân hàng Nhà nước Việt Nam
2025-06-03,Tăng trưởng Cung tiền M2,2.99,%,Ngân hàng Nhà nước Việt Nam
2025-06-03,Tín dụng,16226458.02,Tỷ VNĐ,Ngân hàng Nhà nước Việt Nam
2025-06-03,Cung tiền M2,18450042.0,Tỷ VNĐ,Ngân hàng Nhà nước Việt Nam
2025-07-06,Tăng trưởng tín dụng,5.32,%,Ngân hàng Nhà nước Việt Nam
2025-07-06,Tăng trưởng Cung tiền M2,4.5,%,Ngân hàng Nhà nước Việt Nam
2025-07-06,Tín dụng,16446560.51,Tỷ VNĐ,Ngân hàng Nhà nước Việt Nam
2025-07-06,Cung tiền M2,18721571.0,Tỷ VNĐ,Ngân hàng Nhà nước Việt Nam
