last_updated,group_name,name,value,unit,source,report_type
2018-12-02,Giá trị GDP (2010),Nông nghiệp,122608.94,Tỷ VNĐ,,Quý 3
2018-12-02,Giá trị GDP (2010),Nông nghiệp,149364.0,Tỷ VNĐ,,Quý 4
2018-12-02,Giá trị GDP hiện hành,Công nghiệp,362500.0,Tỷ VNĐ,Tổng cục thống kê,Quý 1
2018-12-02,Giá trị GDP hiện hành,Công nghiệp,465898.4,Tỷ VNĐ,Tổng cục thống kê,Quý 2
2018-12-02,Giá trị GDP hiện hành,Công nghiệp,404299.0,Tỷ VNĐ,Tổng cục thống kê,Quý 3
2018-12-02,Giá trị GDP hiện hành,Công nghiệp,586998.0,Tỷ VNĐ,Tổng cục thống kê,Quý 4
2018-12-02,Giá trị GDP hiện hành,Dịch vụ,449923.0,Tỷ VNĐ,Tổng cục thống kê,Quý 1
2018-12-02,Giá trị GDP hiện hành,Dịch vụ,499420.0,Tỷ VNĐ,Tổng cục thống kê,Quý 2
2018-12-02,Giá trị GDP hiện hành,Dịch vụ,618499.0,Tỷ VNĐ,Tổng cục thống kê,Quý 3
2018-12-02,Giá trị GDP hiện hành,Dịch vụ,648102.0,Tỷ VNĐ,Tổng cục thống kê,Quý 4
2018-12-02,Giá trị GDP hiện hành,GDP danh nghĩa,1027928.0,Tỷ VNĐ,Tổng cục thống kê,Quý 1
2018-12-02,Giá trị GDP hiện hành,GDP danh nghĩa,1414236.5,Tỷ VNĐ,Tổng cục thống kê,Quý 2
2018-12-02,Giá trị GDP hiện hành,GDP danh nghĩa,1242220.0,Tỷ VNĐ,Tổng cục thống kê,Quý 3
2018-12-02,Giá trị GDP hiện hành,GDP danh nghĩa,1676602.0,Tỷ VNĐ,Tổng cục thống kê,Quý 4
2018-12-02,Giá trị GDP hiện hành,Nông nghiệp,106260.0,Tỷ VNĐ,Tổng cục thống kê,Quý 1
2018-12-02,Giá trị GDP hiện hành,Nông nghiệp,215092.0,Tỷ VNĐ,Tổng cục thống kê,Quý 2
2018-12-02,Giá trị GDP hiện hành,Nông nghiệp,192510.3,Tỷ VNĐ,Tổng cục thống kê,Quý 3
2018-12-02,Giá trị GDP hiện hành,Nông nghiệp,279932.0,Tỷ VNĐ,Tổng cục thống kê,Quý 4
2018-12-02,Tăng trưởng thực của GDP,Công nghiệp,9.7,%,Tổng cục thống kê,Quý 1
2018-12-02,Tăng trưởng thực của GDP,Công nghiệp,,%,Tổng cục thống kê,Quý 2
2018-12-02,Tăng trưởng thực của GDP,Công nghiệp,8.61,%,Tổng cục thống kê,Quý 3
2018-12-02,Tăng trưởng thực của GDP,Công nghiệp,,%,Tổng cục thống kê,Quý 4
2018-12-02,Tăng trưởng thực của GDP,Dịch vụ,6.7,%,Tổng cục thống kê,Quý 1
2018-12-02,Tăng trưởng thực của GDP,Dịch vụ,,%,Tổng cục thống kê,Quý 2
2018-12-02,Tăng trưởng thực của GDP,Dịch vụ,6.87,%,Tổng cục thống kê,Quý 3
2018-12-02,Tăng trưởng thực của GDP,Dịch vụ,,%,Tổng cục thống kê,Quý 4
2018-12-02,Tăng trưởng thực của GDP,Nông nghiệp,4.05,%,Tổng cục thống kê,Quý 1
2018-12-02,Tăng trưởng thực của GDP,Nông nghiệp,,%,Tổng cục thống kê,Quý 2
2018-12-02,Tăng trưởng thực của GDP,Nông nghiệp,3.46,%,Tổng cục thống kê,Quý 3
2018-12-02,Tăng trưởng thực của GDP,Nông nghiệp,,%,Tổng cục thống kê,Quý 4
2018-12-02,Tăng trưởng thực của GDP,Tổng GDP,7.38,%,Tổng cục thống kê,Quý 1
2018-12-02,Tăng trưởng thực của GDP,Tổng GDP,6.79,%,Tổng cục thống kê,Quý 2
2018-12-02,Tăng trưởng thực của GDP,Tổng GDP,6.88,%,Tổng cục thống kê,Quý 3
2018-12-02,Tăng trưởng thực của GDP,Tổng GDP,,%,Tổng cục thống kê,Quý 4
2018-12-26,Cơ cấu GDP  theo giá hiện tại,Công nghiệp,35.82,%,Tổng cục thống kê,Quý 4
2018-12-26,Cơ cấu GDP  theo giá hiện tại,Dịch vụ,38.5,%,Tổng cục thống kê,Quý 4
2018-12-26,Cơ cấu GDP  theo giá hiện tại,Nông nghiệp,15.83,%,Tổng cục thống kê,Quý 4
2018-12-26,Giá trị GDP (2010),Công nghiệp,415876.0,Tỷ VNĐ,,Quý 4
2018-12-26,Giá trị GDP (2010),Dịch vụ,440185.0,Tỷ VNĐ,,Quý 4
2018-12-26,Giá trị GDP (2010),GDP thực,1134963.0,Tỷ VNĐ,,Quý 4
2018-12-26,Giá trị GDP (2010),Nông nghiệp,154845.0,Tỷ VNĐ,,Quý 4
2018-12-26,Giá trị GDP hiện hành,Công nghiệp,663357.0,Tỷ VNĐ,Tổng cục thống kê,Quý 4
2018-12-26,Giá trị GDP hiện hành,Dịch vụ,713029.0,Tỷ VNĐ,Tổng cục thống kê,Quý 4
2018-12-26,Giá trị GDP hiện hành,GDP danh nghĩa,1851928.0,Tỷ VNĐ,Tổng cục thống kê,Quý 4
2018-12-26,Giá trị GDP hiện hành,Nông nghiệp,293080.0,Tỷ VNĐ,Tổng cục thống kê,Quý 4
2018-12-26,Tăng trưởng thực của GDP,Công nghiệp,8.65,%,Tổng cục thống kê,Quý 4
2018-12-26,Tăng trưởng thực của GDP,Dịch vụ,7.61,%,Tổng cục thống kê,Quý 4
2018-12-26,Tăng trưởng thực của GDP,Nông nghiệp,3.9,%,Tổng cục thống kê,Quý 4
2018-12-26,Tăng trưởng thực của GDP,Tổng GDP,7.31,%,Tổng cục thống kê,Quý 4
2019-03-28,Cơ cấu GDP  theo giá hiện tại,Công nghiệp,35.25,%,Tổng cục thống kê,Quý 1
2019-03-28,Cơ cấu GDP  theo giá hiện tại,Dịch vụ,44.04,%,Tổng cục thống kê,Quý 1
2019-03-28,Cơ cấu GDP  theo giá hiện tại,Nông nghiệp,10.16,%,Tổng cục thống kê,Quý 1
2019-03-28,Giá trị GDP (2010),Công nghiệp,247733.0,Tỷ VNĐ,,Quý 1
2019-03-28,Giá trị GDP (2010),Dịch vụ,276919.0,Tỷ VNĐ,,Quý 1
2019-03-28,Giá trị GDP (2010),GDP thực,681010.0,Tỷ VNĐ,,Quý 1
2019-03-28,Giá trị GDP (2010),Nông nghiệp,72261.0,Tỷ VNĐ,,Quý 1
2019-03-28,Giá trị GDP hiện hành,Công nghiệp,393671.0,Tỷ VNĐ,Tổng cục thống kê,Quý 1
2019-03-28,Giá trị GDP hiện hành,Dịch vụ,491778.0,Tỷ VNĐ,Tổng cục thống kê,Quý 1
2019-03-28,Giá trị GDP hiện hành,GDP danh nghĩa,1116680.0,Tỷ VNĐ,Tổng cục thống kê,Quý 1
2019-03-28,Giá trị GDP hiện hành,Nông nghiệp,113401.0,Tỷ VNĐ,Tổng cục thống kê,Quý 1
2019-03-28,Tăng trưởng thực của GDP,Công nghiệp,8.63,%,Tổng cục thống kê,Quý 1
2019-03-28,Tăng trưởng thực của GDP,Dịch vụ,6.5,%,Tổng cục thống kê,Quý 1
2019-03-28,Tăng trưởng thực của GDP,Nông nghiệp,2.68,%,Tổng cục thống kê,Quý 1
2019-03-28,Tăng trưởng thực của GDP,Tổng GDP,6.79,%,Tổng cục thống kê,Quý 1
2019-06-27,Cơ cấu GDP  theo giá hiện tại,Công nghiệp,33.29,%,Tổng cục thống kê,Quý 2
2019-06-27,Cơ cấu GDP  theo giá hiện tại,Dịch vụ,40.44,%,Tổng cục thống kê,Quý 2
2019-06-27,Cơ cấu GDP  theo giá hiện tại,Nông nghiệp,16.33,%,Tổng cục thống kê,Quý 2
2019-06-27,Giá trị GDP (2010),Công nghiệp,311394.0,Tỷ VNĐ,,Quý 2
2019-06-27,Giá trị GDP (2010),Dịch vụ,318984.0,Tỷ VNĐ,,Quý 2
2019-06-27,Giá trị GDP (2010),GDP thực,884508.0,Tỷ VNĐ,,Quý 2
2019-06-27,Giá trị GDP (2010),Nông nghiệp,156090.0,Tỷ VNĐ,,Quý 2
2019-06-27,Giá trị GDP hiện hành,Công nghiệp,455082.0,Tỷ VNĐ,Tổng cục thống kê,Quý 2
2019-06-27,Giá trị GDP hiện hành,Dịch vụ,552806.0,Tỷ VNĐ,Tổng cục thống kê,Quý 2
2019-06-27,Giá trị GDP hiện hành,GDP danh nghĩa,1366899.0,Tỷ VNĐ,Tổng cục thống kê,Quý 2
2019-06-27,Giá trị GDP hiện hành,Nông nghiệp,223202.0,Tỷ VNĐ,Tổng cục thống kê,Quý 2
2019-06-27,Tăng trưởng thực của GDP,Công nghiệp,9.14,%,Tổng cục thống kê,Quý 2
2019-06-27,Tăng trưởng thực của GDP,Dịch vụ,6.85,%,Tổng cục thống kê,Quý 2
2019-06-27,Tăng trưởng thực của GDP,Nông nghiệp,2.19,%,Tổng cục thống kê,Quý 2
2019-06-27,Tăng trưởng thực của GDP,Tổng GDP,6.71,%,Tổng cục thống kê,Quý 2
2019-09-29,Cơ cấu GDP  theo giá hiện tại,Công nghiệp,33.63,%,Tổng cục thống kê,Quý 3
2019-09-29,Cơ cấu GDP  theo giá hiện tại,Dịch vụ,43.89,%,Tổng cục thống kê,Quý 3
2019-09-29,Cơ cấu GDP  theo giá hiện tại,Nông nghiệp,12.65,%,Tổng cục thống kê,Quý 3
2019-09-29,Giá trị GDP (2010),Công nghiệp,344648.0,Tỷ VNĐ,,Quý 3
2019-09-29,Giá trị GDP (2010),Dịch vụ,381359.0,Tỷ VNĐ,,Quý 3
2019-09-29,Giá trị GDP (2010),GDP thực,957109.0,Tỷ VNĐ,,Quý 3
2019-09-29,Giá trị GDP (2010),Nông nghiệp,124487.0,Tỷ VNĐ,,Quý 3
2019-09-29,Giá trị GDP hiện hành,Công nghiệp,517564.0,Tỷ VNĐ,Tổng cục thống kê,Quý 3
2019-09-29,Giá trị GDP hiện hành,Dịch vụ,675535.0,Tỷ VNĐ,Tổng cục thống kê,Quý 3
2019-09-29,Giá trị GDP hiện hành,GDP danh nghĩa,1539114.0,Tỷ VNĐ,Tổng cục thống kê,Quý 3
2019-09-29,Giá trị GDP hiện hành,Nông nghiệp,194675.0,Tỷ VNĐ,Tổng cục thống kê,Quý 3
2019-09-29,Tăng trưởng thực của GDP,Công nghiệp,10.05,%,Tổng cục thống kê,Quý 3
2019-09-29,Tăng trưởng thực của GDP,Dịch vụ,7.11,%,Tổng cục thống kê,Quý 3
2019-09-29,Tăng trưởng thực của GDP,Nông nghiệp,1.53,%,Tổng cục thống kê,Quý 3
2019-09-29,Tăng trưởng thực của GDP,Tổng GDP,7.31,%,Tổng cục thống kê,Quý 3
2019-11-06,Cơ cấu GDP  theo giá hiện tại,Công nghiệp,32.76,%,Tổng cục thống kê,6 tháng
2019-11-06,Cơ cấu GDP  theo giá hiện tại,Công nghiệp,33.78,%,Tổng cục thống kê,6 tháng
2019-11-06,Cơ cấu GDP  theo giá hiện tại,Công nghiệp,34.2,%,Tổng cục thống kê,6 tháng
2019-11-06,Cơ cấu GDP  theo giá hiện tại,Công nghiệp,32.5,%,Tổng cục thống kê,9 tháng
2019-11-06,Cơ cấu GDP  theo giá hiện tại,Công nghiệp,33.49,%,Tổng cục thống kê,9 tháng
2019-11-06,Cơ cấu GDP  theo giá hiện tại,Công nghiệp,33.98,%,Tổng cục thống kê,9 tháng
2019-11-06,Cơ cấu GDP  theo giá hiện tại,Dịch vụ,41.84,%,Tổng cục thống kê,6 tháng
2019-11-06,Cơ cấu GDP  theo giá hiện tại,Dịch vụ,41.82,%,Tổng cục thống kê,6 tháng
2019-11-06,Cơ cấu GDP  theo giá hiện tại,Dịch vụ,42.04,%,Tổng cục thống kê,6 tháng
2019-11-06,Cơ cấu GDP  theo giá hiện tại,Dịch vụ,42.67,%,Tổng cục thống kê,9 tháng
2019-11-06,Cơ cấu GDP  theo giá hiện tại,Dịch vụ,42.54,%,Tổng cục thống kê,9 tháng
2019-11-06,Cơ cấu GDP  theo giá hiện tại,Dịch vụ,42.74,%,Tổng cục thống kê,9 tháng
2019-11-06,Cơ cấu GDP  theo giá hiện tại,Nông nghiệp,15.06,%,Tổng cục thống kê,6 tháng
2019-11-06,Cơ cấu GDP  theo giá hiện tại,Nông nghiệp,14.15,%,Tổng cục thống kê,6 tháng
2019-11-06,Cơ cấu GDP  theo giá hiện tại,Nông nghiệp,13.55,%,Tổng cục thống kê,6 tháng
2019-11-06,Cơ cấu GDP  theo giá hiện tại,Nông nghiệp,14.66,%,Tổng cục thống kê,9 tháng
2019-11-06,Cơ cấu GDP  theo giá hiện tại,Nông nghiệp,13.93,%,Tổng cục thống kê,9 tháng
2019-11-06,Cơ cấu GDP  theo giá hiện tại,Nông nghiệp,13.2,%,Tổng cục thống kê,9 tháng
2019-11-06,Giá trị GDP (2010),Công nghiệp,470314.0,Tỷ VNĐ,,6 tháng
2019-11-06,Giá trị GDP (2010),Công nghiệp,513350.0,Tỷ VNĐ,,6 tháng
2019-11-06,Giá trị GDP (2010),Công nghiệp,559224.0,Tỷ VNĐ,,6 tháng
2019-11-06,Giá trị GDP (2010),Công nghiệp,758614.0,Tỷ VNĐ,,9 tháng
2019-11-06,Giá trị GDP (2010),Công nghiệp,826087.5,Tỷ VNĐ,,9 tháng
2019-11-06,Giá trị GDP (2010),Công nghiệp,903873.0,Tỷ VNĐ,,9 tháng
2019-11-06,Giá trị GDP (2010),Dịch vụ,522330.0,Tỷ VNĐ,,6 tháng
2019-11-06,Giá trị GDP (2010),Dịch vụ,558608.0,Tỷ VNĐ,,6 tháng
2019-11-06,Giá trị GDP (2010),Dịch vụ,595903.0,Tỷ VNĐ,,6 tháng
2019-11-06,Giá trị GDP (2010),Dịch vụ,857080.0,Tỷ VNĐ,,9 tháng
2019-11-06,Giá trị GDP (2010),Dịch vụ,915734.7,Tỷ VNĐ,,9 tháng
2019-11-06,Giá trị GDP (2010),Dịch vụ,977261.0,Tỷ VNĐ,,9 tháng
2019-11-06,Giá trị GDP (2010),GDP thực,1368665.0,Tỷ VNĐ,,6 tháng
2019-11-06,Giá trị GDP (2010),GDP thực,1466960.0,Tỷ VNĐ,,6 tháng
2019-11-06,Giá trị GDP (2010),GDP thực,1565704.0,Tỷ VNĐ,,6 tháng
2019-11-06,Giá trị GDP (2010),GDP thực,2204935.0,Tỷ VNĐ,,9 tháng
2019-11-06,Giá trị GDP (2010),GDP thực,2358942.5,Tỷ VNĐ,,9 tháng
2019-11-06,Giá trị GDP (2010),GDP thực,2522978.0,Tỷ VNĐ,,9 tháng
2019-11-06,Giá trị GDP (2010),Nông nghiệp,214835.0,Tỷ VNĐ,,6 tháng
2019-11-06,Giá trị GDP (2010),Nông nghiệp,223482.0,Tỷ VNĐ,,6 tháng
2019-11-06,Giá trị GDP (2010),Nông nghiệp,228440.0,Tỷ VNĐ,,6 tháng
2019-11-06,Giá trị GDP (2010),Nông nghiệp,333053.0,Tỷ VNĐ,,9 tháng
2019-11-06,Giá trị GDP (2010),Nông nghiệp,345561.1,Tỷ VNĐ,,9 tháng
2019-11-06,Giá trị GDP (2010),Nông nghiệp,352698.0,Tỷ VNĐ,,9 tháng
2019-11-06,Giá trị GDP hiện hành,Công nghiệp,674442.0,Tỷ VNĐ,Tổng cục thống kê,6 tháng
2019-11-06,Giá trị GDP hiện hành,Công nghiệp,766799.0,Tỷ VNĐ,Tổng cục thống kê,6 tháng
2019-11-06,Giá trị GDP hiện hành,Công nghiệp,849830.0,Tỷ VNĐ,Tổng cục thống kê,6 tháng
2019-11-06,Giá trị GDP hiện hành,Công nghiệp,1082570.0,Tỷ VNĐ,Tổng cục thống kê,9 tháng
2019-11-06,Giá trị GDP hiện hành,Công nghiệp,1234019.9,Tỷ VNĐ,Tổng cục thống kê,9 tháng
2019-11-06,Giá trị GDP hiện hành,Công nghiệp,1367394.0,Tỷ VNĐ,Tổng cục thống kê,9 tháng
2019-11-06,Giá trị GDP hiện hành,Dịch vụ,861456.0,Tỷ VNĐ,Tổng cục thống kê,6 tháng
2019-11-06,Giá trị GDP hiện hành,Dịch vụ,949343.0,Tỷ VNĐ,Tổng cục thống kê,6 tháng
2019-11-06,Giá trị GDP hiện hành,Dịch vụ,1044588.0,Tỷ VNĐ,Tổng cục thống kê,6 tháng
2019-11-06,Giá trị GDP hiện hành,Dịch vụ,1421464.0,Tỷ VNĐ,Tổng cục thống kê,9 tháng
2019-11-06,Giá trị GDP hiện hành,Dịch vụ,1567772.2,Tỷ VNĐ,Tổng cục thống kê,9 tháng
2019-11-06,Giá trị GDP hiện hành,Dịch vụ,1720123.0,Tỷ VNĐ,Tổng cục thống kê,9 tháng
2019-11-06,Giá trị GDP hiện hành,GDP danh nghĩa,2058822.0,Tỷ VNĐ,Tổng cục thống kê,6 tháng
2019-11-06,Giá trị GDP hiện hành,GDP danh nghĩa,2270148.0,Tỷ VNĐ,Tổng cục thống kê,6 tháng
2019-11-06,Giá trị GDP hiện hành,GDP danh nghĩa,2484918.0,Tỷ VNĐ,Tổng cục thống kê,6 tháng
2019-11-06,Giá trị GDP hiện hành,GDP danh nghĩa,3331255.0,Tỷ VNĐ,Tổng cục thống kê,9 tháng
2019-11-06,Giá trị GDP hiện hành,GDP danh nghĩa,3685130.3,Tỷ VNĐ,Tổng cục thống kê,9 tháng
2019-11-06,Giá trị GDP hiện hành,GDP danh nghĩa,4024265.0,Tỷ VNĐ,Tổng cục thống kê,9 tháng
2019-11-06,Giá trị GDP hiện hành,Nông nghiệp,310045.0,Tỷ VNĐ,Tổng cục thống kê,6 tháng
2019-11-06,Giá trị GDP hiện hành,Nông nghiệp,321352.0,Tỷ VNĐ,Tổng cục thống kê,6 tháng
2019-11-06,Giá trị GDP hiện hành,Nông nghiệp,336753.0,Tỷ VNĐ,Tổng cục thống kê,6 tháng
2019-11-06,Giá trị GDP hiện hành,Nông nghiệp,488229.0,Tỷ VNĐ,Tổng cục thống kê,9 tháng
2019-11-06,Giá trị GDP hiện hành,Nông nghiệp,513355.6,Tỷ VNĐ,Tổng cục thống kê,9 tháng
2019-11-06,Giá trị GDP hiện hành,Nông nghiệp,531111.0,Tỷ VNĐ,Tổng cục thống kê,9 tháng
2019-11-06,Tăng trưởng thực của GDP,Công nghiệp,5.81,%,Tổng cục thống kê,6 tháng
2019-11-06,Tăng trưởng thực của GDP,Công nghiệp,9.07,%,Tổng cục thống kê,6 tháng
2019-11-06,Tăng trưởng thực của GDP,Công nghiệp,8.93,%,Tổng cục thống kê,6 tháng
2019-11-06,Tăng trưởng thực của GDP,Công nghiệp,7.17,%,Tổng cục thống kê,9 tháng
2019-11-06,Tăng trưởng thực của GDP,Công nghiệp,8.89,%,Tổng cục thống kê,9 tháng
2019-11-06,Tăng trưởng thực của GDP,Công nghiệp,9.36,%,Tổng cục thống kê,9 tháng
2019-11-06,Tăng trưởng thực của GDP,Dịch vụ,6.85,%,Tổng cục thống kê,6 tháng
2019-11-06,Tăng trưởng thực của GDP,Dịch vụ,6.9,%,Tổng cục thống kê,6 tháng
2019-11-06,Tăng trưởng thực của GDP,Dịch vụ,6.69,%,Tổng cục thống kê,6 tháng
2019-11-06,Tăng trưởng thực của GDP,Dịch vụ,7.25,%,Tổng cục thống kê,9 tháng
2019-11-06,Tăng trưởng thực của GDP,Dịch vụ,6.89,%,Tổng cục thống kê,9 tháng
2019-11-06,Tăng trưởng thực của GDP,Dịch vụ,6.85,%,Tổng cục thống kê,9 tháng
2019-11-06,Tăng trưởng thực của GDP,Nông nghiệp,2.65,%,Tổng cục thống kê,6 tháng
2019-11-06,Tăng trưởng thực của GDP,Nông nghiệp,3.93,%,Tổng cục thống kê,6 tháng
2019-11-06,Tăng trưởng thực của GDP,Nông nghiệp,2.39,%,Tổng cục thống kê,6 tháng
2019-11-06,Tăng trưởng thực của GDP,Nông nghiệp,2.78,%,Tổng cục thống kê,9 tháng
2019-11-06,Tăng trưởng thực của GDP,Nông nghiệp,3.65,%,Tổng cục thống kê,9 tháng
2019-11-06,Tăng trưởng thực của GDP,Nông nghiệp,2.02,%,Tổng cục thống kê,9 tháng
2019-11-06,Tăng trưởng thực của GDP,Tổng GDP,5.73,%,Tổng cục thống kê,6 tháng
2019-11-06,Tăng trưởng thực của GDP,Tổng GDP,7.08,%,Tổng cục thống kê,6 tháng
2019-11-06,Tăng trưởng thực của GDP,Tổng GDP,6.76,%,Tổng cục thống kê,6 tháng
2019-11-06,Tăng trưởng thực của GDP,Tổng GDP,6.41,%,Tổng cục thống kê,9 tháng
2019-11-06,Tăng trưởng thực của GDP,Tổng GDP,6.98,%,Tổng cục thống kê,9 tháng
2019-11-06,Tăng trưởng thực của GDP,Tổng GDP,6.98,%,Tổng cục thống kê,9 tháng
2019-12-26,Cơ cấu GDP  theo giá hiện tại,Công nghiệp,35.53,%,Tổng cục thống kê,Quý 4
2019-12-26,Cơ cấu GDP  theo giá hiện tại,Dịch vụ,39.42,%,Tổng cục thống kê,Quý 4
2019-12-26,Cơ cấu GDP  theo giá hiện tại,Nông nghiệp,15.45,%,Tổng cục thống kê,Quý 4
2019-12-26,Giá trị GDP (2010),Công nghiệp,448832.0,Tỷ VNĐ,,Quý 4
2019-12-26,Giá trị GDP (2010),Dịch vụ,475814.0,Tỷ VNĐ,,Quý 4
2019-12-26,Giá trị GDP (2010),GDP thực,1214052.0,Tỷ VNĐ,,Quý 4
2019-12-26,Giá trị GDP (2010),Nông nghiệp,157354.0,Tỷ VNĐ,,Quý 4
2019-12-26,Giá trị GDP hiện hành,Công nghiệp,714489.0,Tỷ VNĐ,Tổng cục thống kê,Quý 4
2019-12-26,Giá trị GDP hiện hành,Dịch vụ,792777.0,Tỷ VNĐ,Tổng cục thống kê,Quý 4
2019-12-26,Giá trị GDP hiện hành,GDP danh nghĩa,2010887.0,Tỷ VNĐ,Tổng cục thống kê,Quý 4
2019-12-26,Giá trị GDP hiện hành,Nông nghiệp,310617.0,Tỷ VNĐ,Tổng cục thống kê,Quý 4
2019-12-26,Tăng trưởng thực của GDP,Công nghiệp,7.92,%,Tổng cục thống kê,Quý 4
2019-12-26,Tăng trưởng thực của GDP,Dịch vụ,8.09,%,Tổng cục thống kê,Quý 4
2019-12-26,Tăng trưởng thực của GDP,Nông nghiệp,1.62,%,Tổng cục thống kê,Quý 4
2019-12-26,Tăng trưởng thực của GDP,Tổng GDP,6.97,%,Tổng cục thống kê,Quý 4
2020-03-26,Cơ cấu GDP  theo giá hiện tại,Công nghiệp,35.52,%,Tổng cục thống kê,Quý 1
2020-03-26,Cơ cấu GDP  theo giá hiện tại,Dịch vụ,43.71,%,Tổng cục thống kê,Quý 1
2020-03-26,Cơ cấu GDP  theo giá hiện tại,Nông nghiệp,10.11,%,Tổng cục thống kê,Quý 1
2020-03-26,Giá trị GDP (2010),Công nghiệp,260602.0,Tỷ VNĐ,,Quý 1
2020-03-26,Giá trị GDP (2010),Dịch vụ,285964.0,Tỷ VNĐ,,Quý 1
2020-03-26,Giá trị GDP (2010),GDP thực,707223.0,Tỷ VNĐ,,Quý 1
2020-03-26,Giá trị GDP (2010),Nông nghiệp,72406.0,Tỷ VNĐ,,Quý 1
2020-03-26,Giá trị GDP hiện hành,Công nghiệp,422089.0,Tỷ VNĐ,Tổng cục thống kê,Quý 1
2020-03-26,Giá trị GDP hiện hành,Dịch vụ,519313.0,Tỷ VNĐ,Tổng cục thống kê,Quý 1
2020-03-26,Giá trị GDP hiện hành,GDP danh nghĩa,1188207.0,Tỷ VNĐ,Tổng cục thống kê,Quý 1
2020-03-26,Giá trị GDP hiện hành,Nông nghiệp,120084.0,Tỷ VNĐ,Tổng cục thống kê,Quý 1
2020-03-26,Tăng trưởng thực của GDP,Công nghiệp,5.15,%,Tổng cục thống kê,Quý 1
2020-03-26,Tăng trưởng thực của GDP,Dịch vụ,3.27,%,Tổng cục thống kê,Quý 1
2020-03-26,Tăng trưởng thực của GDP,Nông nghiệp,0.08,%,Tổng cục thống kê,Quý 1
2020-03-26,Tăng trưởng thực của GDP,Tổng GDP,3.82,%,Tổng cục thống kê,Quý 1
2020-06-28,Cơ cấu GDP  theo giá hiện tại,Công nghiệp,33.44,%,Tổng cục thống kê,6 tháng
2020-06-28,Cơ cấu GDP  theo giá hiện tại,Công nghiệp,31.86,%,Tổng cục thống kê,Quý 2
2020-06-28,Cơ cấu GDP  theo giá hiện tại,Dịch vụ,42.04,%,Tổng cục thống kê,6 tháng
2020-06-28,Cơ cấu GDP  theo giá hiện tại,Dịch vụ,40.32,%,Tổng cục thống kê,Quý 2
2020-06-28,Cơ cấu GDP  theo giá hiện tại,Nông nghiệp,14.16,%,Tổng cục thống kê,6 tháng
2020-06-28,Cơ cấu GDP  theo giá hiện tại,Nông nghiệp,17.69,%,Tổng cục thống kê,Quý 2
2020-06-28,Giá trị GDP (2010),Công nghiệp,599315.0,Tỷ VNĐ,,6 tháng
2020-06-28,Giá trị GDP (2010),Công nghiệp,315686.0,Tỷ VNĐ,,Quý 2
2020-06-28,Giá trị GDP (2010),Dịch vụ,188007.0,Tỷ VNĐ,,6 tháng
2020-06-28,Giá trị GDP (2010),Dịch vụ,313378.0,Tỷ VNĐ,,Quý 2
2020-06-28,Giá trị GDP (2010),GDP thực,1594140.0,Tỷ VNĐ,,6 tháng
2020-06-28,Giá trị GDP (2010),GDP thực,887862.0,Tỷ VNĐ,,Quý 2
2020-06-28,Giá trị GDP (2010),Nông nghiệp,575897.0,Tỷ VNĐ,,6 tháng
2020-06-28,Giá trị GDP (2010),Nông nghiệp,158542.0,Tỷ VNĐ,,Quý 2
2020-06-28,Giá trị GDP hiện hành,Công nghiệp,861692.0,Tỷ VNĐ,Tổng cục thống kê,6 tháng
2020-06-28,Giá trị GDP hiện hành,Công nghiệp,440569.0,Tỷ VNĐ,Tổng cục thống kê,Quý 2
2020-06-28,Giá trị GDP hiện hành,Dịch vụ,1083270.0,Tỷ VNĐ,Tổng cục thống kê,6 tháng
2020-06-28,Giá trị GDP hiện hành,Dịch vụ,557662.0,Tỷ VNĐ,Tổng cục thống kê,Quý 2
2020-06-28,Giá trị GDP hiện hành,GDP danh nghĩa,2576480.0,Tỷ VNĐ,Tổng cục thống kê,6 tháng
2020-06-28,Giá trị GDP hiện hành,GDP danh nghĩa,1382995.0,Tỷ VNĐ,Tổng cục thống kê,Quý 2
2020-06-28,Giá trị GDP hiện hành,Nông nghiệp,364732.0,Tỷ VNĐ,Tổng cục thống kê,6 tháng
2020-06-28,Giá trị GDP hiện hành,Nông nghiệp,244699.0,Tỷ VNĐ,Tổng cục thống kê,Quý 2
2020-06-28,Tăng trưởng thực của GDP,Công nghiệp,2.98,%,Tổng cục thống kê,6 tháng
2020-06-28,Tăng trưởng thực của GDP,Công nghiệp,1.38,%,Tổng cục thống kê,Quý 2
2020-06-28,Tăng trưởng thực của GDP,Dịch vụ,0.57,%,Tổng cục thống kê,6 tháng
2020-06-28,Tăng trưởng thực của GDP,Dịch vụ,-1.76,%,Tổng cục thống kê,Quý 2
2020-06-28,Tăng trưởng thực của GDP,Nông nghiệp,1.19,%,Tổng cục thống kê,6 tháng
2020-06-28,Tăng trưởng thực của GDP,Nông nghiệp,1.72,%,Tổng cục thống kê,Quý 2
2020-06-28,Tăng trưởng thực của GDP,Tổng GDP,1.81,%,Tổng cục thống kê,6 tháng
2020-06-28,Tăng trưởng thực của GDP,Tổng GDP,0.36,%,Tổng cục thống kê,Quý 2
2020-09-28,Cơ cấu GDP  theo giá hiện tại,Công nghiệp,33.16,%,Tổng cục thống kê,9 tháng
2020-09-28,Cơ cấu GDP  theo giá hiện tại,Công nghiệp,32.59,%,Tổng cục thống kê,Quý 3
2020-09-28,Cơ cấu GDP  theo giá hiện tại,Dịch vụ,42.73,%,Tổng cục thống kê,9 tháng
