item,item_en,2025,2024,2023,2022
Thu nhập trên mỗi cổ phần của 4 quý gần nhất (EPS),Trailing EPS,529.79,1332.03,1185.55,1550.79
Giá trị sổ sách của cổ phiếu (BVPS),Book value per share (BVPS),13945.34,14111.5,15628.86,16110.14
Chỉ số giá thị trường trên thu nhập (P/E),P/E,18.61,8.37,12.44,8.16
Chỉ số giá thị trường trên giá trị sổ sách (P/B),P/B,0.71,0.79,0.94,0.79
Chỉ số giá thị trường trên doanh thu thuần (P/S),P/S,0.48,0.47,0.81,0.77
Tỷ suất cổ tức,Dividend yield,0.05,0.24,0.07,0.04
Beta,Beta,0.3,0.49,0.73,0.6
Giá trị doanh nghiệp trên lợi nhuận trước thuế và lãi vay (EV/EBIT),EV/EBIT,13.76,8.09,12.29,7.15
"Giá trị doanh nghiệp trên lợi nhuận trước thuế, khấu hao và lãi vay (EV/EBITDA)",EV/EBITDA,0.0,0.0,0.0,0.0
Tỷ suất lợi nhuận gộp biên,Gross profit margin,3.92,2.97,0.63,7.29
Tỷ lệ lãi EBIT,EBIT margin,3.06,5.71,6.58,10.58
Tỷ lệ lãi EBITDA,EBITDA/Net revenue,3.76,6.46,7.63,11.75
Tỷ suất sinh lợi trên doanh thu thuần,Net profit margin,2.59,5.56,6.54,9.42
Tỷ suất lợi nhuận trên vốn chủ sở hữu bình quân (ROEA),ROE,3.78,8.96,7.47,9.92
Tỷ suất sinh lợi trên vốn dài hạn bình quân (ROCE),Return on capital employed (ROCE),4.47,9.2,7.52,11.15
Tỷ suất sinh lợi trên tổng tài sản bình quân (ROAA),ROA,3.15,7.55,6.58,8.86
ROE bình quân 4 quý gần nhất,ROE Trailling,0.0,0.0,0.0,0.0
ROA bình quân 4 quý gần nhất,ROA Trailling,0.0,0.0,0.0,0.0
Tăng trưởng  doanh thu thuần,Net revenue,-14.52,32.12,10.16,36.44
Tăng trưởng  lợi nhuận gộp,Gross profit,12.82,525.4,-90.53,64.79
Tăng trưởng lợi nhuận trước thuế ,Profit before tax,-54.14,14.58,-31.55,215.12
Tăng trưởng lợi nhuận sau thuế của CĐ công ty mẹ,Profit after tax for shareholders of the parent company,-60.23,12.36,-23.55,129.99
Tăng trưởng tổng tài sản,Total assets,-5.19,-4.23,-0.03,6.07
Tăng trưởng nợ dài hạn,Long-term liabilities,0.0,0.0,0.0,0.0
Tăng trưởng nợ phải trả,Liabilities,-23.2,31.58,24.87,3.37
Tăng trưởng vốn chủ sở hữu,Owner's equity,-1.18,-9.71,-2.99,6.4
Tăng trưởng vốn điều lệ,Charter capital,0.0,0.0,0.0,0.0
Tỷ số thanh toán bằng tiền mặt,Cash ratio,0.51,0.03,0.03,0.1
Tỷ số thanh toán nhanh,Quick ratio,2.3,2.03,2.89,3.9
"Tỷ số thanh toán nhanh  (Đã loại trừ HTK, Phải thu ngắn hạn - Tham khảo)","Quick ratio (except: Inventories,  Short-term receivables - reference)",0.56,0.03,0.16,0.24
Tỷ số thanh toán hiện hành (ngắn hạn),Short-term ratio,3.21,2.71,3.82,4.7
Khả năng thanh toán lãi vay,Interest coverage,0.0,913.56,911.62,0.0
