item,item_en,2025-Q4,2025-Q3,2025-Q2,2025-Q1
Thu nhập trên mỗi cổ phần của 4 quý gần nhất (EPS),Trailing EPS,353.65,328.71,395.68,393.09
Giá trị sổ sách của cổ phiếu (BVPS),Book value per share (BVPS),11656.0,11709.0,11696.0,11634.0
Chỉ số giá thị trường trên thu nhập (P/E),P/E,26.3,29.51,24.77,26.2
Chỉ số giá thị trường trên giá trị sổ sách (P/B),P/B,0.8,0.83,0.84,0.89
Chỉ số giá thị trường trên doanh thu thuần (P/S),P/S,1.45,2.26,1.55,1.68
Tỷ suất cổ tức,Dividend yield,0.03,0.03,0.03,0.03
Beta,Beta,1.04,1.47,1.57,1.8
Giá trị doanh nghiệp trên lợi nhuận trước thuế và lãi vay (EV/EBIT),EV/EBIT,42.78,108.13,64.42,132.75
"Giá trị doanh nghiệp trên lợi nhuận trước thuế, khấu hao và lãi vay (EV/EBITDA)",EV/EBITDA,37.94,85.71,56.59,84.28
Tỷ suất lợi nhuận gộp biên,Gross profit margin,3.47,5.64,1.72,5.97
Tỷ lệ lãi EBIT,EBIT margin,5.14,3.46,3.67,1.79
Tỷ lệ lãi EBITDA,EBITDA/Net revenue,5.32,3.71,3.82,2.83
Tỷ suất sinh lợi trên doanh thu thuần,Net profit margin,2.86,0.92,2.22,0.39
Tỷ suất lợi nhuận trên vốn chủ sở hữu bình quân (ROEA),ROE,1.39,0.25,1.2,0.19
Tỷ suất sinh lợi trên vốn dài hạn bình quân (ROCE),Return on capital employed (ROCE),2.49,1.14,1.83,0.87
Tỷ suất sinh lợi trên tổng tài sản bình quân (ROAA),ROA,0.35,0.06,0.32,0.05
ROE bình quân 4 quý gần nhất,ROE Trailling,3.32,3.09,3.75,3.73
ROA bình quân 4 quý gần nhất,ROA Trailling,0.78,0.74,0.88,0.88
Tăng trưởng  doanh thu thuần,Net revenue,-15.93,115.11,27.0,60.57
Tăng trưởng  lợi nhuận gộp,Gross profit,-70.28,112.78,-50.72,59.26
Tăng trưởng lợi nhuận trước thuế ,Profit before tax,-39.53,-74.25,-18.12,-20.95
Tăng trưởng lợi nhuận sau thuế của CĐ công ty mẹ,Profit after tax for shareholders of the parent company,18.18,-69.84,1.89,82.83
Tăng trưởng tổng tài sản,Total assets,7.37,-3.91,3.25,-4.14
Tăng trưởng nợ dài hạn,Long-term liabilities,50.47,47.31,-2.93,-30.76
Tăng trưởng nợ phải trả,Liabilities,9.8,-5.91,4.12,-6.04
Tăng trưởng vốn chủ sở hữu,Owner's equity,0.25,2.09,0.81,1.37
Tăng trưởng vốn điều lệ,Charter capital,0.0,0.0,0.0,0.0
Tỷ số thanh toán bằng tiền mặt,Cash ratio,0.09,0.05,0.07,0.07
Tỷ số thanh toán nhanh,Quick ratio,0.81,0.78,0.76,0.74
"Tỷ số thanh toán nhanh  (Đã loại trừ HTK, Phải thu ngắn hạn - Tham khảo)","Quick ratio (except: Inventories,  Short-term receivables - reference)",0.1,0.05,0.07,0.07
Tỷ số thanh toán hiện hành (ngắn hạn),Short-term ratio,1.13,1.12,1.1,1.1
Khả năng thanh toán lãi vay,Interest coverage,2.68,1.46,2.61,1.34
