time,open,high,low,close,volume,SMA_20,SMA_50,EMA_12,EMA_26,RSI_14,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,BBL_20_2.0,BBM_20_2.0,BBU_20_2.0,BBB_20_2.0,BBP_20_2.0,STOCHk_14_3_3,STOCHd_14_3_3,ADX_14,DMP_14,DMN_14
2025-08-07,24.4,24.65,24.1,24.4,19097800,,,,,,,,,,,,,,,,,,
2025-08-08,24.5,24.8,24.0,24.25,15787100,,,,,,,,,,,,,,,,,,
2025-08-11,24.3,24.7,24.25,24.4,16056300,,,,,,,,,,,,,,,,,,
2025-08-12,24.5,24.55,24.1,24.25,14628100,,,,,,,,,,,,,,,,,,
2025-08-13,24.4,24.65,24.15,24.5,19292100,,,,,,,,,,,,,,,,,,
2025-08-14,24.75,26.2,24.7,26.2,34889500,,,,,,,,,,,,,,,,,,
2025-08-15,27.3,27.6,26.35,26.55,29322600,,,,,,,,,,,,,,,,,,
2025-08-18,26.8,27.5,26.35,27.05,28477800,,,,,,,,,,,,,,,,,,
2025-08-19,27.05,28.7,27.0,28.45,41181100,,,,,,,,,,,,,,,,,,
2025-08-20,28.5,28.5,26.9,28.0,33270000,,,,,,,,,,,,,,,,,,
2025-08-21,28.3,29.5,28.0,29.45,45796400,,,,,,,,,,,,,,,,,,
2025-08-22,29.0,29.4,27.65,27.85,43014300,,,26.27916666666667,,,,,,,,,,,,,,,
2025-08-25,28.2,28.4,25.95,26.2,37410300,,,26.26698717948718,,,,,,,,,,,,,,,
2025-08-26,26.25,27.4,26.1,27.35,20812100,,,26.433604536489153,,,,,,,,,,,,,,,
2025-08-27,27.8,28.6,27.55,27.65,18831800,,,26.62074230010621,,60.90069273873699,,,,,,,,,,,,34.87581899781204,14.957234234941092
2025-08-28,27.8,28.15,27.1,27.55,13927700,,,26.763705023166793,,60.094332715649685,,,,,,,,,63.72053872053872,,,31.999286342702106,17.25839878196955
2025-08-29,27.75,28.4,27.5,27.8,21625300,,,26.923135019602668,,61.46791279103456,,,,,,,,,66.25701459034792,,,31.700621697009584,16.037396034216115
2025-09-03,27.7,27.75,27.2,27.5,18715200,,,27.011883478125334,,58.850134889236635,,,,,,,,,65.00807661243799,64.99520997444154,,30.16826490144665,17.679093395214277
2025-09-04,27.6,27.75,27.4,27.65,11279900,,,27.110055250721437,,59.77262290976843,,,,,,,,,64.1978914272528,65.15432754334624,,29.279161579518753,17.158064402737992
2025-09-05,27.95,28.05,27.15,27.15,23539400,26.71,,27.116200596764294,,55.320740044196164,,,,23.653596885226033,26.71,29.76640311477397,22.885833880748542,0.5719800339610205,52.6259908882161,60.61065297596897,,29.58506981206759,15.863399678565386
2025-09-08,27.0,27.6,26.55,26.55,26152700,26.817500000000003,,27.029092812646713,,50.46354951599436,,,,23.948131602599627,26.817500000000003,29.686868397400378,21.39922362189149,0.4533869543830003,37.38751956181533,51.40380062576141,,27.023198849185526,19.437927104495547
2025-09-09,26.95,26.95,26.45,26.55,15204500,26.932499999999997,,26.955386226085682,,50.463549515994366,,,,24.310234757885844,26.932499999999997,29.55476524211415,19.472869151502113,0.4270668744990089,22.53521126760565,37.51624057254569,,25.874206640494762,19.461825732531977
2025-09-10,26.7,26.85,26.45,26.55,14091100,27.040000000000003,,26.893019114380195,,50.46354951599436,,,,24.678517414842958,27.040000000000003,29.401482585157048,17.46658716832134,0.3962516168698708,16.901408450704263,25.608046426708416,,24.959887887439464,18.774101757718427
