time,open,high,low,close,volume,SMA_20,SMA_50,EMA_12,EMA_26,RSI_14,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,BBL_20_2.0,BBM_20_2.0,BBU_20_2.0,BBB_20_2.0,BBP_20_2.0,STOCHk_14_3_3,STOCHd_14_3_3,ADX_14,DMP_14,DMN_14
2025-08-07,97.6,97.7,94.4,95.0,5036500,,,,,,,,,,,,,,,,,,
2025-08-08,93.5,95.5,93.0,94.8,3496000,,,,,,,,,,,,,,,,,,
2025-08-11,94.8,95.0,93.1,93.5,4480200,,,,,,,,,,,,,,,,,,
2025-08-12,93.1,93.4,91.9,93.0,5154100,,,,,,,,,,,,,,,,,,
2025-08-13,93.0,93.1,91.0,93.0,5374600,,,,,,,,,,,,,,,,,,
2025-08-14,93.1,95.5,92.3,93.9,5541700,,,,,,,,,,,,,,,,,,
2025-08-15,95.0,98.5,92.2,94.0,7256100,,,,,,,,,,,,,,,,,,
2025-08-18,94.1,94.1,92.0,93.9,4501300,,,,,,,,,,,,,,,,,,
2025-08-19,93.6,94.5,92.2,93.9,4158500,,,,,,,,,,,,,,,,,,
2025-08-20,94.0,99.0,92.7,99.0,9090600,,,,,,,,,,,,,,,,,,
2025-08-21,97.0,99.9,97.0,99.8,4878600,,,,,,,,,,,,,,,,,,
2025-08-22,97.5,99.0,95.3,98.1,6239700,,,95.15833333333332,,,,,,,,,,,,,,,
2025-08-25,98.0,101.9,96.5,98.4,5063900,,,95.65705128205127,,,,,,,,,,,,,,,
2025-08-26,98.4,105.2,97.0,105.2,6413000,,,97.12519723865877,,,,,,,,,,,,,,,
2025-08-27,105.3,106.9,102.1,104.6,3023700,,,98.27516689424974,,79.70966409831672,,,,,,,,,,,,36.876604167454836,7.731427258461518
2025-08-28,104.6,106.0,101.8,104.6,3292800,,,99.24821814128825,,79.70966409831674,,,,,,,,,90.356394129979,,,32.997152348710564,7.6695091546396
2025-08-29,104.6,104.8,102.5,104.5,4250800,,,100.05618458109006,,79.05746386298766,,,,,,,,,85.32494758909849,,,31.06954922192333,7.221477467808772
2025-09-03,103.1,103.7,101.0,102.7,3215200,,,100.4629254147685,,68.23482336831727,,,,,,,,,81.3417190775681,85.67435359888186,,28.355011508302162,10.334955457411342
2025-09-04,102.0,102.5,99.2,102.3,5504100,,,100.74555227403489,,66.07026851725128,,,,,,,,,75.8726942720864,80.846453646251,,25.916514618867367,13.868957010962532
2025-09-05,100.5,103.5,100.0,100.0,4185500,98.21000000000001,,100.63085192418337,,55.222694014177996,,,,89.43232376992633,98.21000000000001,106.98767623007369,17.875320700689706,0.6019632049008127,65.46789920222866,74.22743751729439,,26.141555134772172,12.693371927386586
2025-09-08,99.0,101.0,98.8,100.0,3227000,98.46000000000001,,100.53379778200132,,55.222694014178,,,,89.77797258700478,98.46000000000001,107.14202741299523,17.635643739579983,0.5886889620790028,58.836689038031295,66.72576083744879,,24.722985995589287,14.964471428026187
2025-09-09,100.0,101.4,98.8,101.4,2851500,98.78999999999999,,100.66705966169343,,59.873492263766444,,,,90.1881629868963,98.78999999999999,107.39183701310368,17.414388122489505,0.6517117794736197,56.655861449725286,60.320149896661746,,24.119702195010053,13.997726417269146
2025-09-10,101.5,102.4,99.7,101.8,3897900,99.20500000000001,,100.84135817527905,,61.11616084068207,,,,90.86726049819255,99.20500000000001,107.54273950180747,16.80911143955942,0.6556177186536853,60.12027207454804,58.537607520768205,,24.9900710496017,13.054560875949626
2025-09-11,100.9,106.0,100.1,105.9,4046000,99.85,,101.61961076369766,,71.02216381695874,,,,91.53627640584551,99.85,108.16372359415448,16.652425827049537,0.8638562150571055,72.6829504668955,63.15302799705628,,29.920788598373807,11.267885044126581
2025-09-12,104.1,106.0,103.0,105.5,2393700,100.475,,102.21659372312878,,69.17071214163408,,,,92.44035626178727,100.475,108.50964373821272,15.993319210177102,0.8127083268235736,81.13161728994655,71.31161327713004,,27.834739246905368,10.482298654535276
2025-09-15,104.0,104.7,102.5,104.5,2942600,101.005,,102.56788699649358,99.3576923076923,64.63436130601134,3.2101946888012804,,,93.38752666561929,101.005,108.6224733343807,15.083358911698836,0.729406776143585,85.41114058355436,79.74190278013214,,25.89080412895519,10.914205346905192
2025-09-16,104.7,104.7,102.7,102.7,2008200,101.44,,102.5882120739561,99.60527065527066,57.34429029533952,2.982941418685442,,,94.50966090295711,101.44,108.37033909704289,13.663917778081407,0.5909046427856348,74.14328966053101,80.22868251134396,,24.654611374341453,10.393091305602713
2025-09-17,102.0,104.4,101.2,102.9,3422000,101.89000000000001,,102.63617944719363,99.84932468080616,57.912312786551816,2.7868547663874637,,,95.86707712152968,101.89000000000001,107.91292287847035,11.822402352478829,0.5838463334480305,61.70537281648393,73.75326768685643,39.5862479655655,22.780447462147336,13.16632815305745
2025-09-18,104.1,108.2,102.5,103.5,5719900,102.37,,102.76907491685614,100.11974507482053,59.648336838165484,2.6493298420356126,,,97.56329634780742,102.37,107.17670365219259,9.39084429460307,0.6175441718239219,52.73101384212497,62.85989210637997,39.87930527354179,28.36554164712748,11.490741052184358
2025-09-19,104.0,104.2,99.8,101.7,7550700,102.505,,102.60460185272443,100.23680099520419,52.63419420267043,2.367800857520237,,,97.9388309273526,102.505,107.0711690726474,8.909163597185303,0.4118517090374333,43.82278259346821,52.75305641735904,38.0817008096146,25.65171985376331,16.262239931991374
2025-09-22,101.8,103.2,94.6,99.5,10796100,102.49000000000001,,102.12697079845913,100.18222314370759,45.57946515803769,1.9447476547515379,,,97.88656649879664,102.49000000000001,107.09343350120338,8.983185678999646,0.17524240339103384,38.96015853149773,45.17131832236364,34.798054506747974,21.351842566747266,23.671760428438585
2025-09-23,98.2,99.1,96.5,98.7,3232500,102.52000000000001,,101.5997445217731,100.07242883676629,43.306377387769956,1.527315685006812,,,98.02484705488217,102.52000000000001,107.01515294511785,8.769319050171356,0.07509788358270547,32.34251147267421,38.37515086588005,31.923180848955067,20.086929673989072,22.26941237034419
2025-09-24,97.8,98.4,95.3,98.0,4722500,102.5,,101.04593767226955,99.91891558959841,41.36259563305472,1.1270220826711324,,,97.9287857193081,102.5,107.0712142806919,8.919442498911033,0.00778942708862968,30.39215686274513,33.89827562230569,29.901422145925512,18.732479968407812,23.147660490571994
2025-09-25,97.0,99.9,96.1,99.5,4715400,102.215,,100.80810110730499,99.88788480518372,46.86616805028398,0.9202163021212755,-1.2482751754321462,2.1684914775534216,97.64191570162964,102.215,106.78808429837036,8.947971038243626,0.20315438959134147,30.39215686274513,31.042275066054824,27.386238139130562,20.28945962115436,21.410035424457472
2025-09-26,99.8,101.5,98.5,99.0,3791000,101.935,,100.52993170618115,99.82211556035529,45.33859688460802,0.7078161458258592,-1.16854026538205,1.8763564112079092,97.29505387962301,101.935,106.57494612037699,9.10373496910186,0.18372477569184179,31.127450980392183,30.637254901960812,25.365441681301984,22.271868539221966,20.12557811381399
2025-09-29,98.9,105.3,97.6,101.9,6464700,101.8,,100.74071144369174,99.97603292625489,54.584667070379936,0.7646785174368489,-0.8893423150168482,1.6540208324536971,97.32384093222755,101.8,106.27615906777244,8.794025673423267,0.5111702911453696,40.68627450980395,34.06862745098042,24.926390684431,26.123558042863436,17.262913117353694
2025-09-30,102.5,105.8,102.1,103.0,4878500,101.725,,101.0882942985084,100.20003048727305,57.519892036629926,0.8882638112353476,-0.6126056169746799,1.5008694282100274,97.38408995716318,101.725,106.0659100428368,8.534598265592157,0.6468586065385019,49.26470588235296,40.35947712418303,24.68889239292235,25.165746547376347,16.01999344347209
2025-10-01,103.0,104.5,100.8,101.2,3503500,101.65,,101.10547979104557,100.2741023030306,51.638537895569776,0.8313774880149651,-0.53559355215605,1.3669710401710151,97.32726938151342,101.65,105.9727306184866,8.505126647292844,0.44794956710053446,54.65686274509807,48.20261437908499,23.85534615777918,23.441363859177812,17.32978249954132
