time,open,high,low,close,volume,SMA_20,SMA_50,EMA_12,EMA_26,RSI_14,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,BBL_20_2.0,BBM_20_2.0,BBU_20_2.0,BBB_20_2.0,BBP_20_2.0,STOCHk_14_3_3,STOCHd_14_3_3,ADX_14,DMP_14,DMN_14
2025-08-07,72.7,72.8,71.6,72.4,8095800,,,,,,,,,,,,,,,,,,
2025-08-08,72.6,72.8,70.5,72.0,11116900,,,,,,,,,,,,,,,,,,
2025-08-11,72.0,73.7,71.7,72.1,10677600,,,,,,,,,,,,,,,,,,
2025-08-12,72.3,72.5,71.0,72.2,7809000,,,,,,,,,,,,,,,,,,
2025-08-13,72.5,72.5,70.0,70.9,11739600,,,,,,,,,,,,,,,,,,
2025-08-14,71.0,71.9,70.1,71.9,9930500,,,,,,,,,,,,,,,,,,
2025-08-15,72.0,72.3,69.8,70.5,9112800,,,,,,,,,,,,,,,,,,
2025-08-18,70.6,71.0,69.2,70.0,8199100,,,,,,,,,,,,,,,,,,
2025-08-19,70.0,70.0,68.0,68.0,14132300,,,,,,,,,,,,,,,,,,
2025-08-20,68.5,70.7,68.1,69.4,11461600,,,,,,,,,,,,,,,,,,
2025-08-21,69.4,71.6,69.2,71.0,12495000,,,,,,,,,,,,,,,,,,
2025-08-22,69.9,70.6,68.4,70.3,10901700,,,70.89166666666667,,,,,,,,,,,,,,,
2025-08-25,70.3,70.6,68.6,68.8,6387100,,,70.5698717948718,,,,,,,,,,,,,,,
2025-08-26,69.0,73.6,68.6,73.6,16810900,,,71.03604536489152,,,,,,,,,,,,,,,
2025-08-27,75.0,76.6,74.6,75.0,12565000,,,71.64588453952359,,63.362088662860366,,,,,,,,,,,,32.29747761645336,12.75369475106861
2025-08-28,75.0,77.3,74.5,77.3,11875600,,,72.51574845651996,,69.00979638263004,,,,,,,,,93.21365429076565,,,31.461652126126822,11.292934783165101
2025-08-29,78.0,78.2,76.6,78.0,9402500,,,73.3594794632092,,70.50023779227307,,,,,,,,,93.14485484116129,,,33.09379039189684,10.549374498864116
