time,open,high,low,close,volume,SMA_20,SMA_50,EMA_12,EMA_26,RSI_14,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,BBL_20_2.0,BBM_20_2.0,BBU_20_2.0,BBB_20_2.0,BBP_20_2.0,STOCHk_14_3_3,STOCHd_14_3_3,ADX_14,DMP_14,DMN_14
2025-08-07,59.13,59.22,58.08,58.17,4748027,,,,,,,,,,,,,,,,,,
2025-08-08,58.27,59.03,57.89,58.08,6510574,,,,,,,,,,,,,,,,,,
2025-08-11,58.27,59.32,58.17,58.74,5795341,,,,,,,,,,,,,,,,,,
2025-08-12,59.32,59.6,58.65,59.03,5217050,,,,,,,,,,,,,,,,,,
2025-08-13,59.22,59.32,58.08,58.36,6218119,,,,,,,,,,,,,,,,,,
2025-08-14,58.55,59.41,58.27,58.94,6541163,,,,,,,,,,,,,,,,,,
2025-08-15,59.22,59.41,58.27,58.27,5667842,,,,,,,,,,,,,,,,,,
2025-08-18,58.36,58.55,57.89,57.98,4783737,,,,,,,,,,,,,,,,,,
2025-08-19,58.08,58.46,57.69,57.79,5264209,,,,,,,,,,,,,,,,,,
2025-08-20,57.79,58.17,56.93,57.31,6346136,,,,,,,,,,,,,,,,,,
2025-08-21,57.41,58.17,56.93,57.41,5816129,,,,,,,,,,,,,,,,,,
2025-08-22,57.12,57.22,55.88,56.07,7210343,,,58.01250000000001,,,,,,,,,,,,,,,
2025-08-25,56.26,56.93,56.07,56.07,3365985,,,57.71365384615385,,,,,,,,,,,,,,,
2025-08-26,55.97,57.41,55.88,57.03,2994293,,,57.60847633136095,,,,,,,,,,,,,,,
2025-08-27,57.03,58.46,56.83,57.79,4854223,,,57.63640304961311,,50.00363100060873,,,,,,,,,,,,16.447169485131454,19.017344598175217
2025-08-28,58.27,58.74,57.98,58.27,3666449,,,57.733879503518786,,54.82295622308322,,,,,,,,,48.835125448028656,,,17.569359958287873,17.379064261286565
2025-08-29,58.55,58.55,57.6,57.6,4172198,,,57.713282656823594,,47.884526189701205,,,,,,,,,53.94265232974908,,,16.077771927510504,19.299516518679816
2025-09-03,57.6,58.74,57.6,58.74,4773459,,,57.87123917115842,,57.69527893930393,,,,,,,,,63.83456699869023,55.53744825882266,,16.13599375075376,17.39144540729544
2025-09-04,58.94,59.7,58.74,59.03,4233882,,,58.049510067903284,,59.770017205132525,,,,,,,,,69.90570738413561,62.5609755708583,,23.03654444346801,15.960431602684913
2025-09-05,59.13,59.22,58.17,58.17,5364137,57.942499999999995,,58.06804698053355,,51.67625161881015,,,,56.27891501569652,57.942499999999995,59.60608498430347,5.742192636850244,0.5683764286605586,74.47606899722648,69.40544779335077,,21.001126982742377,19.346701177608214
2025-09-08,58.17,59.13,57.89,57.89,6965675,57.9285,,58.04065513737454,,49.33387495134235,,,,56.26809914478461,57.9285,59.58890085521539,5.732587086547702,0.4884064140658959,65.00872600349037,69.79683412828416,,18.879611153726987,19.673391424144445
2025-09-09,57.89,58.27,57.41,57.6,3522635,57.9045,,57.97286203931692,,46.959684523215635,,,,56.239681991928244,57.9045,59.569318008071754,5.750219786274832,0.40854856250843935,52.53054101221637,64.00511200431107,,17.55506366426847,22.208925146741404
2025-09-10,57.79,57.89,57.03,57.12,3127098,57.8235,,57.841652494806624,,43.24962725982809,,,,56.17157657562464,57.8235,59.475423424375364,5.713674974276415,0.2870664010149204,43.368237347294865,53.6358347876672,,16.32187580394532,23.7527486150202
2025-09-11,57.12,58.46,56.74,58.46,5005742,57.795,,57.93678288022099,,54.14192505212821,,,,56.20896721345364,57.795,59.38103278654636,5.48847750340466,0.7096425766355242,48.34205933682366,48.08027923211163,,18.532007797215254,20.631225613921615
