time,open,high,low,close,volume,SMA_20,SMA_50,EMA_12,EMA_26,RSI_14,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,BBL_20_2.0,BBM_20_2.0,BBU_20_2.0,BBB_20_2.0,BBP_20_2.0,STOCHk_14_3_3,STOCHd_14_3_3,ADX_14,DMP_14,DMN_14
2025-08-07,27.85,28.95,27.4,28.95,62566800,,,,,,,,,,,,,,,,,,
2025-08-08,29.5,29.55,28.0,29.55,44921400,,,,,,,,,,,,,,,,,,
2025-08-11,29.5,29.95,29.0,29.6,33778300,,,,,,,,,,,,,,,,,,
2025-08-12,29.6,29.8,29.2,29.6,35529800,,,,,,,,,,,,,,,,,,
2025-08-13,29.3,29.55,28.0,28.8,43486100,,,,,,,,,,,,,,,,,,
2025-08-14,29.4,30.8,29.2,30.8,69328900,,,,,,,,,,,,,,,,,,
2025-08-15,32.8,32.8,30.9,31.1,64889700,,,,,,,,,,,,,,,,,,
2025-08-18,32.05,32.55,31.6,32.0,46632900,,,,,,,,,,,,,,,,,,
2025-08-19,32.7,34.2,32.7,34.2,21644900,,,,,,,,,,,,,,,,,,
2025-08-20,35.6,36.55,33.7,36.55,75558800,,,,,,,,,,,,,,,,,,
2025-08-21,37.0,38.9,36.7,38.65,51427900,,,,,,,,,,,,,,,,,,
2025-08-22,38.0,38.25,35.95,35.95,75347200,,,32.145833333333336,,,,,,,,,,,,,,,
2025-08-25,35.95,36.0,33.45,33.5,67974200,,,32.35416666666667,,,,,,,,,,,,,,,
2025-08-26,33.05,34.35,32.75,34.3,47968700,,,32.653525641025645,,,,,,,,,,,,,,,
2025-08-27,34.5,34.7,32.5,33.3,57247900,,,32.75298323471401,,56.39489403815745,,,,,,,,,,,,38.058492938612474,21.88578533223289
2025-08-28,33.1,34.2,32.6,34.0,37019300,,,32.94483196783493,,58.790120282978414,,,,,,,,,54.556574923547394,,,34.76302518955732,19.99070504512188
2025-08-29,34.0,36.3,33.65,35.0,65834600,,,33.2610116650911,,62.001299766546154,,,,,,,,,55.96330275229358,,,40.71401676040043,17.316278812639986
2025-09-03,35.15,35.4,34.35,34.5,28617800,,,33.45162525507708,,59.50458818898098,,,,,,,,,59.633027522935784,56.717635066258914,,38.51532577317951,16.381142729614467
2025-09-04,34.7,35.0,33.8,34.9,44836900,,,33.67445213891138,,60.86239051134008,,,,,,,,,60.87203253570416,58.82278760364451,,36.11492585641882,18.216698692192303
2025-09-05,35.5,35.5,33.5,33.5,37902100,32.9375,,33.647613348309626,,54.03355018380327,,,,27.52927709409089,32.9375,38.34572290590911,32.83930417250315,0.5520041434854138,50.298638040291316,56.93456603297708,,34.99667547694695,16.38395320307104
2025-09-08,33.3,33.35,31.2,31.2,58073200,33.05,,33.271057448569685,,45.08393691480436,,,,27.890348849001512,33.05,38.20965115099848,31.223304998477975,0.3207243139255655,30.420962199312715,47.19721092510273,,31.119244681262444,25.648131312713943
2025-09-09,31.5,32.55,31.35,32.4,39698200,33.1925,,33.13704861032819,,49.75948907822999,,,,28.27566412720539,33.1925,38.10933587279462,29.62618587207721,0.41940955316558437,16.02813852813853,32.24924625591419,,29.082486734507153,23.969458330588267
2025-09-10,32.85,32.95,31.8,32.45,22042300,33.334999999999994,,33.03134882412385,,49.950696607718776,,,,28.68493548431852,33.334999999999994,37.985064515681465,27.89899214448162,0.4048400299592089,10.60606060606062,19.01838711117062,,29.405350997896235,22.611788870093868
2025-09-11,32.05,32.35,30.45,32.25,44389200,33.467499999999994,,32.91114131272018,,49.144993754163636,,,,29.108798932021145,33.467499999999994,37.82620106797884,26.047365760686336,0.36033683188962595,17.706652322036955,14.78028381874537,,26.585081185505953,26.91702116577138
2025-09-12,32.1,32.3,31.55,31.6,23141700,33.6075,,32.70942726460939,,46.518782050317235,,,,29.70105980463031,33.6075,37.51394019536969,23.247431051816946,0.24305251077701212,17.426377041761683,15.246363323286419,,25.593760114846265,25.913322510317595
2025-09-15,31.5,32.2,30.95,31.55,64130100,33.645,,32.531053839284866,32.7,46.313759413559424,-0.16894616071513724,,,29.83384531932907,33.645,37.456154680670934,22.6551028721708,0.22514891475997673,18.282927898312536,17.805319087370393,,23.988266286245928,27.2988174217668
2025-09-16,31.55,32.85,31.5,31.7,70212600,33.675,,32.40319940247181,32.62592592592593,47.0674656437647,-0.2227265234541136,,,29.935681880342354,33.675,37.41431811965764,22.208273910364632,0.2359144185115732,18.304843304843327,18.004716081639184,,25.631102940396605,25.4425377374623
2025-09-17,31.7,31.95,31.0,31.0,26679300,33.625,,32.187322571322305,32.50548696844993,43.96546257492558,-0.31816439712762445,,,29.772403472980855,33.625,37.477596527019145,22.915072279667775,0.15932067093059554,16.524216524216545,17.703995909124135,14.145330363235647,24.375017905854158,26.774971532712495
2025-09-18,31.1,31.25,30.3,30.8,26645900,33.455,,31.97388832958041,32.3791546004166,43.09162459714472,-0.4052662708361865,,,29.42301537701345,33.455,37.48698462298655,24.103928399261992,0.17075767292567193,13.034188034188043,15.954415954415971,13.855840954269926,23.153090516820395,29.12654658165832
2025-09-19,30.9,30.95,30.0,30.4,28454900,33.1475,,31.731751663491117,32.232550555941295,41.3226479837145,-0.5007988924501774,,,29.168872724167294,33.1475,37.12612727583271,24.005594846264167,0.15471759359200543,8.028083028083028,12.528829195495872,13.893619603569228,21.967160497295136,29.252161592354902
2025-09-22,30.35,30.4,29.3,29.5,54206200,32.690000000000005,,31.38840525372325,32.03013940364934,37.584118626426026,-0.6417341499260942,,,29.284475077172388,32.690000000000005,36.09552492282762,20.83527025284562,0.031643421750186605,5.969448711384186,9.010573257885087,14.555346607945301,20.6483305504849,31.31646641492842
2025-09-23,29.6,30.65,29.6,29.9,27129500,32.3875,,31.159419830073517,31.87235129967532,40.17471408490956,-0.7129314696018021,,,29.12209420592172,32.3875,35.652905794078286,20.16460544394154,0.11911318885527004,6.4174773852193,6.805003041562171,14.813269742851551,20.717393304348626,29.333699967086126
