period,year_period,symbol,1. Lợi nhuận trước thuế,Khấu hao TSCĐ và BĐSĐT,Các khoản dự phòng,"Lãi, lỗ từ hoạt động đầu tư",Chi phí lãi vay,3. Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,"Tăng, giảm các khoản phải thu","Tăng, giảm hàng tồn kho","Tăng, giảm các khoản phải trả (không kể lãi vay phải trả, thuế thu nhập phải nộp)","Tăng, giảm chi phí trả trước",Tiền lãi vay đã trả,Thuế thu nhập doanh nghiệp đã nộp,Tiền thu khác từ hoạt động kinh doanh,Tiền chi khác cho hoạt động kinh doanh,Lưu chuyển tiền thuần từ hoạt động kinh doanh,"1. Tiền chi để mua sắm, xây dựng TSCĐ và các tài sản dài hạn khác","2. Tiền thu từ thanh lý, nhượng bán TSCĐ và các tài sản dài hạn khác","3. Tiền chi cho vay, mua các công cụ nợ của đơn vị khác","4. Tiền thu hồi cho vay, bán lại các công cụ nợ của đơn vị khác","7. Tiền thu lãi cho vay, cổ tức và lợi nhuận được chia",Lưu chuyển tiền thuần từ hoạt động đầu tư,3. Tiền thu từ đi vay,4. Tiền trả nợ gốc vay,"6. Cổ tức, lợi nhuận đã trả cho chủ sở hữu",Lưu chuyển tiền thuần từ hoạt động tài chính,Lưu chuyển tiền thuần trong kỳ,Tiền và tương đương tiền đầu kỳ,Tiền và tương đương tiền cuối kỳ,Lưu chuyển tiền từ hoạt động kinh doanh,1. Thu nhập lãi và các khoản thu nhập tương tự nhận được,2. Chi phí lãi và các chi phí tương tự đã trả,3. Thu nhập từ hoạt động dịch vụ nhận được,"4- Chênh lệch số tiền thực thu/thực chi từ hoạt động kinh doanh (ngoại tệ, vàng bạc, chứng khoán)",5. Thu nhập khác,"6. Tiền thu các khoản nợ đã được xử lý xóa, bù đắp bằng nguồn rủi ro","7. Tiền chi trả cho nhân viên và hoạt động quản lý, công vụ",8. Tiền thuế thu nhập thực nộp trong kỳ,Lưu chuyển tiền thuần từ hoạt động kinh doanh trước những thay đổi về tài sản và vốn lưu động,Những thay đổi về tài sản hoạt động,"9. (Tăng)/Giảm các khoản tiền, vàng gửi và cho vay các TCTD khác",10. (Tăng)/Giảm các khoản về kinh doanh chứng khoán,11. (Tăng)/Giảm các công cụ tài chính phái sinh và các công cụ tài chính khác,12. (Tăng)/Giảm các khoản cho vay khách hàng,13. Giảm nguồn dự phòng để bù đắp tổn thất các khoản,14. (Tăng)/Giảm khác về tài sản hoạt động,Những thay đổi về công nợ hoạt động,15. Tăng/(Giảm) các khoản nợ chính phủ và NHNN,"16. Tăng/(Giảm) các khoản tiền gửi, tiền vay các tổ chức tín dụng",17. Tăng/(Giảm) tiền gửi của khách hàng (bao gồm cả Kho bạc Nhà nước),18. Tăng/(Giảm) phát hành giấy tờ có giá (ngoại trừ giấy tờ có giá phát hành được tình vào hoạt động tài chính),"19. Tăng/(Giảm) vốn tài trợ, ủy thác đầu tư, cho vay mà TCTD chịu rủi ro",20. Tăng/(Giảm) các công cụ tài chính phái sinh và các khoản nợ tài chính khác,21. Tăng/(Giảm) khác về công nợ hoạt động,22. Chi từ các quỹ của TCTD,I - Lưu chuyển tiền thuần từ hoạt động kinh doanh,Lưu chuyển tiền từ hoạt động đầu tư,1. Mua sắm tài sản cố định,"2. Tiền thu từ thanh lý, nhượng bán TSCĐ","3. Tiền chi từ thanh lý, nhượng bán TSCĐ",4. Mua sắm bất động sản đầu tư,"5. Tiền thu từ bán, thanh lý bất động sản đầu tư","6. Tiền chi ra do bán, thanh lý bất động sản đầu tư","7. Tiền chi đầu tư, góp vốn vào các đơn vị khác (mua công ty con, góp vốn liên doanh, liên kết, đầu tư dài hạn khác)","8. Tiền thu đầu tư, góp vốn vào các đơn vị khác (bán, thanh lý Công ty con, góp vốn liên doanh,  liên kết, đầu tư dài hạn khác)","9. Tiền thu cổ tức và lợi nhuận được chia từ các khoản đầu tư, góp vốn dài hạn",II- Lưu chuyển tiền thuần từ hoạt động đầu tư,Lưu chuyển tiền từ hoạt động tài chính,1. Tăng vốn cổ phần từ góp vốn và/hoặc phát hành cổ phiếu,2. Tiền thu từ phát hành giấy tờ có giá dài hạn có đủ điều kiện tính vào vốn tự có và các khoản vốn vay dài hạn khác,3. Tiền chi thanh toán giấy tờ có giá dài hạn có đủ điều kiện tính vào vốn tự có và các khoản vốn vay dài hạn khác,"4. Cổ tức trả cho cổ đông, lợi nhuận đã chia",5. Tiền chi ra mua cổ phiếu quỹ,6. Tiền thu được do bán cổ phiếu quỹ,III- Lưu chuyển tiền thuần từ hoạt động tài chính,IV- Lưu chuyển tiền thuần trong kỳ,V- Tiền và các khoản tương đương tiền tại thời điểm đầu kỳ,VI- Điều chỉnh ảnh hưởng của thay đổi tỷ giá,VII. Tiền và các khoản tương đương tiền tại thời điểm cuối kỳ,1. Tăng v ốn cổ phần từ góp vốn và/hoặc phát hành cổ phiếu,"Lãi, lỗ chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ",5. Tiền chi đầu tư góp vốn vào đơn vị khác,6. Tiền thu hồi đầu tư góp vốn vào đơn vị khác,11. Tiền chi khác cho hoạt động đầu tư,"1. Tiền thu từ phát hành cổ phiếu, nhận vốn góp của chủ sở hữu",8. Tiền chi khác cho hoạt động tài chính,Ảnh hưởng của thay đổi tỷ giá hối đoái quy đổi ngoại tệ,"Tăng, giảm chứng khoán kinh doanh",8. Tăng giảm tiền gửi ngân hàng có kỳ hạn,5. Tiền trả nợ gốc thuê tài chính,Điều chỉnh cho các khoản khác,Thu nhập lãi vay và cổ tức,2. Điều chỉnh cho các khoản,"2. Tiền chi trả vốn góp cho các chủ sở hữu, mua lại cổ phiếu của doanh nghiệp đã phát hành",10. Tiền thu khác từ hoạt động đầu tư,I. Lưu chuyển tiền từ hoạt động kinh doanh,1. Tiền thu phí và hoa hồng,2. Tiền thu từ các khoản nợ phí và hoa hồng,3. Tiền thu từ các khoản thu được giảm chi,4. Tiền thu từ các hoạt động kinh doanh khác,5. Trả tiền bồi thường bảo hiểm,6.Trả tiền hoa hồng và các khoản nợ khác của kinh doanh BH,"7. Trả tiền cho người bán, người cung cấp dịch vụ",8. Trả tiền cho cán bộ công nhân viên,9. Trả tiền nộp thuế và các khoản nợ nhà nước,10. Trả tiền cho các khoản nợ khác,11. Tiền tạm ứng cho CBCNV và ứng trước cho người bán,12. Tiền thu khác từ hoạt động kinh doanh,13. Tiền chi khác từ hoạt động kinh doanh,Lưu chuyển tiền thuần từ HĐKD,II. Lưu chuyển tiền từ hoạt động đầu tư,1. Tiền thu từ các khoản đầu tư vào đơn vị khác,2. Tiền thu từ lãi các khoản đầu tư khác,3. Tiền thu do bán tài sản cố định,4. Tiền thu hồi đầu tư góp vốn vào đơn vị khác,5. Tiền mua tài sản cố định,6. Tiền thu khác từ hoạt động đầu tư,7. Tiền chi khác từ hoạt động đầu tư,III. Lưu chuyển tiền từ hoạt động tài chính,"1. Tiền thu từ phát hành cổ phiếu, nhận vốn góp của chủ sở hữu (tiền thu do các chủ sở hữu góp vốn)","3. Tiền vay ngắn hạn, dài hạn nhận được (Tiền thu do di vay)",4. Tiền thu từ lãi tiền gửi,5. Tiền chi trả nợ gốc vay,6. Tiền chi trả nợ thuê tài chính,"7. Cổ tức, lợi nhuận đã trả cho chủ sở hữu (Tiền lãi đã trả cho các nhà đầu tư vào doanh nghiệp)",8. Tiền thu khác từ hoạt dộng tài chính,9. Tiền chi khác từ hoạt động tài chính,"Lãi, lỗ từ thanh lý TSCĐ"
2022,2022,VNG,14515790711,42236566362,4514235064,-60312004967,116240533397,117195120567,-88842150147,-2893167062,303821829182,4515138362,-112288615984,-1078136798,,,220430018120,-427990209309,6205471131,-40349626000,7819600000,16109969788,-489261475240,1470271777109,-1137987180165,,331133168405,62301711285,15194244590,77495955875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-174956680850,123900000000,,,,,,,-1151428539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,2021,VNG,6593973661,46655699100,3851639602,-187237382265,65857474794,-64278595108,-176051433361,1637081648,110397961057,18299610825,-60581432096,-4464380612,,,-175041187647,-5229406812,19644877156,-40398426000,38446852000,9746534703,-49990603735,639454437597,-503910551474,-461372250,135082513873,-89949277509,105143522099,15194244590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-189686624221,117485589439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,2020,VNG,23772364639,56627657011,269184415,-99347689476,62105175160,43424285473,52223163234,2200984483,20806061626,1659585552,-51719166320,-6400577876,,,62194336172,-207829850279,,-34380400000,2798939178,1014824061,-165210937745,543521181282,-404115057637,,139174376495,36157774922,68890553650,105050734848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2406276,,73185549295,,,,2406276,,,-231747150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2019,VNG,53688858873,99494377138,-14736221565,-37408404142,54358649479,155146612689,-24581521232,-650125265,1916629007,6514842199,-56919012129,-15351396075,,,66076029194,-292578419551,23879746161,,232391255755,17388102846,-203033765995,802396486263,-656211988458,-14701852821,131482644984,-5475091817,74114998373,68890553650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-250647094,-203175854010,19061402804,,,,250647094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,2018,VNG,90405343355,76411449766,8977379485,-34636368083,42459395992,183418891016,-53134164245,979561218,44487677892,-2698751912,-42037472548,-29939816489,,-1533625599,113466003555,-279505277799,11502652761,-104586105556,113856500000,34398938177,-230170625417,518538207046,-373473723791,-44939537598,139815595657,23110973795,50805715079,74114998373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-198309499,-5837333000,,,39690650000,,198309499,13923704222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,2017,VNG,58850072770,61463498085,-28060423534,7371632945,42086395082,141728895889,74915208497,1911208253,-28456745287,6357588,-41765348239,-16803366696,,-863815029,162937526835,-90738965081,27366619542,-430975245544,212355461492,6711244957,-784476660478,341978217473,-360648132639,,664020484834,42481351191,8342084429,50805715079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17720541,-617485038149,108289262305,,682690400000,,-17720541,32265131859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2016,VNG,9795258247,10848729982,-663150827,-15219278014,11374381458,16134721310,11820950370,21806013492,-19757570510,-3622559371,-11712039574,-689891185,,-264117371,13715507161,-13393073218,2721699658,-14800000000,22950000000,979777779,12573605447,104474634614,-130597421515,,-26122786901,166325707,8174539186,8342084429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1219536,,14115201228,,,,1219536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,2015,VNG,3064837081,4684138689,880717286,-21206954134,5088719242,-7496890332,-33684843459,-21022360536,39413536691,-15573803022,-4680366871,-1022443470,,,-27687170999,-35260440776,425000000,-36700000000,23650000000,4421506291,-41894345430,128501753170,-55566813324,,72934939846,3353423417,4812514731,8174539186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8348496,-11247694945,12817284000,,,,8601038,16380000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,2014,VNG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,2013,VNG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,2012,VNG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,2025,PVL,-1802886358,998627940,-1391744480,-19394501,,-2215397399,712857634,-345691000,-2164810211,21006674,,,,,-3276327177,-676271400,18127273,,,1267228,-656876899,1175000000,,,1175000000,-2758204076,2998553180,240349104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,715707125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,2024,PVL,-17208739281,332406337,10949859332,-106387496,,-6032861108,24787721548,-993750000,17929818,-687867839,,,,,19809555988,-34113243700,,,3000000000,106387496,-31006856204,,,,,-11197300216,14195853396,2998553180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2718383569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,2023,PVL,-88808673309,461104323,2139152333,78145410421,,-8063006232,-5636931944,-4276492133,-1669696308,1761699071,,,,,-15160284012,-12313950000,545454545,-3000000000,500000000,277157642,3263288104,,,,,-11896995908,26092849304,14195853396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-15664000000,32918625917,,,,,2724143534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,2022,PVL,58494825,625027737,1885137615,-6747212200,,-4178552023,-13482787512,,-76151123,-1545914696,69722222,,,,-22338388321,-1491626173,,-10500000000,10700000000,223562200,-2375763973,,,,,-24714152294,50980159664,26266007370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1307700000,,,,,,-3124705189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,2021,PVL,17130485308,589575132,437117059,-4011350700,,14145826799,12576371722,834303220,-7102150980,-268827531,,,,,20185523230,-971614869,,-22844076931,24918579574,4252178665,6955066439,,,,300000000,27440589669,23539569995,50980159664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1600000000,,300000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,2020,PVL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2019,PVL,-7230179276,276393031,10042236875,-1411202562,,1677248068,1496451207,6959625084,-5682655305,1363183653,,,,-1250000,5812602707,-1112509091,,-11558400000,,1411202562,-5259706529,,,,,552896178,17376016985,17928913163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,2018,PVL,24220006668,184391820,-18910845749,-11913223855,,-6419671116,65553247466,17940784000,-202393034453,1661694748,,,,,-123656979355,,,-17303585031,6247780000,725723855,109969918824,,,,,-13687060531,31063077516,17376016985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6000000000,126300000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,2017,PVL,-156084460085,4795641820,-23351574543,-1650457721,,-143193805723,169401136205,330535362175,-324264194750,27873644714,-810211116,,,,59541931505,,1281818182,-5540000000,,377331441,-3880850377,10000000000,-39080000000,,-29080000000,26581081128,5532929433,32114010561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33097044806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2016,PVL,6600771647,237160881,-29610425,-476439949,,6331882154,27611519855,-178006152596,169675212228,-15544896110,,,,,10067565531,-1603680000,509000000,,,13712676,-1080967324,73380000000,-80780000000,,-7400000000,1586598207,3946331226,5532929433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,2015,PVL,-23404871842,675770858,9397995907,-247734465,,-13578839542,-43733076367,-36544949064,52430854388,-8149940412,,-70354359,,,-49646305356,,26000000000,,13440000000,14474893,39454474893,83960000000,-71749226932,,12210773068,2018942605,1927388621,3946331226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,2014,PVL,4045640391,1989397938,-12165860373,-2787215,,-6133609259,1727988410,-1496982618,4699510601,2286777587,,,,-117399759,966284962,,,,,2787215,2787215,,-300000000,,-300000000,669072177,1258316444,1927388621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,2013,PVL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,2012,PVL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,2024,ACE,19043261199,5187809223,1621096559,-400506516,3614836943,29066497408,9114066211,2833352987,8167454295,340662285,-3614836943,-3933084149,133157500,-4601120481,37506149113,-9866055477,,,,400506516,-9465548961,209894406571,-198870312982,-10674611500,349482089,28390082241,11232347874,39622430115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,2023,ACE,18606687432,4771200290,4273831121,-131586013,4021561999,31541694829,-21271792716,16265514903,6180516426,322498493,-4021561999,-2800000000,137037500,-3673378086,22680529350,-2020574878,21272727,,,131586013,-1867716138,172013290903,-188058719478,-10674611500,-26720040075,-5907226863,17139574737,11232347874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,2022,ACE,21550721923,5764760201,-10453503423,-482409991,3131382912,19510951622,4521141595,-8692523430,-15232458377,-1124443302,-3131382912,-4887206759,171202500,-5170700000,-14035419063,-3471491930,272222222,,,210187769,-2989081939,225484117587,-206594072006,-13806875000,5083170581,-11941330421,29080905158,17139574737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,2021,ACE,23933894974,5233617679,5272485750,-519586294,2031933286,35952345395,-466608481,-17954592972,-17748442366,252704897,-2015971981,-6855370564,171202500,-5281600000,-13946333572,-7314401889,,,,519586294,-6794815595,159744870318,-158827510952,-13648216000,-12730856634,-33472005801,62552910959,29080905158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,2020,ACE,23816108764,5280769301,5242009348,-388667254,1663894388,35614114547,-5794050537,13664792261,30118014813,-197283697,-1646271661,-3980386348,152180000,-5250380000,62680729378,-6367368183,181300000,,,207367254,-5978700929,155474176831,-155106075074,-12201084000,-11832982243,44869046206,17683864753,62552910959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2019,ACE,18979719198,6142966558,5726012687,-711199483,2081524595,32219023555,-8978350777,3037255750,-887896425,-152559616,-2064752036,-3104761652,138717500,-3942580000,16264096299,-2297505913,,,,711199483,-1586306430,160764922825,-155011818880,-10675948500,-4922844555,9754945314,7928919439,17683864753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,2018,ACE,15876609692,5772507492,2332408452,-1471977255,1262313675,23771862056,-2247927367,-27853392026,-1457905314,-168142488,-1252281148,-3117943645,138357500,-4777910909,-16965283341,-4338234131,662823273,,,809153982,-2321256876,161215483169,-128639942149,-10676078000,21899463020,2612922803,5315996636,7928919439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,545000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,2017,ACE,18652425737,6109293558,-7347875069,-1682744995,922231614,16654690436,9020996430,3536819051,5714876978,-1841913384,-922231614,-4029520973,613390066,-5275802345,23471304645,-9247307528,1669103363,-4000000000,4000000000,451567702,-7126636463,124795458183,-135226628943,-9150924000,-19582094760,-3237426578,8554782805,5315996636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1359591,,,,,,-1359591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2016,ACE,25871800394,6134240129,11448563940,-1818705760,279991513,41915741323,10228908973,-8622541614,-8368500701,560359427,-279991513,-5292774359,191400000,-5356894311,24975707225,-8625846487,383324546,-23000000000,23000000000,1435381214,-6807140727,109471674361,-116206689821,-12204035000,-18939050460,-770483962,9325117874,8554782805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-148893,,,,,,148893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,2015,ACE,23943316727,6125691439,4905916955,-1582843337,1021108817,34412901133,-16107865157,5516217079,5021839951,618494521,-1021108817,-2250000000,74252000,-2212088200,24052642510,-5200260247,945000000,,,637843337,-3617416910,131242617331,-141806887647,-5305638000,-15869908316,4565317284,4759511122,9325117874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-289468,,,,,,289468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,2014,ACE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,2013,ACE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,2012,ACE,12552020303,9447401517,2367630486,-548533683,6230497555,30049016178,13095560848,7602541070,-20243557097,925847942,-6230497555,-5546086946,368629876,,20021454316,-715568000,78711462,,,615963093,-20893445,98994078618,-113994581282,-6634541000,-21539485664,-1538924793,4612554665,3073629872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95558000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,2025,IDC,2917745400503,986196406951,79443171663,-362124696363,142471672836,3763669124939,20836453742,109580635695,728402599148,49595697514,-164832576815,-566700250602,,-26610873748,3913940809873,-3103468210215,80297507912,-8742375472359,4500031485996,255620729982,-7009893958684,7572296592703,-4831163790324,-1300232590297,1460905190082,-1635047958729,2188037806317,553052678239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-62830651,,,,20084978000,,62830651,,,,,,,-80000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,2024,IDC,2993266488689,1352661655523,100700916672,-173373027811,130327583405,4403492092884,212114021627,-113428058121,267494798318,40371657217,-139598505584,-561052975072,,-24173203738,4085219827531,-793670943495,3557851305,-3254665611559,2410182489313,159057658604,-1475538555832,3899865353606,-4286342914728,-1556399295983,-1755327577105,854353694594,1333592588129,2188037806317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-91523594,,,,187549280000,,91523594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,2023,IDC,2056777215053,856623757898,74529491062,-229998028668,184925818782,2942729723203,161861939796,-222732335135,567671076648,48980745714,-202339004077,-539747672733,,-21573053147,2734851420269,-1109626647417,148136403463,-1041270429120,674835053586,216889739217,-1111035880271,2373562744514,-2218827211188,-1532447157049,-1377656623723,246158916275,1086919534730,1333592588129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-128530924,,,,55000000,,514137124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,2022,IDC,2617618001880,1038428225598,84130628312,46378318340,178612836703,3965395900284,-840818243220,-374141876511,-444368299715,49058689326,-182322419830,-206718953858,,-24036651689,2065389383017,-1496734875778,54274681348,-1977083024678,2885693633349,130338320760,-422937530299,3026570213595,-3091184743640,-985821927354,-1050436457399,592015395319,495132028862,1086919534730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227889451,-19426265300,,,,,-227889451,123341238230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,2021,IDC,756169174742,388589619368,8806834074,-611974266375,173228238197,714903792638,-54032008858,-9324627647,832890807258,-99334080375,-169027591102,-289219506437,,-29269717177,774245830070,-1066203385896,6776895751,-1271927644404,212920879588,117921745655,-1059261509306,2137059272817,-1359106638256,-724263501788,53689132773,-231326546463,726542767957,495132028862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84192632,,941250000000,,,,-84192632,-123341238230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,2020,IDC,518412591501,416026725046,-9874103249,-146017298359,227483370478,1006031285417,136573342542,-60217654810,-178962112425,-54688186092,-217215320059,-76379233630,1794789920,,556936910863,-906581857326,1150190365,-884651661668,1148842732083,108201193307,-497819812573,1890276262946,-1780040354938,-133699959224,-8164051216,50953047074,667827120829,718780167903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35219590666,,,,,,,,,,,15300000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
