open,high,low,close,volume
79.94,80.62,78.45,80.14,301299.0
79.06,79.61,77.46,79.06,299938.0
78.83,79.15,77.25,78.59,264486.0
78.68,79.76,78.18,78.74,204087.0
78.35,78.5,75.32,76.55,343632.0
76.52999877929688,76.8499984741211,76.12000274658203,76.69000244140625,695.0
76.64,77.74,75.9,76.36,402351.0
76.52999877929688,77.51000213623047,75.69000244140625,76.16000366210938,93267.0
76.11,76.55,73.8,73.95,332018.0
73.92,75.99,73.83,75.39,333838.0
75.6,76.63,74.09,76.32,329254.0
76.41999816894531,76.75,76.01000213623047,76.0999984741211,12503.0
76.42,76.82,74.99,75.68,266091.0
75.76,77.83,75.55,77.05,300093.0
76.85,77.85,76.12,77.69,342121.0
77.74,78.59,77.23,78.16,260331.0
77.89,79.9,75.83,79.68,374201.0
79.91999816894531,79.91999816894531,78.9000015258789,78.91999816894531,16254.0
79.92,80.63,78.32,80.46,292351.0
80.5,80.94,77.06,77.58,398241.0
77.32,77.73,76.11,76.66,335930.0
76.5,78.06,75.43,75.72,349960.0
75.65,77.11,74.77,76.68,371834.0
76.5999984741211,77.47000122070312,76.13999938964844,76.94999694824219,19900.0
76.6,77.47,72.3,74.8,457423.0
74.7,74.9,70.78,71.33,432858.0
71.56,72.56,65.65,67.61,555164.0
68.22,69.38,65.71,68.35,327120.0
68.47,69.83,65.38,66.93,482485.0
66.62000274658203,67.44999694824219,66.31999969482422,66.33999633789062,2877.0
66.9,67.9,64.36,67.82,418544.0
67.83,69.77,66.9,69.67,409495.0
69.48,71.31,68.89,70.9,337639.0
69.95,71.67,69.14,69.96,335241.0
69.51,70.38,66.82,69.26,380852.0
69.41999816894531,69.91999816894531,69.12999725341797,69.30999755859375,14636.0
69.42,73.1,69.13,72.81,353598.0
72.86,73.93,72.19,73.2,328472.0
73.61,74.37,72.76,72.97,312669.0
72.98,74.63,72.61,74.37,269743.0
74.37,75.72,73.77,75.67,304361.0
80.0999984741211,81.69000244140625,79.5,79.93000030517578,100972.0
80.1,81.69,79.0,80.42,547126.0
80.44,81.81,79.61,80.71,343570.0
81.01,81.24,79.72,80.61,254974.0
80.37,80.96,79.65,80.7,259515.0
80.5,81.22000122070312,80.5,80.58999633789062,13783.0
80.5,81.22,79.61,79.74,264906.0
79.88,81.59,79.37,81.53,309683.0
81.44,83.53,81.28,83.26,356133.0
83.22,83.44,82.11,82.16,261230.0
82.4,83.12,81.76,82.52,275129.0
82.4800033569336,82.70999908447266,82.30999755859375,82.55000305175781,8564.0
82.48,82.71,80.47,80.83,217048.0
81.0,81.52,79.91,80.9,311775.0
80.96,81.24,78.53,79.24,350784.0
79.03,79.07,76.97,77.37,361413.0
77.13,78.39,76.72,77.87,291114.0
77.97000122070312,77.9800033569336,77.04000091552734,77.12000274658203,13204.0
77.97,79.18,76.72,78.76,306720.0
78.74,79.07,76.5,77.07,361646.0
77.08,77.93,74.05,74.3,497778.0
74.38,75.28,74.03,74.76,345880.0
74.91,76.92,73.93,76.78,328399.0
76.66000366210938,76.69000244140625,76.05999755859375,76.16000366210938,8483.0
76.66,76.69,74.53,75.66,215017.0
75.76,76.11,71.42,71.66,417820.0
71.56,71.79,67.95,68.6,490523.0
68.16,69.84,63.64,68.56,412495.0
68.7,71.81,68.48,71.34,330585.0
71.3499984741211,71.9000015258789,71.04000091552734,71.41000366210938,18865.0
71.35,73.69,71.04,73.16,290076.0
72.84,73.78,71.34,73.71,317493.0
73.58,73.89,71.8,72.56,351506.0
72.77,73.5,70.63,70.87,365892.0
71.42,71.78,69.93,70.04,275435.0
70.04000091552734,70.2300033569336,69.45999908447266,69.4800033569336,15438.0
70.04,71.69,69.41,71.11,259013.0
71.32,71.79,70.45,70.86,232328.0
70.6,73.26,70.04,72.83,273708.0
72.82,72.97,71.52,71.94,239916.0
72.06,73.58,71.18,71.69,312432.0
71.69999694824219,71.69999694824219,70.97000122070312,71.0,287.0
71.87,72.53,70.67,72.05,263977.0
72.1,73.79,71.71,72.91,317586.0
73.77,74.73,73.13,74.34,386611.0
74.21,74.37,70.98,71.83,422637.0
71.89,73.05,71.49,72.67,261498.0
73.2300033569336,73.55000305175781,71.48999786376953,73.2699966430664,12542.0
73.23,73.55,69.02,69.46,440862.0
73.2300033569336,73.55000305175781,69.0199966430664,69.45999908447266,261498.0
69.62,69.69,67.03,68.09,444787.0
67.6,71.07,67.51,70.1,395393.0
70.21,72.17,70.0,71.74,322596.0
75.02999877929688,75.05999755859375,72.25,72.7300033569336,64630.0
75.03,75.06,71.73,72.15,383943.0
71.99,72.33,70.13,71.74,314962.0
71.56,73.19,71.01,72.53,299127.0
72.47,73.28,69.03,71.29,485396.0
70.94,71.77,70.1,70.17,300724.0
70.2699966430664,70.33000183105469,69.27999877929688,69.38999938964844,19770.0
70.27,70.33,66.8,67.12,404769.0
67.31,69.83,67.15,69.42,366354.0
69.35,70.49,68.07,68.27,304449.0
68.92,71.15,68.14,70.81,262831.0
70.81,72.03,70.18,71.93,297844.0
71.44999694824219,71.5,70.62999725341797,70.69000244140625,508.0
71.69,72.38,69.76,71.19,430492.0
71.44999694824219,72.08999633789062,69.6500015258789,70.5,99185.0
70.9,72.72,70.8,72.53,264656.0
72.43,72.65,68.93,69.51,421348.0
69.53,69.65,67.35,69.16,322475.0
69.84,70.11,68.71,69.37,280116.0
69.49,70.15,67.5,67.7,384752.0
68.01,69.73,67.05,69.56,368295.0
69.25,70.6,68.93,69.86,292865.0
69.82,71.04,69.53,70.64,299873.0
70.44999694824219,70.86000061035156,70.2699966430664,70.68000030517578,11037.0
70.45,71.77,69.69,69.79,303479.0
70.15,72.17,69.9,71.79,456809.0
70.1500015258789,72.16999816894531,69.9000015258789,71.79000091552734,303479.0
71.8,72.34,70.22,71.8,395381.0
71.89,73.92,71.19,73.86,362632.0
