open,high,low,close,volume
358.0,358.0,358.0,358.0,0.0
331.0,331.0,331.0,331.0,0.0
322.0,322.0,322.0,322.0,50.0
320.5,320.5,320.5,320.5,0.0
312.5,312.5,312.5,312.5,50.0
317.0,317.0,317.0,317.0,0.0
313.25,313.25,313.25,313.25,0.0
292.0,292.0,292.0,292.0,0.0
297.5,297.5,297.5,297.5,0.0
300.0,300.0,300.0,300.0,0.0
305.0,305.0,305.0,305.0,0.0
307.5,307.5,307.5,307.5,0.0
329.0,329.0,329.0,329.0,0.0
317.5,317.5,317.5,317.5,50.0
282.5,282.5,282.5,282.5,0.0
283.5,283.5,283.5,283.5,0.0
290.0,290.0,290.0,290.0,0.0
288.5,288.5,288.5,288.5,0.0
286.0,286.0,286.0,286.0,0.0
287.0,287.0,287.0,287.0,0.0
285.5,285.5,285.5,285.5,0.0
319.0,319.0,319.0,319.0,30.0
319.0,319.0,319.0,319.0,0.0
316.0,316.0,316.0,316.0,0.0
330.0,330.0,330.0,330.0,15.0
332.5,332.5,332.5,332.5,50.0
427.0,427.0,427.0,427.0,150.0
421.0,421.0,421.0,421.0,50.0
398.0,398.0,398.0,398.0,0.0
345.0,345.0,345.0,345.0,50.0
356.5,356.5,356.5,356.5,50.0
427.5,427.5,427.5,427.5,50.0
434.0,434.0,434.0,434.0,0.0
427.5,427.5,427.5,427.5,0.0
397.5,397.5,397.5,397.5,0.0
415.0,415.0,415.0,415.0,0.0
407.5,407.5,405.0,405.0,0.0
404.0,404.0,404.0,404.0,0.0
406.5,406.5,406.5,406.5,0.0
409.0,409.0,409.0,409.0,0.0
374.0,374.0,374.0,374.0,0.0
322.5,322.5,322.5,322.5,0.0
321.5,321.5,321.5,321.5,0.0
321.0,321.0,321.0,321.0,0.0
312.5,312.5,312.5,312.5,0.0
317.5,317.5,317.5,317.5,0.0
318.5,318.5,318.5,318.5,0.0
326.0,326.0,326.0,326.0,0.0
327.5,327.5,327.5,327.5,0.0
371.0,371.0,371.0,371.0,0.0
377.5,377.5,377.5,377.5,0.0
381.0,381.0,381.0,381.0,0.0
366.5,366.5,366.5,366.5,0.0
370.0,370.0,365.0,365.0,0.0
365.0,365.0,365.0,365.0,0.0
362.0,362.0,362.0,362.0,0.0
324.0,324.0,324.0,324.0,0.0
320.0,320.0,320.0,320.0,0.0
315.0,315.0,315.0,315.0,0.0
302.5,302.5,302.5,302.5,0.0
312.0,312.0,312.0,312.0,0.0
310.0,310.0,310.0,310.0,0.0
295.0,295.0,295.0,295.0,0.0
292.5,292.5,292.5,292.5,0.0
286.5,286.5,286.5,286.5,0.0
285.0,285.0,285.0,285.0,0.0
277.5,277.5,277.5,277.5,0.0
280.0,280.0,280.0,280.0,0.0
276.5,276.5,276.5,276.5,0.0
