close
15.529999732971
14.89999961853
14.630000114441
14.359999656677
14.770000457764
14.680000305176
14.579999923706
14.510000228882
14.470000267029
14.439999580383
14.390000343323
14.430000305176
14.229999542236
14.189999580383
14.210000038147
14.760000228882
16.340000152588
17.139999389648
17.200000762939
17.209999084473
17.030000686646
16.860000610352
16.680000305176
16.510000228882
16.270000457764
15.909999847412
15.819999694824
15.579999923706
15.119999885559
15.029999732971
15.210000038147
14.989999771118
14.85000038147
14.75
14.909999847412
15.609999656677
15.35000038147
15.020000457764
14.659999847412
14.64999961853
14.800000190735
15.039999961853
15.310000419617
15.369999885559
15.39999961853
15.340000152588
15.279999732971
15.31
15.180000305176
15.37
15.159999847412
15.4
15.239999771118
15.34
15.64999961853
15.28
16.700000762939
15.18
15.16
18.409999847412
15.24
18.440000534058
15.65
17.989999771118
16.7
18.030000686646
17.75
18.520000457764
18.41
18.89999961853
18.44
19.159999847412
17.99
18.03
20.209999084473
18.52
18.9
19.16
19.43
20.21
20.92
20.85
20.34
20.23
20.05
19.6
18.93
18.39
18.31
18.4
18.16
17.97
17.8
17.4
17.02
17.1
16.92
16.65
16.56
16.44
16.57
16.68
16.48
16.64
15.94
15.79
15.62
15.47
15.39
15.35
15.21
15.12
15.29
15.22
15.17
14.93
14.84
14.78
14.58
14.61
14.67
14.96
15.09
14.99
14.86
14.66
14.3
14.22
14.1
13.52
12.9
12.3
12.32
12.71
12.64
12.5
12.33
12.21
12.13
12.16
12.61
12.84
13.39
13.43
13.27
