open,high,low,close,volume
680.0,686.5,676.75,685.0,193009.0
684.0,688.25,681.75,682.25,137226.0
682.0,682.5,675.5,676.25,116550.0
676.5,677.25,673.25,676.0,134971.0
676.0,679.0,675.0,677.75,144084.0
678.5,683.0,675.5,680.5,156078.0
678.5,683.0,675.5,680.5,144084.0
680.0,681.5,673.75,674.0,114787.0
674.5,676.25,658.5,660.25,173384.0
660.5,662.5,649.75,650.0,146407.0
650.25,652.25,648.75,651.0,9564.0
650.75,654.0,642.25,642.75,105656.0
643.25,646.75,630.0,630.25,215887.0
631.0,637.75,622.25,635.75,251453.0
637.0,641.5,630.75,633.75,176883.0
634.0,642.75,632.25,639.75,124389.0
639.0,640.25,637.75,637.75,5903.0
639.0,640.25,634.0,637.0,110482.0
637.5,638.75,633.25,634.25,101173.0
635.0,637.5,624.5,625.5,161081.0
625.5,629.75,610.25,611.5,223647.0
612.5,619.0,606.75,617.25,142248.0
619.0,620.0,616.25,617.75,9584.0
619.0,620.25,608.5,613.5,141049.0
612.75,621.75,609.25,620.75,153530.0
623.75,629.0,619.25,626.5,156411.0
626.0,635.0,624.75,632.75,167311.0
633.25,638.75,630.25,634.25,141477.0
633.0,633.5,628.0,628.25,5356.0
633.0,634.0,625.0,633.0,115794.0
632.75,638.25,628.75,630.0,133312.0
631.25,636.0,623.25,633.5,154747.0
633.0,644.0,627.25,631.75,186439.0
631.0,645.0,627.5,643.0,191256.0
643.0,644.0,638.75,639.25,6776.0
643.0,648.75,637.0,648.25,145573.0
646.75,651.25,644.5,647.25,135236.0
646.25,655.5,645.75,650.5,156693.0
649.75,654.75,648.0,649.5,119486.0
648.75,664.5,647.25,660.5,201892.0
659.5,666.5,659.25,665.25,9952.0
659.5,668.5,656.0,657.75,153870.0
657.0,657.5,648.5,653.75,140103.0
653.75,660.0,646.5,652.75,143556.0
652.25,652.5,641.75,643.5,132983.0
620.25,620.75,617.5,618.75,4157.0
644.5,655.0,640.25,654.0,150098.0
653.5,657.75,646.75,651.0,200256.0
651.0,658.5,648.75,656.0,150111.0
656.0,661.75,651.5,652.25,147150.0
653.75,668.0,651.0,666.25,154000.0
635.0,635.75,632.25,633.5,6913.0
666.0,677.0,662.25,676.5,146895.0
676.0,682.5,669.75,677.5,130891.0
675.75,680.0,671.0,672.25,114514.0
