Meta,Meta,Meta,Chỉ tiêu cơ cấu nguồn vốn,Chỉ tiêu cơ cấu nguồn vốn,Chỉ tiêu cơ cấu nguồn vốn,Chỉ tiêu hiệu quả hoạt động,Chỉ tiêu hiệu quả hoạt động,Chỉ tiêu hiệu quả hoạt động,Chỉ tiêu hiệu quả hoạt động,Chỉ tiêu hiệu quả hoạt động,Chỉ tiêu hiệu quả hoạt động,Chỉ tiêu hiệu quả hoạt động,Chỉ tiêu khả năng sinh lợi,Chỉ tiêu khả năng sinh lợi,Chỉ tiêu khả năng sinh lợi,Chỉ tiêu khả năng sinh lợi,Chỉ tiêu khả năng sinh lợi,Chỉ tiêu khả năng sinh lợi,Chỉ tiêu khả năng sinh lợi,Chỉ tiêu khả năng sinh lợi,Chỉ tiêu khả năng sinh lợi,Chỉ tiêu thanh khoản,Chỉ tiêu thanh khoản,Chỉ tiêu thanh khoản,Chỉ tiêu thanh khoản,Chỉ tiêu định giá,Chỉ tiêu định giá,Chỉ tiêu định giá,Chỉ tiêu định giá,Chỉ tiêu định giá,Chỉ tiêu định giá,Chỉ tiêu định giá,Chỉ tiêu định giá,Chỉ tiêu định giá,period,Chỉ tiêu cơ cấu nguồn vốn,Chỉ tiêu thanh khoản,symbol
VRG,2016,5,0.5479095119,0.0,0.9835914982613543,0.0169258271,508.463759125,164.13634594400267,0.0,10.7248674277,174.86121337170266,0.0,-1.221584493737095,-0.5906322055860355,-0.6343858921197914,-0.0162732928,-0.0315931979,-0.0107375059,-8020868595.0,-8046778662,0.0,3.3290370933,0.7524329111,1.2872514458,1.5479095119130093,611507307820.0,25894868.0,-146.3354646435,2.4008950913,92.8331542866,680.7706428631,-161.37578171860153,9835.9149826135,-74.149656377,year,,,VRG
VRG,2015,5,0.4837249597,0.00010008581063271178,0.9997290764332145,0.0230000882,0.1203298101,4.920234119021542,199.5470762898,16.1573729752,220.62468338402152,1.8291423096,-0.7744500813294944,-0.29320048052783093,-0.17464647701319083,-0.0056525159,-0.0253733611,-0.0040168844,-6535381912.0,-6568618276,0.0,6.8916419584,2.8553583661,3.2772252137,1.483724959708873,611507307820.0,25894868.0,-412.8204732739,2.3621399594,72.0976412962,70.9166620014,-57.204042747002994,9997.2907643321,-85.8984382074,year,,,VRG
VRG,2014,5,0.3324885354,0.531398408727892,1.0242915261240182,0.0219292009,0.0493338296,12.064560408109548,544.103833517,19.7289716377,575.8973655628095,0.6708278412,-0.9374434439773144,-0.32692094431080954,0.4713994034213139,0.0123712823,-0.0244507762,0.0103374122,-6480906343.0,-6485297935,0.0,6.0750914563,5.3504730926,5.4069748083,1.332488535447215,611507307820.0,25894868.0,187.5114389833,2.3054959841,88.3927804714,7.855295792,125.93898339238493,10242.9152612402,-78.6927525455,year,,,VRG
VRG,2013,5,0.0593186886,0.5325332252646934,1.0116976277847796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0060192138,-0.0148471032,-0.0056709068,-3825496670.0,-3889610923,0.0,2.4992255256,1.3119766295,1.3749410529,1.0593186886136947,611507307820.0,25894868.0,-386.6236572093,2.3341954504,0.0,-108.6319312833,-61.080069881028166,10116.9762778478,-154.5208398116,year,,,VRG
VRG,2025,4,1.6898221447,0.30906555580521533,1.352122087561906,0.1359651724,1.3527236139,197.52437580405882,1.0728296517,95.6445841525,294.24178960825884,340.2217671892,0.5377334275922471,0.7002790657151007,0.43607797126378034,0.095033539,0.1211762452,0.0365331097,75786783090.0,50910288048,0.0,5.3292979688,1.6514281735,5.3270836219,2.689822144659116,471467861676.0,25894868.0,13.0995277585,1.3465500022,3.5197725674,25.87092289,1594.3694588055055,13521.2208756191,4.7613744755,quarter,0.0,0.0,VRG
VRG,2025,3,1.8987962534,0.35772632305125174,1.192676036332759,0.1184613598,1.1613404464,230.57244696260307,1.1543706329,109.0305015663,340.7573191618031,316.189609822,0.047192198124434925,0.5892733833814857,0.06968338973979132,0.0641946067,0.075564505,0.0236028638,40815196396.0,971338350,0.0,3.7704938604,1.4459486476,3.7685153347,2.898796253396563,502904231428.0,25894868.0,21.9183941599,1.6283550108,4.3671360215,-142.175674328,55.3880271565779,11926.7603633276,9.6112639158,quarter,0.0,0.0,VRG
VRG,2025,2,2.1578447232,0.35094225917026484,1.1871372336171013,0.1019440512,1.0694329536,223.01482944477047,1.2608399429,134.5956027962,358.8712721838705,289.4895597545,-0.6984103951698046,0.10134909083340317,-0.584580583456962,0.0486893258,0.062070466,0.0184018251,36558646419.0,-6612811774,0.0,2.390023292,0.4815412995,2.3889812987,3.1578447231540636,463880665352.0,25894868.0,25.4078835506,1.5090083516,4.5863532363,-11.0688482233,-213.75001370928015,11871.372336171,10.6944780267,quarter,0.0,0.0,VRG
VRG,2025,1,1.4472021833,0.21777204056814292,1.5683249901640741,0.117147247,1.2953428492,158.50864102593383,5.7063277211,663.7650564945,827.9800252415338,63.964079499,-0.30837079894076747,0.3747262806672387,-0.12973421358860654,0.1473022719,0.1881035445,0.0591723228,95144087675.0,-2843705874,0.0,6.3782550903,1.3202364634,6.375469578,2.447202183317635,580096832936.0,25894868.0,9.715210364,1.4284029229,4.9072562847,17.4989060354,-46.2010931277966,15683.2499016407,5.3018012504,quarter,0.0,0.0,VRG
VRG,2024,4,1.5252033305,0.22054174817869368,1.572945099476854,0.10333256,1.199742564,159.60738594547757,6.8851684138,866.4974403956,1032.9899947548777,53.0125013747,0.41936020927462314,0.6447810937699431,0.3721678518544801,0.1356482886,0.1826517663,0.0533916956,86897371004.0,31822663470,0.0,4.5880590029,1.4358199163,4.5862509614,2.5252033304636616,424831204408.0,25894868.0,7.2384950597,1.0430116096,3.7401137192,64.3615690585,1090.6225171721285,15729.4509947685,4.018181568,quarter,0.0,0.0,VRG
VRG,2024,3,1.5732872458,0.24310894549120962,1.463882847759641,0.5493864454,5.8685936933,19.601731256795812,0.0,39.9216653298,59.52339658659581,0.0,-0.500050562890658,0.2674263947210719,-0.495113276365749,0.5445107721,0.7755683224,0.223179565,300246279221.0,-3285211627,0.0,4.4512989791,0.9244925162,4.4512989791,2.573287245838492,630695405008.0,25894868.0,2.760342638,1.6637943424,1.1213455926,1.7554412333,-125.61465248635366,14638.8284775964,1.8454623048,quarter,0.0,0.0,VRG
VRG,2024,2,1.4211354958,0.22057402774885396,1.6564443130082764,0.5836728094,5.7236847394,19.190086740281433,0.0,43.0199987464,62.210085486681436,0.0,1.910485225204516,2.0295474396867075,1.3535115395483277,0.5798138941,0.682802506,0.236427108,292133093214.0,50698054051,0.0,4.7459181955,1.6430696992,4.7459181955,2.421135495833047,638826393560.0,25894868.0,2.8110407112,1.4893347036,1.1386623036,1.9112063309,1387.0619806982604,16564.4431300828,1.9245480641,quarter,0.0,0.0,VRG
VRG,2024,1,1.5449131931,0.24025762713538845,1.5602175745750084,0.6338709646,5.4900358238,19.172945328273144,0.0,36.909977277,56.08292260527315,0.0,-1.052595429511927,0.12616510148713955,-0.4820068738831865,0.5462388686,0.6094761808,0.2225677628,258634925670.0,-4839239199,0.0,5.7303588302,0.6049423999,5.7303588302,2.5449131930832607,711383813696.0,25894868.0,3.6900158814,1.7607800635,1.2956557804,2.2824927482,-85.57662205499561,15602.1757457501,2.572839817,quarter,0.0,0.0,VRG
VRG,2023,4,1.5543396777,0.21337176232248795,1.801268108391207,0.5870458559,5.3244650743,46.386712581601046,0.0,24.2355700473,70.62228262890105,0.0,0.4791342469227405,0.5879301756443757,0.3773963926521058,0.4800010937,0.5200097997,0.1995780382,250418625210.0,251421492650,0.0594212372,3.6103568078,1.2143504204,3.6103568078,2.257388656722322,871569467144.0,25894868.0,4.671092811,1.9028986442,1.5880318891,1.7579732574,7647.671583535394,17687.7523678051,3.2148260246,quarter,0.0,0.0,VRG
VRG,2023,3,1.7020052828,0.37583264853021175,1.0365017456856702,0.1707510733,1.1251202993,152.30881838408297,0.0,155.393962576,307.702780960083,0.0,-0.8538090129166805,0.48725984457506877,-0.8689342305523062,0.1518891324,0.1983373049,0.063447679,65499433211.0,-4403050723,0.0,1.3226811751,0.6053233363,1.3226811751,2.7020052828471126,841350156188.0,25894868.0,19.4289589256,3.1346787533,7.2194120145,-13.5594159293,-173.0478301723724,10365.0174568567,11.8296138522,quarter,0.0,0.0,VRG
VRG,2023,2,1.4128708773,0.37587716427760715,1.0538065287029075,0.2013953144,1.2563767201,131.92009330036672,0.0,103.5543536992,235.47444699956674,0.0,0.2788324195570859,0.6237842244082955,0.09944794682414254,0.1975701703,0.2461136139,0.0861217478,70113343825.0,4059097489,0.0,2.7531647735,0.7036794478,2.7531647735,2.4128708772716188,714698356800.0,25894868.0,12.5952244646,2.6190765808,5.3860376458,59.281702823,55.907276260299916,10538.0652870291,9.2447623758,quarter,0.0,0.0,VRG
VRG,2023,1,1.342710394,0.3777384823134363,1.0657289711034634,0.1890418447,1.1392147653,139.61327770340768,0.0,75.782536193,215.39581389640767,0.0,-0.7026343140053042,0.46228815800118783,-0.4622574320190979,0.1858211556,0.2148403255,0.0817736904,71523139970.0,-3077954453,0.0,6.0201206795,1.9350218324,6.0201206795,2.3427103940200893,554668072560.0,25894868.0,10.4386437097,2.009891875,4.5154363618,-12.6281872154,-78.19933042331013,10657.2897110346,7.034603184,quarter,0.0,0.0,VRG
VRG,2022,4,1.1910571597,0.32996994311828,1.2479579647673817,0.1861278903,1.1025039627,200.13835542577613,0.0,75.1946438514,275.3329992771761,0.0,0.612859702230765,0.6837738428587611,0.5012416339965546,0.1693049955,0.1769103664,0.0756488174,95983319114.0,56655790833,0.072605164,7.7519466104,1.0861260072,7.7519466104,2.1657923768555167,570645206116.0,25894868.0,11.4304482068,1.7864715315,4.6457298124,-19.9370132399,1789.438082789223,12335.4890414579,5.5063328765,quarter,0.0,0.0,VRG
VRG,2022,3,1.2782596029,0.3938331213309009,1.0690198317558521,0.0558121567,0.3089748776,259.63127958224885,0.0,200.6181475463,460.24942712854886,0.0,0.446845323849321,0.6377188327844893,0.42036348465920015,0.0283303486,0.0108897516,0.0123542321,15326790024.0,9522994455,0.0638034853,6.504969437,1.4057016991,6.504969437,2.278259602919858,649365604836.0,25894868.0,84.4611428214,2.3457937126,18.6957936646,-92.3825939267,345.9613602201023,10690.1983175585,39.6192877571,quarter,0.0,0.0,VRG
VRG,2022,2,1.3224486531,0.41592455522450433,1.034423695733842,0.0290182554,0.1572812133,491.0002659799559,0.0,359.445513042,850.4457790219559,0.0,-0.8107869714449797,0.43792508713487327,-0.4594431359842713,-0.0018224739,-0.0267553436,-0.0007911355,-3469239956.0,-3811537336,0.0,5.7923294793,0.7923163186,5.7923294793,2.3224486531395168,802740908000.0,25894868.0,-1633.8724410194,2.9968377685,44.5448710041,-11.2699605013,-83.40872508019736,10344.2369573384,-227.6742076076,quarter,0.0480571755,0.0,VRG
VRG,2022,1,1.277230093,0.42017784653435675,1.0459119100240248,0.0287535992,0.1538587095,483.6465349762009,0.0,414.9001033853,898.5466383615009,0.0,-0.2741004624139717,0.4649473224300366,0.11884659845288278,0.0090271456,-0.0186087211,0.0039375954,7936541179.0,-1199077476,0.0,10.2433510428,2.0159343326,10.2433510428,2.2772300930461102,790803373852.0,25894868.0,321.5146695118,2.9198443681,44.0290859348,-9.817117931,20.077541464972906,10459.1191002402,94.2861609174,quarter,0.0,0.0,VRG
VRG,2021,4,1.2935557387,0.42749545161979063,1.0426969345817867,0.0279924849,0.1478065643,452.0530906799401,0.0,656.3478329027,1108.4009235826402,0.0,-0.34465299700875063,0.4118025709210264,0.08505838016503392,0.0158985958,-0.0123525391,0.0068259063,4605338450.0,-1497864716,0.0,10.2507760269,0.6987153287,10.2507760269,2.295397584519907,845208491520.0,25894868.0,194.4386330435,3.1267238296,47.4134362529,-13.4950688084,14.275585764716006,10439.0415587753,174.3001356174,quarter,0.0,0.0,VRG
VRG,2021,3,1.3196485724,0.43642314046730224,1.041269376005315,0.0277428009,0.1983729587,446.3698704057144,0.0,669.3163792916,1115.6862496973145,0.0,-0.21800886794761418,0.4895105630635246,0.169367845995821,0.0138546917,-0.0171661706,0.0059233833,23879682076.0,-1002691838,0.0,9.3525474969,0.2396270337,9.3525474969,2.319648572429418,727982424084.0,25894868.0,190.2971306657,2.6998777308,40.6304629137,-16.6053449104,30.08226846338819,10412.6937600532,30.2378366368,quarter,0.0,0.0,VRG
VRG,2021,2,1.2782684788,0.4296555913534907,1.0789728731963415,0.0277289737,0.2982204757,418.9644302618146,0.0,726.972713357,1145.9371436188146,0.0,-0.28879580057217225,0.4790603134882963,0.17045242814484476,0.0236959505,-0.0117096084,0.0100280234,22297722191.0,-1340305619,0.0,10.986339571,0.0460196603,10.986339571,2.2785081680018964,618731975992.0,25894868.0,93.9684743951,2.2145134945,33.9831566727,70.2243681374,30.54938383929974,10789.7287864144,27.7012715347,quarter,0.0,0.0,VRG
VRG,2021,1,1.326041340827942,0.44226413578529633,1.0759179348124115,0.026728317141532898,0.5729714035987854,401.30336220979365,0.0,809.3441162109375,1210.6474784207312,0.0,0.11833779258122135,0.47364968472524943,0.494077870725101,0.029788604006171227,-0.014173709787428379,0.012350735254585743,17845022720.0,501753407,0.0,8.107009887695312,0.3349786698818207,8.107009887695312,2.326041356970621,628494341228.0,25894868.0,76.3595503858,2.2558411952,35.2845478409,110.2245067703,80.90000852678608,10759.1793481241,34.631418383,quarter,0.0,0.0,VRG
VRG,2020,4,1.3639572394,0.0012422341861387219,1.069026837526262,0.0328438417,0.3470638683,286.4874951460591,0.0,553.1227600935,839.6102552395591,0.0,-0.6282346879623082,0.46322273480283466,0.03618817017625646,0.0392121694,-0.0073452561,0.0166773926,8344517275.0,-2787362020,0.0,7.2507564033,0.1307347988,7.2507564033,2.4318771810914583,673266568000.0,25894868.0,60.8836895036,2.4348492087,30.9154209829,-83.9868282953,6.200466826090792,10678.2793395973,79.1497220331,quarter,0.0,0.0,VRG
VRG,2020,3,1.4167631365,0.0013630654446210057,1.068406790843653,0.1524039879,240.6299787223,60.360026675875325,0.0,96.0524895564,156.41251623227532,0.0,0.07245922071061486,0.5181509692348581,0.7236256537623978,0.1384377547,0.1164999051,0.0581745823,32246770334.0,354266002,0.0,8.4614455609,0.399267265,8.4614455609,2.4167631365241538,723865140072.0,25894868.0,18.4582159911,2.6164191616,7.0457408616,33.4016930758,136.62685474975197,10684.0679084365,22.050729035,quarter,0.0,0.0,VRG
VRG,2020,2,1.4742645222,0.0015023881747753653,1.0547441053686777,0.1535547445,221.8260956881,54.549975542539386,0.0,78.0803833978,132.6303589403394,0.0,-0.4751486190002953,0.4822926554357638,0.5740082064171069,0.140744395,0.1171001119,0.0595494317,31998532548.0,-2017559604,0.0,6.5360452756,0.1628549306,6.5360452756,2.4742645222200124,567330663012.0,25894868.0,14.3310342872,2.0771862946,5.5576592535,22.7600396164,94.1242009420554,10547.4410536868,17.329867143,quarter,0.0,0.0,VRG
VRG,2020,1,1.3871851205,0.0015708058290637207,1.0904987322739008,0.1563313361,206.3507061197,48.88750936236856,0.0,60.1929905892,109.08049995156856,0.0,0.2974325691530797,0.49630469664856647,0.6377242362967415,0.1518745009,0.116201409,0.0651011575,32828938623.0,2440593116,0.0,8.8206616223,0.2488006344,8.8206616223,2.3871851205329753,443216560688.0,25894868.0,10.453354513,1.5695570745,4.3530970503,20.8059546732,202.08127826718408,10904.987322739,13.2611349304,quarter,0.0,0.0,VRG
VRG,2019,4,1.3389640475,0.0015843500993099353,1.1621727167290445,0.0974451385,103.3293492197,104.1458310299848,0.6122836239,144.7856391228,249.5437537766848,596.1289601341,0.3683246856249107,0.38897761771405864,0.32797699660998014,0.1008619227,0.0628605515,0.0493707601,18205199095.0,31453858764,0.0440189281,11.9158048648,2.1480002863,11.9158048648,2.252761148086786,235306665516.0,25894868.0,8.5236210775,0.8184343778,4.3185084273,1.0776483985,1081.6152168452838,11102.9060444718,12.4930844394,quarter,0.0,0.0,VRG
VRG,2019,3,1.3499961388,0.0018985603999160385,1.037425595295562,0.0214524455,22.6686974321,424.40269260983723,4.3470451635,425.8423399048,854.5920776781372,83.9650811696,0.025053519771978103,0.44982849836397243,0.9236791960407195,0.0332528321,-0.017029391,0.0150065452,-4438974609.0,106028216,0.0464037123,12.1011270698,0.7058158147,12.1011270698,2.3499961388287507,223213762160.0,25894868.0,25.5049944125,0.830902962,17.8414087958,0.8857386655,150.95940180115997,10374.2559529556,-46.8749674346,quarter,0.0,0.0,VRG
VRG,2019,2,1.3487481793,0.002052118743217994,1.022329655115446,0.0189429884,17.7018033656,552.527266551895,5.1350770938,493.684232392,1051.3465760376948,71.0797507677,-0.2981542794045669,0.5023079839048965,1.3183476952415087,0.0188371586,-0.0200396751,0.0092776752,-5174013360.0,-1187153529,0.0,17.9858283298,0.2144625357,17.9858283298,2.3487481793378597,274433811064.0,25894868.0,55.8188130535,1.0366519201,27.3382850566,1.3501334918,202.71323456833224,10223.2965511545,-52.3877878877,quarter,0.0,0.0,VRG
VRG,2019,1,1.4427086466,0.002221695554636604,1.002058331658613,0.016359392,13.4510180325,749.480062631474,5.9233171785,480.318476132,1235.721855941974,61.62087712,-0.4014122300588785,0.3289234850914967,-0.16557452057200928,0.0056804856,-0.0232643171,0.0030884731,-5910248605.0,-1018677056,0.0,7.7198092768,0.0613573051,7.7198092768,2.442708646582765,393317150052.0,25894868.0,266.5421205398,1.515780022,50.3202174976,1.5811604885,-16.22653268593607,10020.5833165861,-66.205859976,quarter,0.0,0.0,VRG
VRG,2018,4,0.7154906854,0.0022233272637681425,1.0036809849272064,0.0166420126,11.4050042762,761.335269058917,6.4379722629,714.6512569381,1482.424498259917,56.6948699213,-1.4066204800780968,0.3432674046537418,0.0077546508189563,0.0075248981,-0.0210190362,0.0046071399,-5340513364.0,-2474973020,0.0,2.4980129236,0.602916204,2.4957235032,1.7154906854362013,199183324656.0,25894868.0,102.228949536,0.7663789706,28.3008482807,5.4686264504,0.526916839274871,10036.8098492721,-36.7293976033,quarter,0.0,0.0,VRG
VRG,2018,3,0.609281054,0.0021961289940943024,1.003628293243279,0.0766695841,50.9347878178,165.7781219503373,0.0,71.3667618855,237.14488383583728,0.0,-0.35482340720311145,0.3019263496684132,0.0419535962893777,0.0091467992,-0.0063412408,0.0058095316,-1533864182.0,-624317911,0.0,7.0639721413,0.3015139393,7.0639721413,1.6092810540246698,138485754064.0,25894868.0,58.4816586098,0.5328666037,4.4313667039,-7.5658522556,2.850683656699853,10036.2829324328,-88.310470868,quarter,0.0,0.0,VRG
VRG,2018,2,0.5904142557,0.0023065906067451193,1.0033432248776089,0.0776512282,49.777178965,137.5067648411964,0.0,52.5217237661,190.0284886072964,0.0,-1.0904673617965324,0.33271903757079646,1.0277534304274076,0.009445826,-0.0048944781,0.006061791,-1186043708.0,-1918696150,0.0,13.1857459427,2.1347502254,13.1857459427,1.5904142556754748,84158321000.0,25894868.0,34.4966581972,0.3239170724,2.6929584495,14.6389296517,69.83429708929198,10033.4322487761,-68.40290501,quarter,0.0,0.0,VRG
VRG,2018,1,0.5434380969,0.002433364868152567,0.9963597951686798,0.0784437327,48.6710193963,109.23540773203382,0.0,48.8140793133,158.04948704533382,0.0,-0.25285324438120815,0.2711336623343676,0.02988994484234288,0.0117163283,-0.0022329188,0.0075769365,-519031755.0,-444899649,0.0,6.3039573394,1.5537895118,6.3039573394,1.5434380968605155,103579472000.0,25894868.0,34.3139634737,0.4014614017,3.3144103994,-5.3773358579,2.0309767170854087,9963.5979516868,-170.4720576124,quarter,0.0,608.2833366602771,VRG
VRG,2017,4,0.550513135,0.0025454755151780753,0.9957714266935055,0.0786974698,47.6129537234,92.19066927786615,0.0,54.8440525221,147.03472179996615,0.0,0.05158878138318411,0.09587355208283704,0.01668137859272574,0.0126937348,-0.0046345566,0.0081936317,-1166962509.0,1339899912,0.0,6.1489037139,1.222400019,6.1489037139,1.5542764327161676,113523101312.0,25894868.0,34.8900158111,0.4400914044,3.6325937977,16.2256245722,16.731517302965205,9961.5669749697,-84.3420759398,quarter,0.0,0.0,VRG
VRG,2017,3,0.5446391005,0.0,0.9940982749632089,0.0177888329,0.0,229.30474084631678,0.0,18.9197181012,248.22445894751678,0.0,-0.14092503548125174,0.2711336623343676,0.08263955398016512,0.0112790561,-0.0096145711,0.0072946795,-2474004290.0,-247960033,0.0,3.1341624089,0.7529876697,3.1341624089,1.5446391005059645,234503924608.0,25894868.0,81.9367439828,0.9109763318,33.3193554381,-6.9331223835,5.615233180566898,9940.9827496321,-88.2366146782,quarter,0.0,0.0,VRG
VRG,2017,2,0.5428963775,0.0,0.9935367516451522,0.0178471606,7161.2861494881,165.6715534530485,0.0,19.6959812362,185.3675346892485,0.0,-0.6951604382239466,0.2711336623343676,1.3568055508679535,0.008590898,-0.0153455185,0.005554504,-3938726844.0,-1223146793,0.0,3.1982956263,0.8101455768,3.1982956263,1.542896377488046,243411759200.0,25894868.0,111.1250262181,0.9461149761,34.5850199998,-14.7657250498,92.19289289290836,9935.3675164515,-57.6850355051,quarter,0.0,0.0,VRG
