Meta,Meta,Meta,Chỉ tiêu cơ cấu nguồn vốn,Chỉ tiêu cơ cấu nguồn vốn,Chỉ tiêu cơ cấu nguồn vốn,Chỉ tiêu hiệu quả hoạt động,Chỉ tiêu hiệu quả hoạt động,Chỉ tiêu hiệu quả hoạt động,Chỉ tiêu hiệu quả hoạt động,Chỉ tiêu hiệu quả hoạt động,Chỉ tiêu hiệu quả hoạt động,Chỉ tiêu hiệu quả hoạt động,Chỉ tiêu khả năng sinh lợi,Chỉ tiêu khả năng sinh lợi,Chỉ tiêu khả năng sinh lợi,Chỉ tiêu khả năng sinh lợi,Chỉ tiêu khả năng sinh lợi,Chỉ tiêu khả năng sinh lợi,Chỉ tiêu khả năng sinh lợi,Chỉ tiêu khả năng sinh lợi,Chỉ tiêu khả năng sinh lợi,Chỉ tiêu thanh khoản,Chỉ tiêu thanh khoản,Chỉ tiêu thanh khoản,Chỉ tiêu thanh khoản,Chỉ tiêu thanh khoản,Chỉ tiêu định giá,Chỉ tiêu định giá,Chỉ tiêu định giá,Chỉ tiêu định giá,Chỉ tiêu định giá,Chỉ tiêu định giá,Chỉ tiêu định giá,Chỉ tiêu định giá,Chỉ tiêu định giá,period,symbol
DBM,2015,5,1.055274686,0.1593879276935018,2.3940145140987688,3.1982626055,45.1210733121,24.962318417760358,38.6238346495,51.4165783515,115.00273141876036,9.4501233063,0.023093802614946146,0.11994970415253427,0.022313627235614433,0.1448868106,0.1470316967,0.0713648396,7773133566.0,6834312404,0.0430107527,1.7785353563,0.6695530627,1.1804818277,0.0,2.0552746859871354,54170305200.0,1941588.0,9.8972685301,1.1654064683,0.1830467005,10.6676568329,3401.0457336983955,23940.1451409877,2.7438025266,year,DBM
DBM,2014,5,1.0041635544,0.12779671322544237,2.30074785896905,4.1697550953,60.9138575186,19.584734960445406,33.4183879778,38.8342671534,91.8373900916454,10.9221306618,0.03147928879066409,0.14945713457649634,0.02718706881495449,0.231798826,0.2549927925,0.1133634187,12231320640.0,11390794340,0.0609318996,1.8518447994,0.779661466,1.1679306328,0.0,2.0041635544399723,54170305200.0,1941588.0,5.506425871,1.212649178,0.1497035791,4.2154047951,5066.807517866819,23007.4785896905,1.7157467629,year,DBM
DBM,2013,5,1.0898202805,0.15349235582758958,2.070980510025814,3.7097988148,45.5859121821,22.6633054613858,42.7481581052,49.3900311486,114.8014947151858,8.5383795742,0.033817168088172395,0.1569060486681367,0.027339818471119725,0.2261642624,0.2665482599,0.1014252262,11558775393.0,10717881294,0.0896057348,1.8001178566,0.5893434528,1.1128395863,0.0,2.089820280497568,36113536800.0,1294392.0,4.1677598848,0.8981253039,0.1139457987,8.9629877719,6694.243615535324,31064.7076503872,0.9466283638,year,DBM
DBM,2016,1,0.6511407053,0.1490754692559464,2.4722579151704687,3.5289137414,43.1409904906,23.006728048029217,30.3906804043,41.825033857,95.22244230932921,12.0102608808,0.012581306124821983,0.13225233185301832,0.022167578471878138,0.1674382733,0.0,0.0896555333,8535126335.0,862208449,0.0,2.2844348697,0.6166398754,1.6895101298,,1.6511407053316423,41357280591.0,1941588.0,5.4462885745,0.8615909315,0.1383683316,8.9693639935,782.4340107170008,24722.5791517047,2.587416446,quarter,DBM
DBM,2015,4,0.0,0.1593879276935018,2.3940145140987688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0298470714692412,0.12663453375711906,0.024111059059896446,0.0,0.0,0.0,0.0,2441628561,0.0618556701,0.0,0.0,0.0,,2.0552746859871354,37666807200.0,1941588.0,5.7041279415,0.8103543185,0.1272797846,7.4176538551,1015.8675285384953,23940.1451409877,2.3662854499,quarter,DBM
DBM,2015,3,0.0,0.1633900663278361,2.278899569785145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024038644449760775,0.11561220896603654,0.023627761141557225,0.0,0.0,0.0,0.0,1863088998,0.0,0.0,0.0,0.0,,1.8807267140672472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,quarter,DBM
DBM,2015,2,0.0,0.13869295769908224,2.198110947636677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03344991429922237,0.1286392977161543,0.03195996737871645,0.0,0.0,0.0,0.0,2376724000,0.0,0.0,0.0,0.0,,1.892932036338696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,quarter,DBM
DBM,2015,1,0.0,0.15342905308901789,2.3279900425321953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0023312253230741648,0.10732146636138422,0.00806600678170198,0.0,0.0,0.0,0.0,152870844,0.0,0.0,0.0,0.0,,1.7793983982009878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,quarter,DBM
DBM,2014,1,0.9164644819,0.13881832094755667,2.211934345133983,3.7097988148,45.5859121821,22.66330546152652,42.7481581051,49.3900311485,114.80149471512652,8.5383795741,0.03611175422742411,0.14152543643608742,0.0329807121222526,0.2261642624,8.62928,0.1014252261,13390739800.0,2996556954,0.0625,1.9201147179,0.6762021865,1.3688703589,,1.9164644819200076,51775680000.0,1294392.0,5.9752829889,1.2055812924,0.1633631522,12.8501616801,2114.3075428463712,33179.0151770097,1.8898740388,quarter,DBM
DBM,2013,3,1.1668374076,0.15974664699668664,1.9939667191494796,3.5292843812,37.3961865434,18.964925435031276,51.1709422414,58.9955048507,129.13137252713128,7.1329544466,0.03220768983205443,0.15124636716960402,0.024048104829121876,0.2316508354,0.0,0.0926746464,11991652258.0,2592454395,0.0714285714,1.7044235454,0.3548800315,1.2017896057,,2.1668374076274572,45303720000.0,1294392.0,5.6929137104,1.1701967294,0.1494888789,8.9374691219,1495.4317131131836,29909.5007872422,2.4474412125,quarter,DBM
DBM,2013,2,1.0312203182,0.16951154879627622,1.8942712715570966,3.5292843812,37.3961865434,18.964925435031276,51.1709422414,58.9955048507,129.13137252713128,7.1329544466,0.04596909252027549,0.16932146420549066,0.03530983566526964,0.2316508354,0.0,0.0926746464,11991652258.0,3499003048,0.0704225352,1.7863338363,0.5662370641,1.2668619111,,2.031220318220419,45950916000.0,1294392.0,5.7742410491,1.2493810692,0.1516244343,9.0651472522,2076.3868349000923,28414.0690733564,2.111499949,quarter,DBM
DBM,2013,1,0.9055673627,0.16747169130628273,2.0057775999851666,3.5292843812,37.3961865434,18.964925435031276,51.1709422414,58.9955048507,129.13137252713128,7.1329544466,0.03562209673197205,0.1624874938079883,0.0330428480190161,0.2316508354,0.0,0.0926746464,11991652258.0,2734322490,0.0847457627,1.8979703767,0.4763918875,1.2726512788,,1.9055673627900882,38184564000.0,1294392.0,4.7983129845,0.9805008624,0.1259977693,7.5330096885,1959.4848438494676,30086.6639997775,1.8533132003,quarter,DBM
