Meta,Meta,Meta,Chỉ tiêu cơ cấu nguồn vốn,Chỉ tiêu cơ cấu nguồn vốn,Chỉ tiêu cơ cấu nguồn vốn,Chỉ tiêu cơ cấu nguồn vốn,Chỉ tiêu hiệu quả hoạt động,Chỉ tiêu hiệu quả hoạt động,Chỉ tiêu hiệu quả hoạt động,Chỉ tiêu hiệu quả hoạt động,Chỉ tiêu hiệu quả hoạt động,Chỉ tiêu hiệu quả hoạt động,Chỉ tiêu hiệu quả hoạt động,Chỉ tiêu khả năng sinh lợi,Chỉ tiêu khả năng sinh lợi,Chỉ tiêu khả năng sinh lợi,Chỉ tiêu khả năng sinh lợi,Chỉ tiêu khả năng sinh lợi,Chỉ tiêu khả năng sinh lợi,Chỉ tiêu khả năng sinh lợi,Chỉ tiêu khả năng sinh lợi,Chỉ tiêu thanh khoản,Chỉ tiêu thanh khoản,Chỉ tiêu thanh khoản,Chỉ tiêu thanh khoản,Chỉ tiêu thanh khoản,Chỉ tiêu định giá,Chỉ tiêu định giá,Chỉ tiêu định giá,Chỉ tiêu định giá,Chỉ tiêu định giá,Chỉ tiêu định giá,Chỉ tiêu định giá,Chỉ tiêu định giá,Chỉ tiêu định giá,period,symbol
ticker,yearReport,lengthReport,(ST+LT borrowings)/Equity,Debt/Equity,Fixed Asset-To-Equity,Owners' Equity/Charter Capital,Asset Turnover,Fixed Asset Turnover,Days Sales Outstanding,Days Inventory Outstanding,Days Payable Outstanding,Cash Cycle,Inventory Turnover,EBIT Margin (%),Gross Profit Margin (%),Net Profit Margin (%),ROE (%),ROIC (%),ROA (%),EBITDA (Bn. VND),EBIT (Bn. VND),Current Ratio,Cash Ratio,Quick Ratio,Interest Coverage,Financial Leverage,Market Capital (Bn. VND),Outstanding Share (Mil. Shares),P/E,P/B,P/S,P/Cash Flow,EPS (VND),BVPS (VND),EV/EBITDA,,
KOS,2025,5,1.315596863,1.0825912383,0.4336802957006177,1.0798135002682794,0.3200324199,1.4980443599,47.89994809895218,677.5491851569,36.7244298155,762.1735630713522,0.5387062784,0.08659325038048084,0.11162121170714627,0.012112666756077743,0.0081178352,0.0306339068,0.0038764461,204134046596.0,134677415862,2.2501270948,0.0009544529,0.4998900886,-1.3536047365331072,2.082591238291752,8258762930250.0,216481335.0,438.393895079,3.5444228811,5.310119159,-260.1339779756,87.02219722545595,10763.388365251,50.5358671669,year,KOS
KOS,2024,5,1.3912376344,1.0923122035,0.4583106618305176,1.0710555656666658,0.2996423772,1.3338256773,57.51783241881069,720.5381750807,40.2808444269,818.3368519264106,0.506565804,0.0868397375047859,0.11624762248163598,0.014896317769917242,0.0092984085,0.0285131419,0.0044635681,198016281562.0,124956018515,2.4587533719,0.0308691363,0.550207885,-1.3221435991237487,2.0923122034501365,8345355464250.0,216481335.0,389.3383956426,3.6107791165,5.7997084615,244.4956884318,99.01412352709299,10676.3661680255,52.3561514403,year,KOS
KOS,2023,5,1.3435673412,1.0608120732,0.4747462248111275,1.0653874359223625,0.2744555973,1.1928492682,70.19488420228186,742.773612432,42.3642279243,855.332724558582,0.4914014094,0.07926747559504255,0.11082731210087289,0.01600730210950016,0.0092031375,0.0246179944,0.0043932937,175810043919.0,104301370613,2.6086483739,0.0028550535,0.6095583493,-0.8490476842598924,2.0608120732077917,8323707330750.0,216481335.0,395.1879304063,3.62030975,6.325892592,242.8363031011,97.29548157119412,10620.6381926137,58.3046365049,year,KOS
KOS,2022,5,1.4143216190999999,1.1160103829,0.48626860284401613,1.055623153879756,0.3084734475,1.5431999001,87.95853667586036,547.7592474137,54.1288246646,689.8466087541603,0.6663511419,0.0756546065504374,0.10916014164463746,0.016166545875281223,0.0095791995,0.0238287615,0.0049869501,152668587552.0,101638968080,2.5867656824,0.0354314396,0.7761969829,-1.0300977386789272,2.1160103828734713,8583484932750.0,216481335.0,395.2041897177,3.7678141907,6.3890866632,-15.5747647029,100.32788374110868,10523.3427110425,68.893645956,year,KOS
KOS,2021,5,0.8803549471000001,0.7118378261,0.27828156088467787,1.0456056614756186,0.3644049812,3.3884025656,111.28442080327112,405.056834138,60.9407239091,577.2819788503712,0.9011081143,0.019282675962396,0.04564214430402805,0.02037705411696468,0.0131777638,0.0061267043,0.0074255,28331427092.0,21337594628,2.9294521952,0.0188282519,1.3039218091,-0.8258175830890385,1.7118378261362166,8226290730000.0,216481335.0,364.8249219913,3.6455434404,7.4340571786,-28.6742215925,104.15955081300658,10423.6859665015,332.8352076403,year,KOS
KOS,2020,5,0.9368735992,0.8973968474,0.02006474401714715,0.5352323723594923,0.6372389833,52.6017793076,89.0595188066463,271.3178967495,41.1648265569,401.54224211304626,1.3452853806,0.029268927316811074,0.059808165568089704,0.01674392118884719,0.0190913163,0.0197290307,0.0106698793,44125963636.0,38302081239,2.5585901796,0.0268202364,1.1093850754,-1.3512041607579643,1.8973968473616285,3335562500000.0,103750000.0,152.2286319802,2.8787652543,2.5489042166,-9.6012211732,211.1954865638554,11167.9825063711,92.8823970008,year,KOS
KOS,2019,5,0.5850389798,0.6790630128,0.0233182252240891,0.5251106998693444,0.5872244765,52.1335717546,99.74622911996076,234.9918927081,65.3965663192,400.1346881472608,1.5532450749,0.03692422848264018,0.07623587560059605,0.018876742575029547,0.0178060675,0.0260900071,0.0110848853,43459910158.0,39244092274,3.521573986,0.011510735,1.810875758,-3.133314764470968,1.679063012835305,3154000000000.0,103750000.0,157.2069627365,2.7745359972,2.9675553666,-15.9683190907,193.3756588819277,10956.7870198072,80.9011061159,year,KOS
KOS,2018,5,0.48741253409999996,0.5323055019,0.012774982618408603,0.515843053488191,0.7322369123,86.0599358843,85.20736692945987,149.4593507985,70.6730843995,305.33980212745985,2.442135591,0.07383517118791612,0.09539487153252207,0.0500700212797775,0.0575586324,0.0467802258,0.0366631178,68478160338.0,66452979377,4.1914863439,0.435104886,2.7873761655,-10.387833087595864,1.53230550191323,3154000000000.0,103750000.0,69.9894760145,2.8243833651,3.5043745534,-5.9227460676,434.3510157686747,10763.4113609253,48.2463358409,year,KOS
KOS,2017,5,0.4872486141,0.6634862696,0.014806518089997639,0.2074728570987425,0.6435015235,83.0231048871,98.23780362795698,150.9981487348,74.3567208673,323.59267323005696,2.4172481786,0.07005953919398061,0.1021861419050907,0.06504681194568013,0.0619048546,0.0468614654,0.0418577226,29551964123.0,28562469580,2.5126749397,0.0189526757,1.6867328731,-10.691097551747694,1.6634862696235326,1261600000000.0,41500000.0,47.5737280908,2.8089236533,3.0945193447,-12.8671117847,639.0081505060241,10822.6508628916,47.9639537699,year,KOS
