Meta,Meta,Meta,Chỉ tiêu cơ cấu nguồn vốn,Chỉ tiêu cơ cấu nguồn vốn,Chỉ tiêu cơ cấu nguồn vốn,Chỉ tiêu cơ cấu nguồn vốn,Chỉ tiêu hiệu quả hoạt động,Chỉ tiêu hiệu quả hoạt động,Chỉ tiêu hiệu quả hoạt động,Chỉ tiêu hiệu quả hoạt động,Chỉ tiêu hiệu quả hoạt động,Chỉ tiêu hiệu quả hoạt động,Chỉ tiêu hiệu quả hoạt động,Chỉ tiêu khả năng sinh lợi,Chỉ tiêu khả năng sinh lợi,Chỉ tiêu khả năng sinh lợi,Chỉ tiêu khả năng sinh lợi,Chỉ tiêu khả năng sinh lợi,Chỉ tiêu khả năng sinh lợi,Chỉ tiêu khả năng sinh lợi,Chỉ tiêu khả năng sinh lợi,Chỉ tiêu khả năng sinh lợi,Chỉ tiêu thanh khoản,Chỉ tiêu thanh khoản,Chỉ tiêu thanh khoản,Chỉ tiêu thanh khoản,Chỉ tiêu thanh khoản,Chỉ tiêu định giá,Chỉ tiêu định giá,Chỉ tiêu định giá,Chỉ tiêu định giá,Chỉ tiêu định giá,Chỉ tiêu định giá,Chỉ tiêu định giá,Chỉ tiêu định giá,Chỉ tiêu định giá,period,symbol
ticker,yearReport,lengthReport,(ST+LT borrowings)/Equity,Debt/Equity,Fixed Asset-To-Equity,Owners' Equity/Charter Capital,Asset Turnover,Fixed Asset Turnover,Days Sales Outstanding,Days Inventory Outstanding,Days Payable Outstanding,Cash Cycle,Inventory Turnover,EBIT Margin (%),Gross Profit Margin (%),Net Profit Margin (%),ROE (%),ROIC (%),ROA (%),EBITDA (Bn. VND),EBIT (Bn. VND),Dividend yield (%),Current Ratio,Cash Ratio,Quick Ratio,Interest Coverage,Financial Leverage,Market Capital (Bn. VND),Outstanding Share (Mil. Shares),P/E,P/B,P/S,P/Cash Flow,EPS (VND),BVPS (VND),EV/EBITDA,,
NNT,2024,5,0.2835037906,0.3551035287,0.2937275408923072,2.99613066351022,0.558348378,2.3224037422,19.10669295998277,17.1688530291,16.9697277332,53.245273722282775,21.2594283021,0.37108584565390446,0.42970288755491937,0.366899705473095,0.2851553557,0.2393563815,0.2048578555,101965018774,79318954106,0.1006135987,5.5603999794,1.4545742539,1.9077013949,-23.102490514753086,1.3551035287033826,572297741943,9490841,8.6018213496,2.0125959077,2.6774381222,6.8600976654,8263.142741828675,29961.3050831873,5.3765862564,year,NNT
NNT,2023,5,0.4077833044,0.4314208029,0.37845718149514207,2.7994068059405905,0.5371616346,1.8098791183,34.494530289598416,18.3402349012,19.4667768869,72.30154207769841,19.9015989689,0.35914432828980947,0.4070474711645502,0.35919244191697886,0.2854776477,0.2202486757,0.1929443992,96943731963,72022140803,0.0827464789,5.1908897565,0.2307778445,0.8537996958,-16.61133450455967,1.4314208028940794,539079796723,9490841,8.9816433154,2.0290013878,2.6881657408,6.84425579,7589.6108069874945,27994.0666093887,6.0788245654,year,NNT
NNT,2022,5,0.5765865747,0.5331378879,0.5065956631457631,2.517724583353572,0.5242595431,1.4510155215,44.34477837117788,23.5948979513,16.7591209878,84.69879731027788,15.4694460113,0.3069409393901072,0.40050505316472984,0.30680220353755805,0.2633386774,0.1885008128,0.160843983,86831498487,59455790419,0.0916030534,4.8673233082,0.2454566058,0.9562647653,-11.309837752516216,1.5331378879299495,372990070620,9490841,7.5319231581,1.5609333243,1.9255638829,6.945814856,6261.71239018755,25177.2445294223,5.0488966977,year,NNT
NNT,2021,5,0.7912830338000001,0.7543382595,0.6871052658028342,2.237909834671132,0.4797399642,1.1515746647,41.63128538445498,27.514145713,12.5411693824,81.68660047985499,13.2659034304,0.28640406487069575,0.39166062030068255,0.27449650972178885,0.2469968078,0.1728748504,0.1316869458,80628199807,52554204477,0.0716332378,3.6464741141,0.1059244739,0.6509926207,-8.50629429362809,1.754338259541022,331230368057,9490841,7.8320940882,1.5594909709,1.8051024607,8.2848324998,5307.138455696392,22379.0971875344,5.167293114,year,NNT
NNT,2020,5,1.0148246159999998,1.0074468668,0.8838257866810875,2.0594238058882244,0.4706266567,0.9893049449,27.523300557114972,25.2654054453,19.7470404179,72.53574642031496,14.4466314143,0.2973088397377654,0.3973991409788549,0.28682840274008214,0.2857026298,0.1807747753,0.1349890922,83357744051,54631197457,0.0686228761,2.6375564575,0.1154184151,0.4846221189,-7.673068595342719,2.007446866788183,345760846380,9490841,7.9766307905,1.7689900341,1.881667634,5.0274076613,5553.290013814371,20594.2369921562,5.3175728097,year,NNT
NNT,2019,5,1.3178545148,1.2393285562,1.1454319925757026,1.8280377961552616,0.4338210071,0.8570425995,17.861393987317854,33.9750597631,28.2443490183,80.08080276871786,10.7431746271,0.28900115501815365,0.40088599908361966,0.2816990461704398,0.2904175829,0.1633182872,0.1222069639,75248681492,48242528839,0.0769230769,2.9604022257,0.1018787434,0.5270078428,-6.014661173342664,2.2393285561693035,308452348477,9490841,7.8856026175,1.7778626761,1.8478111974,6.3141970743,4954.629286698618,18280.3770146783,5.6358493375,year,NNT
NNT,2018,5,1.7223244491,1.5346731047,1.2692537070053247,1.5840347351725732,0.4012345972,0.7408145138,9.91582721833259,47.8507802744,24.2956929817,82.06230047443259,7.6278797944,0.2852294698540635,0.3911526906506197,0.24432652309952368,0.2589716254,0.147927357,0.0980322541,68238035410,42510762510,0.0615384615,2.9244313469,0.1879689712,0.5783641805,-4.75400359165675,2.5346731046960573,308452348477,9490841,9.9654823541,2.0517227913,2.0695864914,5.423562999,3836.8110948228928,15840.3465312384,6.3577978553,year,NNT
NNT,2017,5,2.2097044608000003,1.7646291069,1.6163065764970794,1.3790783774377844,0.3519729347,0.6069050389,5.700341951245582,53.4608508542,18.1995538629,77.36074666834558,6.8274259419,0.2018296249777962,0.3380236846832445,0.16108865692310514,0.1676407478,0.092425942,0.0566988473,50584879829,26162835598,0.0369230769,2.9989823438,0.3859725041,0.7685560807,-2.6525244240821726,2.7646291068674014,308452348477,9490841,14.771453159,2.3566464543,2.3795135502,10.6786127302,2200.1898752702737,13790.7830600524,8.7470848238,year,NNT
NNT,2016,5,2.7022531295,2.1692903458,1.823666764815841,1.2458083572888852,0.3260279608,0.5826066787,5.36931540121364,54.8704606003,16.7472776827,76.98705368421363,6.6520309107,0.25136629419034573,0.3598605112702868,0.178462815144997,0.1932053358,0.1100505444,0.0581838677,53540802187,31426462355,0.0461538462,3.2884478385,0.3061408331,0.68496654,-2.905805957705757,3.1692903458355954,282469053477,8691355,12.6600284626,2.3889933289,2.2593443193,12.8372687653,2567.1349740057794,13604.0564063079,8.1359653878,year,NNT
NNT,2015,5,3.1030206941,2.4793048187,1.8944514993628847,1.1877534136015975,0.2889264277,0.5214628215,5.10233616950616,48.7806435362,13.5119884247,67.39496813040617,7.4824761123,0.266130435397009,0.371627442408789,0.18588824209355004,0.1928138711,0.103586984,0.0537080257,51282941837,30578695352,0.0430769231,3.3118320554,0.173733887,0.5299668188,-2.6122415127826635,3.479304818716128,282469053477,8691355,16.8893422377,2.5057624087,2.4583655817,11.1686862831,2457.4734753096614,12970.1043831367,8.8940963557,year,NNT
NNT,2014,5,3.4927772775,2.7047480059,2.087206638187591,1.1465825025516707,0.2574787859,0.4606638669,4.728212722575159,32.4188046146,6.3214879803,43.468505317475156,11.2588975547,0.25256355692120847,0.35925902809904203,0.18184686704596048,0.1935174811,0.0797957142,0.0468217105,42427864947,24452201220,0.0369230769,1.7363126418,1.4654271571,1.6503326406,-1.9427720819663286,3.704748005911141,282469053477,8691355,16.0441892355,2.595738072,2.9175855468,7.3141376407,2025.6556041031577,12520.5236808197,11.1177960319,year,NNT
NNT,2013,5,5.611240003300001,3.7703971896,2.6417477100775573,0.7705767707308552,0.2294930511,0.411496466,6.232330694212797,29.9433567308,10.003635292,46.179322717012795,12.1896821149,0.1747588761499349,0.34230182085821864,0.11832226811142757,0.1372982592,0.0477893325,0.0271541383,28395308505,13662643195,0.0458461538,1.9322861442,1.6384544522,1.8793599234,-1.0111569052454703,4.770397189632184,192555573990,5924787,20.8158488294,2.6329067881,2.4629784462,13.6850629756,1561.310310902316,12343.7715864093,13.9747621291,year,NNT
