Meta,Meta,Meta,Chỉ tiêu cơ cấu nguồn vốn,Chỉ tiêu cơ cấu nguồn vốn,Chỉ tiêu cơ cấu nguồn vốn,Chỉ tiêu hiệu quả hoạt động,Chỉ tiêu hiệu quả hoạt động,Chỉ tiêu hiệu quả hoạt động,Chỉ tiêu hiệu quả hoạt động,Chỉ tiêu hiệu quả hoạt động,Chỉ tiêu hiệu quả hoạt động,Chỉ tiêu hiệu quả hoạt động,Chỉ tiêu khả năng sinh lợi,Chỉ tiêu khả năng sinh lợi,Chỉ tiêu khả năng sinh lợi,Chỉ tiêu khả năng sinh lợi,Chỉ tiêu khả năng sinh lợi,Chỉ tiêu khả năng sinh lợi,Chỉ tiêu khả năng sinh lợi,Chỉ tiêu khả năng sinh lợi,Chỉ tiêu khả năng sinh lợi,Chỉ tiêu thanh khoản,Chỉ tiêu thanh khoản,Chỉ tiêu thanh khoản,Chỉ tiêu thanh khoản,Chỉ tiêu thanh khoản,Chỉ tiêu định giá,Chỉ tiêu định giá,Chỉ tiêu định giá,Chỉ tiêu định giá,Chỉ tiêu định giá,Chỉ tiêu định giá,Chỉ tiêu định giá,Chỉ tiêu định giá,Chỉ tiêu định giá,period,symbol
ticker,yearReport,lengthReport,Debt/Equity,Fixed Asset-To-Equity,Owners' Equity/Charter Capital,Asset Turnover,Fixed Asset Turnover,Days Sales Outstanding,Days Inventory Outstanding,Days Payable Outstanding,Cash Cycle,Inventory Turnover,EBIT Margin (%),Gross Profit Margin (%),Net Profit Margin (%),ROE (%),ROIC (%),ROA (%),EBITDA (Bn. VND),EBIT (Bn. VND),Dividend yield (%),Current Ratio,Cash Ratio,Quick Ratio,Interest Coverage,Financial Leverage,Market Capital (Bn. VND),Outstanding Share (Mil. Shares),P/E,P/B,P/S,P/Cash Flow,EPS (VND),BVPS (VND),EV/EBITDA,,
VTK,2024,5,0.5830613245,0.2502047704148465,1.5354830827231134,1.8359797419,10.029639249,53.963288821186005,22.8473037386,37.4244495405,114.235042100286,15.9756268913,0.09360886079941808,0.14069166025768326,0.08056630988681747,0.2194287792,0.2468773515,0.1479181128,39983170825,35569572650,0.03122463,2.1200032845,0.296939857,1.0260519215,0.0,1.583061324485594,450760985970,9383230,19.2196627401,3.1285919422,1.1862729644,15.793413196,3262.592233697778,15354.8308272311,10.6498852232,year,VTK
VTK,2023,5,0.3770982055,0.2943450354828821,1.438230981634256,1.5141540386,7.0784237538,73.76685273915228,18.4121137888,42.7312193528,134.9101858807523,19.8239052934,0.10583946014403289,0.17286558485916356,0.09201865952022503,0.2010740226,0.221567188,0.1393304249,34137494079,29901050577,0.0219102847,2.7182322668,0.5014365571,1.7916230192,-70.00769593316029,1.3770982055191106,642385309030,9383230,33.6862660248,4.7600838025,2.2738235948,99.2008480336,2770.526906193283,14382.3098163426,18.0700734495,year,VTK
VTK,2022,5,0.5152444791,0.3243806567302112,1.3174973517221682,1.2418424558,5.2764630197,65.99391803428838,17.6944719591,37.4871344429,121.17552443628838,20.6279114089,0.1072053289167053,0.215923992676148,0.0961478892738056,0.1740414134,0.1864396352,0.1194005309,26581522060,23048377439,0.0306786109,2.2734879098,0.3208069679,1.228495452,-3613.6773502119363,1.5152444790890451,160819634908,4933723,10.5794685372,1.3008791682,0.7480232351,-29.8409037581,4189.758354492135,25056.9005912979,5.2813137908,year,VTK
VTK,2021,5,0.395100414,0.3633304948623759,1.2140658291228075,0.8568211959,3.3860800528,111.63350926930579,2.8910060558,50.0947871547,164.6193024798058,126.2536269236,0.13913652241241464,0.2689618420931933,0.12510069265647758,0.1535007469,0.1662232496,0.1071889251,22018125049,18935918073,0.0417885499,2.5680311102,0.7756273606,1.509357889,0.0,1.3951004140270746,171712203720,4783736,13.8529550101,1.5073238273,1.2616995273,5.1166320373,3559.0798488879823,23813.7282446189,6.2131436276,year,VTK
VTK,2020,5,0.4710719546,0.36135832301640936,1.1500681045119858,0.7693945536,4.9507571606,187.4703260090592,0.4478651318,69.2078861982,257.1260773390592,814.9774879155,0.15235694798827643,0.27027403673821443,0.15291591871669138,0.1652106721,0.1595756047,0.117652675,19278301801,17220367666,0.0529361942,2.2963482564,0.2731728641,1.4653005243,0.0,1.4710719545806556,117875068080,4159905,9.1273627305,1.0923103171,1.0428979198,4.3325408194,4154.793475572158,25941.3461131925,5.3940598953,year,VTK
VTK,2019,5,0.3330229457,0.06578196366360343,1.0797651584688854,0.8790718733,15.510437144,169.59572287801842,0.5408834432,29.9249124155,200.0615187367184,674.8219133117,0.15071388196748972,0.25300803348728207,0.142644439479484,0.1637621575,0.1669726158,0.1253947146,18165898618,16917139180,0.0517241379,2.8714176377,0.2909768166,2.0556347768,-1365.8610045006756,1.333022945690993,120637245000,4159905,10.2638610971,1.1906928319,1.0747507194,47.3904194088,3848.9750881330224,24355.5678023897,6.1004108024,year,VTK
VTK,2018,5,0.2768886263,0.08287275237947798,1.0042102769302255,0.8368767375,12.2116191006,141.42438942186467,3.8516201207,16.7935089603,162.06951850286467,94.7653165582,0.20420193384970603,0.32072313698853266,0.194589852577571,0.2001624544,0.1991288498,0.162847721,19657430017,18763385809,0.0517241379,4.3071187348,0.796801742,2.6154156656,0.0,1.2768886262955943,120637245000,4159905,7.9376315884,1.2802783081,1.3128951765,24.4407568858,4298.21498760188,22651.3249624691,5.0794178895,year,VTK
VTK,2017,5,0.1758475361,0.08575394331116327,0.8997880531117749,0.9314074804,13.7560658343,83.35572202369985,4.6671320604,10.1447550238,98.16760910789986,78.2064863974,0.21637394760654471,0.332898406278365,0.19925041543030028,0.2158362298,0.2319392468,0.1855833274,19905651700,19582441006,0.0517241379,6.185111143,3.5432993536,5.2730815055,0.0,1.1758475360657377,120637245000,4159905,6.6899106406,1.4288571958,1.3329674743,166.2911941066,4334.886003406328,20295.9400601696,3.4176761484,year,VTK
VTK,2016,5,0.1499093254,0.07158954392182809,0.8810088082675156,0.9122882977,13.3201930319,54.10768480114858,3.7549306501,4.098544108,61.96115955924858,97.205523619,0.2377861780012914,0.3585533612769302,0.22000781130996513,0.2294787684,0.2331618704,0.2007105517,19609523085,19274811645,0.1034482759,7.1237534625,5.7424445922,7.0825757035,0.0,1.1499093254201538,92800000000,3200000,5.2036291665,1.1225749943,1.1448390638,11.5959638769,5573.0335640625,25833.463375,1.1033604822,year,VTK
