Meta,Meta,Meta,Chỉ tiêu cơ cấu nguồn vốn,Chỉ tiêu cơ cấu nguồn vốn,Chỉ tiêu cơ cấu nguồn vốn,Chỉ tiêu hiệu quả hoạt động,Chỉ tiêu hiệu quả hoạt động,Chỉ tiêu hiệu quả hoạt động,Chỉ tiêu hiệu quả hoạt động,Chỉ tiêu hiệu quả hoạt động,Chỉ tiêu hiệu quả hoạt động,Chỉ tiêu hiệu quả hoạt động,Chỉ tiêu khả năng sinh lợi,Chỉ tiêu khả năng sinh lợi,Chỉ tiêu khả năng sinh lợi,Chỉ tiêu khả năng sinh lợi,Chỉ tiêu khả năng sinh lợi,Chỉ tiêu khả năng sinh lợi,Chỉ tiêu khả năng sinh lợi,Chỉ tiêu khả năng sinh lợi,Chỉ tiêu khả năng sinh lợi,Chỉ tiêu thanh khoản,Chỉ tiêu thanh khoản,Chỉ tiêu thanh khoản,Chỉ tiêu thanh khoản,Chỉ tiêu định giá,Chỉ tiêu định giá,Chỉ tiêu định giá,Chỉ tiêu định giá,Chỉ tiêu định giá,Chỉ tiêu định giá,Chỉ tiêu định giá,Chỉ tiêu định giá,Chỉ tiêu định giá,period,symbol
ticker,yearReport,lengthReport,Debt/Equity,Fixed Asset-To-Equity,Owners' Equity/Charter Capital,Asset Turnover,Fixed Asset Turnover,Days Sales Outstanding,Days Inventory Outstanding,Days Payable Outstanding,Cash Cycle,Inventory Turnover,EBIT Margin (%),Gross Profit Margin (%),Net Profit Margin (%),ROE (%),ROIC (%),ROA (%),EBITDA (Bn. VND),EBIT (Bn. VND),Dividend yield (%),Current Ratio,Cash Ratio,Quick Ratio,Financial Leverage,Market Capital (Bn. VND),Outstanding Share (Mil. Shares),P/E,P/B,P/S,P/Cash Flow,EPS (VND),BVPS (VND),EV/EBITDA,,
BTG,2024,5,0.0840290284,0.19219840280739128,1.4541551655462186,2.172335733,11.6502073733,61.54853657808998,74.9645970622,5.8431503624,142.35628400269,4.8689650089,-0.02041826821272652,0.05438254856929306,-0.02573515547243863,-0.0588878724,-0.0481390311,-0.0559053978,-391013297.0,-833019286,0.0,10.6071670015,0.4377422693,5.7094821652,1.0840290284072867,9044000000.0,1190000.0,-8.6138559647,0.5226402368,0.2216789225,-8.8008909475,-882.299405882353,14541.5516554622,-21.5017995897,year,BTG
BTG,2023,5,0.0244231973,0.20038227433145528,1.5423851061344538,2.7174286753,21.2865708235,39.11883738090716,65.6946034127,1.7801252373,106.59356603090716,5.5560119255,-0.009373800116143539,0.06136511099836442,0.004757364980893309,0.013263944,-0.025962779,0.0129278,-55929083.0,-476530784,0.0,33.6958721993,3.7809767618,13.725687349,1.0244231973250366,9401000000.0,1190000.0,38.8715902755,0.5121937426,0.1849263423,-24.2060438225,203.23325966386554,15423.8510613445,-137.7832583631,year,BTG
BTG,2022,5,0.0276011579,0.06064831078812054,1.5220617801680671,1.1040734432,17.0309582159,96.13388129932935,155.669176499,14.0869333494,265.88999114772935,2.3447159432,-0.002979776311976306,0.12882427578330574,0.0009254576676347944,0.001076068,-0.0034628464,0.0010217732,212126113.0,-62720927,0.0,35.0330537476,7.2819360628,18.4430904417,1.0276011578678184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,year,BTG
BTG,2021,5,0.0787019389,0.07590435539012054,1.520424818907563,1.0045908509,13.0935017658,75.95144823098758,174.5260067361,12.8675055537,263.3449605207876,2.0913788542,-0.03989044772136318,0.09539902779013121,-0.06605911481015002,-0.0699748541,-0.043787,-0.0663623824,-505295655.0,-792240614,0.0,12.7417138263,3.4162823949,7.210480413,1.0787019389399872,9758000000.0,1190000.0,-7.4377208073,0.5393229509,0.4913292527,-6.6734378649,-1102.4882773109243,15204.2481890756,-9.6841432745,year,BTG
BTG,2020,5,0.031809767,0.08555966293477589,1.6306736466386555,1.4573835592,21.979365389,43.33302736717711,118.6375515205,7.8172762141,169.7878551017771,3.0765975471,-0.0006626545367124793,0.11490755560637254,0.0047252307414468375,0.0072219878,-0.0010091495,0.0068864736,-19582562.0,-19582562,0.0,29.7471560951,10.8229769158,13.8634518157,1.0318097669919541,6783000000.0,1190000.0,48.57540852,0.34954879,0.2295300136,-4.1447581881,117.34332605042017,16306.7364663866,-5.2246136639,year,BTG
BTG,2019,5,0.0657543247,0.0533990480074694,1.6189393140336135,1.6259885703,33.4804207137,69.4867719242024,83.854053644,20.5774969044,173.9183224726024,4.352800898,-0.05894360768099322,0.05093107726521201,-0.05313459112255845,-0.09736941,-0.1141412553,-0.0863962379,-1893929218.0,-2198974411,0.0,15.3960257653,7.0957894845,9.7133856298,1.0657543246604326,8211000000.0,1190000.0,-4.142239895,0.4262049813,0.2200962232,2.8037703028,-1665.765425210084,16189.3931403361,0.4106899781,year,BTG
BTG,2018,5,0.1820242934,0.055932246018719815,1.802598160420168,2.3719643579,41.3286950048,42.2787889006461,69.1033089658,16.7971816079,128.1792794743461,5.281946776,0.00312395548432137,0.07573318543069175,0.004244882672883063,0.0114755034,0.0085012803,0.0100687104,771868161.0,182360267,0.0217391304,6.1864931679,1.5631541372,3.8636763676,1.182024293373335,8211000000.0,1190000.0,36.8181928488,0.3827808189,0.1406600182,-4.7815460067,208.23038991596638,18025.9816042017,2.7304232646,year,BTG
BTG,2017,5,0.0979685873,0.07476662776830367,1.8265304590756302,2.4289359417,28.6805864731,39.409538703601775,69.3868407485,9.1509352402,117.94731469230177,5.2603634358,0.010876332451027619,0.0900730447402347,0.009825431016431699,0.0262153969,0.0288194244,0.0238653425,1392429816.0,626410723,0.0579710145,10.4441840813,3.8718172249,5.0847534834,1.0979685872558738,8211000000.0,1190000.0,16.1222340782,0.3777653948,0.1425671089,2.2253213424,475.53376470588233,18265.3045907563,-0.0242120541,year,BTG
BTG,2016,5,0.098981294,0.11154581807224638,1.8013662794957983,2.365784879,22.6064719119,53.32073810277331,62.6893698959,4.2188233699,120.2289313685733,5.8223587285,0.00466034218226914,0.08699419521974809,0.004991240711337647,0.0130417413,0.0123839505,0.0118082018,1276422241.0,265465566,0.0289855072,9.9759806739,2.1709116348,5.8697890094,1.0989812939898176,8211000000.0,1190000.0,32.0888857524,0.3830425871,0.1441470178,6.0128356356,238.91969075630251,18013.662794958,2.8241315978,year,BTG
