Meta,Meta,Meta,Chỉ tiêu cơ cấu nguồn vốn,Chỉ tiêu cơ cấu nguồn vốn,Chỉ tiêu cơ cấu nguồn vốn,Chỉ tiêu hiệu quả hoạt động,Chỉ tiêu hiệu quả hoạt động,Chỉ tiêu hiệu quả hoạt động,Chỉ tiêu hiệu quả hoạt động,Chỉ tiêu hiệu quả hoạt động,Chỉ tiêu hiệu quả hoạt động,Chỉ tiêu hiệu quả hoạt động,Chỉ tiêu khả năng sinh lợi,Chỉ tiêu khả năng sinh lợi,Chỉ tiêu khả năng sinh lợi,Chỉ tiêu khả năng sinh lợi,Chỉ tiêu khả năng sinh lợi,Chỉ tiêu khả năng sinh lợi,Chỉ tiêu khả năng sinh lợi,Chỉ tiêu khả năng sinh lợi,Chỉ tiêu khả năng sinh lợi,Chỉ tiêu thanh khoản,Chỉ tiêu thanh khoản,Chỉ tiêu thanh khoản,Chỉ tiêu thanh khoản,Chỉ tiêu thanh khoản,Chỉ tiêu định giá,Chỉ tiêu định giá,Chỉ tiêu định giá,Chỉ tiêu định giá,Chỉ tiêu định giá,Chỉ tiêu định giá,Chỉ tiêu định giá,Chỉ tiêu định giá,Chỉ tiêu định giá,period,symbol
HAD,2016,3,0.2617494304,0.18903638060322764,3.90719822485,1.0546583964,6.1099915246,23.516618405179965,78.5135592357,12.2139488359,114.24412647677997,4.648878532,0.11175519422952651,0.2270668889451932,0.0969499125128226,0.1136824575,0.0,0.0955032288,28601264396.0,8159200398,0.0255754476,3.9072961155,0.4891740071,3.0543640529,0.0,1.2617494303643277,156400000000,4000000.0,9.0144590487,1.0007170804,0.8162926957,17.8402656753,1769.5682295,39071.9822485,4.7686260519,quarter,HAD
HAD,2016,2,0.0,0.1947223067064849,3.7302414019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09651737384188287,0.25731398928428856,0.09134820732341926,0.0,0.0,0.0,0.0,6168602012,0.0,0.0,0.0,0.0,0.0,1.2722217720903475,168000000000,4000000.0,9.4474151292,1.1259324927,0.8781325035,-72.4249355237,1459.55777975,37302.414019,5.6817003732,quarter,HAD
HAD,2016,1,0.0859587872,0.2233445314511264,3.826776148925,1.0909626925,5.8146319579,22.408492071208002,70.9248903595,13.8933187856,107.226701216308,5.1462892385,0.06657870543300429,0.2523216967895671,0.08191683097038861,0.1425307099,0.0,0.1181104534,29330347144.0,951477195,0.0,9.0551598767,2.41104258,6.9876145125,0.0,1.0859587871549283,164400000000,4000000.0,7.6546694591,1.074011084,0.8287143883,15.5010805791,292.6686395,38267.76148925,4.1211745484,quarter,HAD
HAD,2015,4,0.0,0.21491986672795535,3.797509284975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07737530351052697,0.2503849339841712,0.08078950470544467,0.0,0.0,0.0,0.0,3124841241,0.0218818381,0.0,0.0,0.0,0.0,1.1416704100444461,182800000000,4000000.0,8.5697639272,1.2034203624,0.9262296927,9.7046413899,815.681376,37975.09284975,3.7896262181,quarter,HAD
HAD,2015,3,0.0,0.21058700984625794,3.815941147375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1305368079471299,0.20609516320713517,0.10327716038130604,0.0,0.0,0.0,0.0,9493515879,0.0255754476,0.0,0.0,0.0,0.0,1.279536610407051,156400000000,4000000.0,7.1608572612,1.0246489264,0.8169649279,7.525098754,1877.7526765,38159.41147375,1.403390685,quarter,HAD
HAD,2015,2,0.0,0.2583379765208097,3.628165879725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15833062642264273,0.29911901597175383,0.13430786633692401,0.0,0.0,0.0,0.0,11237722708,0.0,0.0,0.0,0.0,0.0,1.3257493188030811,168800000000,4000000.0,7.6448815807,1.1631221228,0.9095908776,-20.4621374346,2383.168995,36281.65879725,2.6380936117,quarter,HAD
HAD,2015,1,0.0,0.26720233702571977,3.6946198781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.062157131420468754,0.269318065295601,0.07719238635310921,0.0,0.0,0.0,0.0,824868724,0.0,0.0,0.0,0.0,0.0,1.072918574850397,172000000000,4000000.0,7.8343440946,1.1638545079,0.881894918,0.0,256.09927525,36946.198781,1.9543030886,quarter,HAD
HAD,2014,4,0.1205660157,0.2701092963867364,3.7132629277,1.2250152675,5.189507738,10.253304211664092,68.6256218228,8.2970338567,87.17595989116408,5.3187131905,0.11253556813482209,0.16446523942448812,0.10946488941262303,0.1623085455,0.0,0.1434129454,42999113586.0,3878712320,0.02,6.7364326851,4.6668392598,5.1693077413,0.0,1.120566015716345,200000000000,4000000.0,8.6681277008,1.3465246327,1.0147805976,7.4535643738,943.21915775,37132.629277,2.707671867,quarter,HAD
HAD,2014,3,0.2345309268,0.21063357860294732,3.61894101195,1.1484813044,5.9322081175,23.560408823648952,78.7060097114,17.4722137954,119.73863233044895,4.6375111803,0.13297266928262239,0.21849560699375511,0.11590898148261744,0.167368504,9.8,0.1347144164,47102389023.0,8891136045,0.0204081632,4.2890206388,2.8006324506,3.4375538444,0.0,1.2345309268021654,196000000000,4000000.0,8.4499850973,1.3539872531,0.9911652953,0.0,1937.54575425,36189.4101195,2.1425267013,quarter,HAD
HAD,2014,2,0.4553225032,0.23824383545174183,3.425186436525,1.1227647094,5.5276873441,23.4628790902661,86.8256926079,19.04856217,129.3371338681661,4.2038248015,0.1366813922626604,0.25290816691902673,0.11695652520324222,0.174569801,7.2,0.1406250401,45481857962.0,10993686232,0.0,2.617413977,1.4996169187,2.0292199389,0.0,1.4553225032349613,144000000000,4000000.0,6.0580830785,1.0510376783,0.7587682163,0.0,2351.7892955,34251.86436525,1.1092341455,quarter,HAD
HAD,2014,1,0.128292929,0.24971026047284858,3.44093183385,1.1904410158,5.6619639482,17.84057109428512,81.303670497,10.8822425741,110.02648416538513,4.4893422125,0.11069832704889544,0.27338964440606556,0.13984256377210771,0.2089562949,7.9,0.1706761665,49446629599.0,1696237567,0.0,6.6649116383,3.979245676,4.6822036616,0.0,1.1282929290497081,158000000000,4000000.0,5.6599980434,1.1479448564,0.8114864626,0.0,535.704144,34409.3183385,1.7743357328,quarter,HAD
HAD,2013,4,0.1439979923,0.26555237484997907,3.37376518015,1.350008422,5.7375470119,9.457984000067865,59.6581588794,6.3968498591,75.51299273856786,6.11819082,0.13095272582082307,0.23085875817388782,0.11088876765620921,0.2268799003,0.0,0.1954614441,53726673692.0,4599929946,0.0208768267,5.9460888606,4.0163320645,4.4527760618,0.0,1.151030992664506,191600000000,4000000.0,6.5266922608,1.4111036214,0.9449694343,12.5566930373,973.78760125,33945.06205825,2.1045848139,quarter,HAD
HAD,2013,3,0.2298928559,0.25533463104197945,3.376386420075,1.3101883153,6.1941947487,17.727717571048856,63.748362354,8.7051624646,90.18124238964884,5.7256372794,0.26075402849649504,0.33894282686384675,0.14134066614867352,0.214123511,8.0,0.1729693069,47878305976.0,15358054041,0.025,4.1183854522,2.6957031495,3.1642134668,0.0,1.2298928559050293,160000000000,4000000.0,5.8528803704,1.1846985215,0.7726894289,-55.3794043999,2081.19276375,33763.86420075,2.117086656,quarter,HAD
HAD,2013,2,0.4005679914,0.2593084530340587,3.168267143675,1.4826567438,7.4709349591,18.13613391744634,48.6672216398,9.7734405272,76.57679608444633,7.4999144742,0.20609308375895802,0.2989920498303118,0.15877563096926292,0.2670266422,8.38,0.2077514968,59412792165.0,17591298395,0.0,2.7884439053,1.7900173908,2.2336425597,-125.4740272848277,1.4005679914361364,167600000000,4000000.0,5.0429185604,1.3224894903,0.7066193059,0.0,3388.11649,31682.67143675,1.5439620854,quarter,HAD
HAD,2013,1,0.1648887295,0.25846303908783747,3.14393627825,1.5164921007,7.6126869991,17.307996617253597,46.1721193922,13.7026029352,77.1827189446536,7.9052035038,0.094427642766735,0.22704111887634834,0.11782514676838975,0.2540432222,6.78,0.194284224,56191628727.0,2207390276,0.0,5.4688879317,3.28621167,4.2663075034,0.0,1.164888729587597,135600000000,4000000.0,4.4487736869,1.0782661288,0.5699512336,0.0,688.585661,31439.3627825,1.2894653758,quarter,HAD
HAD,2010,2,0.0,0.6959346760122559,2.089891984775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15048121219465033,0.2422831637485339,0.11525632128555702,0.0,0.0,0.0,0.0,10965569318,0.0519480519,0.0,0.0,0.0,-68.67904797405511,1.4922526689152105,154000000000,0.0,5.6817727695,1.8422004716,0.6256612899,3.7482528047,0.0,20898.91984775,1.5548231177,quarter,HAD
