Meta,Meta,Meta,Chỉ tiêu cơ cấu nguồn vốn,Chỉ tiêu cơ cấu nguồn vốn,Chỉ tiêu cơ cấu nguồn vốn,Chỉ tiêu cơ cấu nguồn vốn,Chỉ tiêu hiệu quả hoạt động,Chỉ tiêu hiệu quả hoạt động,Chỉ tiêu hiệu quả hoạt động,Chỉ tiêu hiệu quả hoạt động,Chỉ tiêu hiệu quả hoạt động,Chỉ tiêu hiệu quả hoạt động,Chỉ tiêu hiệu quả hoạt động,Chỉ tiêu khả năng sinh lợi,Chỉ tiêu khả năng sinh lợi,Chỉ tiêu khả năng sinh lợi,Chỉ tiêu khả năng sinh lợi,Chỉ tiêu khả năng sinh lợi,Chỉ tiêu khả năng sinh lợi,Chỉ tiêu khả năng sinh lợi,Chỉ tiêu khả năng sinh lợi,Chỉ tiêu thanh khoản,Chỉ tiêu thanh khoản,Chỉ tiêu thanh khoản,Chỉ tiêu thanh khoản,Chỉ tiêu thanh khoản,Chỉ tiêu định giá,Chỉ tiêu định giá,Chỉ tiêu định giá,Chỉ tiêu định giá,Chỉ tiêu định giá,Chỉ tiêu định giá,Chỉ tiêu định giá,Chỉ tiêu định giá,Chỉ tiêu định giá,period,symbol
ticker,yearReport,lengthReport,(ST+LT borrowings)/Equity,Debt/Equity,Fixed Asset-To-Equity,Owners' Equity/Charter Capital,Asset Turnover,Fixed Asset Turnover,Days Sales Outstanding,Days Inventory Outstanding,Days Payable Outstanding,Cash Cycle,Inventory Turnover,EBIT Margin (%),Gross Profit Margin (%),Net Profit Margin (%),ROE (%),ROIC (%),ROA (%),EBITDA (Bn. VND),EBIT (Bn. VND),Current Ratio,Cash Ratio,Quick Ratio,Interest Coverage,Financial Leverage,Market Capital (Bn. VND),Outstanding Share (Mil. Shares),P/E,P/B,P/S,P/Cash Flow,EPS (VND),BVPS (VND),EV/EBITDA,,
GTD,2024,5,1.1438229659999999,3.5731218138,1.9556312026554858,0.28290895269892474,0.6374393306,1.4841161828,122.2922959985761,212.9553571266,123.0760052048,458.32365832997607,1.713974257,-0.12942844299185,0.1303077865571432,-0.1645778685226656,-0.39536285,-0.1844788172,-0.1049084063,-6292884612,-10196167107,0.8290473666,0.0026949739,0.3615373722,7.185303963470835,4.573121813825497,801427500000,9300000,-61.8138208793,30.4603297909,10.1731868856,-139.1000356557,-1394.1056995698925,2829.0895269892,-131.9210178907,year,GTD
GTD,2023,5,0.6015796389,2.2297364159,1.392930841016923,0.422319522655914,0.6535350666,1.4540885094,114.69435589836007,212.4033766334,126.681802396,453.7795349277601,1.7184284251,-0.03150253047019974,0.20285907474141213,-0.06253757172907536,-0.1199967551,-0.040353115,-0.0408704961,1400382709,-2525628282,0.91222743,0.0116116007,0.366207325,1.5681940061566721,3.2297364158628303,91140000000,9300000,-18.1779129096,2.320517872,1.1368025325,40.9151008976,-539.1157966666667,4223.1952265591,81.088807861,year,GTD
GTD,2022,5,0.5414736861,1.6755610917,1.2545438300727265,0.47623110232258065,0.9541795663,1.9409101589,74.76641347847338,128.8994412429,85.7953200384,289.46117475977337,2.8316647185,0.011665646795093408,0.23237563207846884,0.0010814643122785373,0.0026532461,0.0186776666,0.0010319111,5369628549,1265899163,0.9659936893,0.0201763082,0.4551054403,-1.0326238330085737,2.675561091678597,106950000000,9300000,911.3355390977,2.4147939821,0.985576862,-62.3474101061,12.618842903225806,4762.3110232258,24.0521416237,year,GTD
GTD,2021,5,0.4925999664,1.4665542653,1.273556144549333,0.47496921803225806,0.9919626378,1.8722773617,65.9048929517466,112.0700606323,85.5408838038,263.5158373878466,3.2568912512,-0.003527356749419257,0.19770013913465068,-0.0071304686823406935,-0.0173714946,-0.0058078276,-0.0070731585,3737732368,-382917802,0.9614077763,0.072831349,0.4594813078,0.3954798704816439,2.466554265277328,166470000000,9300000,-215.0610347015,3.7686652778,1.5334859727,37.7959727514,-83.23218580645161,4749.6921803226,49.2917665016,year,GTD
GTD,2020,5,0.5067697457,1.4455762759,1.3283966959811238,0.4832924366129032,0.8221644145,1.6746699395,81.82595539685008,141.1164229085,97.695615714,320.63799401935006,2.5865168099,-0.12581401904117986,0.07996092902593695,-0.13188641235794366,-0.2650209092,-0.1934184862,-0.108432315,-8376125165,-13098990237,0.9125502165,0.0221618615,0.4165231229,9.446849997229876,2.4455762758527184,167400000000,9300000,-12.1912045041,3.7244530716,1.6078542244,28.7391381691,-1476.4742888172043,4832.924366129,-22.5592456469,year,GTD
GTD,2019,5,0.4952959423,1.4429934264,1.1015013919269272,0.6309398654946237,1.1241322406,2.4646829939,63.99667496476993,123.9668768332,80.6180935855,268.58164538346995,2.9443348846,-0.06951254214252191,0.11852381710245333,-0.07969614230186735,-0.2232580656,-0.1313937501,-0.089589003,-6155607457,-11528499371,0.9224872034,0.0197886223,0.3626122511,7.088845498851419,2.442993426353864,222270000000,9300000,-16.8164353045,3.7879996664,1.340205021,36.0271185131,-1421.2286710752687,6309.3986549462,-40.557679952,year,GTD
GTD,2018,5,0.6577303389,1.5401951928,1.171087420247062,0.6422313117741936,1.0771419976,2.3145985747,63.03236778198788,125.5718474096,72.8064605135,261.4106757050879,2.9067024777,-0.0853115128641738,0.09337123447402577,-0.09753705256047449,-0.2430059923,-0.1501665674,-0.1050612556,-7706413932,-14868308499,0.8673554218,0.013132576,0.2490518955,6.706547413610866,2.5401951927898985,222270000000,9300000,-13.0754697951,3.7214006172,1.2753427847,449.5465459365,-1827.8501938709678,6422.3131177419,-33.7830937614,year,GTD
GTD,2017,5,0.5463370217,1.1437437151,1.005855669721598,0.8621350425376344,1.1057037681,2.3896061342,53.852497555624325,112.0139304627,64.1122973827,229.97872540102432,3.2585232791,-0.057384630785153656,0.15213827224678092,-0.0689176781321893,-0.1567397674,-0.0915763523,-0.0762025364,-6944684307,-11353917671,0.9448167679,0.0235695521,0.2282376523,5.99823878989231,2.1437437150538554,222270000000,9300000,-16.3004676049,2.7721875136,1.1233903798,-24.1118512754,-1466.2156067741935,8621.3504253763,-38.0021737149,year,GTD
GTD,2016,5,0.4005502747,0.9826489847,0.9055058846143744,1.0087566032150537,0.6887019764,2.1419810933,115.99109534568731,163.0336468789,134.8043867921,413.82912901668726,2.2388016645,0.00902757976026815,0.18317578623622596,0.003651454134622634,0.0067888196,0.0086537066,0.0025147637,2962616897,1137025517,1.0065090024,0.0329080916,0.3508604863,-1.2320426147150048,1.982648984740948,222270000000,9300000,570.0672089157,2.3692533882,1.7647450504,-9.1808147414,49.451762903225806,10087.5660321505,86.6847430844,year,GTD
