Meta,Meta,Meta,Chỉ tiêu cơ cấu nguồn vốn,Chỉ tiêu cơ cấu nguồn vốn,Chỉ tiêu cơ cấu nguồn vốn,Chỉ tiêu cơ cấu nguồn vốn,Chỉ tiêu hiệu quả hoạt động,Chỉ tiêu hiệu quả hoạt động,Chỉ tiêu hiệu quả hoạt động,Chỉ tiêu khả năng sinh lợi,Chỉ tiêu khả năng sinh lợi,Chỉ tiêu khả năng sinh lợi,Chỉ tiêu khả năng sinh lợi,Chỉ tiêu khả năng sinh lợi,Chỉ tiêu khả năng sinh lợi,Chỉ tiêu khả năng sinh lợi,Chỉ tiêu khả năng sinh lợi,Chỉ tiêu thanh khoản,Chỉ tiêu thanh khoản,Chỉ tiêu thanh khoản,Chỉ tiêu thanh khoản,Chỉ tiêu định giá,Chỉ tiêu định giá,Chỉ tiêu định giá,Chỉ tiêu định giá,Chỉ tiêu định giá,Chỉ tiêu định giá,Chỉ tiêu định giá,Chỉ tiêu định giá,period,Chỉ tiêu hiệu quả hoạt động,Chỉ tiêu hiệu quả hoạt động,Chỉ tiêu hiệu quả hoạt động,Chỉ tiêu hiệu quả hoạt động,Chỉ tiêu định giá,symbol
PGI,2015,2,0.0,0.0,0.49031595425369967,0.7490000477768537,0.0,0.0,0.0,-0.15978225452351255,0.06631168404058817,0.0,0.0,0.0,0.0,-72036339983,0.0,0.0,0.0,0.0,4.498529611247308,1217603590000,69577348,12.2295796828,1.4953326656,7.0965709558,429.6801395908335,11703.0814629476,7.5528425569,quarter,0.0,0.0,0.0,0.0,0.0,PGI
PGI,2015,1,0.0,0.0,0.5400543895630007,0.762250758865928,0.0,0.0,0.0,-0.1666863478439251,0.057366372751003626,0.0,0.0,0.0,0.0,-71230510559,0.0,0.0,0.0,0.0,4.433784439585801,1022787015600,69577348,11.2028672524,1.2342441762,6.2461037655,352.3348040227115,11910.1230402849,6.6775896986,quarter,0.0,0.0,0.0,0.0,0.0,PGI
PGI,2014,4,0.0,3.2617613133,0.5259552317176475,0.7717169697815255,0.5770240035,78.21962352922668,127.96231669032667,-0.1415464866825664,0.055300212442317524,0.1049693661,0.0,0.0291585385,125890303242.0,-64208264735,0.0656934306,7.4531208422,3.8608340046,7.4259825553,4.2617613133968595,953209667600,69577348,10.7767885734,1.1361721357,5.5017342788,360.53776921764825,12058.0320261648,5.0910867243,quarter,3.9609125412,3.3615777069,46.3811154542,108.5799680441,0.5461294496,PGI
PGI,2014,3,0.0,3.2415160229,0.5282489603222649,0.7468752561724146,0.5579729507,75.22306372546878,129.8455960141688,-0.12936786474270093,0.0512779497266662,0.1183124563,8.9111627233,0.0316341357,139186968865.0,-50319146008,0.0515463917,1.0753978677,0.553366816,1.0699842237,4.241516022986282,674900275600,69577348,6.885034791,0.8148403658,59.2704403413,286.6616741126724,11904.1721626412,2.2175546841,quarter,3.9591527507,3.7855355918,50.8369966969,96.4196455535,0.3914001088,PGI
PGI,2014,2,0.0,3.3256579777,0.5405542363624335,0.7288597049765081,0.6049911136,81.50514657762264,149.01004345692263,-0.16971134868699284,0.05100383646197929,0.1287443605,9.523441342,0.0371109169,146907036074.0,-71760551803,0.0,1.074596573,0.5443658164,1.0688844935,4.325657977795336,721272115200,69353088,6.7591108124,0.8923520027,11.2609061504,310.96529750773317,11654.5936664565,0.9536256075,quarter,3.9721433232,4.2557027374,63.2491941419,85.7672686547,0.4208054683,PGI
PGI,2014,1,0.0002962295,2.4949510779,0.5171869987522794,0.7610139275358325,0.7008407321,76.80908233498238,145.4161383234824,-0.17375032413557168,0.05277041742842943,0.2028977138,8.6992973797,0.0641468676,189810657596.0,-70280932021,0.0,1.1064434512,0.6576995573,1.1001313154,3.494951077920616,658854336000,69353088,4.0343132075,0.7806885406,12.6215964617,307.77732107617186,12168.7452871745,-0.1630597925,quarter,4.2495331386,4.7368540468,63.8702019417,77.0553612984,0.3690914514,PGI
PGI,2013,4,0.0,1.9131513772,0.5228666601801326,0.743633671410128,0.7827996952,59.63057316878748,94.81159922358748,-0.13905091644186676,0.07727081441188112,0.078733975,0.0,0.0294327169,88195672180.0,-62809245189,0.08,5.7190547785,4.2112622075,5.6679173457,2.913151377224789,693530880000,69353088,10.5354253774,0.840984048,21.0266297076,503.2681023662566,11890.8319636899,3.7826934497,quarter,4.3599299576,5.0044981877,30.1765278671,72.9343854886,0.3957908924,PGI
PGI,2013,3,0.0,2.1456698468,0.5336595065247391,0.7121568820834102,0.762997216,60.14084390858683,122.87925054858684,-0.4161456035408968,0.08153251276068844,0.064921461,6.8496877037,0.0225729811,70806635941.0,-139471563661,0.0,3.6818109553,2.7130465291,3.6461837512,3.1456698468706024,693530880000,69353088,13.4868394838,0.8781548995,24.2544742147,394.0083113818955,11387.5126183855,5.1569786996,quarter,4.4536690908,5.7575842514,56.9808223886,63.3946433189,0.3985034897,PGI
PGI,2013,2,0.0,2.083856556,0.41760091664453497,0.6877222650535368,0.8002066678,48.98731248369362,90.60701301359362,-0.4863969152988439,0.15350590244811813,0.060529803,5.4112532859,0.0223513907,70546827144.0,-252886762484,0.0,4.8343464466,3.6842807237,4.7823974356,3.083856556000884,547889395200,69353088,11.1118897991,0.7245849118,7.7075758158,1150.7859754997498,10902.7939589836,1.8591232804,quarter,4.65115272,6.0594555568,35.5602449731,60.23643487,0.3150097688,PGI
PGI,2013,1,0.0,1.8703792711,0.4197142656310955,0.6951864606376905,0.8065521559,41.83139775789262,70.92138156719261,-0.23552726019138623,-0.2179882413092365,-0.0031644941,5.4885497679,-0.0012334188,38246120057.0,-82954496756,0.0,6.1567975113,4.8394956003,6.0861153779,2.870379271120873,555715664000,69464458,-216.0643005688,0.7364958415,-46.1022648321,-1105.272002323836,10862.2473455502,-2.1039483569,quarter,4.6313814978,6.2023305496,22.8876532597,58.8488467483,0.3304160457,PGI
