Meta,Meta,Meta,Chỉ tiêu cơ cấu nguồn vốn,Chỉ tiêu cơ cấu nguồn vốn,Chỉ tiêu cơ cấu nguồn vốn,Chỉ tiêu cơ cấu nguồn vốn,Chỉ tiêu hiệu quả hoạt động,Chỉ tiêu hiệu quả hoạt động,Chỉ tiêu hiệu quả hoạt động,Chỉ tiêu khả năng sinh lợi,Chỉ tiêu khả năng sinh lợi,Chỉ tiêu khả năng sinh lợi,Chỉ tiêu khả năng sinh lợi,Chỉ tiêu khả năng sinh lợi,Chỉ tiêu khả năng sinh lợi,Chỉ tiêu khả năng sinh lợi,Chỉ tiêu khả năng sinh lợi,Chỉ tiêu thanh khoản,Chỉ tiêu thanh khoản,Chỉ tiêu thanh khoản,Chỉ tiêu thanh khoản,Chỉ tiêu định giá,Chỉ tiêu định giá,Chỉ tiêu định giá,Chỉ tiêu định giá,Chỉ tiêu định giá,Chỉ tiêu định giá,Chỉ tiêu định giá,Chỉ tiêu định giá,period,Chỉ tiêu hiệu quả hoạt động,Chỉ tiêu hiệu quả hoạt động,Chỉ tiêu hiệu quả hoạt động,Chỉ tiêu hiệu quả hoạt động,Chỉ tiêu định giá,symbol
PGI,2016,5,0.0,3.6956704894,0.39391772501882155,0.8244257822723752,0.5160257744,67.68150325413471,67.68150325413471,-0.16372551565236151,0.05274314421062549,0.1187092177,-0.3462235162,0.0254600012,-277325590982.0,-316538927461,0.0407407407,1.0865966319,0.6197195766,0.7341939514,4.695670489447204,1916303886000,70974218,23.1909141887,2.0960122497,6.4588392902,1436.7333058886256,12881.6041050005,-6.3960415306,year,,,,,,PGI
PGI,2015,5,0.0,3.6249327359,0.5065581883992318,0.7247593828337475,0.5150575818,68.17718509804759,68.17718509804759,-0.16429072339182726,0.054700263310196534,0.1167687173,-0.3620730086,0.0263131931,-260203955016.0,-291010725732,0.037037037,1.0699035282,0.094367654,0.2228527024,4.624932735933584,1916303886000,70974218,23.1788160141,2.3842485928,13.6501919238,1365.1637726815109,11324.3225064065,-6.6877813494,year,,,,,,PGI
PGI,2014,5,0.0,3.2617613134,0.5259552317176475,0.7717169697815255,0.5770240035,78.21962352755043,78.21962352755043,-0.1531934428456046,0.05281662022533555,0.1049693662,-0.2989215569,0.0291585385,-240074439536.0,-255819876378,0.0333333333,1.0866041919,0.093249456,0.2219305961,4.2617613133968595,1916303886000,70974218,21.7269950375,2.2391713624,11.0920013471,1242.6937067626445,12058.0320261648,-7.2686335955,year,,,,,,PGI
PGI,2013,5,0.0,1.9131513772,0.5228666601801326,0.743633671410128,0.7827996952,59.63057316878748,59.63057316878748,-0.3256748512397613,0.03971361711823114,0.078733975,-0.6551586006,0.0294327169,-537501893470.0,-540286967178,0.0296296296,5.7190547786,4.2112622076,5.5511348929,2.913151377224789,1886392805400,69866400,28.6320483522,2.2874630439,57.1439174884,942.999248437017,11803.46938171,-2.8399511432,year,,,,,,PGI
PGI,2025,4,0.4640008029,3.7186695499,0.331646248404675,1.761279776206519,0.4125950421,60.15239057122361,60.15239057122361,-0.16520868180127574,0.05871179754303179,0.1272080053,-0.2339858297,0.0278378783,-644286760317.0,-137662450446,0.0,1.0703316752,0.6241880465,1.068898809,4.71866954989737,2162487522000,110896796,8.806760083,1.1071494866,29.4228031625,441.1527676687792,17612.7977620652,-3.9601800001,quarter,0.0,0.0,0.0,0.0,0.5941940402,PGI
PGI,2025,3,0.2977637009,3.5137416823,0.3439687774463994,1.7171644994396411,0.4178474264,65.39764183655979,65.39764183655979,-0.21593531502331303,0.053568404104318665,0.1241153333,-0.2752927067,0.0274250682,-630298367508.0,-152942661587,0.0,1.0781901717,0.0377313749,1.0746242789,4.513741682339475,2156942682200,110896796,9.2123326155,1.1326812316,16.340685856,342.132773890059,17171.6449943964,-4.0392722463,quarter,0.0,0.0,0.0,0.0,0.6046437872,PGI
PGI,2025,2,0.3148163287,3.6289336762,0.3574458769494338,1.6829512220506353,0.406246374,62.02172670595141,62.02172670595141,-0.23221072235534232,0.1053737726995407,0.1244410845,-0.2743559372,0.0274813851,-624840137438.0,-192601665657,0.0,1.0703491932,0.6137771324,1.0656251273,4.62893367624279,2251204958800,110896796,9.6336897525,1.2062144009,-23.3534569386,788.1180965679117,16829.5122205064,-4.2242681276,quarter,0.0,0.0,0.0,0.0,0.6516910784,PGI
PGI,2025,1,0.3572577661,3.5454533174,0.35450685875539845,1.6842409497709925,0.4150139761,54.86475562872609,54.86475562872609,-0.23819260841765055,0.0913500429612995,0.1261509254,-0.2552038816,0.0286348142,-600327068200.0,-185873485725,0.0,1.0844110148,0.6504289476,1.0782400544,4.545453317367861,2234570439400,110896796,9.4757284745,1.1963846386,20.5294728602,642.8045174542283,16842.4094977099,-4.6082665381,quarter,0.0,0.0,0.0,0.0,0.6537990036,PGI
PGI,2024,4,0.3224711686,3.4169519686,0.323078744953775,1.7199604980255696,0.430699088,56.500726093594146,56.500726093594146,-0.19012978305464273,0.04789197611355277,0.1231390786,-0.2599823613,0.0292613543,-612547162596.0,-148914703518,0.0393700787,1.1001161768,0.6626684671,1.097146921,4.41695196863106,2816778618400,110896796,12.12871379,1.4767781021,14.2551777905,338.24484535152845,17199.6049802557,-5.1186555896,quarter,0.0,0.0,0.0,0.0,0.8240151925,PGI
PGI,2024,3,0.2476764335,3.5238843446,0.3258719588400458,1.6861360134904169,0.439955513,50.719322334039575,50.719322334039575,-0.24434130258321315,0.06279895300992815,0.1254113424,-0.3010003717,0.0298673468,-660640509366.0,-145850250806,0.0,1.1022041377,0.6396236475,1.0960105401,4.523884344620143,2412005313000,110896796,10.4125330732,1.2899315255,10.7903803005,338.021013745068,16861.3601349042,-4.1333291156,quarter,0.0,0.0,0.0,0.0,0.7068776886,PGI
PGI,2024,2,0.1475268143,3.13015317,0.32892538837747365,1.65233391211591,0.4610081803,47.09855288346408,47.09855288346408,-0.21990563127465323,0.11839179641121823,0.1281004078,-0.3180478563,0.0317200458,-617297261741.0,-166314710540,0.0,1.1031586357,0.6898631727,1.0965887166,4.130153170032024,2550626308000,110896796,10.8416842816,1.3919704626,-22.0684995,807.4152075683052,16523.3391211591,-4.2835414136,quarter,0.0,0.0,0.0,0.0,0.745970976,PGI
PGI,2024,1,0.1782581919,3.1435948011,0.3378673238883218,1.6424554268222502,0.4541796784,46.87039577134309,46.87039577134309,-0.24781090445463086,0.08616739778508364,0.1325460721,-0.2901962044,0.0332504544,-575265957013.0,-194714530294,0.0,1.1046453031,0.6858617609,1.1022176551,4.143594801110272,2639343744800,110896796,10.9104940234,1.4490499779,-10.6826644241,610.5228563321162,16424.5542682225,-4.853665525,quarter,0.0,0.0,0.0,0.0,0.7987563102,PGI
PGI,2023,4,0.1919982241,2.9947610576,0.33659598879998354,1.6814031411890384,0.454046493,50.01570886121358,50.01570886121358,-0.2477249076671325,0.04681059235715814,0.1292412976,-0.25508932,0.0322414235,-519164483311.0,-195352494277,0.0417536534,1.1225042361,0.6849703833,1.1220274028,3.9947610575894887,2655978264200,110896796,11.5937792586,1.4244055702,28.7834241648,332.86982182965863,16814.0314118904,-5.2817052439,quarter,0.0,0.0,0.0,0.0,0.823263594,PGI
PGI,2023,3,0.1510559226,2.8863744162,0.3505800145903372,1.6481161590060727,0.4590938332,51.7002652339231,51.7002652339231,-0.19337072576163702,0.07072311206966966,0.1316713376,-0.2433460735,0.0336803442,-468039374825.0,-112381100255,0.0,1.1429980763,0.7012691025,1.142464095,3.8863744162141005,2550626308000,110896796,10.9188432096,1.3955327041,-26.479704483,370.63370975118164,16481.1615900607,-5.6335470038,quarter,0.0,0.0,0.0,0.0,0.8010353681,PGI
PGI,2023,2,0.126265631,2.9193067875,0.3557203203300935,1.6110527880309544,0.4516110368,55.30477425361538,55.30477425361538,-0.1778169454792985,0.14212100853144627,0.1195002878,-0.2507759945,0.0308227726,-466132781282.0,-120346401608,0.0,1.1187988484,0.0325718697,1.1182790665,3.9193067875075833,2883316696000,110896796,13.7075379647,1.6138515257,13.1139875528,867.3597114564068,16110.5278803095,-6.4170875276,quarter,0.0,0.0,0.0,0.0,0.9355491577,PGI
PGI,2023,1,0.0047468258,2.9620806274,0.3692225841316448,1.5648405325767933,0.4548533248,60.29203162513779,60.29203162513779,-0.19542426305434227,0.07722344889475317,0.107308644,-0.2833651723,0.0276213301,-454630455474.0,-138888251840,0.0,1.1097502877,0.0236189194,1.1092545364,3.9620806273559386,2844502817400,110896796,15.1288697435,1.6391446583,9.0986565096,494.8997377706025,15648.4053257679,-6.1336431219,quarter,0.0,0.0,0.0,0.0,0.9187126533,PGI
PGI,2022,4,0.0,3.0238459602,0.31183404936756337,1.5751060373980508,0.4678160973,59.70336176058273,59.70336176058273,-0.1887982030182335,0.05573269471764256,0.1178149832,-0.2882741027,0.0310357122,-445830192745.0,-140334288477,0.0458015267,1.1066012435,0.6368177523,1.1056172125,3.871191576609027,2905496055200,110896796,14.2617669958,1.7289728669,10.0995739435,373.557090233698,15153.5055879973,-6.3093531016,quarter,0.0,0.0,0.0,0.0,0.9461497755,PGI
PGI,2022,3,0.0,2.7568086799,0.3006997238788864,1.5979948497763632,0.459386212,58.424157836806685,58.424157836806685,-0.19613723279969858,0.033328246031750906,0.1419482805,-0.2662911697,0.0380205173,-430583164409.0,-105040720729,0.0458015267,1.1308611145,0.0310033478,1.1297275846,3.7568086799148936,2905496055200,110896796,11.4464382291,1.6395547209,-86.706395806,160.95004742968408,15979.9484977636,-6.532768445,quarter,0.0,0.0,0.0,0.0,0.9473499453,PGI
PGI,2022,2,0.0,2.9519630242,0.3060424114762572,1.5818998450333948,0.456474436,58.51050367869268,58.51050367869268,-0.1572787650595647,0.10578772787640173,0.1887080305,-0.257374126,0.0496726788,-419121434514.0,-109810965542,0.0,1.1246611969,0.6065096663,1.1235721788,3.9519630242165045,3005303171600,110896796,9.0139356023,1.7131299485,26.611239285,666.0271150033947,15818.9984503339,-6.9119441566,quarter,0.0,0.0,0.0,0.0,0.9808793066,PGI
PGI,2022,1,0.0,2.6505087648,0.2544973358734839,1.666887810754244,0.4605451818,58.788158740585295,58.788158740585295,-0.18515689156054924,0.1011236046656444,0.2118371047,-0.2413051672,0.0553142468,-415770482943.0,-129251510799,0.0,1.157630556,0.6446525584,1.1565196304,3.6505087648332024,3016392851200,110896796,8.2524147526,1.6317834844,30.479200576,636.5452626331963,16668.8781075424,-6.932683513,quarter,0.0,0.0,0.0,0.0,0.9911646554,PGI
PGI,2021,4,0.0,2.580857967,0.2692972285966577,1.6032332844909243,0.4868283264,59.387369395069236,59.387369395069236,-0.17091265545210615,0.12241453407824439,0.2161298183,-0.2456448967,0.0564311349,-403843501560.0,-127798065719,0.0,1.1317196972,0.6343750552,1.1304631871,3.5808579670148624,3105110288000,110896796,8.820364712,1.7464707271,92.904104756,825.3992006405667,16032.3328449092,-7.3774949078,quarter,0.0,0.0,0.0,0.0,1.0224203566,PGI
PGI,2021,3,0.0,3.0327578979,0.28711904452121345,1.5206933644268676,0.4614543107,62.01766382771798,62.01766382771798,-0.16590437110615025,0.19094606153858726,0.1904793427,-0.2542392217,0.0459246143,-394182903101.0,-84644772946,0.0,1.1169236024,0.6123444821,1.1157372015,4.03275789786432,2546200085100,88717773,8.4980592968,1.5098433087,8.5775774702,1098.1012583239662,19008.5950211352,-6.1404062793,quarter,0.0,0.0,0.0,0.0,0.8457394082,PGI
PGI,2021,2,0.0,3.1010969613,0.31182502265309203,1.4328449308553513,0.4795620381,64.51908840965703,64.51908840965703,-0.14944336477795847,0.15174307084374605,0.1496059553,-0.2774544358,0.0360371184,-396080911141.0,-104364326931,0.0,1.1309945794,0.6282374385,1.12979348,4.101096961268023,2448610534800,88717773,10.6714976447,1.5409960421,15.8665978146,1194.4656813466227,17910.4937628112,-5.8601449891,quarter,0.0,0.0,0.0,0.0,0.8019192369,PGI
PGI,2021,1,0.0,3.339538097381592,0.3229885440113085,1.3858282717139998,0.48236215114593506,68.57623459497125,68.57623459497125,-0.17150546495712665,0.08167226153806746,0.12603066861629486,-0.2846384644508362,0.03026873618364334,-387163357184.0,-119933332814,0.0,1.1145693063735962,0.5858699083328247,1.1133886575698853,4.339538010369545,1792099014600,88717773,9.4045155238,1.1660940658,9.8456637568,643.7628176149102,17322.7877506912,-4.3264004648,quarter,0.0,0.0,0.0,0.0,0.5901433144,PGI
PGI,2020,4,0.0,3.1292957708,0.3394351699276742,1.33432705113861,0.4887322042,66.99862223038362,66.99862223038362,-0.16528046256965362,0.05396386860750992,0.1162993735,-0.2829834701,0.0293583964,-368737295511.0,-119806646291,0.0487804878,1.1187554353,0.6348744172,1.1175201998,4.129295770829648,1818714346500,88717773,10.3653240479,1.2290886357,13.3555468,440.91191609374596,16679.0249330763,-4.5040754679,quarter,0.0,0.0,0.0,0.0,0.6226503792,PGI
PGI,2020,3,0.0,3.0361530546,0.3274086238890585,1.3790542673469124,0.4709965634,79.53206809105247,79.53206809105247,-0.1661409622231684,0.046792216913585656,0.125482452,-0.268730894,0.0312753786,-369486289579.0,-96764999140,0.05,1.1173831622,0.0497976443,1.1161457339,4.036153054648329,1774355460000,88717773,9.3694951485,1.1602197979,11.1831714714,307.188225858645,17238.1130169825,-4.3748895857,quarter,0.0,0.0,0.0,0.0,0.6221584852,PGI
PGI,2020,2,0.0,3.1476418988,0.329297851276179,1.3544791161495775,0.4723255871,81.78756654117794,81.78756654117794,-0.15730791050961687,0.10453210113164257,0.13100568,-0.2619134082,0.0330493904,-356617555473.0,-100938558489,0.0,1.140487879,0.0528401255,1.1393060795,4.147641898798652,1685637687000,88717773,8.580199921,1.1222068631,11.8476841028,756.0414113641018,16930.9247911239,-4.2430868225,quarter,0.0,0.0,0.0,0.0,0.6003705594,PGI
PGI,2020,1,0.0,3.0802109947,0.3327740173222517,1.3204778238940285,0.4632614805,85.093245922807,85.093245922807,-0.17680326100486307,0.07338695939979793,0.1152709221,-0.2627362732,0.0295721037,-351895691399.0,-101227779539,0.0,1.1408848605,0.0454208653,1.1397129577,4.080210994723714,1685637687000,88717773,9.8306708917,1.1511028301,10.0915836132,473.60655231956736,16505.9102485474,-4.4282310334,quarter,0.0,0.0,0.0,0.0,0.6275367822,PGI
PGI,2019,4,0.0,2.7997670843,0.30083151903553906,1.3895415016255295,0.4650510749,78.02008715530954,78.02008715530954,-0.17083544508055679,0.08085594314331251,0.1073119521,-0.2413875986,0.029013616,-346358578788.0,-112046074143,0.0833333333,1.1713348955,0.6727218161,1.1699408074,3.7916948333354434,1383997258800,88717773,8.5112980613,0.9000534651,17.9650309317,597.7505392972387,17332.3036962278,-3.6864113224,quarter,0.0,0.0,0.0,0.0,0.5310030383,PGI
PGI,2019,3,0.0,2.8426827884,0.30193230135361543,1.3445104090284088,0.4548369864,84.15334639651616,84.15334639651616,-0.14507638046537044,0.06289130406208913,0.1036517356,-0.2514849945,0.0271809161,-327192628556.0,-79200893459,0.0,1.1581355103,0.6518746074,1.1568377221,3.8426827883946473,1517073918300,88717773,9.9949433327,1.0174745952,24.790426256,387.0021141310659,16806.3164243201,-4.3090727691,quarter,0.0,0.0,0.0,0.0,0.5972946886,PGI
PGI,2019,2,0.0,2.8837178706,0.30584126815143703,1.3108726841900824,0.0,0.0,0.0,-0.16958082712265068,0.07734859272107766,0.1024396971,-0.26071321,0.0271695186,-330728381471.0,-92267738364,0.0,1.1575259696,0.6503774275,1.155927276,3.8837178705740856,1508202141000,88717773,10.1179089088,1.0374807334,11.5489995999,474.3674829394106,16385.8464572369,-4.1522568251,quarter,0.0,0.0,0.0,0.0,0.0,PGI
PGI,2019,1,0.0,2.9360972212,0.3150980303913219,1.283138150643234,0.0,0.0,0.0,-0.17027405933050624,0.0773162488193662,0.1010522669,-0.2600335009,0.0271333242,-322760193638.0,-87316432939,0.0,1.1477337826,0.6268771586,1.1459910177,3.936097221167178,1446099699900,88717773,9.8876116627,1.0162623104,45.1617764024,446.8972058169224,16039.1661016671,-4.0466832132,quarter,0.0,0.0,0.0,0.0,0.0,PGI
PGI,2018,4,0.0,2.59828663,0.2980501346628322,1.3433866024921044,0.0,0.0,0.0,-0.19086158254672558,0.05867531373789878,0.0957522855,-0.2479013745,0.0272832551,-319034761824.0,-116183831628,0.0759493671,1.182575094,0.7085425559,1.1806970169,3.5982866299556284,1401740813400,88717773,9.8991967792,0.9409091826,8.7917113593,402.5983246896876,16792.2688958502,-3.8419704841,quarter,0.0,0.0,0.0,0.0,0.0,PGI
PGI,2018,3,0.0,2.6712583858,0.28984623510179286,1.3111786144633069,0.0,0.0,0.0,-0.1682134902417184,0.06388715058059809,0.0940338656,-0.2442123423,0.0261849615,-323666079265.0,-83234911355,0.0,1.1904456347,0.6988658459,1.1886720251,3.671258385848678,1423920256650,88717773,10.5508656442,0.9792753265,12.131784711,356.3260605290442,16389.6705711605,-3.8555216673,quarter,0.0,0.0,0.0,0.0,0.0,PGI
PGI,2018,2,0.0,0.0,0.2938132982472164,1.2826724215954806,0.0,0.0,0.0,-0.1530500733674734,0.07217870796542246,0.0,0.0,0.0,0.0,-83281859792,0.0,0.0,0.0,0.0,3.6985685328035762,1588048136700,88717773,12.8323108961,1.1164233381,2.6094923807,442.7059357317276,16033.3445106315,-4.5356343905,quarter,0.0,0.0,0.0,0.0,0.0,PGI
PGI,2018,1,0.0,2.5810904799,0.301249619311446,1.2592103462439077,0.0,0.0,0.0,-0.1770480161908058,0.07153271397681284,0.0999962725,-0.2449886309,0.0272854464,-310181702519.0,-86616097229,0.0,1.1856151287,0.7181681495,1.1838265992,3.581090479872338,1534817472900,88717773,11.0588580279,1.0991056807,2.3421853735,394.45877116414994,15740.0696801192,-4.5421065983,quarter,0.0,0.0,0.0,0.0,0.0,PGI
PGI,2017,4,0.0,2.4195154241,0.2810612601411676,1.3236538887624851,0.0,0.0,0.0,-0.1730241478390965,0.04933514662256616,0.1069286556,-0.2316271603,0.0273523828,-306885593316.0,-101965326932,0.0648648649,1.2221483228,0.0757109923,1.2202814045,3.417234948669347,1641278800500,88717773,12.8869120719,1.1181213013,-42.4259378589,327.7114297492567,16545.6109089551,-4.8102577908,quarter,0.0,0.0,0.0,0.0,0.0,PGI
PGI,2017,3,0.0,2.3199708037,0.2604955821595126,1.2979596932250415,0.0,0.0,0.0,-0.16421586010045788,0.03945989105694424,0.1145954817,-0.2195085705,0.0269456326,-282117879492.0,-78351714914,0.0,1.241291422,0.7799098906,1.2386638485,3.3199708036906213,1792099014600,88717773,12.665486289,1.2450356759,2.7832810811,212.21626048931594,16224.4346818534,-5.7671602848,quarter,0.0,0.0,0.0,0.0,0.0,PGI
PGI,2017,2,0.0,3.7545017085,0.40129876031334655,0.8082674695651261,0.0,0.0,0.0,-0.14298035033948298,0.0895823804986638,0.1355705252,-0.3535425767,0.028662208,-276362202865.0,-75174847444,0.0,1.0818616309,0.6119194308,1.0789623303,4.754501708457706,1694509464300,88717773,11.8693209063,1.5123763748,15.6496817304,530.8944263513017,12629.1314242871,-5.6473387881,quarter,0.0,0.0,0.0,0.0,0.0,PGI
PGI,2017,1,0.0,3.8155906757,0.4155582771385436,0.7896348365736373,0.0,0.0,0.0,-0.17326177844105467,0.06764626852162677,0.1281405831,-0.3621834004,0.0274368897,-277330013582.0,-82881268225,0.0,1.0737656734,0.6048910407,1.0705142727,4.815590675717503,1476263734400,70974218,12.9191274017,1.6858489209,8.1325417045,455.92861376788966,12337.997635423,-4.9288374489,quarter,0.0,0.0,0.0,0.0,0.0,PGI
PGI,2016,4,0.0,3.6956704894,0.39938499253561216,0.8253889568450652,0.0,0.0,0.0,-0.13715287287528005,0.03437856421586303,0.1187092177,0.0,0.0254600012,-277325590982.0,-79551864819,0.047311828,1.0865966319,0.6197195766,1.0836799953,4.690190951128138,1650150568500,70974218,16.1825440426,1.8048994373,5.5617782777,280.95228875927876,12881.6041050005,-5.4363272952,quarter,0.0,0.0,0.0,0.0,0.0,PGI
PGI,2016,3,0.0,3.6622212688,0.4553415930556357,0.8074079423259442,0.0,0.0,0.0,-0.19015104821178472,0.052831662783383915,0.1260719521,0.0,0.0274799773,-271428374347.0,-79287336745,0.0458715596,1.040859503,0.5697863359,1.0372178419,4.6622212687521145,1547237952400,70974218,14.2915058835,1.7280053938,5.7293258752,310.3836027048583,12615.7013619932,-5.1146350652,quarter,0.0,0.0,0.0,0.0,0.0,PGI
PGI,2016,2,0.0,0.0,0.47313104326582217,0.7875730713653801,0.0,0.0,0.0,-0.15457023034070108,0.08136593178752317,0.0,0.0,0.0,0.0,-75436193906,0.0,0.0,0.0,0.0,4.512373675006441,1433679203600,70974218,13.6098198674,1.6415046919,9.3232685019,559.4946012085685,12305.782675943,-4.5714416565,quarter,0.0,0.0,0.0,0.0,0.0,PGI
PGI,2016,1,0.0,3.5342337823,0.4990239793521706,0.7440204066905594,0.0,0.0,0.0,-0.1826567391729314,0.05603200088254009,0.1134522108,0.0,0.0251957831,-269316339287.0,-81975372400,0.0,0.9705377542,0.0896688484,0.9657567184,4.534233782294016,1391094672800,70974218,14.6116415932,1.6859816415,11.8265955975,354.30983939830094,11625.2748653884,8.1390513993,quarter,0.0,0.0,0.0,0.0,0.0,PGI
PGI,2015,4,0.0,0.0,0.5147583697964455,0.7213444911654616,0.0,0.0,0.0,-0.14720541140438764,0.040173543063962584,0.0,0.0,0.0,0.0,-73580694139,0.0636942675,0.0,0.0,0.0,4.641994920088541,1092364363600,69577348,11.9682304412,1.3929596946,7.9373338224,288.61066103008125,11270.9650259901,6.285992808,quarter,0.0,0.0,0.0,0.0,0.0,PGI
PGI,2015,3,0.0,0.0,0.48659405048808246,0.7657842436782394,0.0,0.0,0.0,-0.18953210327206846,0.04738379036962608,0.0,0.0,0.0,0.0,-74451340642,0.0617283951,0.0,0.0,0.0,4.345417800484867,1127153037600,69577348,11.4842663243,1.3539112769,9.2711903019,267.5171736784219,11965.3335315649,6.6520007208,quarter,0.0,0.0,0.0,0.0,0.0,PGI
