Meta,Meta,Meta,Chỉ tiêu cơ cấu nguồn vốn,Chỉ tiêu cơ cấu nguồn vốn,Chỉ tiêu cơ cấu nguồn vốn,Chỉ tiêu cơ cấu nguồn vốn,Chỉ tiêu hiệu quả hoạt động,Chỉ tiêu hiệu quả hoạt động,Chỉ tiêu hiệu quả hoạt động,Chỉ tiêu hiệu quả hoạt động,Chỉ tiêu hiệu quả hoạt động,Chỉ tiêu hiệu quả hoạt động,Chỉ tiêu hiệu quả hoạt động,Chỉ tiêu khả năng sinh lợi,Chỉ tiêu khả năng sinh lợi,Chỉ tiêu khả năng sinh lợi,Chỉ tiêu khả năng sinh lợi,Chỉ tiêu khả năng sinh lợi,Chỉ tiêu khả năng sinh lợi,Chỉ tiêu khả năng sinh lợi,Chỉ tiêu khả năng sinh lợi,Chỉ tiêu thanh khoản,Chỉ tiêu thanh khoản,Chỉ tiêu thanh khoản,Chỉ tiêu thanh khoản,Chỉ tiêu thanh khoản,Chỉ tiêu định giá,Chỉ tiêu định giá,Chỉ tiêu định giá,Chỉ tiêu định giá,Chỉ tiêu định giá,Chỉ tiêu định giá,Chỉ tiêu định giá,Chỉ tiêu định giá,Chỉ tiêu định giá,period,symbol
ticker,yearReport,lengthReport,(ST+LT borrowings)/Equity,Debt/Equity,Fixed Asset-To-Equity,Owners' Equity/Charter Capital,Asset Turnover,Fixed Asset Turnover,Days Sales Outstanding,Days Inventory Outstanding,Days Payable Outstanding,Cash Cycle,Inventory Turnover,EBIT Margin (%),Gross Profit Margin (%),Net Profit Margin (%),ROE (%),ROIC (%),ROA (%),EBITDA (Bn. VND),EBIT (Bn. VND),Current Ratio,Cash Ratio,Quick Ratio,Interest Coverage,Financial Leverage,Market Capital (Bn. VND),Outstanding Share (Mil. Shares),P/E,P/B,P/S,P/Cash Flow,EPS (VND),BVPS (VND),EV/EBITDA,,
HSV,2025,5,2.168411206,2.2486535136,0.12421442930974418,1.1282473217513607,3.2941425532,69.3958480445,35.09011733173343,15.8992282416,1.8626014651,52.85194703843343,22.9570891401,0.008572308081025685,0.013539977187132925,0.002756928829903555,0.0253905211,0.0246050081,0.0090817166,16570060454.0,13853188901,1.1866114361,0.1210485744,0.7613988144,-0.8370429268895474,3.2486535136188257,63062975976.0,15749994.0,14.1545778404,0.3548867277,0.0390231637,-1.5636282351,282.87668096889433,11282.4732175136,24.1410254442,year,HSV
HSV,2024,5,1.3207854972,1.3312687512,0.14142957446597432,1.0999596536544711,2.5113609359,17.6649126831,42.12198847967747,24.219799327,1.2802091235,67.62199693017747,15.0703147897,0.014282946202213112,0.023472277064884826,0.004370527871558112,0.0234337297,0.0326326386,0.010975973,16003019228.0,13120317382,1.6440443291,0.1465655418,1.1296212826,-1.2453066789720366,2.3312687511664443,68717223822.0,15749994.0,17.1161140285,0.3966509122,0.0748064534,-0.9651492572,254.9059905038694,10999.5965365447,16.4801319524,year,HSV
HSV,2023,5,0.8854413175,0.9342890906,0.469295521019494,1.0755881005668955,2.0569754082,12.500769523,47.7890536667016,36.3361075243,2.1685442604,86.29370545140159,10.0451045769,0.020755155518389808,0.039207126162562826,0.005312223351132408,0.0216630525,0.0444096672,0.0109271128,17135259846.0,14184594353,1.5663924495,0.1382043197,1.202070965,-1.0951352019124465,1.9342890905896615,61409226606.0,15749994.0,16.9147807467,0.3624993618,0.0898550933,1.8493185804,230.50845638417385,10755.881005669,11.0610177576,year,HSV
HSV,2022,5,1.0121694762,1.0317762463,0.18000500279540793,1.0525372549284782,2.8138644144,28.5676850494,32.908817747282875,27.2729601346,0.4466069172,60.62838479908288,13.3832190638,0.008839289916959342,0.026428644254118158,0.004439844644518994,0.0204375623,0.0200169868,0.0124931209,8705753489.0,6676996194,1.7914969076,0.2798551115,1.2265595471,-1.0516239588210095,2.031776246299801,122818453212.0,15749994.0,36.6211602206,0.7408763883,0.1625922621,-1.20891516,212.93700016647625,10525.3725492848,27.883094812,year,HSV
HSV,2021,5,0.2247249148,0.2318601291,0.1418726495826911,1.0312435549118304,2.8360845988,27.6008422163,28.21203866557641,28.197798848,0.2861141284,56.695951641976414,12.944272777,0.029228051132959617,0.047951840277339175,0.020184215667146885,0.0732221092,0.0578070558,0.0572441432,12440354429.0,11499025669,4.3763348949,0.3635063887,2.8565118354,-6.158315926703977,1.2318601290854103,52620000000.0,15000000.0,6.6264020211,0.3239732882,0.1337487275,-0.906432526,529.3973998,10828.0532016,6.06339209,year,HSV
HSV,2019,5,0.3263557058,0.3629443784,0.12302353052560144,0.33009082802190276,5.091400974,44.6443324712,30.215755164229392,14.9049858334,2.8506185176,47.97135951522939,24.4884499777,0.022124655704882236,0.03399737988937815,0.01270839106681975,0.1031725052,0.0792384019,0.0647035147,6209950832.0,5463985875,3.3845876838,0.3714737368,2.4981012353,-4.570072932522119,1.3629443783527666,68300000000.0,5000000.0,21.7619138245,1.3137322277,0.2765589112,-1.7913058793,627.7021456,10397.8571216,12.6019646281,year,HSV
HSV,2018,5,1.7056133733,1.9549456455,0.5273776356630144,0.056195417471270145,5.4502891598,49.482175959,11.20104283072765,7.006629474,31.4772554513,49.68492775602765,52.0935210512,0.0025066471595923388,0.010831827036066373,0.0002973809986831221,0.0073276293,0.0232938062,0.0016208124,1306951660.0,544673827,1.2769095372,0.1272993398,1.0270062821,-0.531965298373867,2.954945645504883,13660000000.0,1000000.0,211.3947430522,1.5433676921,0.0628647798,-6.5887148926,64.618447,8850.77488,19.9404191208,year,HSV
HSV,2017,5,1.4092624112,5.098493067,0.46834217958431834,0.05578514146100627,3.35511358,43.6884350774,27.077156902198265,9.2298858218,71.0059526375,107.31299536149827,39.5454512707,0.007182347111827429,0.019200007045082818,0.0037732324660882523,0.0772046261,0.067012361,0.0126596235,1291204654.0,1291204654,1.1493138884,0.0341539235,1.0327610445,-2.289425261381536,6.098493066974056,13660000000.0,1000000.0,20.1376340357,1.5547185057,0.0759839745,-1.9811857812,678.331922,8786.156433,17.5626132107,year,HSV
HSV,2025,4,2.168411206,2.2486535136,0.12421442930974418,1.1282473217513607,3.2941425532,69.3958480445,35.09011733173343,15.8992282416,1.8626014651,52.85194703843343,22.9570891401,0.006504726913575565,0.009958122353922464,0.001133259330304196,0.0253905211,0.0246050081,0.0090817166,16570060454.0,3124724172,1.1866114361,0.1210485744,0.9937612398,-0.6097366143793196,3.2486535136188257,63062975976.0,15749994.0,14.1545778404,0.3548867277,0.0390231637,-1.5636282351,34.56459951667283,11282.4732175136,23.5926129411,quarter,HSV
