Meta,Meta,Meta,Chỉ tiêu cơ cấu nguồn vốn,Chỉ tiêu cơ cấu nguồn vốn,Chỉ tiêu cơ cấu nguồn vốn,Chỉ tiêu cơ cấu nguồn vốn,Chỉ tiêu hiệu quả hoạt động,Chỉ tiêu hiệu quả hoạt động,Chỉ tiêu hiệu quả hoạt động,Chỉ tiêu hiệu quả hoạt động,Chỉ tiêu hiệu quả hoạt động,Chỉ tiêu hiệu quả hoạt động,Chỉ tiêu hiệu quả hoạt động,Chỉ tiêu khả năng sinh lợi,Chỉ tiêu khả năng sinh lợi,Chỉ tiêu khả năng sinh lợi,Chỉ tiêu khả năng sinh lợi,Chỉ tiêu khả năng sinh lợi,Chỉ tiêu khả năng sinh lợi,Chỉ tiêu khả năng sinh lợi,Chỉ tiêu khả năng sinh lợi,Chỉ tiêu thanh khoản,Chỉ tiêu thanh khoản,Chỉ tiêu thanh khoản,Chỉ tiêu thanh khoản,Chỉ tiêu thanh khoản,Chỉ tiêu định giá,Chỉ tiêu định giá,Chỉ tiêu định giá,Chỉ tiêu định giá,Chỉ tiêu định giá,Chỉ tiêu định giá,Chỉ tiêu định giá,Chỉ tiêu định giá,Chỉ tiêu định giá,period,symbol
ticker,yearReport,lengthReport,(ST+LT borrowings)/Equity,Debt/Equity,Fixed Asset-To-Equity,Owners' Equity/Charter Capital,Asset Turnover,Fixed Asset Turnover,Days Sales Outstanding,Days Inventory Outstanding,Days Payable Outstanding,Cash Cycle,Inventory Turnover,EBIT Margin (%),Gross Profit Margin (%),Net Profit Margin (%),ROE (%),ROIC (%),ROA (%),EBITDA (Bn. VND),EBIT (Bn. VND),Current Ratio,Cash Ratio,Quick Ratio,Interest Coverage,Financial Leverage,Market Capital (Bn. VND),Outstanding Share (Mil. Shares),P/E,P/B,P/S,P/Cash Flow,EPS (VND),BVPS (VND),EV/EBITDA,,
ATG,2024,5,36.4681928842,50.8622598964,0.17583489362203572,0.0010839062943495401,0.5107797002,465.322204333,158.97920153332817,96.234780798,227.9899258128,483.20390814412815,3.7928075169,0.0211215468757565,0.298463343690225,0.023853968872429635,80.8652788105,0.0576983103,0.0121841231,290897401.0,285095887,1.1901548776,0.0581046838,0.6509848109,-1.0145487391672896,51.862259896370105,144590000000.0,15220000.0,449.0682792898,876.4595287917,10.7120607558,6.1060860407,21.154912155059133,10.8390629435,512.0385517504,year,ATG
ATG,2023,5,-180.882380693,-283.1289013738,0.0,-0.0010315849211563733,2.3768536925,0.0,52.57613408806772,9.6638646233,54.8742363035,117.11423501486772,37.7695688246,0.005290693732711275,0.036698109587589796,-0.0037203855252165956,4.799459706,0.0111605087,-0.0088428121,315204388.0,315204388,0.9957271894,0.0088590159,0.9590915458,-1.9976898483536847,-282.12890137380623,31962000000.0,15220000.0,-144.2003678594,0.0,0.5364809613,-1.1407958439,-14.56306964520368,0.0,190.2512483456,year,ATG
ATG,2022,5,0.0,89.2626002056,0.0,0.00042472204336399473,0.0763511373,10.5122471095,758.7796282310733,0.0,549.2956874672,1308.0753156982732,0.0,-3.093714113825408,0.009900990099009901,-22.878640187805026,-1.9979062283,-258.0630049536,-1.7468101984,-16793195480.0,-16681888120,1.0112029002,0.0019504946,1.0112029002,0.0,90.26260020563808,36040960000.0,15220000.0,-0.2921467886,557.5411111805,6.6839212579,-39.6419510283,-8105.514394021025,4.2472204336,-2.1454943074,year,ATG
ATG,2021,5,0.0097220647,0.097072393,0.008311448519375007,0.8109761614454665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0229897249,-0.034008113,0.01771374,-4104881731.0,-4238450565,6.4695478706,0.0768185428,6.4464681779,0.0,1.0970723930383512,43437880000.0,15220000.0,15.3902215884,0.3519215651,0.0,-2.1551866761,185.44242417871223,8109.7616144547,-10.6501151692,year,ATG
ATG,2020,5,0.083532516,0.5007960667,0.009495318618963428,0.8022873723784494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1006798197,-0.0816037661,-0.0686208537,-10663273523.0,-10796842357,0.2714357347,0.0020775893,0.2664320395,5.111705530927154,1.5007960667366782,44138000000.0,15220000.0,-3.4095243719,0.3614664894,0.0,79.3547467024,-850.5585189224704,8022.8737237845,-5.083894045,year,ATG
ATG,2019,5,0.11995234,0.4368049301,0.009574155299486046,0.8873432242706965,0.0096546525,1.3756113547,5603.744801181415,0.0,4385.8166678136,9989.561468995016,0.0,-4.403287740447776,0.04761904766893424,-6.343510927587786,-0.0858227009,-0.0578730879,-0.0612443937,-8216700216.0,-8406276595,0.5306936091,0.0083410398,0.5249347912,2.2691335377905104,1.4368049301373516,41094000000.0,15220000.0,-3.3932988873,0.3042791026,21.5254285725,2.0940991892,-795.685876675427,8873.432242707,-6.1888579952,year,ATG
ATG,2018,5,0.1155173995,0.3687460072,0.010074482304675194,0.9669118119382392,0.0463420639,5.8919010523,1453.6684731189719,0.0,1329.1820217221,2782.850494841072,0.0,-1.1077282071084182,0.11432494559883945,-1.2663306993215855,-0.0775415701,-0.0656579996,-0.0586843782,-10167665564.0,-10384730396,3.2852269778,0.0097018489,3.2831587591,6.993322431341677,1.3687460072411903,41094000000.0,15220000.0,-3.4615393246,0.2792395301,4.3834535137,30.8932725249,-779.9998055190539,9669.1181193824,-5.0774417176,year,ATG
ATG,2017,5,0.1160117793,0.2774580912,0.010687330328172056,1.0449117924901445,0.5221232128,58.9240687176,96.71055344092076,12.9539641126,81.5231100684,191.18762762192077,28.1767030407,0.0171362534758567,0.029721245733036684,0.010839720792436662,0.0073177302,0.0106965593,0.0056596698,2068205839.0,1834305628,4.2462160863,0.0154242961,4.245771877,-4.141579652291714,1.2774580911520887,41094000000.0,15220000.0,35.4164069874,0.2583950166,0.3839039632,21.0870149514,76.23585308804205,10449.1179249014,25.6047714441,year,ATG
ATG,2016,5,0.1031076095,0.3084068238,0.012231003759289275,1.0386811106438896,0.1706026962,16.095710662,203.4719998472245,49.6770989622,114.6246194311,367.77371824052454,7.3474499845,0.03529630873870454,0.06325999147794362,0.010992405825744045,0.0022999257,0.0069253042,0.0018753341,1404242092.0,1166133038,3.9687162037,0.0474135674,3.7793866523,-1.6352192934446643,1.3085561155394634,41094000000.0,15220000.0,113.1532032583,0.2599450373,1.2438259307,17.3826904407,23.861454402102495,10386.8111064389,36.5256944263,year,ATG
