Meta,Meta,Meta,Chỉ tiêu cơ cấu nguồn vốn,Chỉ tiêu cơ cấu nguồn vốn,Chỉ tiêu cơ cấu nguồn vốn,Chỉ tiêu cơ cấu nguồn vốn,Chỉ tiêu hiệu quả hoạt động,Chỉ tiêu hiệu quả hoạt động,Chỉ tiêu hiệu quả hoạt động,Chỉ tiêu hiệu quả hoạt động,Chỉ tiêu hiệu quả hoạt động,Chỉ tiêu hiệu quả hoạt động,Chỉ tiêu hiệu quả hoạt động,Chỉ tiêu khả năng sinh lợi,Chỉ tiêu khả năng sinh lợi,Chỉ tiêu khả năng sinh lợi,Chỉ tiêu khả năng sinh lợi,Chỉ tiêu khả năng sinh lợi,Chỉ tiêu khả năng sinh lợi,Chỉ tiêu khả năng sinh lợi,Chỉ tiêu khả năng sinh lợi,Chỉ tiêu thanh khoản,Chỉ tiêu thanh khoản,Chỉ tiêu thanh khoản,Chỉ tiêu thanh khoản,Chỉ tiêu thanh khoản,Chỉ tiêu định giá,Chỉ tiêu định giá,Chỉ tiêu định giá,Chỉ tiêu định giá,Chỉ tiêu định giá,Chỉ tiêu định giá,Chỉ tiêu định giá,Chỉ tiêu định giá,Chỉ tiêu định giá,period,symbol
ticker,yearReport,lengthReport,(ST+LT borrowings)/Equity,Debt/Equity,Fixed Asset-To-Equity,Owners' Equity/Charter Capital,Asset Turnover,Fixed Asset Turnover,Days Sales Outstanding,Days Inventory Outstanding,Days Payable Outstanding,Cash Cycle,Inventory Turnover,EBIT Margin (%),Gross Profit Margin (%),Net Profit Margin (%),ROE (%),ROIC (%),ROA (%),EBITDA (Bn. VND),EBIT (Bn. VND),Current Ratio,Cash Ratio,Quick Ratio,Interest Coverage,Financial Leverage,Market Capital (Bn. VND),Outstanding Share (Mil. Shares),P/E,P/B,P/S,P/Cash Flow,EPS (VND),BVPS (VND),EV/EBITDA,,
VRC,2025,5,0.2629854662,0.3707424514,0.0,2.547334513646,0.0040576393,120.5864273771,1876.4387652067664,363193.264576285,112.8904247188,365182.59376621054,0.0010049746,0.3879783543346236,0.8305165924783942,0.1048307428793704,0.0007578948,0.001705483,0.0004253653,2860760119.0,2743479619,3.376503026,0.0281265787,0.1152472347,-2.8739873862076912,1.370742451376075,675000000000,50000000,910.5857880395,0.685936519,95.4573846156,-83.4021792582,14.82562124,19681.12154064,349.3783871265,year,VRC
VRC,2024,5,0.2597478797,0.3788479914,9.29638025807705e-05,2.52314334707,0.0087356049,59.0209518155,865.5736172831348,132828.0849261952,83.9707560595,133777.62929953786,0.0027479128,0.5491485823853937,0.7851963030613213,0.06469546830275,0.0010058954,0.0052199556,0.000565154,8413158775.0,8295878275,3.3089424716,0.03144,0.1310233417,-1.2750154985395161,1.3788479913802856,750000000000,50000000,767.3878138054,0.7715238622,49.646513984,-88.1571815446,19.54683112,19442.042865,126.6835285691,year,VRC
VRC,2023,5,0.2511057183,0.3646224509,0.0003132491147050661,2.519609074532,0.002355381,6.2181211804,2839.0231447161673,2244931.5756800184,1498.8826125576,2249269.4814372924,0.0001625885,0.11801142855640571,0.9535267288235455,0.050736347458482295,0.0002043902,0.0002928858,0.0001195034,598177560.0,461631603,3.42698737,0.0273879452,0.1093072365,-9.869700922995456,1.3646224508897846,580000000000,50000000,2922.3843241934,0.5972455847,148.2711064795,-4.8272862662,3.96936156,19422.49603388,1482.005995484,year,VRC
VRC,2022,5,0.1574831741,0.2723409098,0.0006856793191632952,2.51880398567,0.0021086491,2.5706647313,2989.537902433256,2378474.2855642643,1490.7146036176,2382954.5380703155,0.0001534597,-0.143566566255764,0.9519720309053444,4.631339341287775,0.0173811486,-0.0003593205,0.0097658694,-196824615.0,-523794641,4.5877151119,0.0498143402,0.1555432439,0.0,1.2723409097741012,402500000000,50000000,23.8205367912,0.4145525629,110.3209891717,1.4831618431,337.94368576,19418.52667232,-2991.1472109827,year,VRC
VRC,2021,5,0.7135263003000001,0.4722681771,0.0015649021613912276,2.524089159982,0.001961283,1.5647862037,3218.727140754169,3421423.49988872,2071.6836747483,3426713.9107042225,0.0001066807,0.23695297326237072,0.9634158174852409,0.07973682994015768,0.0002195406,0.0004747001,0.0001563865,1184130483.0,823205433,20.5502220503,0.1525578912,2.2088810144,0.0,1.4722681771441468,415000000000,50000000,1498.1078014043,0.4263471225,119.4543669926,-2.3941392053,5.54032226,19467.70497976,740.4587843146,year,VRC
VRC,2020,5,0.2375642792,0.3353725068,0.0019542678587693746,2.523106596608,0.0056260268,3.4866845901,1223.7596547222954,94979.0683578058,91.5103049665,96294.33831749459,0.003842952,-0.012297586631282846,0.534043029883319,0.03570765245066438,0.0002675558,-7.4444e-05,0.0002008922,244699124.0,-116225929,3.7635734845,0.0386331035,0.1223411549,0.37823310159780915,1.3353725068340685,1550000000000,50000000,4592.9028959165,1.5928341243,164.001780347,-5.2880186225,6.74954396,19462.1646575,7508.073310291,year,VRC
VRC,2019,5,0.006146328,0.3283018793,0.0023438401290490755,2.522228205214,0.0068708466,3.3179300816,1186.9574732421331,87333.9450853843,181.3915259926,88702.29408461903,0.00417936,-0.25607317038059,0.6282367724538055,2.2559350860705902,0.0210769458,-0.0021452631,0.015500184,-2457098169.0,-2722049984,3.8407515309,0.045894568,0.1423265721,4.7981100743057254,1.3283018793296475,500000000000,50000000,20.8502558371,0.5139957149,47.0368236964,-1.4074095775,479.61042196,19455.41511354,-200.7816591873,year,VRC
VRC,2018,5,0.0,0.3989289738,0.0034027170481462487,2.028814688474,0.0303414986,16.4623598195,740.3661410162063,12990.6008617293,35.3084534007,13766.275456146204,0.0280972377,0.1540804383730451,0.47869864664946193,7.473122732006349,0.3156837209,0.0056145618,0.2267457427,5775435019.0,5695452733,3.0189334336,0.1026089227,0.4686735377,0.0,1.3989289738249902,500000000000,50000000,1.8232362,0.5438847373,13.5266190061,-1.552234585,5524.7528807,18386.2486198,81.1609820974,year,VRC
VRC,2017,5,0.0,0.3830087206,0.0014123003386644934,1.47136762423,0.1272535672,27.9273273237,276.39484190770787,5268.865469021,21.4795067949,5566.739817723607,0.0692748756,0.6502030689173445,0.7352219187236253,0.9716170365678803,0.1724013339,0.0715946637,0.1236417339,53254761266.0,52671035105,5.7524832211,0.4086424252,2.249995029,-32.827626633301804,1.3830087206376562,500000000000,50000000,6.4939715518,0.7735603351,6.1723019836,-6.1564698499,1574.15667468,12927.23986258,8.0436346801,year,VRC
