Meta,Meta,Meta,Chỉ tiêu cơ cấu nguồn vốn,Chỉ tiêu cơ cấu nguồn vốn,Chỉ tiêu cơ cấu nguồn vốn,Chỉ tiêu cơ cấu nguồn vốn,Chỉ tiêu hiệu quả hoạt động,Chỉ tiêu hiệu quả hoạt động,Chỉ tiêu hiệu quả hoạt động,Chỉ tiêu hiệu quả hoạt động,Chỉ tiêu hiệu quả hoạt động,Chỉ tiêu hiệu quả hoạt động,Chỉ tiêu hiệu quả hoạt động,Chỉ tiêu khả năng sinh lợi,Chỉ tiêu khả năng sinh lợi,Chỉ tiêu khả năng sinh lợi,Chỉ tiêu khả năng sinh lợi,Chỉ tiêu khả năng sinh lợi,Chỉ tiêu khả năng sinh lợi,Chỉ tiêu khả năng sinh lợi,Chỉ tiêu khả năng sinh lợi,Chỉ tiêu thanh khoản,Chỉ tiêu thanh khoản,Chỉ tiêu thanh khoản,Chỉ tiêu thanh khoản,Chỉ tiêu thanh khoản,Chỉ tiêu định giá,Chỉ tiêu định giá,Chỉ tiêu định giá,Chỉ tiêu định giá,Chỉ tiêu định giá,Chỉ tiêu định giá,Chỉ tiêu định giá,period,Chỉ tiêu định giá,Chỉ tiêu định giá,symbol
ticker,yearReport,lengthReport,(ST+LT borrowings)/Equity,Debt/Equity,Fixed Asset-To-Equity,Owners' Equity/Charter Capital,Asset Turnover,Fixed Asset Turnover,Days Sales Outstanding,Days Inventory Outstanding,Days Payable Outstanding,Cash Cycle,Inventory Turnover,EBIT Margin (%),Gross Profit Margin (%),Net Profit Margin (%),ROE (%),ROIC (%),ROA (%),EBITDA (Bn. VND),EBIT (Bn. VND),Current Ratio,Cash Ratio,Quick Ratio,Interest Coverage,Financial Leverage,Market Capital (Bn. VND),Outstanding Share (Mil. Shares),P/E,P/S,P/Cash Flow,EPS (VND),EV/EBITDA,,P/B,BVPS (VND),
NOS,2018,4,-1.4328622617,-1.3713372769,-0.3076957002352771,-18.104796808929997,0.202906334,0.2418838239,67.01848950463875,2.3257507268,212.5608952328,281.90513546423875,156.9385729057,-0.2547733293952124,-0.22477316031739616,-0.02344170874043334,0.0,0.1728811718,-0.2239582132,25596012883.0,-25608681797,0.0463713793,0.0006602826,0.0455102603,2.1961904175939604,-0.38008988275449074,6016800000.0,20056000.0,-0.0178957672,0.0197524837,-0.0889468426,-117.48385969286,116.8198226695,quarter,0.0,0.0,NOS
NOS,2018,3,0.0,0.0,-0.3172008471499304,-18.10862446156761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4446204819193628,-0.379681306079378,-0.7876232618554472,0.0,0.0,0.0,0.0,-27855516906,0.0,0.0,0.0,1.3369105265586403,-0.3728883695528668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,quarter,0.0,0.0,NOS
NOS,2018,2,0.0,0.0,-0.331249798844444,-17.863781136652374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.49815753625779174,-0.43607866687014996,-2.1827670721888275,0.0,0.0,0.0,0.0,-32873358539,0.0,0.0,0.0,1.2491700949330213,-0.3907568488343269,7810372800.0,19525932.0,-0.0505919042,0.056419731,0.1932498137,-7376.884653546883,466.8082858996,quarter,0.0,0.0,NOS
NOS,2018,1,0.0,0.0,-0.3552595659916256,-17.144398180609294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.256980166633886,-0.20006742113508094,-1.8616855272894772,0.0,0.0,0.0,0.0,-19390248095,0.0,0.0,0.0,1.0886702549554337,-0.441676081740229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,quarter,0.0,0.0,NOS
NOS,2017,4,-1.5516844518,-1.5011949002,-0.42495115700946556,-16.44258720840646,0.0825034277,0.0965076026,196.55443941709066,8.3004606727,501.7079665926,706.5628666823907,43.973462967,-0.4473626747901592,-0.2837312870667582,-1.1482784287605345,0.0,0.1797300844,-0.0945049434,6325191128.0,-61574911415,0.0529828708,0.0011224103,0.0520354008,0.7459138103335982,-0.5004195098430356,8022400000.0,20056000.0,-0.0505919042,0.0579513503,0.1932498137,-7880.375910351017,473.0493079954,quarter,0.0,0.0,NOS
NOS,2017,3,-1.5781233731,-1.500343469,-0.43343969107557234,-16.310697018393498,0.068108986,0.0784589602,290.9331065203956,9.2178097972,579.9152907924,880.0662071099956,39.5972587883,-0.2876645743132796,-0.17416923284655583,-0.9310561287957084,0.0,0.2359637096,-0.137952542,-29157838684.0,-10115978662,0.0432015044,0.0022997953,0.041810721,4.711932572777121,-0.5003434689875074,10028000000.0,20056000.0,-0.0437393643,0.0885926638,4.4668534105,-1632.4995294674911,-103.2759439678,quarter,0.0,0.0,NOS
NOS,2017,2,-1.5917229035,-1.5064465057,-0.4429582784058105,-16.14625590151077,0.0652287715,0.0753399409,303.5366380528873,12.1704312745,648.9759496463,964.6830189736874,29.9907202766,-0.8156789215502956,-0.3871921240555206,-1.8712281298104996,0.0,0.2199165751,-0.1385095153,-48847616847.0,-18196990942,0.0385131224,0.0002428559,0.0377348972,1.5097021254501164,-0.5064465056779998,10028000000.0,20056000.0,-0.0429563287,0.091215274,-0.3095027251,-2081.4345341045073,-61.5990122554,quarter,0.0,0.0,NOS
NOS,2017,1,-1.6142991051,-1.5259588585,-0.4538800846445804,-15.939303612036298,0.0679487979,0.0780064002,266.5497457282841,10.1783137585,444.8632788245,721.5913383112841,35.8605569313,-0.7318160681437348,-0.5635268853187546,-2.406994873799888,0.0,0.519540561,-0.1590223314,-96926335787.0,-17363645945,0.0429853224,0.0005037938,0.0417705826,0.4919124811887549,-0.5259588584537574,8022400000.0,20056000.0,-0.0269976487,0.0631832964,-1.1960832514,-2847.539946649382,-31.0530726786,quarter,0.0,0.0,NOS
NOS,2016,4,-1.6445543752,-1.54241428,-0.4656821052394217,-15.712322088517151,0.0655113666,0.0755004865,236.81431717751005,19.923886618,359.687163119,616.42536691451,18.3197187877,-0.5170069185534035,-0.3913343142165852,-3.0530983353457914,0.0,1.0544181497,-0.1599692344,-23716708199.0,-16539326518,0.0448595444,0.0001032853,0.0428256595,0.44511203650474496,-0.5361501736167708,6016800000.0,20056000.0,-0.0176915112,0.0432000987,-4.0451404326,-4869.876388960909,-126.9718368504,quarter,0.0,0.0,NOS
NOS,2016,3,0.0,0.0,-0.4872106936740245,-15.18719125057838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.012314990556544975,0.15511750409064337,-1.1569735959245675,0.0,0.0,0.0,0.0,-392988517,0.0,0.0,0.0,0.00956244680126901,-0.5682049855534013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,quarter,0.0,0.0,NOS
NOS,2016,2,0.0,0.0,-0.7028792855421203,-14.955725492954727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6846237296010553,-1.5221573755816071,-2.680389030536025,0.0,0.0,0.0,0.0,-66275709882,0.0,0.0,0.0,1.4071509645786668,-0.7910660121032959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,quarter,0.0,0.0,NOS
NOS,2016,1,0.0,0.0,-0.7456632453512605,-14.477322890097726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2958314006966358,-1.151380838593946,-2.1323620909451577,0.0,0.0,0.0,0.0,-57564791503,0.0,0.0,0.0,1.416917171894391,-0.8541401410432832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,quarter,0.0,0.0,NOS
NOS,2015,2,0.0,0.0,-0.9368532473888131,-12.561377846694256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.177433557155378,-0.7046422918982896,-2.798280657286735,0.0,0.0,0.0,0.0,-85954584231,0.0,0.0,0.0,1.3838339493361593,-1.091912316342564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,quarter,0.0,0.0,NOS
NOS,2014,2,-3.4195471809,-2.5300884361,-1.3192662133552284,-9.805443761572597,0.085636126,0.0984236536,130.52637173855365,24.1022885291,205.5163000948,360.1449603624536,15.1437901657,-0.939895879038713,-0.8324800396612843,-1.69640728532845,0.0,-0.0597412765,-0.29530309,-526473363559.0,-58964626988,0.1582071814,0.0090049448,0.1406777617,1.2451083453363958,-1.5300884361381102,28078400000.0,20056000.0,-0.0293154968,0.1010900097,2.568369438,-5306.37108800359,-6.6382179907,quarter,0.0,0.0,NOS
NOS,2013,3,-9.352615284999999,-5.4882534432,-3.8383262702189094,-3.5890267898683685,0.1327584589,0.153530636,83.3091274460042,22.8143881668,150.3714456317,256.4949612445042,15.9986758062,-0.9448885917134648,-0.8667870692009155,-1.144416513743041,0.7484340603,-0.641792,-0.0933840067,-264563716578.0,-66707156017,0.457830167,0.035254947,0.409023022,237.04760521464138,-4.488253443269082,32089600000.0,20056000.0,-0.0971338783,0.0702717618,0.8684017701,-4028.3909807040286,-13.0684471802,quarter,-0.0445803303,-35890.2678986837,NOS
NOS,2013,2,-12.703228066800001,-7.2909129733,-4.413557927971165,-3.1861864395043877,0.1327584589,0.153530636,83.3091274460042,22.8143881668,150.3714456317,256.4949612445042,15.9986758062,-0.9673946689249693,-0.7750262776810181,-1.2049794813599437,0.7484340603,-0.722016,-0.0933840067,-264563716578.0,-65476101245,0.4756765105,0.0757185322,0.4264504269,90.01496760479387,-5.127947232954547,36100800000.0,20056000.0,-0.1092756131,0.0790557321,0.9769519914,-4066.4407853011567,-13.1403477691,quarter,-0.0679253698,-26499.6717004886,NOS
