Meta,Meta,Meta,Chỉ tiêu cơ cấu nguồn vốn,Chỉ tiêu cơ cấu nguồn vốn,Chỉ tiêu cơ cấu nguồn vốn,Chỉ tiêu cơ cấu nguồn vốn,Chỉ tiêu hiệu quả hoạt động,Chỉ tiêu hiệu quả hoạt động,Chỉ tiêu hiệu quả hoạt động,Chỉ tiêu hiệu quả hoạt động,Chỉ tiêu hiệu quả hoạt động,Chỉ tiêu hiệu quả hoạt động,Chỉ tiêu hiệu quả hoạt động,Chỉ tiêu khả năng sinh lợi,Chỉ tiêu khả năng sinh lợi,Chỉ tiêu khả năng sinh lợi,Chỉ tiêu khả năng sinh lợi,Chỉ tiêu khả năng sinh lợi,Chỉ tiêu khả năng sinh lợi,Chỉ tiêu khả năng sinh lợi,Chỉ tiêu khả năng sinh lợi,Chỉ tiêu thanh khoản,Chỉ tiêu thanh khoản,Chỉ tiêu thanh khoản,Chỉ tiêu thanh khoản,Chỉ tiêu thanh khoản,Chỉ tiêu định giá,Chỉ tiêu định giá,Chỉ tiêu định giá,Chỉ tiêu định giá,Chỉ tiêu định giá,Chỉ tiêu định giá,Chỉ tiêu định giá,Chỉ tiêu định giá,Chỉ tiêu định giá,period,symbol
ticker,yearReport,lengthReport,(ST+LT borrowings)/Equity,Debt/Equity,Fixed Asset-To-Equity,Owners' Equity/Charter Capital,Asset Turnover,Fixed Asset Turnover,Days Sales Outstanding,Days Inventory Outstanding,Days Payable Outstanding,Cash Cycle,Inventory Turnover,EBIT Margin (%),Gross Profit Margin (%),Net Profit Margin (%),ROE (%),ROIC (%),ROA (%),EBITDA (Bn. VND),EBIT (Bn. VND),Current Ratio,Cash Ratio,Quick Ratio,Interest Coverage,Financial Leverage,Market Capital (Bn. VND),Outstanding Share (Mil. Shares),P/E,P/B,P/S,P/Cash Flow,EPS (VND),BVPS (VND),EV/EBITDA,,
CFV,2025,5,0.6443149068,0.722335144,0.2639008782461717,1.611627482118577,1.2793191688,8.4912869869,15.990886503194563,78.054065812,4.073738901,98.11869121619456,4.676245833,0.06009727073019478,0.10344705568820821,0.04724360115756382,0.0921387403,0.0716439969,0.0604396446,28721749699.0,22842768035,2.0303206324,0.0120871742,0.4381536373,-5.070242456826279,1.722335143968776,297275000000.0,12650000.0,16.5547037392,1.4581533426,0.7821038207,-2.4008539876,1419.5361252173914,16116.2748211858,14.2981512582,year,CFV
CFV,2024,5,0.1223591323,0.3075042954,0.1921566355801702,1.4696738695968379,1.1242908337,8.2875540477,11.05831697803382,138.1378718678,1.5977989259,150.7939877717338,2.6422877019,0.18009290141328843,0.23471642612457505,0.1601501178207255,0.2896123708,0.2534677031,0.1800553095,59580311988.0,52889075062,3.2289699931,0.1159786735,0.265283701,-40.5115216353493,1.3075042954060343,250470000000.0,12650000.0,5.3254839009,1.3472376702,0.8528768742,1.4593996495,3717.971994387352,14696.7386959684,4.4758978728,year,CFV
CFV,2023,5,0.8937297455,1.0113425936,0.2530732332696438,1.0978766701581029,1.8636981386,12.6353196511,12.29581210164781,80.4906267236,4.5569262237,97.34336504894782,4.5346895018,0.0017937293142366358,0.047894448179310614,0.007751624784967161,0.0257818348,0.0031102644,0.0144466887,6815216980.0,818011464,1.5694374688,0.0047451465,0.1802020252,-0.39046461074194094,2.0113425935790876,320045000000.0,12650000.0,90.534856928,2.3044482762,0.7017922409,-4.7416665686,279.4503781027668,10978.766701581,65.0765519474,year,CFV
CFV,2022,5,0.3509935868,0.5521090523,0.27365138614164425,1.069931632347826,2.2887516267,11.5218933888,8.104752371450505,42.0369470528,5.5339300381,55.67562946235051,8.6828379697,-0.00820583263615648,0.04011528674582835,0.0029982568447602573,0.0098252489,-0.0204221436,0.0067189471,2254413972.0,-3698208148,1.9462286334,0.0156510202,0.3273789657,2.8008459447969156,1.5519736822415622,294745000000.0,12650000.0,222.7794856589,2.1781634048,0.6540000031,-15.2105349502,106.81863019762847,10697.0854201581,151.3049814114,year,CFV
CFV,2021,5,0.1946297092,0.3716438727,0.30741837898556607,1.0592497693280631,1.7575956938,8.6523118657,3.5202014584233274,65.0645009617,1.7562955797,70.34099799982333,5.609817867,0.011012382360762829,0.07429778633350385,0.016759211981430294,0.0450136798,0.024214342,0.0294559188,9552944802.0,3876099229,2.3204795004,0.0223991715,0.4217338964,-3.081363037939676,1.3716438726525924,192280000000.0,12650000.0,32.5961955676,1.434977891,0.5462865513,4.5454003056,466.31208750988145,10592.4976932806,22.7449513982,year,CFV
CFV,2020,5,0.5238956492,0.6919061411,0.31357310071471306,1.012618560577075,0.9744998798,5.2579839515,0.10472920979519128,152.3515509832,0.1441181124,152.6003983053952,2.3957747568,0.012981697100909512,0.09688093157489487,0.02454026373239969,0.0404610624,0.0140454061,0.0239144841,2741737911.0,2741737911,1.5814817848,0.006496114,0.1655580853,-4.115832808923557,1.6919061411244132,269445000000.0,12650000.0,51.9872012409,2.1034573954,1.2757796292,-9.6719409938,409.7162280632411,10126.1856057708,122.5456534029,year,CFV
CFV,2018,5,0.0,0.2264144296,0.508308726555053,1.0328964936837945,1.1566642822,2.8362830954,8.032339752103729,49.6681748581,8.7366105766,66.43712518680374,7.3487701339,0.08046061270947352,0.1589876132243001,0.0691661066700638,0.1012219658,0.1159899363,0.0800019651,16397970083.0,15155408213,2.7536299986,0.1645822058,0.7016992855,-26.17950914032553,1.2264144296203814,278308795741.0,13066141.0,21.3623634037,2.13,1.4775515059,39.910468711,997.0806609235275,10000.0,16.6752259966,year,CFV
CFV,2017,5,0.0462579703,0.3052698417,0.5238853846014178,1.0020000592806324,0.7754363477,1.7001447781,2.6754808495337534,79.4670537724,0.0,82.14253462193376,4.593098431,0.1158522980305862,0.25465718199626486,0.10646785386488913,0.1028194251,0.1081532031,0.0825590438,19666927412.0,14342882422,2.0819634879,0.0844198878,0.3375736144,-107.16135253424294,1.3052698417061643,269983905973.0,12675301.0,20.482718242,2.13,2.1807510525,25.5957964705,1039.9010193919655,10000.0,13.8598523756,year,CFV
CFV,2016,5,0.0347116775,0.1868725253,0.6111904425925899,1.0248171539209485,1.4857830221,2.9057760335,0.17256909493076228,39.1427745636,0.4106274355,39.72597109403076,9.3248371908,0.04587739262272251,0.1335989437566651,0.043381967948160696,0.0751966179,0.0754242491,0.0644561914,17245834012.0,10117361260,2.6429229602,0.0778985426,0.1288001187,-16.712096844743737,1.1868725252939698,276131858038.0,12963937.0,28.8628183333,2.13,1.2521258598,13.1860986769,737.973670806947,10000.0,16.1707551844,year,CFV
