item,item_en,2025-Q4,2025-Q3,2025-Q2,2025-Q1
Thu nhập trên mỗi cổ phần của 4 quý gần nhất (EPS),Trailing EPS,995.99,935.38,815.43,948.78
Giá trị sổ sách của cổ phiếu (BVPS),Book value per share (BVPS),18865.0,18159.0,19490.0,19352.0
Chỉ số giá thị trường trên thu nhập (P/E),P/E,31.63,36.13,36.05,34.36
Chỉ số giá thị trường trên giá trị sổ sách (P/B),P/B,1.67,1.86,1.51,1.68
Chỉ số giá thị trường trên doanh thu thuần (P/S),P/S,19.46,34.54,28.4,46.43
Tỷ suất cổ tức,Dividend yield,0.0,0.0,0.0,0.0
Beta,Beta,1.25,1.33,1.26,1.17
Giá trị doanh nghiệp trên lợi nhuận trước thuế và lãi vay (EV/EBIT),EV/EBIT,46.37,73.11,156.82,257.46
"Giá trị doanh nghiệp trên lợi nhuận trước thuế, khấu hao và lãi vay (EV/EBITDA)",EV/EBITDA,46.01,72.3,152.18,251.86
Tỷ suất lợi nhuận gộp biên,Gross profit margin,71.0,70.63,38.68,43.2
Tỷ lệ lãi EBIT,EBIT margin,54.13,59.51,23.43,22.05
Tỷ lệ lãi EBITDA,EBITDA/Net revenue,54.24,59.68,23.61,22.54
Tỷ suất sinh lợi trên doanh thu thuần,Net profit margin,43.66,47.89,18.72,16.72
Tỷ suất lợi nhuận trên vốn chủ sở hữu bình quân (ROEA),ROE,2.39,1.18,1.01,0.63
Tỷ suất sinh lợi trên vốn dài hạn bình quân (ROCE),Return on capital employed (ROCE),3.26,2.28,0.9,0.58
Tỷ suất sinh lợi trên tổng tài sản bình quân (ROAA),ROA,1.48,0.73,0.65,0.4
ROE bình quân 4 quý gần nhất,ROE Trailling,5.87,5.4,4.55,5.31
ROA bình quân 4 quý gần nhất,ROA Trailling,3.27,3.05,2.55,2.87
Tăng trưởng  doanh thu thuần,Net revenue,-11.29,334.85,62.41,112.57
Tăng trưởng  lợi nhuận gộp,Gross profit,41.97,391.54,-20.48,76.08
Tăng trưởng lợi nhuận trước thuế ,Profit before tax,94.83,783.11,-33.99,54.01
Tăng trưởng lợi nhuận sau thuế của CĐ công ty mẹ,Profit after tax for shareholders of the parent company,24.77,235.1,-28.63,92.46
Tăng trưởng tổng tài sản,Total assets,10.77,4.67,10.03,10.88
Tăng trưởng nợ dài hạn,Long-term liabilities,31.89,19.27,11.5,6.18
Tăng trưởng nợ phải trả,Liabilities,14.08,-0.15,-8.27,-8.74
Tăng trưởng vốn chủ sở hữu,Owner's equity,8.84,7.92,24.6,25.55
Tăng trưởng vốn điều lệ,Charter capital,10.98,23.4,26.5,26.5
Tỷ số thanh toán bằng tiền mặt,Cash ratio,0.73,0.7,0.7,0.66
Tỷ số thanh toán nhanh,Quick ratio,2.39,2.22,1.8,1.83
"Tỷ số thanh toán nhanh  (Đã loại trừ HTK, Phải thu ngắn hạn - Tham khảo)","Quick ratio (except: Inventories,  Short-term receivables - reference)",0.79,0.79,0.81,0.74
Tỷ số thanh toán hiện hành (ngắn hạn),Short-term ratio,9.04,9.05,8.34,8.8
Khả năng thanh toán lãi vay,Interest coverage,0.0,0.0,0.0,0.0
