item,item_en,2025-Q4,2025-Q3,2025-Q2,2025-Q1
Thu nhập trên mỗi cổ phần của 4 quý gần nhất (EPS),Trailing EPS,251.73,149.19,161.29,411.01
Giá trị sổ sách của cổ phiếu (BVPS),Book value per share (BVPS),19133.0,19021.0,20627.0,21052.0
Chỉ số giá thị trường trên thu nhập (P/E),P/E,83.03,170.93,91.45,33.33
Chỉ số giá thị trường trên giá trị sổ sách (P/B),P/B,1.09,1.34,0.72,0.65
Chỉ số giá thị trường trên doanh thu thuần (P/S),P/S,15.85,22.3,10.77,10.79
Tỷ suất cổ tức,Dividend yield,0.02,0.04,0.03,0.07
Beta,Beta,1.74,1.74,1.63,1.65
Giá trị doanh nghiệp trên lợi nhuận trước thuế và lãi vay (EV/EBIT),EV/EBIT,71.73,96.97,74.13,75.29
"Giá trị doanh nghiệp trên lợi nhuận trước thuế, khấu hao và lãi vay (EV/EBITDA)",EV/EBITDA,30.64,35.91,28.81,47.48
Tỷ suất lợi nhuận gộp biên,Gross profit margin,56.9,48.71,56.05,61.05
Tỷ lệ lãi EBIT,EBIT margin,60.04,54.22,56.87,58.76
Tỷ lệ lãi EBITDA,EBITDA/Net revenue,79.13,75.88,79.93,93.18
Tỷ suất sinh lợi trên doanh thu thuần,Net profit margin,16.46,7.86,14.67,13.74
Tỷ suất lợi nhuận trên vốn chủ sở hữu bình quân (ROEA),ROE,0.63,0.1,0.31,0.17
Tỷ suất sinh lợi trên vốn dài hạn bình quân (ROCE),Return on capital employed (ROCE),1.65,1.33,1.51,1.45
Tỷ suất sinh lợi trên tổng tài sản bình quân (ROAA),ROA,0.2,0.03,0.09,0.05
ROE bình quân 4 quý gần nhất,ROE Trailling,1.63,0.9,0.91,2.15
ROA bình quân 4 quý gần nhất,ROA Trailling,0.37,0.19,0.18,0.4
Tăng trưởng  doanh thu thuần,Net revenue,8.99,1.12,7.41,-20.78
Tăng trưởng  lợi nhuận gộp,Gross profit,20.58,-16.93,1.84,-9.92
Tăng trưởng lợi nhuận trước thuế ,Profit before tax,370.4,-45.07,-19.55,-67.59
Tăng trưởng lợi nhuận sau thuế của CĐ công ty mẹ,Profit after tax for shareholders of the parent company,1161.61,85.87,-68.75,-93.03
Tăng trưởng tổng tài sản,Total assets,2.31,7.74,8.43,2.41
Tăng trưởng nợ dài hạn,Long-term liabilities,-3.24,-0.82,-4.86,-8.86
Tăng trưởng nợ phải trả,Liabilities,-7.16,0.93,3.95,-4.25
Tăng trưởng vốn chủ sở hữu,Owner's equity,30.82,26.41,21.06,21.08
Tăng trưởng vốn điều lệ,Charter capital,95.6,96.04,71.97,72.12
Tỷ số thanh toán bằng tiền mặt,Cash ratio,0.1,0.21,0.2,0.08
Tỷ số thanh toán nhanh,Quick ratio,0.91,0.9,0.78,0.74
"Tỷ số thanh toán nhanh  (Đã loại trừ HTK, Phải thu ngắn hạn - Tham khảo)","Quick ratio (except: Inventories,  Short-term receivables - reference)",0.46,0.47,0.4,0.27
Tỷ số thanh toán hiện hành (ngắn hạn),Short-term ratio,1.24,1.19,1.02,1.02
Khả năng thanh toán lãi vay,Interest coverage,1.41,1.2,1.37,1.37
