time,open,high,low,close,volume,symbol
2025-02-28 00:00:00+00:00,60409429.28,61616242.2,57790915.45,59735100.8,629255790413583,ETH
2025-03-30 00:00:00+00:00,49113692.73,49537352.32,46617295.32,47345868.97,315966536938986,ETH
2025-04-29 00:00:00+00:00,46442281.04,47350066.39,45283601.39,46608250.14,441600723725779,ETH
2025-05-29 00:00:00+00:00,68998596.95,69665310.4,67655178.92,69496133.65,494553654811775,ETH
2025-06-28 00:00:00+00:00,62599158.16,63820338.28,61829680.75,62802388.79,396677824064927,ETH
2025-07-28 00:00:00+00:00,96935976.64,100451346.98,96739690.26,100407636.82,748732939700248,ETH
2025-08-27 00:00:00+00:00,113301328.57,120017017.13,111835348.55,119197055.8,1394728763069974,ETH
2025-09-26 00:00:00+00:00,107617726.52,107839035.23,99209670.48,100228536.53,1786833714511809,ETH
2025-10-26 00:00:00+00:00,101942633.31,102801692.31,101428340.54,102434436.2,395003883828656,ETH
2025-11-25 00:00:00+00:00,72579203.41,77284915.43,71599121.39,76504806.78,841858842946139,ETH
2025-12-25 00:00:00+00:00,76769327.16,77086685.79,74853679.08,76320249.86,362345399124636,ETH
2026-01-24 00:00:00+00:00,76420140.68,78091550.73,74945216.52,76518873.32,580842628697552,ETH
2026-01-25 00:00:00+00:00,76577466.53,76894608.58,76297591.07,76460846.35,212591429167960,ETH
