time,open,high,low,close,volume,symbol,name
2025-02-12 00:00:00+00:00,21958.69,22523.57,21735.56,21814.37,6487223577,HSI,Hang Seng
2025-02-13 00:00:00+00:00,22027.07,22620.33,22027.07,22620.33,6056957153,HSI,Hang Seng
2025-02-16 00:00:00+00:00,22755.06,22977.25,22319.32,22616.23,6736174929,HSI,Hang Seng
2025-02-17 00:00:00+00:00,22664.73,23141.41,22608.18,22976.81,5222617515,HSI,Hang Seng
2025-02-18 00:00:00+00:00,22777.46,22975.34,22649.49,22944.24,4080380785,HSI,Hang Seng
2025-02-19 00:00:00+00:00,22716.71,22849.66,22436.13,22576.98,4200436892,HSI,Hang Seng
2025-02-20 00:00:00+00:00,23090.03,23477.92,22901.69,23477.92,6167286427,HSI,Hang Seng
2025-02-23 00:00:00+00:00,23472.14,23688.45,23221.57,23341.61,5264639339,HSI,Hang Seng
2025-02-24 00:00:00+00:00,22716.48,23248.52,22716.48,23034.02,4449761400,HSI,Hang Seng
2025-02-25 00:00:00+00:00,23238.34,23973.17,23238.34,23787.93,5138075387,HSI,Hang Seng
2025-02-26 00:00:00+00:00,23783.75,24076.53,23441.74,23718.29,6256972936,HSI,Hang Seng
2025-02-27 00:00:00+00:00,23616.18,23616.18,22798.34,22941.32,6578327970,HSI,Hang Seng
2025-03-02 00:00:00+00:00,23135.12,23405.98,22861.75,23006.27,4338235946,HSI,Hang Seng
2025-03-03 00:00:00+00:00,22678.25,23051.01,22547.53,22941.77,3994826338,HSI,Hang Seng
2025-03-04 00:00:00+00:00,23200.42,23636.65,23090.63,23594.21,4077656046,HSI,Hang Seng
2025-03-05 00:00:00+00:00,23987.09,24410.93,23987.09,24369.71,4886267551,HSI,Hang Seng
2025-03-06 00:00:00+00:00,24182.02,24669.62,24065.01,24231.3,4830822699,HSI,Hang Seng
2025-03-09 00:00:00+00:00,24115.98,24292.8,23632.42,23783.49,3684249616,HSI,Hang Seng
2025-03-10 00:00:00+00:00,23274.86,23858.61,23238.36,23782.14,3554137489,HSI,Hang Seng
2025-03-11 00:00:00+00:00,23859.23,23962.03,23363.98,23600.31,3632712894,HSI,Hang Seng
2025-03-12 00:00:00+00:00,23616.33,23712.61,23198.73,23462.65,3231281249,HSI,Hang Seng
2025-03-13 00:00:00+00:00,23653.33,24113.53,23454.49,23959.98,4260065487,HSI,Hang Seng
2025-03-16 00:00:00+00:00,24226.0,24352.47,24077.15,24145.57,3284154396,HSI,Hang Seng
2025-03-17 00:00:00+00:00,24679.35,24745.13,24475.26,24740.57,3930667150,HSI,Hang Seng
2025-03-18 00:00:00+00:00,24697.63,24874.39,24601.73,24771.14,3593000989,HSI,Hang Seng
2025-03-19 00:00:00+00:00,24753.15,24753.15,24186.69,24219.95,4102246792,HSI,Hang Seng
2025-03-20 00:00:00+00:00,24109.07,24230.72,23577.78,23689.72,4931006607,HSI,Hang Seng
2025-03-23 00:00:00+00:00,23749.58,23967.51,23531.2,23905.56,3386124311,HSI,Hang Seng
2025-03-24 00:00:00+00:00,23643.32,23747.32,23321.67,23344.25,4234395000,HSI,Hang Seng
2025-03-25 00:00:00+00:00,23460.31,23596.85,23350.73,23483.32,3116620177,HSI,Hang Seng
2025-03-26 00:00:00+00:00,23543.86,23865.62,23372.36,23578.8,3790121920,HSI,Hang Seng
2025-03-27 00:00:00+00:00,23672.82,23775.3,23254.3,23426.6,3540792640,HSI,Hang Seng
2025-03-30 00:00:00+00:00,23207.07,23399.73,23002.81,23119.58,4752815958,HSI,Hang Seng
2025-03-31 00:00:00+00:00,23217.11,23456.58,23123.35,23206.84,3979666548,HSI,Hang Seng
2025-04-01 00:00:00+00:00,23167.31,23393.03,22980.96,23202.53,3573452326,HSI,Hang Seng
2025-04-02 00:00:00+00:00,22638.21,22998.3,22638.21,22849.81,4249906647,HSI,Hang Seng
2025-04-06 00:00:00+00:00,20730.05,21047.83,19706.03,19828.3,12686536120,HSI,Hang Seng
2025-04-07 00:00:00+00:00,20157.52,20454.26,19745.14,20127.68,8420728911,HSI,Hang Seng
2025-04-08 00:00:00+00:00,19494.92,20441.14,19260.21,20264.49,8672350327,HSI,Hang Seng
2025-04-09 00:00:00+00:00,20810.43,21211.13,20530.43,20681.78,6611812404,HSI,Hang Seng
2025-04-10 00:00:00+00:00,20557.49,21127.37,20444.04,20914.69,5139238172,HSI,Hang Seng
2025-04-13 00:00:00+00:00,21363.88,21517.32,21224.55,21417.4,4538263870,HSI,Hang Seng
2025-04-14 00:00:00+00:00,21603.52,21603.52,21297.59,21466.27,2942774480,HSI,Hang Seng
2025-04-15 00:00:00+00:00,21316.47,21363.57,20868.36,21056.98,3441790279,HSI,Hang Seng
2025-04-16 00:00:00+00:00,21066.81,21417.64,21039.16,21395.14,2892828471,HSI,Hang Seng
2025-04-21 00:00:00+00:00,21303.51,21592.67,21191.02,21562.32,3883646515,HSI,Hang Seng
2025-04-22 00:00:00+00:00,22080.19,22138.81,21862.87,22072.62,3585310800,HSI,Hang Seng
2025-04-23 00:00:00+00:00,22030.15,22093.68,21712.1,21909.76,2985810921,HSI,Hang Seng
2025-04-24 00:00:00+00:00,22080.44,22267.96,21923.9,21980.74,3025705709,HSI,Hang Seng
2025-04-27 00:00:00+00:00,22072.35,22072.35,21817.85,21971.96,2465991596,HSI,Hang Seng
2025-04-28 00:00:00+00:00,22073.36,22213.51,21918.1,22008.11,3045158196,HSI,Hang Seng
2025-04-29 00:00:00+00:00,22038.73,22129.31,21848.33,22119.41,4682250634,HSI,Hang Seng
