time,open,high,low,close,volume,symbol,name
2025-02-12 00:00:00+00:00,2250.71,2262.57,2240.51,2255.89,-99999902,RUT,Russell 2000
2025-02-13 00:00:00+00:00,2264.83,2282.42,2259.07,2282.18,-99999902,RUT,Russell 2000
2025-02-14 00:00:00+00:00,2287.85,2297.71,2276.63,2279.98,-99999902,RUT,Russell 2000
2025-02-18 00:00:00+00:00,2281.56,2294.59,2277.17,2290.35,-99999902,RUT,Russell 2000
2025-02-19 00:00:00+00:00,2278.29,2288.75,2273.63,2282.46,-99999902,RUT,Russell 2000
2025-02-20 00:00:00+00:00,2280.3,2280.3,2250.11,2261.74,-99999902,RUT,Russell 2000
2025-02-21 00:00:00+00:00,2275.96,2282.63,2194.11,2195.35,-99999902,RUT,Russell 2000
2025-02-24 00:00:00+00:00,2200.71,2202.06,2169.54,2178.27,-99999902,RUT,Russell 2000
2025-02-25 00:00:00+00:00,2180.47,2184.76,2154.35,2170.08,-99999902,RUT,Russell 2000
2025-02-26 00:00:00+00:00,2175.44,2199.92,2166.86,2174.17,-99999902,RUT,Russell 2000
2025-02-27 00:00:00+00:00,2175.13,2177.79,2139.41,2139.66,-99999902,RUT,Russell 2000
2025-02-28 00:00:00+00:00,2135.59,2163.23,2126.08,2163.07,-99999902,RUT,Russell 2000
2025-03-03 00:00:00+00:00,2168.02,2173.57,2092.17,2102.24,-99999902,RUT,Russell 2000
2025-03-04 00:00:00+00:00,2083.7,2112.1,2048.01,2079.53,-99999902,RUT,Russell 2000
2025-03-05 00:00:00+00:00,2080.49,2102.95,2066.15,2100.75,-99999902,RUT,Russell 2000
2025-03-06 00:00:00+00:00,2081.57,2093.39,2055.42,2066.55,-99999902,RUT,Russell 2000
2025-03-07 00:00:00+00:00,2065.5,2084.4,2033.69,2075.48,-99999902,RUT,Russell 2000
2025-03-10 00:00:00+00:00,2058.09,2058.09,2003.42,2019.07,-99999902,RUT,Russell 2000
2025-03-11 00:00:00+00:00,2022.52,2043.49,2001.19,2023.59,-99999902,RUT,Russell 2000
2025-03-12 00:00:00+00:00,2037.91,2050.21,2012.57,2026.47,-99999902,RUT,Russell 2000
2025-03-13 00:00:00+00:00,2026.08,2031.16,1984.92,1993.69,-99999902,RUT,Russell 2000
2025-03-14 00:00:00+00:00,2008.53,2044.51,2008.53,2044.1,-99999902,RUT,Russell 2000
2025-03-17 00:00:00+00:00,2041.52,2073.92,2039.96,2068.33,-99999902,RUT,Russell 2000
2025-03-18 00:00:00+00:00,2060.97,2060.97,2043.87,2049.94,-99999902,RUT,Russell 2000
2025-03-19 00:00:00+00:00,2051.28,2092.03,2051.28,2082.08,-99999902,RUT,Russell 2000
2025-03-20 00:00:00+00:00,2068.6,2089.98,2060.49,2068.63,-99999902,RUT,Russell 2000
2025-03-21 00:00:00+00:00,2057.79,2060.77,2040.14,2056.98,-99999902,RUT,Russell 2000
2025-03-24 00:00:00+00:00,2075.48,2110.54,2075.48,2109.38,-99999902,RUT,Russell 2000
2025-03-25 00:00:00+00:00,2108.25,2110.08,2090.04,2095.38,-99999902,RUT,Russell 2000
2025-03-26 00:00:00+00:00,2097.18,2103.71,2066.3,2073.83,-99999902,RUT,Russell 2000
2025-03-27 00:00:00+00:00,2072.48,2079.3,2057.6,2065.7,-99999902,RUT,Russell 2000
