time,open,high,low,close,volume,symbol,name
2025-02-12 00:00:00+00:00,19436.51,19682.51,19415.48,19649.95,1333505788,COMP,Nasdaq
2025-02-13 00:00:00+00:00,19696.92,19952.17,19675.87,19945.64,1395636452,COMP,Nasdaq
2025-02-14 00:00:00+00:00,19956.82,20045.76,19932.15,20026.77,1357502189,COMP,Nasdaq
2025-02-18 00:00:00+00:00,20090.55,20110.12,19909.74,20041.26,1490497943,COMP,Nasdaq
2025-02-19 00:00:00+00:00,19994.5,20099.39,19928.89,20056.25,1364009065,COMP,Nasdaq
2025-02-20 00:00:00+00:00,20029.19,20041.15,19795.02,19962.36,1285619491,COMP,Nasdaq
2025-02-21 00:00:00+00:00,20006.69,20016.66,19510.91,19524.0,1552653942,COMP,Nasdaq
2025-02-24 00:00:00+00:00,19590.85,19644.23,19275.46,19286.92,1460761090,COMP,Nasdaq
2025-02-25 00:00:00+00:00,19242.61,19256.35,18871.52,19026.39,1505761083,COMP,Nasdaq
2025-02-26 00:00:00+00:00,19109.32,19286.02,18966.46,19075.26,1320983098,COMP,Nasdaq
2025-02-27 00:00:00+00:00,19212.36,19242.69,18535.22,18544.42,1474508998,COMP,Nasdaq
2025-02-28 00:00:00+00:00,18477.17,18861.33,18372.99,18847.28,1957382214,COMP,Nasdaq
2025-03-03 00:00:00+00:00,18923.36,18992.3,18216.63,18350.19,1559822439,COMP,Nasdaq
2025-03-04 00:00:00+00:00,18176.43,18589.49,17956.6,18285.16,1647373021,COMP,Nasdaq
2025-03-05 00:00:00+00:00,18312.96,18604.47,18144.73,18552.73,1382121184,COMP,Nasdaq
2025-03-06 00:00:00+00:00,18204.53,18439.24,17980.39,18069.26,1445407250,COMP,Nasdaq
2025-03-07 00:00:00+00:00,18029.85,18243.58,17768.59,18196.22,1442718169,COMP,Nasdaq
2025-03-10 00:00:00+00:00,17840.32,17868.08,17291.82,17468.32,1645890504,COMP,Nasdaq
2025-03-11 00:00:00+00:00,17443.09,17687.4,17238.24,17436.1,1558057043,COMP,Nasdaq
2025-03-12 00:00:00+00:00,17711.41,17800.1,17436.27,17648.45,1412502987,COMP,Nasdaq
2025-03-13 00:00:00+00:00,17598.56,17621.91,17239.44,17303.01,1258835301,COMP,Nasdaq
2025-03-14 00:00:00+00:00,17523.3,17773.48,17491.08,17754.09,1262163806,COMP,Nasdaq
2025-03-17 00:00:00+00:00,17722.54,17925.94,17645.87,17808.66,1218135041,COMP,Nasdaq
2025-03-18 00:00:00+00:00,17662.57,17682.92,17431.67,17504.12,1187958558,COMP,Nasdaq
2025-03-19 00:00:00+00:00,17590.12,17917.54,17533.94,17750.79,1272498014,COMP,Nasdaq
2025-03-20 00:00:00+00:00,17586.06,17903.2,17576.82,17691.63,1186483101,COMP,Nasdaq
2025-03-21 00:00:00+00:00,17519.84,17798.06,17474.81,17784.05,3329861374,COMP,Nasdaq
2025-03-24 00:00:00+00:00,18046.19,18210.05,18030.68,18188.59,1340530404,COMP,Nasdaq
