time,open,high,low,close,volume,symbol,name
2025-02-12 00:00:00+00:00,39225.5,39581.47,39112.17,39461.47,1303844800,N225,Nikkei 225
2025-02-13 00:00:00+00:00,39419.25,39543.93,39133.94,39149.43,1329031600,N225,Nikkei 225
2025-02-16 00:00:00+00:00,39094.09,39238.75,39021.23,39174.25,1113069900,N225,Nikkei 225
2025-02-17 00:00:00+00:00,39187.99,39508.55,39151.71,39270.4,1159726300,N225,Nikkei 225
2025-02-18 00:00:00+00:00,39230.62,39298.05,38994.7,39164.61,1242685700,N225,Nikkei 225
2025-02-19 00:00:00+00:00,38942.91,38967.01,38468.72,38678.04,1252191700,N225,Nikkei 225
2025-02-20 00:00:00+00:00,38523.07,38808.81,38456.53,38776.94,1300544800,N225,Nikkei 225
2025-02-24 00:00:00+00:00,38359.67,38485.95,38131.79,38237.79,1329242800,N225,Nikkei 225
2025-02-25 00:00:00+00:00,38143.68,38175.24,37742.76,38142.37,1207843100,N225,Nikkei 225
2025-02-26 00:00:00+00:00,38251.11,38369.96,38061.94,38256.17,1215796500,N225,Nikkei 225
2025-02-27 00:00:00+00:00,37853.48,37925.28,36840.12,37155.5,1916186900,N225,Nikkei 225
2025-03-02 00:00:00+00:00,37617.5,37827.62,37372.26,37785.47,1158057200,N225,Nikkei 225
2025-03-03 00:00:00+00:00,37532.01,37587.49,36816.16,37331.18,1381647600,N225,Nikkei 225
2025-03-04 00:00:00+00:00,37345.74,37606.34,37178.72,37418.24,1309123500,N225,Nikkei 225
2025-03-05 00:00:00+00:00,37654.95,37874.38,37580.88,37704.93,1377165500,N225,Nikkei 225
2025-03-06 00:00:00+00:00,37198.3,37221.65,36813.62,36887.17,1367535600,N225,Nikkei 225
2025-03-09 00:00:00+00:00,36972.59,37113.48,36705.02,37028.27,1098145900,N225,Nikkei 225
2025-03-10 00:00:00+00:00,36584.37,36793.11,35987.13,36793.11,1536228200,N225,Nikkei 225
2025-03-11 00:00:00+00:00,36763.1,36956.33,36658.86,36819.09,1287271600,N225,Nikkei 225
2025-03-12 00:00:00+00:00,37081.64,37326.27,36776.94,36790.03,1193134700,N225,Nikkei 225
2025-03-13 00:00:00+00:00,36606.78,37154.39,36594.04,37053.1,1348314900,N225,Nikkei 225
2025-03-16 00:00:00+00:00,37453.83,37563.27,37377.55,37396.52,1203058100,N225,Nikkei 225
2025-03-17 00:00:00+00:00,37868.57,38004.2,37822.87,37845.42,1334831600,N225,Nikkei 225
2025-03-18 00:00:00+00:00,37839.39,38128.58,37751.88,37751.88,1168393000,N225,Nikkei 225
2025-03-20 00:00:00+00:00,37619.37,37968.02,37619.37,37677.06,1817732700,N225,Nikkei 225
2025-03-23 00:00:00+00:00,37841.68,37841.68,37608.49,37608.49,1016128000,N225,Nikkei 225
2025-03-24 00:00:00+00:00,37953.15,38115.65,37686.26,37780.54,1072510900,N225,Nikkei 225
2025-03-25 00:00:00+00:00,38106.66,38220.69,37873.28,38027.29,1170653500,N225,Nikkei 225
2025-03-26 00:00:00+00:00,37750.66,37859.06,37556.75,37799.97,1399585300,N225,Nikkei 225
2025-03-27 00:00:00+00:00,37357.52,37359.95,36864.93,37120.33,1332266100,N225,Nikkei 225
2025-03-30 00:00:00+00:00,36440.18,36440.18,35541.72,35617.56,1683723500,N225,Nikkei 225
2025-03-31 00:00:00+00:00,35961.19,36052.54,35537.86,35624.48,1235963900,N225,Nikkei 225
2025-04-01 00:00:00+00:00,35751.02,35778.9,35426.33,35725.87,1287119800,N225,Nikkei 225
2025-04-02 00:00:00+00:00,35041.67,35044.73,34102.0,34735.93,1958018100,N225,Nikkei 225
2025-04-03 00:00:00+00:00,34304.66,34320.11,33259.76,33780.58,2276455800,N225,Nikkei 225
2025-04-06 00:00:00+00:00,33154.97,33158.87,30792.74,31136.58,2667342800,N225,Nikkei 225
2025-04-07 00:00:00+00:00,31729.11,33257.16,31703.69,33012.58,1919487400,N225,Nikkei 225
2025-04-08 00:00:00+00:00,32529.23,32565.84,31258.18,31714.03,1993380800,N225,Nikkei 225
2025-04-09 00:00:00+00:00,32321.21,34639.39,32320.66,34609.0,2016202400,N225,Nikkei 225
2025-04-10 00:00:00+00:00,33951.25,33953.29,32626.58,33585.58,1825608000,N225,Nikkei 225
2025-04-13 00:00:00+00:00,34006.37,34325.59,33887.7,33982.36,1188418600,N225,Nikkei 225
2025-04-14 00:00:00+00:00,34349.01,34459.0,34266.31,34267.54,1138035400,N225,Nikkei 225
2025-04-15 00:00:00+00:00,34249.82,34329.27,33658.47,33920.4,1156290100,N225,Nikkei 225
2025-04-16 00:00:00+00:00,33987.01,34379.13,33931.53,34377.6,1111886400,N225,Nikkei 225
2025-04-17 00:00:00+00:00,34353.88,34758.97,34224.57,34730.28,1020346200,N225,Nikkei 225
